hunt_code,residency,points,canonical_rows,hunt_name,species,record_type,eligible_applicants,total_permits,source_file
BR1008,Resident,9,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,10,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,11,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,12,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,13,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,14,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,15,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,16,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,17,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,18,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,19,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,20,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,21,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1008,Resident,22,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,0,1,La Sal,Black Bear,point_level_draw_result,1,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,5,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,6,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,7,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,8,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,9,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,10,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,11,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,12,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,13,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,14,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,15,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,16,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,17,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,18,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,19,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,20,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,21,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Nonresident,22,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,0,1,La Sal,Black Bear,point_level_draw_result,37,2,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,7,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,8,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,9,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,10,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,11,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,12,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,13,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,14,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,15,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,16,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,17,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,18,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,19,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,20,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,21,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1009,Resident,22,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,0,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,1,1,San Juan,Black Bear,point_level_draw_result,1,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,2,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,3,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,4,1,San Juan,Black Bear,point_level_draw_result,1,1,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,5,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,6,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,7,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,9,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,10,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,11,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,12,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,13,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,14,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,15,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,16,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,17,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,18,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,19,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,20,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,21,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Nonresident,22,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,0,1,San Juan,Black Bear,point_level_draw_result,18,1,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,7,1,San Juan,Black Bear,point_level_draw_result,1,1,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,8,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,9,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,10,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,11,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,12,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,13,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,14,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,15,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,16,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,17,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,18,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,19,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,20,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,21,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1010,Resident,22,1,San Juan,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,0,1,Book Cliffs,Black Bear,point_level_draw_result,2,1,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,2,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,3,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,4,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,5,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,6,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,7,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,8,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,9,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,10,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,11,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,12,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,13,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,14,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,15,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,16,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,17,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,18,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,19,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,20,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,21,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Nonresident,22,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,0,1,Book Cliffs,Black Bear,point_level_draw_result,24,11,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,6,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,7,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,8,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,9,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,10,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,11,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,12,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,13,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,14,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,15,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,16,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,17,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,18,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,19,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,20,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,21,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1011,Resident,22,1,Book Cliffs,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,0,1,La Sal,Black Bear,point_level_draw_result,2,1,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,5,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,6,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,7,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,8,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,9,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,10,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,11,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,12,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,13,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,14,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,15,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,16,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,17,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,18,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,19,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,20,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,21,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Nonresident,22,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,0,1,La Sal,Black Bear,point_level_draw_result,23,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,7,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,9,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,10,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,11,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,12,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,13,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,14,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,15,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,16,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
BR1012,Resident,17,1,La Sal,Black Bear,point_level_draw_result,0,0,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
