hunt_code,residency,points,canonical_rows,download_rows,hunt_names,source_files
DA1003,Nonresident,14,2,,"Monroe/plateau, Sevier Valley",
DA1003,Nonresident,15,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,0,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,1,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,2,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,3,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,4,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,5,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,6,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,7,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,8,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,9,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,10,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,11,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,12,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,13,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,14,2,,"Monroe/plateau, Sevier Valley",
DA1003,Resident,15,2,,"Monroe/plateau, Sevier Valley",
DA1009,Nonresident,0,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,1,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,2,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,3,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,4,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,5,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,6,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,7,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,8,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,9,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,10,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,11,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,12,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,13,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,14,2,,"Pine Valley, Enterprise",
DA1009,Nonresident,15,2,,"Pine Valley, Enterprise",
DA1009,Resident,0,2,,"Pine Valley, Enterprise",
DA1009,Resident,1,2,,"Pine Valley, Enterprise",
DA1009,Resident,2,2,,"Pine Valley, Enterprise",
DA1009,Resident,3,2,,"Pine Valley, Enterprise",
DA1009,Resident,4,2,,"Pine Valley, Enterprise",
DA1009,Resident,5,2,,"Pine Valley, Enterprise",
DA1009,Resident,6,2,,"Pine Valley, Enterprise",
DA1009,Resident,7,2,,"Pine Valley, Enterprise",
DA1009,Resident,8,2,,"Pine Valley, Enterprise",
DA1009,Resident,9,2,,"Pine Valley, Enterprise",
DA1009,Resident,10,2,,"Pine Valley, Enterprise",
DA1009,Resident,11,2,,"Pine Valley, Enterprise",
DA1009,Resident,12,2,,"Pine Valley, Enterprise",
DA1009,Resident,13,2,,"Pine Valley, Enterprise",
DA1009,Resident,14,2,,"Pine Valley, Enterprise",
DA1009,Resident,15,2,,"Pine Valley, Enterprise",
DA1011,Nonresident,0,2,,George Creek,
DA1011,Nonresident,1,2,,George Creek,
DA1011,Nonresident,2,2,,George Creek,
DA1011,Nonresident,3,2,,George Creek,
DA1011,Nonresident,4,2,,George Creek,
DA1011,Nonresident,5,2,,George Creek,
DA1011,Nonresident,6,2,,George Creek,
DA1011,Nonresident,7,2,,George Creek,
DA1011,Nonresident,8,2,,George Creek,
DA1011,Nonresident,9,2,,George Creek,
DA1011,Nonresident,10,2,,George Creek,
DA1011,Nonresident,11,2,,George Creek,
DA1011,Nonresident,12,2,,George Creek,
DA1011,Nonresident,13,2,,George Creek,
DA1011,Nonresident,14,2,,George Creek,
DA1011,Nonresident,15,2,,George Creek,
DA1011,Resident,0,2,,George Creek,
DA1011,Resident,1,2,,George Creek,
DA1011,Resident,2,2,,George Creek,
DA1011,Resident,3,2,,George Creek,
DA1011,Resident,4,2,,George Creek,
DA1011,Resident,5,2,,George Creek,
DA1011,Resident,6,2,,George Creek,
DA1011,Resident,7,2,,George Creek,
DA1011,Resident,8,2,,George Creek,
DA1011,Resident,9,2,,George Creek,
DA1011,Resident,10,2,,George Creek,
DA1011,Resident,11,2,,George Creek,
DA1011,Resident,12,2,,George Creek,
DA1011,Resident,13,2,,George Creek,
DA1011,Resident,14,2,,George Creek,
DA1011,Resident,15,2,,George Creek,
DA1012,Nonresident,0,2,,Junction Valley,
DA1012,Nonresident,1,2,,Junction Valley,
DA1012,Nonresident,2,2,,Junction Valley,
DA1012,Nonresident,3,2,,Junction Valley,
DA1012,Nonresident,4,2,,Junction Valley,
DA1012,Nonresident,5,2,,Junction Valley,
DA1012,Nonresident,6,2,,Junction Valley,
DA1012,Nonresident,7,2,,Junction Valley,
DA1012,Nonresident,8,2,,Junction Valley,
DA1012,Nonresident,9,2,,Junction Valley,
DA1012,Nonresident,10,2,,Junction Valley,
DA1012,Nonresident,11,2,,Junction Valley,
DA1012,Nonresident,12,2,,Junction Valley,
DA1012,Nonresident,13,2,,Junction Valley,
DA1012,Nonresident,14,2,,Junction Valley,
DA1012,Nonresident,15,2,,Junction Valley,
DA1012,Resident,0,2,,Junction Valley,
DA1012,Resident,1,2,,Junction Valley,
DA1012,Resident,2,2,,Junction Valley,
DA1012,Resident,3,2,,Junction Valley,
DA1012,Resident,4,2,,Junction Valley,
DA1012,Resident,5,2,,Junction Valley,
DA1012,Resident,6,2,,Junction Valley,
DA1012,Resident,7,2,,Junction Valley,
DA1012,Resident,8,2,,Junction Valley,
DA1012,Resident,9,2,,Junction Valley,
DA1012,Resident,10,2,,Junction Valley,
DA1012,Resident,11,2,,Junction Valley,
DA1012,Resident,12,2,,Junction Valley,
DA1012,Resident,13,2,,Junction Valley,
DA1012,Resident,14,2,,Junction Valley,
DA1012,Resident,15,2,,Junction Valley,
DA1013,Nonresident,0,2,,Mt Carmel,
DA1013,Nonresident,1,2,,Mt Carmel,
DA1013,Nonresident,2,2,,Mt Carmel,
DA1013,Nonresident,3,2,,Mt Carmel,
DA1013,Nonresident,4,2,,Mt Carmel,
DA1013,Nonresident,5,2,,Mt Carmel,
DA1013,Nonresident,6,2,,Mt Carmel,
DA1013,Nonresident,7,2,,Mt Carmel,
DA1013,Nonresident,8,2,,Mt Carmel,
DA1013,Nonresident,9,2,,Mt Carmel,
DA1013,Nonresident,10,2,,Mt Carmel,
DA1013,Nonresident,11,2,,Mt Carmel,
DA1013,Nonresident,12,2,,Mt Carmel,
DA1013,Nonresident,13,2,,Mt Carmel,
DA1013,Nonresident,14,2,,Mt Carmel,
DA1013,Nonresident,15,2,,Mt Carmel,
DA1013,Resident,0,2,,Mt Carmel,
DA1013,Resident,1,2,,Mt Carmel,
DA1013,Resident,2,2,,Mt Carmel,
DA1013,Resident,3,2,,Mt Carmel,
DA1013,Resident,4,2,,Mt Carmel,
DA1013,Resident,5,2,,Mt Carmel,
DA1013,Resident,6,2,,Mt Carmel,
DA1013,Resident,7,2,,Mt Carmel,
DA1013,Resident,8,2,,Mt Carmel,
DA1013,Resident,9,2,,Mt Carmel,
DA1013,Resident,10,2,,Mt Carmel,
DA1013,Resident,11,2,,Mt Carmel,
DA1013,Resident,12,2,,Mt Carmel,
DA1013,Resident,13,2,,Mt Carmel,
DA1013,Resident,14,2,,Mt Carmel,
DA1013,Resident,15,2,,Mt Carmel,
DA1018,Nonresident,0,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,1,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,2,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,3,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,4,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,5,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,6,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,7,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,8,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,9,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,10,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,11,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,12,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,13,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,14,2,,"Pine Valley, New Harmony",
DA1018,Nonresident,15,2,,"Pine Valley, New Harmony",
DA1018,Resident,0,2,,"Pine Valley, New Harmony",
DA1018,Resident,1,2,,"Pine Valley, New Harmony",
DA1018,Resident,2,2,,"Pine Valley, New Harmony",
DA1018,Resident,3,2,,"Pine Valley, New Harmony",
DA1018,Resident,4,2,,"Pine Valley, New Harmony",
DA1018,Resident,5,2,,"Pine Valley, New Harmony",
DA1018,Resident,6,2,,"Pine Valley, New Harmony",
DA1018,Resident,7,2,,"Pine Valley, New Harmony",
DA1018,Resident,8,2,,"Pine Valley, New Harmony",
DA1018,Resident,9,2,,"Pine Valley, New Harmony",
DA1018,Resident,10,2,,"Pine Valley, New Harmony",
DA1018,Resident,11,2,,"Pine Valley, New Harmony",
DA1018,Resident,12,2,,"Pine Valley, New Harmony",
DA1018,Resident,13,2,,"Pine Valley, New Harmony",
DA1018,Resident,14,2,,"Pine Valley, New Harmony",
DA1018,Resident,15,2,,"Pine Valley, New Harmony",
DA1027,Nonresident,0,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,1,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,2,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,3,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,4,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,5,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,6,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,7,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,8,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,9,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,10,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,11,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,12,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,13,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,14,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Nonresident,15,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,0,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,1,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,2,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,3,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,4,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,5,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,6,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,7,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,8,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,9,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,10,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,11,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,12,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,13,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,14,2,,"East Canyon, Davis-north Salt Lake",
DA1027,Resident,15,2,,"East Canyon, Davis-north Salt Lake",
DA1030,Nonresident,0,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,1,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,2,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,3,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,4,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,5,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,6,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,7,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,8,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,9,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,10,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,11,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,12,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,13,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,14,2,,"Nine Mile, Price River Valley",
DA1030,Nonresident,15,2,,"Nine Mile, Price River Valley",
DA1030,Resident,0,2,,"Nine Mile, Price River Valley",
DA1030,Resident,1,2,,"Nine Mile, Price River Valley",
DA1030,Resident,2,2,,"Nine Mile, Price River Valley",
DA1030,Resident,3,2,,"Nine Mile, Price River Valley",
DA1030,Resident,4,2,,"Nine Mile, Price River Valley",
DA1030,Resident,5,2,,"Nine Mile, Price River Valley",
DA1030,Resident,6,2,,"Nine Mile, Price River Valley",
DA1030,Resident,7,2,,"Nine Mile, Price River Valley",
DA1030,Resident,8,2,,"Nine Mile, Price River Valley",
DA1030,Resident,9,2,,"Nine Mile, Price River Valley",
DA1030,Resident,10,2,,"Nine Mile, Price River Valley",
DA1030,Resident,11,2,,"Nine Mile, Price River Valley",
DA1030,Resident,12,2,,"Nine Mile, Price River Valley",
DA1030,Resident,13,2,,"Nine Mile, Price River Valley",
DA1030,Resident,14,2,,"Nine Mile, Price River Valley",
DA1030,Resident,15,2,,"Nine Mile, Price River Valley",
DA1031,Nonresident,0,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,1,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,2,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,3,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,4,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,5,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,6,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,7,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,8,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,9,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,10,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,11,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,12,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,13,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,14,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Nonresident,15,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,0,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,1,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,2,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,3,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,4,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,5,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,6,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,7,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,8,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,9,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,10,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,11,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,12,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,13,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,14,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1031,Resident,15,2,,"Oquirrh-stansbury, Settlement Cyn",
DA1033,Nonresident,0,2,,"San Juan, Monticello",
DA1033,Nonresident,1,2,,"San Juan, Monticello",
DA1033,Nonresident,2,2,,"San Juan, Monticello",
DA1033,Nonresident,3,2,,"San Juan, Monticello",
DA1033,Nonresident,4,2,,"San Juan, Monticello",
DA1033,Nonresident,5,2,,"San Juan, Monticello",
DA1033,Nonresident,6,2,,"San Juan, Monticello",
DA1033,Nonresident,7,2,,"San Juan, Monticello",
DA1033,Nonresident,8,2,,"San Juan, Monticello",
DA1033,Nonresident,9,2,,"San Juan, Monticello",
DA1033,Nonresident,10,2,,"San Juan, Monticello",
DA1033,Nonresident,11,2,,"San Juan, Monticello",
DA1033,Nonresident,12,2,,"San Juan, Monticello",
DA1033,Nonresident,13,2,,"San Juan, Monticello",
DA1033,Nonresident,14,2,,"San Juan, Monticello",
DA1033,Nonresident,15,2,,"San Juan, Monticello",
DA1033,Resident,0,2,,"San Juan, Monticello",
DA1033,Resident,1,2,,"San Juan, Monticello",
DA1033,Resident,2,2,,"San Juan, Monticello",
DA1033,Resident,3,2,,"San Juan, Monticello",
DA1033,Resident,4,2,,"San Juan, Monticello",
DA1033,Resident,5,2,,"San Juan, Monticello",
DA1033,Resident,6,2,,"San Juan, Monticello",
DA1033,Resident,7,2,,"San Juan, Monticello",
DA1033,Resident,8,2,,"San Juan, Monticello",
DA1033,Resident,9,2,,"San Juan, Monticello",
DA1033,Resident,10,2,,"San Juan, Monticello",
DA1033,Resident,11,2,,"San Juan, Monticello",
DA1033,Resident,12,2,,"San Juan, Monticello",
DA1033,Resident,13,2,,"San Juan, Monticello",
DA1033,Resident,14,2,,"San Juan, Monticello",
DA1033,Resident,15,2,,"San Juan, Monticello",
DA1041,Nonresident,0,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,1,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,2,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,3,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,4,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,5,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,6,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,7,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,8,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,9,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,10,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,11,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,12,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,13,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,14,2,,"Nine Mile, Green River Valley",
DA1041,Nonresident,15,2,,"Nine Mile, Green River Valley",
DA1041,Resident,0,2,,"Nine Mile, Green River Valley",
DA1041,Resident,1,2,,"Nine Mile, Green River Valley",
DA1041,Resident,2,2,,"Nine Mile, Green River Valley",
DA1041,Resident,3,2,,"Nine Mile, Green River Valley",
DA1041,Resident,4,2,,"Nine Mile, Green River Valley",
DA1041,Resident,5,2,,"Nine Mile, Green River Valley",
DA1041,Resident,6,2,,"Nine Mile, Green River Valley",
DA1041,Resident,7,2,,"Nine Mile, Green River Valley",
DA1041,Resident,8,2,,"Nine Mile, Green River Valley",
DA1041,Resident,9,2,,"Nine Mile, Green River Valley",
DA1041,Resident,10,2,,"Nine Mile, Green River Valley",
DA1041,Resident,11,2,,"Nine Mile, Green River Valley",
DA1041,Resident,12,2,,"Nine Mile, Green River Valley",
DA1041,Resident,13,2,,"Nine Mile, Green River Valley",
DA1041,Resident,14,2,,"Nine Mile, Green River Valley",
DA1041,Resident,15,2,,"Nine Mile, Green River Valley",
DA1042,Nonresident,0,2,,"San Juan, Monticello",
DA1042,Nonresident,1,2,,"San Juan, Monticello",
DA1042,Nonresident,2,2,,"San Juan, Monticello",
DA1042,Nonresident,3,2,,"San Juan, Monticello",
DA1042,Nonresident,4,2,,"San Juan, Monticello",
DA1042,Nonresident,5,2,,"San Juan, Monticello",
DA1042,Nonresident,6,2,,"San Juan, Monticello",
DA1042,Nonresident,7,2,,"San Juan, Monticello",
DA1042,Nonresident,8,2,,"San Juan, Monticello",
DA1042,Nonresident,9,2,,"San Juan, Monticello",
DA1042,Nonresident,10,2,,"San Juan, Monticello",
DA1042,Nonresident,11,2,,"San Juan, Monticello",
DA1042,Nonresident,12,2,,"San Juan, Monticello",
DA1042,Nonresident,13,2,,"San Juan, Monticello",
DA1042,Nonresident,14,2,,"San Juan, Monticello",
DA1042,Nonresident,15,2,,"San Juan, Monticello",
DA1042,Resident,0,2,,"San Juan, Monticello",
DA1042,Resident,1,2,,"San Juan, Monticello",
DA1042,Resident,2,2,,"San Juan, Monticello",
DA1042,Resident,3,2,,"San Juan, Monticello",
DA1042,Resident,4,2,,"San Juan, Monticello",
DA1042,Resident,5,2,,"San Juan, Monticello",
DA1042,Resident,6,2,,"San Juan, Monticello",
DA1042,Resident,7,2,,"San Juan, Monticello",
DA1042,Resident,8,2,,"San Juan, Monticello",
DA1042,Resident,9,2,,"San Juan, Monticello",
DA1042,Resident,10,2,,"San Juan, Monticello",
DA1042,Resident,11,2,,"San Juan, Monticello",
DA1042,Resident,12,2,,"San Juan, Monticello",
DA1042,Resident,13,2,,"San Juan, Monticello",
DA1042,Resident,14,2,,"San Juan, Monticello",
DA1042,Resident,15,2,,"San Juan, Monticello",
DA1045,Nonresident,0,2,,"Fillmore, Oak City",
DA1045,Nonresident,1,2,,"Fillmore, Oak City",
DA1045,Nonresident,2,2,,"Fillmore, Oak City",
DA1045,Nonresident,3,2,,"Fillmore, Oak City",
DA1045,Nonresident,4,2,,"Fillmore, Oak City",
DA1045,Nonresident,5,2,,"Fillmore, Oak City",
DA1045,Nonresident,6,2,,"Fillmore, Oak City",
DA1045,Nonresident,7,2,,"Fillmore, Oak City",
DA1045,Nonresident,8,2,,"Fillmore, Oak City",
DA1045,Nonresident,9,2,,"Fillmore, Oak City",
DA1045,Nonresident,10,2,,"Fillmore, Oak City",
DA1045,Nonresident,11,2,,"Fillmore, Oak City",
DA1045,Nonresident,12,2,,"Fillmore, Oak City",
DA1045,Nonresident,13,2,,"Fillmore, Oak City",
DA1045,Nonresident,14,2,,"Fillmore, Oak City",
DA1045,Nonresident,15,2,,"Fillmore, Oak City",
DA1045,Resident,0,2,,"Fillmore, Oak City",
DA1045,Resident,1,2,,"Fillmore, Oak City",
DA1045,Resident,2,2,,"Fillmore, Oak City",
DA1045,Resident,3,2,,"Fillmore, Oak City",
DA1045,Resident,4,2,,"Fillmore, Oak City",
DA1045,Resident,5,2,,"Fillmore, Oak City",
DA1045,Resident,6,2,,"Fillmore, Oak City",
DA1045,Resident,7,2,,"Fillmore, Oak City",
DA1045,Resident,8,2,,"Fillmore, Oak City",
DA1045,Resident,9,2,,"Fillmore, Oak City",
DA1045,Resident,10,2,,"Fillmore, Oak City",
DA1045,Resident,11,2,,"Fillmore, Oak City",
DA1045,Resident,12,2,,"Fillmore, Oak City",
DA1045,Resident,13,2,,"Fillmore, Oak City",
