target_workbook,worksheet,excel_row_number,data_row_no,source_no,selected_hunt_code,input_hunt_code_status,boundary_audit_status,before_boundary_id,after_boundary_id,boundary_candidate_codes,changed,map_geojson_before,map_geojson_after,resolution_source,match_notes,before_code,after_code,locked
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,129,128,128,EB3191,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,EB3191,false,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3191,EB3191,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,130,129,129,EB3191,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,EB3191,false,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3191,EB3191,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,131,130,130,EB3191,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,EB3191,false,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3191,EB3191,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,132,131,131,EB3191,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,172,172,EB3191,false,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,processed_data/boundaries/EB3145.geojson|processed_data/boundaries/EB3148.geojson|processed_data/boundaries/EB3151.geojson|processed_data/boundaries/EB3154.geojson|processed_data/boundaries/EB3156.geojson|processed_data/boundaries/EB3190.geojson|processed_data/boundaries/EB3191.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3191,EB3191,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,133,132,132,EB3033,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,EB3033,false,processed_data/boundaries/EB3033.geojson,processed_data/boundaries/EB3033.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3033,EB3033,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,134,133,133,EB3033,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,EB3033,false,processed_data/boundaries/EB3033.geojson,processed_data/boundaries/EB3033.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3033,EB3033,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,135,134,134,EB3105,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,EB3105,false,processed_data/boundaries/EB3033.geojson,processed_data/boundaries/EB3033.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3105,EB3105,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,136,135,135,EB3105,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,33,33,EB3105,false,processed_data/boundaries/EB3003.geojson|processed_data/boundaries/EB3032.geojson|processed_data/boundaries/EB3033.geojson|processed_data/boundaries/EB3081.geojson|processed_data/boundaries/EB3105.geojson|processed_data/boundaries/EB3168.geojson|processed_data/boundaries/EB3169.geojson,processed_data/boundaries/EB3003.geojson|processed_data/boundaries/EB3032.geojson|processed_data/boundaries/EB3033.geojson|processed_data/boundaries/EB3081.geojson|processed_data/boundaries/EB3105.geojson|processed_data/boundaries/EB3168.geojson|processed_data/boundaries/EB3169.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3105,EB3105,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,137,136,136,EB3107,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,41,41,EB3107,false,processed_data/boundaries/EB3107.geojson,processed_data/boundaries/EB3107.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3107,EB3107,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,138,137,137,EB3196,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,EB3196,false,processed_data/boundaries/EB3196.geojson,processed_data/boundaries/EB3196.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3196,EB3196,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,139,138,138,EB3069,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,EB3069,false,processed_data/boundaries/EB3069.geojson,processed_data/boundaries/EB3069.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3069,EB3069,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,140,139,139,EB3020,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,EB3020,false,processed_data/boundaries/EB3196.geojson,processed_data/boundaries/EB3196.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3020,EB3020,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,141,140,140,EB3020,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,EB3020,false,processed_data/boundaries/EB3069.geojson,processed_data/boundaries/EB3069.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3020,EB3020,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,142,141,141,EB3122,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,206,206,EB3122,false,processed_data/boundaries/EB3020.geojson,processed_data/boundaries/EB3020.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3122,EB3122,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,143,142,142,EB3043,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,EB3043,false,processed_data/boundaries/EB3043.geojson,processed_data/boundaries/EB3043.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3043,EB3043,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,144,143,143,EB3008,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,EB3008,false,processed_data/boundaries/EB3008.geojson,processed_data/boundaries/EB3008.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3008,EB3008,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,145,144,144,EB3008,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,EB3008,false,processed_data/boundaries/EB3043.geojson,processed_data/boundaries/EB3043.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3008,EB3008,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,146,145,145,EB3110,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,88,88,EB3110,false,processed_data/boundaries/EB3008.geojson,processed_data/boundaries/EB3008.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3110,EB3110,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,147,146,146,EB3065,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3065,false,processed_data/boundaries/EB3065.geojson,processed_data/boundaries/EB3065.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3065,EB3065,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,148,147,147,EB3064,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3064,false,processed_data/boundaries/EB3064.geojson,processed_data/boundaries/EB3064.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3064,EB3064,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,149,148,148,EB3018,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3018,false,processed_data/boundaries/EB3065.geojson,processed_data/boundaries/EB3065.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3018,EB3018,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,150,149,149,EB3018,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3018,false,processed_data/boundaries/EB3064.geojson,processed_data/boundaries/EB3064.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3018,EB3018,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,151,150,150,EB3018,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3018,false,processed_data/boundaries/EB3018.geojson,processed_data/boundaries/EB3018.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3018,EB3018,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,152,151,151,EB3120,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3120,false,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3120,EB3120,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,153,152,152,EB3120,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3120,false,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3120,EB3120,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,154,153,153,EB3096,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,175,175,EB3096,false,processed_data/boundaries/EB3120.geojson,processed_data/boundaries/EB3120.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3096,EB3096,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,155,154,154,EB3046,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3046,false,processed_data/boundaries/EB3046.geojson,processed_data/boundaries/EB3046.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3046,EB3046,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,156,155,155,EB3183,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3183,false,processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3183.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3183,EB3183,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,157,156,156,EB3009,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3009,false,processed_data/boundaries/EB3046.geojson,processed_data/boundaries/EB3046.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3009,EB3009,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,158,157,157,EB3009,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3009,false,processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3183.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3009,EB3009,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,159,158,158,EB3009,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3009,false,processed_data/boundaries/EB3009.geojson,processed_data/boundaries/EB3009.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3009,EB3009,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,160,159,159,EB3111,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3111,false,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3111,EB3111,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,161,160,160,EB3111,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3111,false,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3111,EB3111,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,162,161,161,EB3087,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,617,617,EB3087,false,processed_data/boundaries/EB3111.geojson,processed_data/boundaries/EB3111.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3087,EB3087,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,163,162,162,EB3039,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3039,false,processed_data/boundaries/EB3039.geojson,processed_data/boundaries/EB3039.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3039,EB3039,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,164,163,163,EB3126,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3126,false,processed_data/boundaries/EB3126.geojson,processed_data/boundaries/EB3126.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3126,EB3126,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,165,164,164,EB3006,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3006,false,processed_data/boundaries/EB3039.geojson,processed_data/boundaries/EB3039.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3006,EB3006,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,166,165,165,EB3006,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3006,false,processed_data/boundaries/EB3126.geojson,processed_data/boundaries/EB3126.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3006,EB3006,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,167,166,166,EB3006,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3006,false,processed_data/boundaries/EB3006.geojson,processed_data/boundaries/EB3006.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3006,EB3006,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,168,167,167,EB3108,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3108,false,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3108,EB3108,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,169,168,168,EB3108,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3108,false,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3108,EB3108,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,170,169,169,EB3084,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,51,51,EB3084,false,processed_data/boundaries/EB3108.geojson,processed_data/boundaries/EB3108.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3084,EB3084,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,171,170,170,EB3048,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,EB3048,false,processed_data/boundaries/EB3048.geojson,processed_data/boundaries/EB3048.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3048,EB3048,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,172,171,171,EB3010,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,EB3010,false,processed_data/boundaries/EB3010.geojson,processed_data/boundaries/EB3010.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3010,EB3010,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,173,172,172,EB3010,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,EB3010,false,processed_data/boundaries/EB3048.geojson,processed_data/boundaries/EB3048.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3010,EB3010,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,174,173,173,EB3112,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,629,629,EB3112,false,processed_data/boundaries/EB3010.geojson,processed_data/boundaries/EB3010.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3112,EB3112,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,175,174,174,EB3050,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,EB3050,false,processed_data/boundaries/EB3050.geojson,processed_data/boundaries/EB3050.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3050,EB3050,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,176,175,175,EB3011,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,EB3011,false,processed_data/boundaries/EB3011.geojson,processed_data/boundaries/EB3011.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3011,EB3011,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,177,176,176,EB3011,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,EB3011,false,processed_data/boundaries/EB3050.geojson,processed_data/boundaries/EB3050.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3011,EB3011,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,178,177,177,EB3113,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,630,630,EB3113,false,processed_data/boundaries/EB3011.geojson,processed_data/boundaries/EB3011.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3113,EB3113,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,179,178,178,EB3176,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,EB3176,false,processed_data/boundaries/EB3176.geojson,processed_data/boundaries/EB3176.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3176,EB3176,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,180,179,179,EB3176,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,EB3176,false,processed_data/boundaries/EB3176.geojson,processed_data/boundaries/EB3176.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3176,EB3176,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,181,180,180,EB3176,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,EB3176,false,processed_data/boundaries/EB3176.geojson,processed_data/boundaries/EB3176.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3176,EB3176,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,182,181,181,EB3178,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,901,901,EB3178,false,processed_data/boundaries/EB3173.geojson|processed_data/boundaries/EB3174.geojson|processed_data/boundaries/EB3175.geojson|processed_data/boundaries/EB3176.geojson|processed_data/boundaries/EB3177.geojson|processed_data/boundaries/EB3178.geojson|processed_data/boundaries/EB3179.geojson,processed_data/boundaries/EB3173.geojson|processed_data/boundaries/EB3174.geojson|processed_data/boundaries/EB3175.geojson|processed_data/boundaries/EB3176.geojson|processed_data/boundaries/EB3177.geojson|processed_data/boundaries/EB3178.geojson|processed_data/boundaries/EB3179.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3178,EB3178,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,183,182,182,EB3115,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,140,140,EB3115,false,processed_data/boundaries/EB3115.geojson,processed_data/boundaries/EB3115.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3115,EB3115,LOCKED
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,Table 1,184,183,183,EB3057,RESOLVED,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,634,634,EB3057,false,processed_data/boundaries/EB3057.geojson,processed_data/boundaries/EB3057.geojson,hunt_code,row resolved via hunt code / boundary matching,EB3057,EB3057,LOCKED
