csv_row,hunt_code,boundary_id,species,sex_type,weapon,old_hunt_name,new_hunt_name,hunt_type,hunt_class,change_category
697,EB3524,577,Elk,Bull,Any Legal Weapon,Hardscrabble CWMU,Hardscrabble,CWMU,CWMU,cwmu_hunt_type_label_removed
698,MB6251,577,Moose,Bull,Any Legal Weapon,Hardscrabble CWMU,Hardscrabble,CWMU,CWMU,cwmu_hunt_type_label_removed
699,DB1290,578,Deer,Buck,Any Legal Weapon,Skull Crack CWMU,Skull Crack,CWMU,CWMU,cwmu_hunt_type_label_removed
700,EA1165,578,Elk,Antlerless,Any Legal Weapon,Skull Crack CWMU,Skull Crack,CWMU,CWMU,cwmu_hunt_type_label_removed
701,EB3552,578,Elk,Bull,Any Legal Weapon,Skull Crack CWMU,Skull Crack,CWMU,CWMU,cwmu_hunt_type_label_removed
702,MB6219,578,Moose,Bull,Any Legal Weapon,Skull Crack CWMU,Skull Crack,CWMU,CWMU,cwmu_hunt_type_label_removed
703,DB1238,579,Deer,Buck,Any Legal Weapon,Folley Ridge CWMU,Folley Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
704,EA1135,579,Elk,Antlerless,Any Legal Weapon,Folley Ridge CWMU,Folley Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
705,EB3520,579,Elk,Bull,Any Legal Weapon,Folley Ridge CWMU,Folley Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
706,DB1317,580,Deer,Buck,Any Legal Weapon,Jacob's Creek CWMU,Jacob's Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
707,EB3530,580,Elk,Bull,Any Legal Weapon,Jacob's Creek CWMU,Jacob's Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
708,MB6258,580,Moose,Bull,Any Legal Weapon,Jacob's Creek CWMU,Jacob's Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
709,DB1202,581,Deer,Buck,Any Legal Weapon,Antelope Creek CWMU,Antelope Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
710,PB5300,581,Pronghorn,Buck,Any Legal Weapon,Antelope Creek CWMU,Antelope Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
711,PD1047,581,Pronghorn,Doe,Any Legal Weapon,Antelope Creek CWMU,Antelope Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
712,DB1206,582,Deer,Buck,Any Legal Weapon,Bear Mountain CWMU,Bear Mountain,CWMU,CWMU,cwmu_hunt_type_label_removed
713,EA1120,582,Elk,Antlerless,Any Legal Weapon,Bear Mountain CWMU,Bear Mountain,CWMU,CWMU,cwmu_hunt_type_label_removed
714,EB3502,582,Elk,Bull,Any Legal Weapon,Bear Mountain CWMU,Bear Mountain,CWMU,CWMU,cwmu_hunt_type_label_removed
715,DB1291,585,Deer,Buck,Any Legal Weapon,Skull Valley South CWMU,Skull Valley South,CWMU,CWMU,cwmu_hunt_type_label_removed
716,PB5309,585,Pronghorn,Buck,Any Legal Weapon,Skull Valley South CWMU,Skull Valley South,CWMU,CWMU,cwmu_hunt_type_label_removed
717,DB1305,586,Deer,Buck,Any Legal Weapon,Wallsburg CWMU,Wallsburg,CWMU,CWMU,cwmu_hunt_type_label_removed
718,EA1175,586,Elk,Antlerless,Any Legal Weapon,Wallsburg CWMU,Wallsburg,CWMU,CWMU,cwmu_hunt_type_label_removed
719,EB3562,586,Elk,Bull,Any Legal Weapon,Wallsburg CWMU,Wallsburg,CWMU,CWMU,cwmu_hunt_type_label_removed
720,DA1012,589,Deer,Antlerless,Any Legal Weapon,Junction Valley CWMU,Junction Valley,CWMU,CWMU,cwmu_hunt_type_label_removed
721,DB1256,589,Deer,Buck,Any Legal Weapon,Junction Valley CWMU,Junction Valley,CWMU,CWMU,cwmu_hunt_type_label_removed
722,EB3533,589,Elk,Bull,Any Legal Weapon,Junction Valley CWMU,Junction Valley,CWMU,CWMU,cwmu_hunt_type_label_removed
723,MB6262,589,Moose,Bull,Any Legal Weapon,Junction Valley CWMU,Junction Valley,CWMU,CWMU,cwmu_hunt_type_label_removed
724,PB5346,589,Pronghorn,Buck,Any Legal Weapon,Junction Valley CWMU,Junction Valley,CWMU,CWMU,cwmu_hunt_type_label_removed
725,PB5306,590,Pronghorn,Buck,Any Legal Weapon,Rabbit Creek CWMU,Rabbit Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
726,DB1275,592,Deer,Buck,Any Legal Weapon,Pine Canyon CWMU,Pine Canyon,CWMU,CWMU,cwmu_hunt_type_label_removed
727,DB1215,598,Deer,Buck,Any Legal Weapon,Buckhorn Ranch CWMU,Buckhorn Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
728,DB1203,599,Deer,Buck,Any Legal Weapon,Avintaquin Canyon CWMU,Avintaquin Canyon,CWMU,CWMU,cwmu_hunt_type_label_removed
729,EA1233,599,Elk,Antlerless,Any Legal Weapon,Avintaquin Canyon CWMU,Avintaquin Canyon,CWMU,CWMU,cwmu_hunt_type_label_removed
730,EB3608,599,Elk,Bull,Any Legal Weapon,Avintaquin Canyon CWMU,Avintaquin Canyon,CWMU,CWMU,cwmu_hunt_type_label_removed
731,DB1300,602,Deer,Buck,Any Legal Weapon,Thatcher Mountain CWMU,Thatcher Mountain,CWMU,CWMU,cwmu_hunt_type_label_removed
732,PB5305,603,Pronghorn,Buck,Any Legal Weapon,Park Valley CWMU,Park Valley,CWMU,CWMU,cwmu_hunt_type_label_removed
733,DB1212,604,Deer,Buck,Any Legal Weapon,Bluebell CWMU,Bluebell,CWMU,CWMU,cwmu_hunt_type_label_removed
734,DB1227,606,Deer,Buck,Any Legal Weapon,Deer Haven CWMU,Deer Haven,CWMU,CWMU,cwmu_hunt_type_label_removed
1051,DB1224,640,Deer,Buck,Any Legal Weapon,Cotton Thomas CWMU,Cotton Thomas,CWMU,CWMU,cwmu_hunt_type_label_removed
1052,EB3511,640,Elk,Bull,Any Legal Weapon,Cotton Thomas CWMU,Cotton Thomas,CWMU,CWMU,cwmu_hunt_type_label_removed
1131,PB5312,721,Pronghorn,Buck,Any Legal Weapon,TL Bar Ranch CWMU,TL Bar Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1132,DB1219,732,Deer,Buck,Any Legal Weapon,Chimney Rock CWMU,Chimney Rock,CWMU,CWMU,cwmu_hunt_type_label_removed
1133,EA1124,732,Elk,Antlerless,Any Legal Weapon,Chimney Rock CWMU,Chimney Rock,CWMU,CWMU,cwmu_hunt_type_label_removed
1134,EB3508,732,Elk,Bull,Any Legal Weapon,Chimney Rock CWMU,Chimney Rock,CWMU,CWMU,cwmu_hunt_type_label_removed
1135,DB1229,733,Deer,Buck,Any Legal Weapon,Dilly Ranch CWMU,Dilly Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1136,EA1146,734,Elk,Antlerless,Any Legal Weapon,Jump Creek CWMU,Jump Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1137,EB3532,734,Elk,Bull,Any Legal Weapon,Jump Creek CWMU,Jump Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1138,DB1251,735,Deer,Buck,Any Legal Weapon,Indian Head CWMU,Indian Head,CWMU,CWMU,cwmu_hunt_type_label_removed
1139,EA1142,735,Elk,Antlerless,Any Legal Weapon,Indian Head CWMU,Indian Head,CWMU,CWMU,cwmu_hunt_type_label_removed
1140,EB3527,735,Elk,Bull,Any Legal Weapon,Indian Head CWMU,Indian Head,CWMU,CWMU,cwmu_hunt_type_label_removed
1141,DB1274,736,Deer,Buck,Any Legal Weapon,Patmos Ridge CWMU,Patmos Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
1142,EB3541,736,Elk,Bull,Any Legal Weapon,Patmos Ridge CWMU,Patmos Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
1143,DB1285,740,Deer,Buck,Any Legal Weapon,Sand Creek CWMU,Sand Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1144,EA1160,740,Elk,Antlerless,Any Legal Weapon,Sand Creek CWMU,Sand Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1145,EB3547,740,Elk,Bull,Any Legal Weapon,Sand Creek CWMU,Sand Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1146,DB1294,741,Deer,Buck,Any Legal Weapon,Spring Creek Acres CWMU,Spring Creek Acres,CWMU,CWMU,cwmu_hunt_type_label_removed
1167,DB1309,805,Deer,Buck,Any Legal Weapon,West Willow Creek Ranch CWMU,West Willow Creek Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1168,EB3607,805,Elk,Bull,Any Legal Weapon,West Willow Creek Ranch CWMU,West Willow Creek Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1169,DA1011,806,Deer,Antlerless,Any Legal Weapon,George Creek CWMU,George Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1170,DB1240,806,Deer,Buck,Any Legal Weapon,George Creek CWMU,George Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1171,PB5330,806,Pronghorn,Buck,Any Legal Weapon,George Creek CWMU,George Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1172,DB1234,807,Deer,Buck,Any Legal Weapon,East Zion CWMU,East Zion,CWMU,CWMU,cwmu_hunt_type_label_removed
1173,TK1021,807,Turkey,Bearded,Any Legal Weapon,East Zion CWMU,East Zion,CWMU,CWMU,cwmu_hunt_type_label_removed
1174,DB1208,874,Deer,Buck,Any Legal Weapon,Blackhawk CWMU,Blackhawk,CWMU,CWMU,cwmu_hunt_type_label_removed
1175,EA1261,874,Elk,Antlerless,Any Legal Weapon,Blackhawk CWMU,Blackhawk,CWMU,CWMU,cwmu_hunt_type_label_removed
1176,EB3504,874,Elk,Bull,Any Legal Weapon,Blackhawk CWMU,Blackhawk,CWMU,CWMU,cwmu_hunt_type_label_removed
1182,PB5327,824,Pronghorn,Buck,Any Legal Weapon,Cottonwood Ridge CWMU,Cottonwood Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
1183,PD1050,824,Pronghorn,Doe,Any Legal Weapon,Cottonwood Ridge CWMU,Cottonwood Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
1184,DB1322,826,Deer,Buck,Any Legal Weapon,Pahvant Ensign CWMU,Pahvant Ensign,CWMU,CWMU,cwmu_hunt_type_label_removed
1185,EA1192,826,Elk,Antlerless,Any Legal Weapon,Pahvant Ensign CWMU,Pahvant Ensign,CWMU,CWMU,cwmu_hunt_type_label_removed
1186,EB3603,826,Elk,Bull,Any Legal Weapon,Pahvant Ensign CWMU,Pahvant Ensign,CWMU,CWMU,cwmu_hunt_type_label_removed
1187,PB5328,826,Pronghorn,Buck,Any Legal Weapon,Pahvant Ensign CWMU,Pahvant Ensign,CWMU,CWMU,cwmu_hunt_type_label_removed
1188,PD1051,826,Pronghorn,Doe,Any Legal Weapon,Pahvant Ensign CWMU,Pahvant Ensign,CWMU,CWMU,cwmu_hunt_type_label_removed
1189,TK1018,826,Turkey,Bearded,Any Legal Weapon,Pahvant Ensign CWMU,Pahvant Ensign,CWMU,CWMU,cwmu_hunt_type_label_removed
1190,DB1323,827,Deer,Buck,Any Legal Weapon,Rock House CWMU,Rock House,CWMU,CWMU,cwmu_hunt_type_label_removed
1191,EA1234,828,Elk,Antlerless,Any Legal Weapon,Royal Ivory Outfitters CWMU,Royal Ivory Outfitters,CWMU,CWMU,cwmu_hunt_type_label_removed
1192,PB5329,829,Pronghorn,Buck,Any Legal Weapon,Snowville Flat CWMU,Snowville Flat,CWMU,CWMU,cwmu_hunt_type_label_removed
1193,PB5326,9999,Pronghorn,Buck,Any Legal Weapon,Cedar Springs CWMU,Cedar Springs,CWMU,CWMU,cwmu_hunt_type_label_removed
1197,DB1326,856,Deer,Buck,Any Legal Weapon,Rosette CWMU,Rosette,CWMU,CWMU,cwmu_hunt_type_label_removed
1198,DB1327,858,Deer,Buck,Any Legal Weapon,Mountain Sky Ranch CWMU,Mountain Sky Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1199,EA1201,858,Elk,Antlerless,Any Legal Weapon,Mountain Sky Ranch CWMU,Mountain Sky Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1200,EB3606,858,Elk,Bull,Any Legal Weapon,Mountain Sky Ranch CWMU,Mountain Sky Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1245,DB1332,874,Deer,Buck,Any Legal Weapon,West Ridge CWMU,West Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
1246,EA1260,808,Elk,Antlerless,Any Legal Weapon,West Ridge CWMU,West Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
1247,EB3611,874,Elk,Bull,Any Legal Weapon,West Ridge CWMU,West Ridge,CWMU,CWMU,cwmu_hunt_type_label_removed
1248,DB1331,875,Deer,Buck,Any Legal Weapon,Raft River CWMU,Raft River,CWMU,CWMU,cwmu_hunt_type_label_removed
1249,DB1330,876,Deer,Buck,Any Legal Weapon,Iron Spring CWMU,Iron Spring,CWMU,CWMU,cwmu_hunt_type_label_removed
1250,PB5339,876,Pronghorn,Buck,Any Legal Weapon,Iron Spring CWMU,Iron Spring,CWMU,CWMU,cwmu_hunt_type_label_removed
1251,DB1333,878,Deer,Buck,Any Legal Weapon,5S CWMU,5S,CWMU,CWMU,cwmu_hunt_type_label_removed
1271,DB1336,890,Deer,Buck,Any Legal Weapon,First Light CWMU,First Light,CWMU,CWMU,cwmu_hunt_type_label_removed
1272,DB1335,892,Deer,Buck,Any Legal Weapon,Big Piney Ranch CWMU,Big Piney Ranch,CWMU,CWMU,cwmu_hunt_type_label_removed
1303,DB1342,905,Deer,Buck,Any Legal Weapon,Faust Valley CWMU,Faust Valley,CWMU,CWMU,cwmu_hunt_type_label_removed
1304,PB5342,906,Pronghorn,Buck,Any Legal Weapon,Salt Wells CWMU,Salt Wells,CWMU,CWMU,cwmu_hunt_type_label_removed
1305,DB1341,908,Deer,Buck,Any Legal Weapon,Dry Creek CWMU,Dry Creek,CWMU,CWMU,cwmu_hunt_type_label_removed
1308,PB5345,918,Pronghorn,Buck,Any Legal Weapon,Green River Flat CWMU,Green River Flat,CWMU,CWMU,cwmu_hunt_type_label_removed
1309,PD1053,918,Pronghorn,Doe,Any Legal Weapon,Green River Flat CWMU,Green River Flat,CWMU,CWMU,cwmu_hunt_type_label_removed
1313,EA1259,923,Elk,Antlerless,Any Legal Weapon,Diamond Mountain CWMU,Diamond Mountain,CWMU,CWMU,cwmu_hunt_type_label_removed
1408,DB1276,737,Deer,Buck,Any Legal Weapon,Plymouth Peak CWMU,Plymouth Peak,CWMU,,cwmu_hunt_type_label_removed
1409,DB1320,686,Deer,Buck,Any Legal Weapon,Deer Creek CWMU,Deer Creek,CWMU,,cwmu_hunt_type_label_removed
1410,DB1324,828,Deer,Buck,Any Legal Weapon,Royal Ivory Outfitters CWMU,Royal Ivory Outfitters,CWMU,,cwmu_hunt_type_label_removed
1411,DB1338,891,Deer,Buck,Any Legal Weapon,Sweetwater CWMU,Sweetwater,CWMU,,cwmu_hunt_type_label_removed
1412,DB1343,907,Deer,Buck,Any Legal Weapon,Red Iron CWMU,Red Iron,CWMU,,cwmu_hunt_type_label_removed
1413,DB1344,906,Deer,Buck,Any Legal Weapon,Salt Wells CWMU,Salt Wells,CWMU,,cwmu_hunt_type_label_removed
1414,DB1345,923,Deer,Buck,Any Legal Weapon,Diamond Mountain CWMU,Diamond Mountain,CWMU,,cwmu_hunt_type_label_removed
1415,DB1348,922,Deer,Buck,Any Legal Weapon,Kimberly CWMU,Kimberly,CWMU,,cwmu_hunt_type_label_removed
1420,EA1126,640,Elk,Antlerless,Any Legal Weapon,Cotton Thomas CWMU,Cotton Thomas,CWMU,,cwmu_hunt_type_label_removed
1421,EA1176,524,Elk,Antlerless,Any Legal Weapon,Weber Florence Creek CWMU,Weber Florence Creek,CWMU,,cwmu_hunt_type_label_removed
1423,EB3561,521,Elk,Bull,Any Legal Weapon,Two Bear CWMU,Two Bear,CWMU,,cwmu_hunt_type_label_removed
1424,EB3609,828,Elk,Bull,Any Legal Weapon,Royal Ivory Outfitters CWMU,Royal Ivory Outfitters,CWMU,,cwmu_hunt_type_label_removed
1425,EB3616,891,Elk,Bull,Any Legal Weapon,Sweetwater CWMU,Sweetwater,CWMU,,cwmu_hunt_type_label_removed
1426,EB3617,923,Elk,Bull,Any Legal Weapon,Diamond Mountain CWMU,Diamond Mountain,CWMU,,cwmu_hunt_type_label_removed
1428,MB6200,575,Moose,Bull,Any Legal Weapon,Bear Springs CWMU,Bear Springs,CWMU,,cwmu_hunt_type_label_removed
1429,MB6207,567,Moose,Bull,Any Legal Weapon,Durst Mountain CWMU,Durst Mountain,CWMU,,cwmu_hunt_type_label_removed
1430,MB6209,522,Moose,Bull,Any Legal Weapon,Ensign Ranches CWMU,Ensign Ranches,CWMU,,cwmu_hunt_type_label_removed
1431,MB6217,490,Moose,Bull,Any Legal Weapon,Sharp Mountain CWMU,Sharp Mountain,CWMU,,cwmu_hunt_type_label_removed
1432,MB6220,491,Moose,Bull,Any Legal Weapon,South Canyon CWMU,South Canyon,CWMU,,cwmu_hunt_type_label_removed
1433,MB6223,553,Moose,Bull,Any Legal Weapon,Three C CWMU,Three C,CWMU,,cwmu_hunt_type_label_removed
1434,MB6224,521,Moose,Bull,Any Legal Weapon,Two Bear CWMU,Two Bear,CWMU,,cwmu_hunt_type_label_removed
1435,MB6240,732,Moose,Bull,Any Legal Weapon,Chimney Rock CWMU,Chimney Rock,CWMU,,cwmu_hunt_type_label_removed
1436,MB6254,576,Moose,Bull,Any Legal Weapon,SJ Ranch CWMU,SJ Ranch,CWMU,,cwmu_hunt_type_label_removed
1437,MB6259,828,Moose,Bull,Any Legal Weapon,Royal Ivory Outfitters CWMU,Royal Ivory Outfitters,CWMU,,cwmu_hunt_type_label_removed
1438,MB6263,485,Moose,Bull,Any Legal Weapon,Moon Ranch CWMU,Moon Ranch,CWMU,,cwmu_hunt_type_label_removed
1439,MB6264,740,Moose,Bull,Any Legal Weapon,Sand Creek CWMU,Sand Creek,CWMU,,cwmu_hunt_type_label_removed
1440,PB5313,805,Pronghorn,Buck,Any Legal Weapon,West Willow Creek Ranch CWMU,West Willow Creek Ranch,CWMU,,cwmu_hunt_type_label_removed
1441,PB5341,891,Pronghorn,Buck,Any Legal Weapon,Sweetwater CWMU,Sweetwater,CWMU,,cwmu_hunt_type_label_removed
1443,PD1016,537,Pronghorn,Doe,Any Legal Weapon,Zane CWMU,Zane,CWMU,,cwmu_hunt_type_label_removed
1444,PD1025,824,Pronghorn,Doe,Any Legal Weapon,Cottonwood Ridge CWMU,Cottonwood Ridge,CWMU,,cwmu_hunt_type_label_removed
1445,PD1026,826,Pronghorn,Doe,Any Legal Weapon,Pahvant Ensign CWMU,Pahvant Ensign,CWMU,,cwmu_hunt_type_label_removed
1446,PD1032,581,Pronghorn,Doe,Any Legal Weapon,Antelope Creek CWMU,Antelope Creek,CWMU,,cwmu_hunt_type_label_removed
1447,PD1045,509,Pronghorn,Doe,Any Legal Weapon,The Rose of Snowville CWMU,The Rose of Snowville,CWMU,,cwmu_hunt_type_label_removed
1448,PD1046,918,Pronghorn,Doe,Any Legal Weapon,Green River Flat CWMU,Green River Flat,CWMU,,cwmu_hunt_type_label_removed
1449,MB6225,586,Moose,Bull,Any Legal Weapon,Wallsburg CWMU,Wallsburg,CWMU,,cwmu_hunt_type_label_removed
1450,MB6257,493,Moose,Bull,Any Legal Weapon,Ingham Peak CWMU,Ingham Peak,CWMU,,cwmu_hunt_type_label_removed
1470,PD1011,568,Pronghorn,Doe,Any Legal Weapon,Deseret CWMU,Deseret,CWMU,,cwmu_hunt_type_label_removed
1472,PD1041,201,Pronghorn,Doe,Any Legal Weapon,Heist CWMU,Heist,CWMU,,cwmu_hunt_type_label_removed
