hunt_code,source_hunt_name,source_species,source_sex_type,source_hunt_type,source_weapon,source_season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,canonical_permit_sets,status,source_file
EA2003,East Canyon,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,500,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2004,Chalk Creek,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,600,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2005,"North Slope, West Daggett",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,100,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2006,Yellowstone,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,2000,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2008,"Nine Mile, Anthro-Myton Bench",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,250,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2009,"La Sal, La Sal Mtns",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,70,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2010,San Juan,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,50,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2011,Manti,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,300,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2012,"Wasatch Mtns, West",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,400,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2013,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,2000,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2014,"Wasatch Mtns, Avintaquin - White River",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,400,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2015,Paunsaugunt,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,100,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2016,Nebo,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,275,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2017,Mt Dutton,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,75,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2018,Panguitch Lake,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,75,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2019,"West Desert, Tintic Valley",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,60,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2020,Zion,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,320,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2021,"Beaver, East",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,30,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2026,"Box Elder, Hansel Mtn",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,200,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2027,Cache,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,300,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2028,Vernal/Bonanza,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,450,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2029,"Nine Mile, Range Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,150,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2030,Diamond Mtn,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,200,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2033,Kamas,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,40,47|3|50,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA2034,"Nine Mile, Anthro",Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,40,8|1|9,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,63,7,70,72,55|5|60,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA2037,Yellowstone,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,72,58|11|69,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA2038,Wasatch Mtns,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 04 2026,1080,120,1200,72,475|24|499,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA2039,"Fillmore, Pahvant",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,150,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2040,Kamas,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,150,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2041,Cache (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 25, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2045,Wasatch Mtns (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 14, 2026 - Jan 31, 2027",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2046,"Box Elder, Sawtooth",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,25,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EB1000,Elk - Statewide Permit,Elk,Bull,Statewide,Any Legal Weapon,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,0,1,1||1,permit_mismatch,dwr_huntboundary_elk_bull.json
EB1001,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,"October 3, 2026 - October 9, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1002,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Muzzleloader,Oct 28 2026 - Nov 05 2026,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1003,Spike Only Units,Elk,Bull,General Season - Spike Bull,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1004,Spike Only Units,Elk,Bull,General Season - Spike Bull,Muzzleloader,Oct 28 2026 - Nov 05 2026,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1005,Archery Hunters Choice Elk,Elk,Bull,General Season - Archery,Archery,"Any bull units: Aug 15 2026 - Sept 16 2026 | Spike only units: Aug 15-Sept 4, 2026 (Paunsaugunt closed to archery)",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Sept 12 2026 - Sept 22 2026,,,750,66,675|75|750,matched_total_only_or_split_diff,dwr_huntboundary_elk_bull.json
EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,General Season - Spike Bull,Multiseason,"Spike Archery: Aug 15-Sept 4, 2026 (Paunsaugunt closed to archery) Any Bull Archery: Aug 15-Sept 16, 2026 | ALW: Oct 3 - 15, 2026 | Muzz: Oct 28-Nov 5, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1010,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Oct 10 2026 - Oct 16 2026,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1011,Youth General Season Bull Elk,Elk,Bull,General Season - Youth,Any Legal Weapon,ANY BULL: Arch: 08/15-09/16/2026|ALW: 10/3-10-16/2026|Muzz: 10/28-11/5/2026 SPIKE ONLY: Arch:8/15-09/04/2026|ALW: 10/3-10/15/2026|Muzz: 10/28-11/5/2026 |Uinta Basin Private Land only:08/01-11/14/2026,,,0,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Aug 01 2025 - Nov 15 2025 - Valid only on private property within the unit,,,500,0,,missing_from_canonical,dwr_huntboundary_elk_bull.json
EB3000,"Beaver, East",Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,22,3,25,66,21|2|23,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3002,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,4,0,4,66,3|0|3,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3003,"Cache, Meadowville",Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,9,1,10,66,10|1|11,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3005,"Cache, South",Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,10,1,11,66,8|1|9,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3006,Manti,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,148,17,165,66,155|17|172,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3008,"Fillmore, Pahvant",Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,19,2,21,66,18|2|20,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3009,La Sal Mtns,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,36,4,40,66,35|4|39,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3010,Monroe,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,10,1,11,66,19|2|21,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3011,Mt Dutton,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,19,2,21,66,17|2|19,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3013,"North Slope, Three Corners",Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,6,1,7,66,6|1|7,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3015,Panguitch Lake,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,17,2,19,66,15|2|17,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3018,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,84,9,93,66,79|8|87,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3019,San Juan Bull Elk,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,29,3,32,66,25|3|28,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3020,Diamond Mtn,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,25,3,28,66,21|3|24,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3022,Wasatch Mtns,Elk,Bull,Limited Entry,Archery,Aug 15 2026 - Sept 15 2026,130,15,145,66,160|16|176,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3024,"Beaver, East",Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,9,1,10,66,9|1|10,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3025,"Beaver, East",Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,15,2,17,66,13|2|15,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,3,0,3,66,2|0|2,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3031,"Box Elder, Pilot Mtn",Elk,Bull,Limited Entry,Any Legal Weapon,Sept 12 2026 - Oct 02 2026,6,1,7,66,9|1|10,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3032,"Cache, Meadowville",Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,3,1,4,66,4|1|5,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3033,"Cache, Meadowville",Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,6,1,7,66,7|1|8,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3036,"Cache, South",Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,4,0,4,66,3|0|3,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3037,"Cache, South",Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,6,1,7,66,5|1|6,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3038,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,61,7,68,66,64|6|70,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3039,Manti,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,102,11,113,66,106|11|117,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3042,"Fillmore, Pahvant",Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,8,1,9,66,8|1|9,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3043,"Fillmore, Pahvant",Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,13,2,15,66,12|2|14,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3044,Dolores Triangle,Elk,Bull,Limited Entry,Any Legal Weapon,Dec 05 2026 - Jan 31 2027,6,1,7,66,6|1|7,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3045,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,14,2,16,66,13|2|15,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3046,La Sal Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,24,3,27,66,24|2|26,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3047,Monroe,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,3,1,4,66,8|1|9,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3048,Monroe,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,13,2,15,66,13|1|14,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3049,Mt Dutton,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,8,1,9,66,7|1|8,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3050,Mt Dutton,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,13,2,15,66,12|1|13,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3053,"North Slope, Three Corners",Elk,Bull,Limited Entry,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,9,1,10,66,9|1|10,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3056,Panguitch Lake,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,7,1,8,66,5|1|6,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3057,Panguitch Lake,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,12,1,13,66,11|1|12,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3063,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,34,4,38,66,32|3|35,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3064,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,99,11,110,66,93|9|102,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3065,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,57,6,63,66,54|6|60,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3066,San Juan Bull Elk,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,12,1,13,66,10|1|11,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3067,San Juan Bull Elk,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,20,2,22,66,18|2|20,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3068,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,10,1,11,66,8|1|9,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3069,Diamond Mtn,Elk,Bull,Limited Entry,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,30,3,33,66,27|2|29,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3072,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Sept 16 2026 - Sept 20 2026,54,6,60,66,65|6|71,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3073,Wasatch Mtns,Elk,Bull,Limited Entry,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,89,10,99,66,110|11|121,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3077,"Beaver, East",Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,13,2,15,66,13|1|14,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3079,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,2,0,2,66,2|0|2,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3081,"Cache, Meadowville",Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,5,1,6,66,6|1|7,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3083,"Cache, South",Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,5,1,6,66,5|1|6,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3084,Manti,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,89,10,99,66,92|10|102,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3086,"Fillmore, Pahvant",Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,12,1,13,66,12|1|13,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3087,La Sal Mtns,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,22,2,24,66,22|2|24,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3088,Monroe,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,10,1,11,66,11|1|12,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3089,Mt Dutton,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,12,1,13,66,11|1|12,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3091,"North Slope, Three Corners",Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,4,0,4,66,4|0|4,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3093,Panguitch Lake,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,10,1,11,66,10|1|11,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3096,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,50,6,56,66,48|5|53,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3097,San Juan Bull Elk,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,17,2,19,66,15|2|17,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3098,Diamond Mtn,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,15,2,17,66,13|2|15,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3100,Wasatch Mtns,Elk,Bull,Limited Entry,Muzzleloader,Sept 21 2026 - Oct 02 2026,78,9,87,66,96|9|105,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3102,"Beaver, East",Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,66,3|0|3,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3104,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,66,1|0|1,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3105,"Cache, Meadowville",Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,66,1|0|1,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3107,"Cache, South",Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,66,1|0|1,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3108,Manti,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",18,2,20,66,19|2|21,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3110,"Fillmore, Pahvant",Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,66,3|0|3,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3111,La Sal Mtns,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,0,5,66,5|0|5,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3112,Monroe,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",2,0,2,66,2|0|2,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3113,Mt Dutton,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,66,2|0|2,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3115,"North Slope, Three Corners",Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,66,1|0|1,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3117,Panguitch Lake,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",2,0,2,66,2|0|2,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3120,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,1,11,66,10|1|11,matched_permit_split,dwr_huntboundary_elk_bull.json
EB3121,San Juan Bull Elk,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,66,3|0|3,permit_mismatch,dwr_huntboundary_elk_bull.json
EB3122,Diamond Mtn,Elk,Bull,Limited Entry,Multiseason,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,66,3|0|3,matched_permit_split,dwr_huntboundary_elk_bull.json
