hunt_code,boundary_id,member_boundary_ids,geometry_status,boundary_geojson_path,boundary_kmz_path,boundary_kml_path,dwr_boundary_link,source_boundary_ids,database_hunt_name,database_species,database_weapon,database_hunt_type,in_display_boundary_index,in_database,in_hunt_code_boundary_map,in_boundary_manifest,split_hunt_json_exists,geojson_exists
EB3063,175,,mapped,processed_data/boundaries/EB3063.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3064,175,,mapped,processed_data/boundaries/EB3064.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3065,175,,mapped,processed_data/boundaries/EB3065.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3066,183,,mapped,processed_data/boundaries/EB3066.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3067,183,,mapped,processed_data/boundaries/EB3067.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3068,206,,mapped,processed_data/boundaries/EB3068.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3069,206,,mapped,processed_data/boundaries/EB3069.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3072,222,,mapped,processed_data/boundaries/EB3072.geojson,,,,175,Fishlake/Thousand Lakes,Elk,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3073,222,,mapped,processed_data/boundaries/EB3073.geojson,,,,94,Henry Mtns,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3077,685,,mapped,processed_data/boundaries/EB3077.geojson,,,,94,Henry Mtns,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3081,33,,mapped,processed_data/boundaries/EB3081.geojson,,,,94,Henry Mtns,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3083,41,,mapped,processed_data/boundaries/EB3083.geojson,,,,94,Henry Mtns,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3084,51,,mapped,processed_data/boundaries/EB3084.geojson,,,,94,Henry Mtns,Elk,Archery,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3086,88,,mapped,processed_data/boundaries/EB3086.geojson,,,,94,Henry Mtns,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3087,617,,mapped,processed_data/boundaries/EB3087.geojson,,,,94,Henry Mtns,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3088,629,,mapped,processed_data/boundaries/EB3088.geojson,,,,94,Henry Mtns Premium,Elk,Archery,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3089,630,,mapped,processed_data/boundaries/EB3089.geojson,,,,94,Henry Mtns Premium,Elk,Any Legal Weapon,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3093,634,,mapped,processed_data/boundaries/EB3093.geojson,,,,94,Henry Mtns Premium,Elk,Muzzleloader,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3096,175,,mapped,processed_data/boundaries/EB3096.geojson,,,,94,Henry Mtns Premium,Elk,Multiseason,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3097,183,,mapped,processed_data/boundaries/EB3097.geojson,,,,148,High Uintas West,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3098,206,,mapped,processed_data/boundaries/EB3098.geojson,,,,98,"Kaiparowits, East",Elk,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3100,222,,mapped,processed_data/boundaries/EB3100.geojson,,,,98,"Kaiparowits, East",Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3102,685,,mapped,processed_data/boundaries/EB3102.geojson,,,,99,"Kaiparowits, Escalante",Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3105,33,,mapped,processed_data/boundaries/EB3105.geojson,,,,933;934,"Kaiparowits, Escalante East/West",Elk,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3107,41,,mapped,processed_data/boundaries/EB3107.geojson,,,,100,"Kaiparowits, West",Elk,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3108,51,,mapped,processed_data/boundaries/EB3108.geojson,,,,100,"Kaiparowits, West",Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3110,88,,mapped,processed_data/boundaries/EB3110.geojson,,,,138;611,Kamas/North Slope Summit,Elk,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3111,617,,mapped,processed_data/boundaries/EB3111.geojson,,,,684,La Sal,Elk,Multiseason,Multiseason - Conservation,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3112,629,,mapped,processed_data/boundaries/EB3112.geojson,,,,108;617;684;879,La Sal (Conservation),Elk,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3113,630,,mapped,processed_data/boundaries/EB3113.geojson,,,,617,La Sal Mtns,Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3115,140,,mapped,processed_data/boundaries/EB3115.geojson,,,,617,La Sal Mtns,Elk,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3117,634,,mapped,processed_data/boundaries/EB3117.geojson,,,,617,La Sal Mtns,Elk,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3120,175,,mapped,processed_data/boundaries/EB3120.geojson,,,,617,La Sal Mtns,Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3121,183,,mapped,processed_data/boundaries/EB3121.geojson,,,,617,La Sal Mtns,Elk,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3122,206,,mapped,processed_data/boundaries/EB3122.geojson,,,,617,La Sal Mtns,Elk,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3124,222,,mapped,processed_data/boundaries/EB3124.geojson,,,,617,La Sal Mtns,Elk,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3126,51,,mapped,processed_data/boundaries/EB3126.geojson,,,,617,La Sal Mtns,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3127,222,,mapped,processed_data/boundaries/EB3127.geojson,,,,688,"La Sal, Potash/South Cisco",Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3128,867,867,mapped,processed_data/boundaries/EB3128.geojson,data/boundaries/kmz/EB3128.kmz,data/boundaries/kml/EB3128.kml,,688,"La Sal, Potash/South Cisco",Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3130,682,,mapped,processed_data/boundaries/EB3130.geojson,,,,688,"La Sal, Potash/South Cisco",Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3145,172,,mapped,processed_data/boundaries/EB3145.geojson,,,,51,Manti,Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3146,872,,mapped,processed_data/boundaries/EB3146.geojson,,,,51,Manti,Elk,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3147,867,,mapped,processed_data/boundaries/EB3147.geojson,,,,51,Manti,Elk,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3148,172,,mapped,processed_data/boundaries/EB3148.geojson,,,,51,Manti,Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3149,872,,mapped,processed_data/boundaries/EB3149.geojson,,,,51,Manti,Elk,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3150,867,,mapped,processed_data/boundaries/EB3150.geojson,,,,51,Manti,Elk,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3151,172,,mapped,processed_data/boundaries/EB3151.geojson,,,,51,Manti,Elk,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3152,872,,mapped,processed_data/boundaries/EB3152.geojson,,,,43;45;47;49;51;55;58;861;862;938,Manti (Conservation),Elk,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3153,867,,mapped,processed_data/boundaries/EB3153.geojson,,,,52,Manti North,Elk,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3154,172,,mapped,processed_data/boundaries/EB3154.geojson,,,,744,Manti South/San Rafael North,Elk,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3155,872,,mapped,processed_data/boundaries/EB3155.geojson,,,,629,Monroe,Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3156,172,,mapped,processed_data/boundaries/EB3156.geojson,,,,629,Monroe,Elk,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3157,872,,mapped,processed_data/boundaries/EB3157.geojson,,,,629,Monroe,Elk,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3158,685,,mapped,processed_data/boundaries/EB3158.geojson,,,,629,Monroe,Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3159,685,,mapped,processed_data/boundaries/EB3159.geojson,,,,629,Monroe,Elk,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3160,899,,mapped,processed_data/boundaries/EB3160.geojson,,,,629,Monroe,Elk,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3161,899,,mapped,processed_data/boundaries/EB3161.geojson,,,,629,Monroe,Elk,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3162,899,,mapped,processed_data/boundaries/EB3162.geojson,,,,29;117;138;276;289;69;79;609;611;613;452;743,Moose - Statewide Permit,Elk,Any Legal Weapon,Statewide,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
EB3163,899,,mapped,processed_data/boundaries/EB3163.geojson,,,,145;146;147;148;157;616;617;628;200;225;231;233;102;630,Mountain Goat - Statewide Permit,Elk,Any Legal Weapon,Statewide,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
EB3164,899,,mapped,processed_data/boundaries/EB3164.geojson,,,,630,Mt Dutton,Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3165,899,,mapped,processed_data/boundaries/EB3165.geojson,,,,630,Mt Dutton,Elk,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3166,899,,mapped,processed_data/boundaries/EB3166.geojson,,,,630,Mt Dutton,Elk,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3168,33,,mapped,processed_data/boundaries/EB3168.geojson,,,,630,Mt Dutton,Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3169,33,,mapped,processed_data/boundaries/EB3169.geojson,,,,630,Mt Dutton,Elk,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3170,41,,mapped,processed_data/boundaries/EB3170.geojson,,,,630,Mt Dutton,Elk,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3171,41,,mapped,processed_data/boundaries/EB3171.geojson,,,,630,Mt Dutton,Elk,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3172,51,,mapped,processed_data/boundaries/EB3172.geojson,,,,453,Mt Dutton/Paunsaugunt,Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3173,901,,mapped,processed_data/boundaries/EB3173.geojson,,,,453,Mt Dutton/Paunsaugunt,Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3174,901,,mapped,processed_data/boundaries/EB3174.geojson,,,,616,Nebo,Elk,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3175,901,,mapped,processed_data/boundaries/EB3175.geojson,,,,616,Nebo,Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3176,901,,mapped,processed_data/boundaries/EB3176.geojson,,,,616,Nebo,Elk,Archery,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3177,901,,mapped,processed_data/boundaries/EB3177.geojson,,,,901,Nebo/San Pitch Mtns,Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3178,901,,mapped,processed_data/boundaries/EB3178.geojson,,,,901,Nebo/San Pitch Mtns,Elk,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3179,901,,mapped,processed_data/boundaries/EB3179.geojson,,,,901,Nebo/San Pitch Mtns,Elk,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3180,88,,mapped,processed_data/boundaries/EB3180.geojson,,,,901,Nebo/San Pitch Mtns,Elk,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3181,88,,mapped,processed_data/boundaries/EB3181.geojson,,,,901,Nebo/San Pitch Mtns,Elk,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3182,617,,mapped,processed_data/boundaries/EB3182.geojson,,,,901,Nebo/San Pitch Mtns,Elk,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3183,617,,mapped,processed_data/boundaries/EB3183.geojson,,,,901,Nebo/San Pitch Mtns,Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3184,629,,mapped,processed_data/boundaries/EB3184.geojson,,,,615,Nine Mile,Elk,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
EB3185,629,,mapped,processed_data/boundaries/EB3185.geojson,,,,129,"Nine Mile, Anthro-Myton Bench",Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3186,630,,mapped,processed_data/boundaries/EB3186.geojson,,,,129,"Nine Mile, Anthro-Myton Bench",Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3187,630,,mapped,processed_data/boundaries/EB3187.geojson,,,,129,"Nine Mile, Anthro-Myton Bench",Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3188,634,,mapped,processed_data/boundaries/EB3188.geojson,,,,821,"Nine Mile, Gray Canyon",Elk,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3189,634,,mapped,processed_data/boundaries/EB3189.geojson,,,,821,"Nine Mile, Gray Canyon",Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3190,172,,mapped,processed_data/boundaries/EB3190.geojson,,,,277,"Nine Mile, Range Creek",Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3191,172,,mapped,processed_data/boundaries/EB3191.geojson,,,,277,"Nine Mile, Range Creek",Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3192,175,,mapped,processed_data/boundaries/EB3192.geojson,,,,138,"North Slope, Summit",Elk,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3193,183,,mapped,processed_data/boundaries/EB3193.geojson,,,,138,"North Slope, Summit",Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3194,183,,mapped,processed_data/boundaries/EB3194.geojson,,,,140,"North Slope, Three Corners",Elk,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3195,206,,mapped,processed_data/boundaries/EB3195.geojson,,,,289,"North Slope, Three Corners/West Daggett",Elk,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3196,206,,mapped,processed_data/boundaries/EB3196.geojson,,,,289,"North Slope, Three Corners/West Daggett",Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3197,872,,mapped,processed_data/boundaries/EB3197.geojson,,,,289,"North Slope, Three Corners/West Daggett",Elk,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3198,872,,mapped,processed_data/boundaries/EB3198.geojson,,,,886,Northeastern Area,Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3199,222,,mapped,processed_data/boundaries/EB3199.geojson,,,,886,Northeastern Area,Elk,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
EB3209,5129,682;683,mapped,processed_data/boundaries/EB3209.geojson,,,,888,Northern Area,Elk,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO1000,5131,145;146;147;148;157;616;617;628;200;225;231;233;102;630,mapped,processed_data/boundaries/GO1000.geojson,data/boundaries/kmz/GO1000.kmz,data/boundaries/kml/GO1000.kml,,888,Northern Area,Mountain Goat,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6800,628,,mapped,processed_data/boundaries/GO6800.geojson,,,,634,Panguitch Lake,Mountain Goat,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6801,628,,mapped,processed_data/boundaries/GO6801.geojson,,,,634,Panguitch Lake,Mountain Goat,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6803,616,,mapped,processed_data/boundaries/GO6803.geojson,,,,634,Panguitch Lake,Mountain Goat,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6808,148,,mapped,processed_data/boundaries/GO6808.geojson,,,,634,Panguitch Lake,Mountain Goat,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6817,617,,mapped,processed_data/boundaries/GO6817.geojson,,,,634,Panguitch Lake,Mountain Goat,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6820,200,,mapped,processed_data/boundaries/GO6820.geojson,,,,634,Panguitch Lake,Mountain Goat,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6821,616,,mapped,processed_data/boundaries/GO6821.geojson,,,,634,Panguitch Lake,Mountain Goat,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
GO6822,628,,mapped,processed_data/boundaries/GO6822.geojson,,,,462,Panguitch Lake/Zion,Mountain Goat,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
MB1000,5133,29;117;138;276;289;69;79;609;611;613;452;743,mapped,processed_data/boundaries/MB1000.geojson,data/boundaries/kmz/MB1000.kmz,data/boundaries/kml/MB1000.kml,,718,"Panguitch Lake/Zion, North",Moose,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
MB6000,29,,mapped,processed_data/boundaries/MB6000.geojson,,,,718,"Panguitch Lake/Zion, North",Moose,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
MB6006,138,,mapped,processed_data/boundaries/MB6006.geojson,,,,718,"Panguitch Lake/Zion, North",Moose,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
MB6011,743,,mapped,processed_data/boundaries/MB6011.geojson,,,,703,Parker Mtn,Moose,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB1000,5134,8;15;24;25;27;129;138;244;245;246;277;289;443;625;628;688;715;718;719;171;186;194;208;81;97;636;453;461;755,mapped,processed_data/boundaries/PB1000.geojson,data/boundaries/kmz/PB1000.kmz,data/boundaries/kml/PB1000.kml,,703,Parker Mtn,Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5000,628,,mapped,processed_data/boundaries/PB5000.geojson,,,,703,Parker Mtn,Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5001,667,,mapped,processed_data/boundaries/PB5001.geojson,,,,163,Paunsaugunt,Pronghorn,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
PB5002,15,,mapped,processed_data/boundaries/PB5002.geojson,,,,163,Paunsaugunt Cactus,Pronghorn,Any Legal Weapon,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5003,24,,mapped,processed_data/boundaries/PB5003.geojson,,,,163,Paunsaugunt Management,Pronghorn,Any Legal Weapon,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5004,25,,mapped,processed_data/boundaries/PB5004.geojson,,,,163,Paunsaugunt Management,Pronghorn,Archery,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5005,27,,mapped,processed_data/boundaries/PB5005.geojson,,,,163,Paunsaugunt Management,Pronghorn,Muzzleloader,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5006,755,,mapped,processed_data/boundaries/PB5006.geojson,,,,163,Paunsaugunt Premium,Pronghorn,Archery,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5008,81,,mapped,processed_data/boundaries/PB5008.geojson,,,,163,Paunsaugunt Premium,Pronghorn,Any Legal Weapon,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5009,688,,mapped,processed_data/boundaries/PB5009.geojson,,,,163,Paunsaugunt Premium,Pronghorn,Muzzleloader,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5011,129,,mapped,processed_data/boundaries/PB5011.geojson,,,,163,Paunsaugunt Premium,Pronghorn,Multiseason,Premium Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5012,289,,mapped,processed_data/boundaries/PB5012.geojson,,,,636,Pine Valley,Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5013,636,,mapped,processed_data/boundaries/PB5013.geojson,,,,636,Pine Valley,Pronghorn,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5015,194,,mapped,processed_data/boundaries/PB5015.geojson,,,,636,Pine Valley,Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5017,208,,mapped,processed_data/boundaries/PB5017.geojson,,,,305,"Pine Valley, Beaver Dam",Pronghorn,Any Legal Weapon,Conservation,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5018,625,,mapped,processed_data/boundaries/PB5018.geojson,,,,305,"Pine Valley, Beaver Dam",Pronghorn,Any Legal Weapon,Once-in-a-lifetime,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5019,244,,mapped,processed_data/boundaries/PB5019.geojson,,,,8;15;24;25;27;129;138;244;245;246;277;289;443;625;628;688;715;718;719;171;186;194;208;81;97;636;453;461;755,Pronghorn - Statewide Permit,Pronghorn,Any Legal Weapon,Statewide,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PB5020,245,,mapped,processed_data/boundaries/PB5020.geojson,,,,15;20;616;620;668;75;820;821;823;854,Rocky Mountain Bighorn Sheep - Statewide Permit,Pronghorn,Any Legal Weapon,Statewide,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PB5021,246,,mapped,processed_data/boundaries/PB5021.geojson,,,,710,San Juan,Pronghorn,Multiseason,Limited Entry - Multiseason,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
PB5024,625,,mapped,processed_data/boundaries/PB5024.geojson,,,,183,San Juan Bull Elk,Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5025,628,,mapped,processed_data/boundaries/PB5025.geojson,,,,183,San Juan Bull Elk,Pronghorn,Early Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5026,667,,mapped,processed_data/boundaries/PB5026.geojson,,,,183,San Juan Bull Elk,Pronghorn,Late Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5027,15,,mapped,processed_data/boundaries/PB5027.geojson,,,,183,San Juan Bull Elk,Pronghorn,Muzzleloader,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5028,24,,mapped,processed_data/boundaries/PB5028.geojson,,,,183,San Juan Bull Elk,Pronghorn,Multiseason,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5029,25,,mapped,processed_data/boundaries/PB5029.geojson,,,,183,San Juan Bull Elk,Pronghorn,Late Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5030,27,,mapped,processed_data/boundaries/PB5030.geojson,,,,183,San Juan Bull Elk,Pronghorn,Mid Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5031,755,,mapped,processed_data/boundaries/PB5031.geojson,,,,185,"San Juan, Elk Ridge",Pronghorn,Archery,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PB5033,81,,mapped,processed_data/boundaries/PB5033.geojson,,,,185,"San Juan, Elk Ridge",Pronghorn,Any Legal Weapon,Limited Entry,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
