source_file,page_number,hunt_code,hunt_name,year,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,12,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,11,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,11,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,10,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,10,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,9,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,9,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,8,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,8,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,7,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,7,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,6,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,6,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,5,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,5,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,4,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,4,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,3,2,2,0,2,1 in 1.0
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,3,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,2,10,10,0,10,1 in 1.0
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,2,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,1,25,1,6,7,1 in 3.6
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,1,0,0,0,0,N/A
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Resident,0,52,0,7,7,1 in 7.4
25_drawing_odds.pdf,5,BR1008,Book Cliffs - Pursuit,2025,Nonresident,0,3,0,2,2,1 in 1.5
25_drawing_odds.pdf,6,BR1009,La Sal - Pursuit,2025,Resident,22,0,0,0,0,N/A
25_drawing_odds.pdf,6,BR1009,La Sal - Pursuit,2025,Nonresident,22,0,0,0,0,N/A
25_drawing_odds.pdf,6,BR1009,La Sal - Pursuit,2025,Resident,21,0,0,0,0,N/A
