hunt_code,hunt_name,hunt_category_name,species_subtype_name,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,source_file
DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,Resident,,380,0,375,375,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,Resident,,20,0,20,20,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB0008,Deer Extended Archery Only,General-Season,General Buck Deer,Nonresident,,31,0,30,30,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1501,Box Elder,General-Season,General Buck Deer,Nonresident,,26,0,26,26,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1501,Box Elder,General-Season,General Buck Deer,Resident,,321,0,317,317,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1501,Box Elder,General-Season,General Buck Deer,Resident,,7,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1502,Cache,General-Season,General Buck Deer,Nonresident,,24,0,24,24,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1502,Cache,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1502,Cache,General-Season,General Buck Deer,Resident,,32,0,32,32,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1502,Cache,General-Season,General Buck Deer,Resident,,818,0,740,740,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1503,Manti/San Rafael,General-Season,General Buck Deer,Resident,,1079,0,181,181,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1503,Manti/San Rafael,General-Season,General Buck Deer,Resident,,61,0,61,61,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1503,Manti/San Rafael,General-Season,General Buck Deer,Nonresident,,93,0,92,92,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1504,Nebo,General-Season,General Buck Deer,Resident,,505,0,495,495,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1504,Nebo,General-Season,General Buck Deer,Resident,,11,0,11,11,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1504,Nebo,General-Season,General Buck Deer,Nonresident,23,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1504,Nebo,General-Season,General Buck Deer,Nonresident,,25,0,25,25,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1506,Fillmore,General-Season,General Buck Deer,Nonresident,,27,0,22,22,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1506,Fillmore,General-Season,General Buck Deer,Resident,,248,0,99,99,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1506,Fillmore,General-Season,General Buck Deer,Resident,,13,0,13,13,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1508,Kamas,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1508,Kamas,General-Season,General Buck Deer,Resident,,4,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1508,Kamas,General-Season,General Buck Deer,Resident,,176,0,67,67,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Nonresident,,20,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Resident,,230,0,54,54,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1509,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Resident,,13,0,13,13,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1510,Monroe,General-Season,General Buck Deer,Nonresident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1510,Monroe,General-Season,General Buck Deer,Nonresident,,8,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1510,Monroe,General-Season,General Buck Deer,Resident,,101,0,15,15,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1510,Monroe,General-Season,General Buck Deer,Resident,,7,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1511,Mt Dutton,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1511,Mt Dutton,General-Season,General Buck Deer,Nonresident,,7,0,0,0,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1511,Mt Dutton,General-Season,General Buck Deer,Resident,,45,0,0,0,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1511,Mt Dutton,General-Season,General Buck Deer,Resident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1512,Nine Mile,General-Season,General Buck Deer,Resident,,8,0,8,8,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1512,Nine Mile,General-Season,General Buck Deer,Resident,,133,0,130,130,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1512,Nine Mile,General-Season,General Buck Deer,Nonresident,,12,0,12,12,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1513,North Slope,General-Season,General Buck Deer,Nonresident,,18,0,18,18,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1513,North Slope,General-Season,General Buck Deer,Nonresident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1513,North Slope,General-Season,General Buck Deer,Resident,,465,0,364,364,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1513,North Slope,General-Season,General Buck Deer,Resident,,14,0,14,14,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1514,Ogden,General-Season,General Buck Deer,Resident,,4,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1514,Ogden,General-Season,General Buck Deer,Resident,,388,0,354,354,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1514,Ogden,General-Season,General Buck Deer,Nonresident,,8,0,8,8,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1516,Panguitch Lake,General-Season,General Buck Deer,Nonresident,,36,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1516,Panguitch Lake,General-Season,General Buck Deer,Nonresident,,5,0,5,5,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1516,Panguitch Lake,General-Season,General Buck Deer,Resident,,348,0,19,19,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1516,Panguitch Lake,General-Season,General Buck Deer,Resident,,40,0,40,40,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1517,Pine Valley,General-Season,General Buck Deer,Resident,,25,0,25,25,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1517,Pine Valley,General-Season,General Buck Deer,Resident,,324,0,37,37,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1517,Pine Valley,General-Season,General Buck Deer,Nonresident,,20,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1517,Pine Valley,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1518,Boulder/Kaiparowits,General-Season,General Buck Deer,Resident,,353,0,244,244,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1518,Boulder/Kaiparowits,General-Season,General Buck Deer,Resident,,24,0,24,24,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1518,Boulder/Kaiparowits,General-Season,General Buck Deer,Nonresident,,35,0,12,12,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1519,Fishlake,General-Season,General Buck Deer,Resident,,12,0,12,12,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1519,Fishlake,General-Season,General Buck Deer,Resident,,190,0,3,3,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1519,Fishlake,General-Season,General Buck Deer,Nonresident,,18,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1521,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Resident,,16,0,16,16,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1521,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Resident,,370,0,255,255,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1521,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Nonresident,,37,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1521,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1522,Vernal/Bonanza,General-Season,General Buck Deer,Resident,,317,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1522,Vernal/Bonanza,General-Season,General Buck Deer,Resident,,35,0,35,35,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1522,Vernal/Bonanza,General-Season,General Buck Deer,Nonresident,,25,0,19,19,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1523,Yellowstone,General-Season,General Buck Deer,Resident,,255,0,6,6,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1523,Yellowstone,General-Season,General Buck Deer,Resident,,15,0,15,15,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1523,Yellowstone,General-Season,General Buck Deer,Nonresident,,17,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1523,Yellowstone,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1524,Southwest Desert,General-Season,General Buck Deer,Nonresident,,5,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1524,Southwest Desert,General-Season,General Buck Deer,Resident,,56,0,25,25,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1524,Southwest Desert,General-Season,General Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1525,"Wasatch Mtns, East",General-Season,General Buck Deer,Nonresident,,71,0,70,70,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1525,"Wasatch Mtns, East",General-Season,General Buck Deer,Resident,,789,0,252,252,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1525,"Wasatch Mtns, East",General-Season,General Buck Deer,Resident,,28,0,28,28,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1526,"Wasatch Mtns, West",General-Season,General Buck Deer,Nonresident,,49,0,49,49,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1526,"Wasatch Mtns, West",General-Season,General Buck Deer,Resident,,920,0,901,901,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1526,"Wasatch Mtns, West",General-Season,General Buck Deer,Resident,,28,0,28,28,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1529,Zion,General-Season,General Buck Deer,Nonresident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1529,Zion,General-Season,General Buck Deer,Nonresident,,33,0,5,5,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1529,Zion,General-Season,General Buck Deer,Resident,,308,0,258,258,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1529,Zion,General-Season,General Buck Deer,Resident,,14,0,14,14,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1531,Box Elder,General-Season,General Buck Deer,Resident,,350,0,350,350,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1531,Box Elder,General-Season,General Buck Deer,Resident,,1638,0,1051,1051,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1531,Box Elder,General-Season,General Buck Deer,Nonresident,,105,0,104,104,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1531,Box Elder,General-Season,General Buck Deer,Nonresident,,4,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1533,Manti/San Rafael,General-Season,General Buck Deer,Nonresident,,307,0,175,175,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1533,Manti/San Rafael,General-Season,General Buck Deer,Nonresident,,8,0,8,8,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1533,Manti/San Rafael,General-Season,General Buck Deer,Resident,,4103,0,197,197,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1533,Manti/San Rafael,General-Season,General Buck Deer,Resident,,818,0,818,818,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1534,Nebo,General-Season,General Buck Deer,Nonresident,,110,0,109,109,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1534,Nebo,General-Season,General Buck Deer,Nonresident,,3,0,3,3,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1534,Nebo,General-Season,General Buck Deer,Resident,,584,0,584,584,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1534,Nebo,General-Season,General Buck Deer,Resident,,2016,0,806,806,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1536,Fillmore,General-Season,General Buck Deer,Resident,,102,0,102,102,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1536,Fillmore,General-Season,General Buck Deer,Resident,,841,0,63,63,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1536,Fillmore,General-Season,General Buck Deer,Nonresident,,9,0,9,9,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1536,Fillmore,General-Season,General Buck Deer,Nonresident,,54,0,6,6,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1538,Kamas,General-Season,General Buck Deer,Resident,,466,0,40,40,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1538,Kamas,General-Season,General Buck Deer,Resident,,86,0,86,86,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1538,Kamas,General-Season,General Buck Deer,Nonresident,,29,0,27,27,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1539,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Resident,,204,0,204,204,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1539,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Resident,,695,0,25,25,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1539,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Nonresident,,59,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1539,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Nonresident,,11,0,11,11,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1540,Monroe,General-Season,General Buck Deer,Resident,,635,0,69,69,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1540,Monroe,General-Season,General Buck Deer,Nonresident,,25,0,6,6,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1540,Monroe,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1541,Mt Dutton,General-Season,General Buck Deer,Resident,,279,0,41,41,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1541,Mt Dutton,General-Season,General Buck Deer,Nonresident,,30,0,6,6,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1541,Mt Dutton,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1542,Nine Mile,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1542,Nine Mile,General-Season,General Buck Deer,Nonresident,,30,0,30,30,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1542,Nine Mile,General-Season,General Buck Deer,Resident,,364,0,22,22,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1542,Nine Mile,General-Season,General Buck Deer,Resident,,142,0,142,142,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1543,North Slope,General-Season,General Buck Deer,Resident,,920,0,374,374,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1543,North Slope,General-Season,General Buck Deer,Resident,,199,0,199,199,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1543,North Slope,General-Season,General Buck Deer,Nonresident,,60,0,59,59,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1544,Ogden,General-Season,General Buck Deer,Resident,,289,0,289,289,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1544,Ogden,General-Season,General Buck Deer,Resident,,1141,0,754,754,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1544,Ogden,General-Season,General Buck Deer,Nonresident,,36,0,36,36,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1544,Ogden,General-Season,General Buck Deer,Nonresident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1546,Panguitch Lake,General-Season,General Buck Deer,Nonresident,,65,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1546,Panguitch Lake,General-Season,General Buck Deer,Nonresident,,9,0,9,9,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1546,Panguitch Lake,General-Season,General Buck Deer,Resident,,64,0,64,64,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1546,Panguitch Lake,General-Season,General Buck Deer,Resident,,767,0,59,59,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1547,Pine Valley,General-Season,General Buck Deer,Nonresident,,91,0,19,19,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1547,Pine Valley,General-Season,General Buck Deer,Nonresident,,5,0,5,5,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1547,Pine Valley,General-Season,General Buck Deer,Resident,,41,0,41,41,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1547,Pine Valley,General-Season,General Buck Deer,Resident,,1186,0,218,218,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1549,Fishlake,General-Season,General Buck Deer,Resident,,695,0,74,74,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1549,Fishlake,General-Season,General Buck Deer,Nonresident,,34,0,5,5,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1549,Fishlake,General-Season,General Buck Deer,Nonresident,,4,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1551,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Resident,,1021,0,815,815,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1551,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Resident,,270,0,270,270,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1551,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Nonresident,,76,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1551,"San Juan, Abajo Mtns",General-Season,General Buck Deer,Nonresident,,12,0,12,12,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1552,Vernal/Bonanza,General-Season,General Buck Deer,Nonresident,,6,0,6,6,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1552,Vernal/Bonanza,General-Season,General Buck Deer,Nonresident,,52,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1552,Vernal/Bonanza,General-Season,General Buck Deer,Resident,,903,0,42,42,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1553,Yellowstone,General-Season,General Buck Deer,Resident,,795,0,36,36,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1553,Yellowstone,General-Season,General Buck Deer,Resident,,72,0,72,72,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1553,Yellowstone,General-Season,General Buck Deer,Nonresident,,4,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1553,Yellowstone,General-Season,General Buck Deer,Nonresident,,67,0,11,11,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1554,Southwest Desert,General-Season,General Buck Deer,Resident,,338,0,40,40,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1554,Southwest Desert,General-Season,General Buck Deer,Nonresident,,28,0,3,3,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1555,"Wasatch Mtns, East",General-Season,General Buck Deer,Nonresident,,6,0,6,6,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1555,"Wasatch Mtns, East",General-Season,General Buck Deer,Nonresident,,189,0,178,178,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1555,"Wasatch Mtns, East",General-Season,General Buck Deer,Resident,,2773,0,151,151,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1555,"Wasatch Mtns, East",General-Season,General Buck Deer,Resident,,723,0,723,723,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1556,"Wasatch Mtns, West",General-Season,General Buck Deer,Nonresident,,6,0,6,6,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1556,"Wasatch Mtns, West",General-Season,General Buck Deer,Nonresident,,60,0,60,60,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1556,"Wasatch Mtns, West",General-Season,General Buck Deer,Resident,,2342,0,2315,2315,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1556,"Wasatch Mtns, West",General-Season,General Buck Deer,Resident,,535,0,535,535,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1559,Zion,General-Season,General Buck Deer,Nonresident,,81,0,19,19,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1559,Zion,General-Season,General Buck Deer,Nonresident,,19,0,19,19,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1559,Zion,General-Season,General Buck Deer,Resident,,1021,0,157,157,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1559,Zion,General-Season,General Buck Deer,Resident,,239,0,239,239,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1561,Box Elder,General-Season,General Buck Deer,Resident,,342,0,340,340,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1561,Box Elder,General-Season,General Buck Deer,Resident,,10,0,10,10,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1561,Box Elder,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1561,Box Elder,General-Season,General Buck Deer,Nonresident,,8,0,8,8,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1563,Manti/San Rafael,General-Season,General Buck Deer,Resident,,73,0,73,73,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1563,Manti/San Rafael,General-Season,General Buck Deer,Resident,,994,0,506,506,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1563,Manti/San Rafael,General-Season,General Buck Deer,Nonresident,,69,0,67,67,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1564,Nebo,General-Season,General Buck Deer,Nonresident,,10,0,10,10,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1564,Nebo,General-Season,General Buck Deer,Resident,,418,0,407,407,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1564,Nebo,General-Season,General Buck Deer,Resident,,15,0,15,15,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1566,Fillmore,General-Season,General Buck Deer,Nonresident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1566,Fillmore,General-Season,General Buck Deer,Nonresident,,27,0,20,20,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1566,Fillmore,General-Season,General Buck Deer,Resident,,21,0,21,21,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1566,Fillmore,General-Season,General Buck Deer,Resident,,243,0,138,138,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1568,Kamas,General-Season,General Buck Deer,Resident,,123,0,123,123,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1568,Kamas,General-Season,General Buck Deer,Resident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1568,Kamas,General-Season,General Buck Deer,Nonresident,,4,0,4,4,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1569,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Resident,,196,0,113,113,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1569,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Resident,,24,0,24,24,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1569,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Nonresident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1569,"La Sal, La Sal Mtns",General-Season,General Buck Deer,Nonresident,,13,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1570,Monroe,General-Season,General Buck Deer,Resident,,99,0,29,29,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1570,Monroe,General-Season,General Buck Deer,Resident,,20,0,20,20,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1570,Monroe,General-Season,General Buck Deer,Nonresident,,8,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1571,Mt Dutton,General-Season,General Buck Deer,Nonresident,,4,0,0,0,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1571,Mt Dutton,General-Season,General Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1571,Mt Dutton,General-Season,General Buck Deer,Resident,,49,0,8,8,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1571,Mt Dutton,General-Season,General Buck Deer,Resident,,7,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1572,Nine Mile,General-Season,General Buck Deer,Resident,,106,0,105,105,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1572,Nine Mile,General-Season,General Buck Deer,Resident,,3,0,3,3,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1572,Nine Mile,General-Season,General Buck Deer,Nonresident,,9,0,9,9,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1573,North Slope,General-Season,General Buck Deer,Resident,,19,0,19,19,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1573,North Slope,General-Season,General Buck Deer,Resident,,379,0,374,374,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1573,North Slope,General-Season,General Buck Deer,Nonresident,,7,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1574,Ogden,General-Season,General Buck Deer,Nonresident,,3,0,3,3,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1574,Ogden,General-Season,General Buck Deer,Resident,,238,0,233,233,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1574,Ogden,General-Season,General Buck Deer,Resident,,12,0,12,12,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1576,Panguitch Lake,General-Season,General Buck Deer,Resident,,35,0,35,35,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1576,Panguitch Lake,General-Season,General Buck Deer,Resident,,259,0,48,48,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1576,Panguitch Lake,General-Season,General Buck Deer,Nonresident,,5,0,5,5,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1576,Panguitch Lake,General-Season,General Buck Deer,Nonresident,,21,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1577,Pine Valley,General-Season,General Buck Deer,Nonresident,,17,0,7,7,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
