hunt_code,hunt_name,hunt_category_name,species_subtype_name,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,source_file
DB1629,Boulder/Kaiparowits,General-Season,General Buck Deer,Resident,,841,0,161,161,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1629,Boulder/Kaiparowits,General-Season,General Buck Deer,Resident,,174,0,174,174,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1629,Boulder/Kaiparowits,General-Season,General Buck Deer,Nonresident,,3,0,3,3,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1629,Boulder/Kaiparowits,General-Season,General Buck Deer,Nonresident,,65,0,10,10,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1630,Boulder/Kaiparowits,General-Season,General Buck Deer,Resident,,13,0,13,13,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1630,Boulder/Kaiparowits,General-Season,General Buck Deer,Resident,,242,0,234,234,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1630,Boulder/Kaiparowits,General-Season,General Buck Deer,Nonresident,,3,0,3,3,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1630,Boulder/Kaiparowits,General-Season,General Buck Deer,Nonresident,,19,0,19,19,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1631,Box Elder,General-Season,General Buck Deer,Nonresident,,2,0,2,2,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1631,Box Elder,General-Season,General Buck Deer,Nonresident,,36,0,36,36,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1631,Box Elder,General-Season,General Buck Deer,Resident,,482,0,478,478,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1631,Box Elder,General-Season,General Buck Deer,Resident,,93,0,93,93,utahdraws_big_game_2026_general_season_buck_deer_mht5.json
DB1770,Box Elder,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1770,Box Elder,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,36,0,35,35,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1770,Box Elder,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,4,0,4,4,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1771,Cache,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,4,0,4,4,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1771,Cache,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,102,0,100,100,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1771,Cache,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,4,0,4,4,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1772,Manti/San Rafael,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,397,0,79,79,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1772,Manti/San Rafael,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,27,0,27,27,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1772,Manti/San Rafael,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,8,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1772,Manti/San Rafael,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1773,Nebo,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,4,0,4,4,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1773,Nebo,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,181,0,177,177,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1773,Nebo,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1775,Fillmore,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,118,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1775,Fillmore,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,2,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1777,Kamas,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1777,Kamas,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,2,0,2,2,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1777,Kamas,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,22,0,22,22,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1778,"La Sal, La Sal Mtns",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,3,0,3,3,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1778,"La Sal, La Sal Mtns",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,66,0,44,44,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1778,"La Sal, La Sal Mtns",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,6,0,4,4,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1778,"La Sal, La Sal Mtns",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1779,Monroe,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,8,0,8,8,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1779,Monroe,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,37,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1779,Monroe,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,4,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1780,Mt Dutton,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1780,Mt Dutton,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,26,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1780,Mt Dutton,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,2,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1781,Nine Mile,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1781,Nine Mile,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,47,0,46,46,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1781,Nine Mile,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1782,North Slope,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1782,North Slope,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,60,0,60,60,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1782,North Slope,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1783,Ogden,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,70,0,70,70,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1783,Ogden,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1785,Panguitch Lake,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,16,0,16,16,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1785,Panguitch Lake,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,71,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1785,Panguitch Lake,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,8,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1786,Pine Valley,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,10,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1786,Pine Valley,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1786,Pine Valley,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,92,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1786,Pine Valley,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,13,0,13,13,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1787,Boulder/Kaiparowits,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1787,Boulder/Kaiparowits,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,2,0,2,2,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1787,Boulder/Kaiparowits,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,58,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1788,Fishlake,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,3,0,3,3,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1788,Fishlake,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,57,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1788,Fishlake,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,3,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1788,Fishlake,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1790,"San Juan, Abajo Mtns",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1790,"San Juan, Abajo Mtns",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,43,0,40,40,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1790,"San Juan, Abajo Mtns",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,10,0,10,10,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1791,Vernal/Bonanza,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,3,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1791,Vernal/Bonanza,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,71,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1791,Vernal/Bonanza,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,6,0,6,6,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1792,Yellowstone,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,11,0,11,11,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1792,Yellowstone,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,86,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1792,Yellowstone,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1793,Southwest Desert,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,13,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1793,Southwest Desert,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1793,Southwest Desert,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,2,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1794,"Wasatch Mtns, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,14,0,14,14,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1794,"Wasatch Mtns, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,222,0,78,78,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1794,"Wasatch Mtns, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1794,"Wasatch Mtns, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,6,0,3,3,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1795,"Wasatch Mtns, West",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1795,"Wasatch Mtns, West",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,127,0,121,121,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1795,"Wasatch Mtns, West",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,3,0,3,3,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1798,Zion,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,88,0,7,7,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1798,Zion,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,10,0,10,10,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1798,Zion,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,14,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1798,Zion,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,3,0,3,3,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1799,Chalk Creek,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1799,Chalk Creek,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,25,0,25,25,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1800,East Canyon,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,42,0,42,42,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1800,East Canyon,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1801,Morgan-South Rich,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,10,0,10,10,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1802,"Beaver, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,63,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1802,"Beaver, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,2,0,2,2,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1802,"Beaver, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,7,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1802,"Beaver, East",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1803,"Beaver, West",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,2,0,2,2,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1803,"Beaver, West",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,24,0,23,23,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1804,Cedar/Stansbury,Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1804,Cedar/Stansbury,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,30,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1805,Oquirrh/Tintic,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,2,0,2,2,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1805,Oquirrh/Tintic,Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,76,0,0,0,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1806,"West Desert, Swasey",Dedicated Hunter,Dedicated Hunter Buck Deer,Nonresident,,1,0,1,1,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
DB1806,"West Desert, Swasey",Dedicated Hunter,Dedicated Hunter Buck Deer,Resident,,17,0,15,15,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json
EB1007,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull,Draw-only Youth Elk,Nonresident,,391,0,75,75,utahdraws_big_game_2026_draw_only_youth_elk_mht6.json
EB1007,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull,Draw-only Youth Elk,Resident,,8068,0,675,675,utahdraws_big_game_2026_draw_only_youth_elk_mht6.json
DB1000,Henry Mtns,Premium,Premium LE Buck Deer,Nonresident,,48,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1000,Henry Mtns,Premium,Premium LE Buck Deer,Resident,,34,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1001,Paunsaugunt,Premium,Premium LE Buck Deer,Resident,,47,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1001,Paunsaugunt,Premium,Premium LE Buck Deer,Nonresident,,59,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1002,Antelope Island,Premium,Premium LE Buck Deer,Resident,,124,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1003,Henry Mtns,Premium,Premium LE Buck Deer,Resident,,213,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1003,Henry Mtns,Premium,Premium LE Buck Deer,Nonresident,,156,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1004,Paunsaugunt,Premium,Premium LE Buck Deer,Nonresident,,476,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1004,Paunsaugunt,Premium,Premium LE Buck Deer,Resident,,375,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1005,Henry Mtns,Premium,Premium LE Buck Deer,Nonresident,,19,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1005,Henry Mtns,Premium,Premium LE Buck Deer,Resident,,15,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1006,Paunsaugunt,Premium,Premium LE Buck Deer,Resident,,34,0,1,1,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1006,Paunsaugunt,Premium,Premium LE Buck Deer,Nonresident,,15,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1007,Henry Mtns,Premium,Multiseason PLE Buck Deer,Resident,,36,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1008,Paunsaugunt,Premium,Multiseason PLE Buck Deer,Nonresident,,35,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1008,Paunsaugunt,Premium,Multiseason PLE Buck Deer,Resident,,33,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1009,Henry Mtns,Management,Management Buck Deer,Nonresident,,6,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1009,Henry Mtns,Management,Management Buck Deer,Resident,,31,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1010,Paunsaugunt,Management,Management Buck Deer,Resident,,100,0,1,1,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1010,Paunsaugunt,Management,Management Buck Deer,Nonresident,,20,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1011,Book Cliffs,Limited-Entry,Limited-entry Buck Deer,Nonresident,,24,0,1,1,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1011,Book Cliffs,Limited-Entry,Limited-entry Buck Deer,Resident,,86,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1012,"Fillmore, Oak Creek LE",Limited-Entry,Limited-entry Buck Deer,Resident,,31,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1012,"Fillmore, Oak Creek LE",Limited-Entry,Limited-entry Buck Deer,Nonresident,,26,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1013,Dolores Triangle,Limited-Entry,Limited-entry Buck Deer,Resident,,13,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1014,"San Juan, Elk Ridge",Limited-Entry,Limited-entry Buck Deer,Nonresident,,29,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1014,"San Juan, Elk Ridge",Limited-Entry,Limited-entry Buck Deer,Resident,,32,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1015,Diamond Mtn,Limited-Entry,Limited-entry Buck Deer,Nonresident,,4,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1015,Diamond Mtn,Limited-Entry,Limited-entry Buck Deer,Resident,,23,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1016,"West Desert, Vernon",Limited-Entry,Limited-entry Buck Deer,Nonresident,,12,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1016,"West Desert, Vernon",Limited-Entry,Limited-entry Buck Deer,Resident,,53,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1017,"Book Cliffs, North",Limited-Entry,Limited-entry Buck Deer,Nonresident,,73,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1017,"Book Cliffs, North",Limited-Entry,Limited-entry Buck Deer,Resident,,333,0,4,4,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1018,"Book Cliffs, South",Limited-Entry,Limited-entry Buck Deer,Nonresident,,20,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1018,"Book Cliffs, South",Limited-Entry,Limited-entry Buck Deer,Resident,,91,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1019,"Fillmore, Oak Creek LE",Limited-Entry,Limited-entry Buck Deer,Resident,,284,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1019,"Fillmore, Oak Creek LE",Limited-Entry,Limited-entry Buck Deer,Nonresident,,69,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1020,Dolores Triangle,Limited-Entry,Limited-entry Buck Deer,Resident,,58,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1020,Dolores Triangle,Limited-Entry,Limited-entry Buck Deer,Nonresident,,30,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1022,"San Juan, Elk Ridge",Limited-Entry,Limited-entry Buck Deer,Nonresident,,48,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1022,"San Juan, Elk Ridge",Limited-Entry,Limited-entry Buck Deer,Resident,,106,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1023,Diamond Mtn,Limited-Entry,Limited-entry Buck Deer,Nonresident,,21,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1023,Diamond Mtn,Limited-Entry,Limited-entry Buck Deer,Resident,,115,0,2,2,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1024,"West Desert, Vernon",Limited-Entry,Limited-entry Buck Deer,Nonresident,,39,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1024,"West Desert, Vernon",Limited-Entry,Limited-entry Buck Deer,Resident,,333,0,1,1,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1025,Book Cliffs,Limited-Entry,Limited-entry Buck Deer,Resident,,46,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1025,Book Cliffs,Limited-Entry,Limited-entry Buck Deer,Nonresident,,11,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1026,"Cache, Crawford Mtn",Limited-Entry,Limited-entry Buck Deer,Nonresident,,4,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1026,"Cache, Crawford Mtn",Limited-Entry,Limited-entry Buck Deer,Resident,,20,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1028,Fillmore,Limited-Entry,Limited-entry Buck Deer,Resident,,14,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1028,Fillmore,Limited-Entry,Limited-entry Buck Deer,Nonresident,,1,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1029,"Fillmore, Oak Creek LE",Limited-Entry,Limited-entry Buck Deer,Nonresident,,8,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1029,"Fillmore, Oak Creek LE",Limited-Entry,Limited-entry Buck Deer,Resident,,5,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1030,Kamas,Limited-Entry,Limited-entry Buck Deer,Resident,,8,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1030,Kamas,Limited-Entry,Limited-entry Buck Deer,Nonresident,,2,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1031,Dolores Triangle,Limited-Entry,Limited-entry Buck Deer,Resident,,2,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1032,Monroe,Limited-Entry,Limited-entry Buck Deer,Resident,,5,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1033,Nine Mile,Limited-Entry,Limited-entry Buck Deer,Resident,,10,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1033,Nine Mile,Limited-Entry,Limited-entry Buck Deer,Nonresident,,,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1034,Pine Valley,Limited-Entry,Limited-entry Buck Deer,Nonresident,,2,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1034,Pine Valley,Limited-Entry,Limited-entry Buck Deer,Resident,,17,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1037,"San Juan, Elk Ridge",Limited-Entry,Limited-entry Buck Deer,Resident,,17,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
DB1037,"San Juan, Elk Ridge",Limited-Entry,Limited-entry Buck Deer,Nonresident,,4,0,0,0,utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json
