path,extension,bytes,records_or_pages,unique_hunt_code_count,hunt_code_mentions,sample_hunt_codes
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 TURKEY BEARDED CONSERVATION ANY LEGAL WEAPON.xlsx,.xlsx,6945,5,5,5,TK1012|TK1013|TK1014|TK1015|TK1016
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026_ELK_ANTLERLESS_CONSERVATION.xlsx,.xlsx,7028,7,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
processed_data/hard_data_exports/hunt_tables/2026/GENERATED_CSV/2026_ELK_ANTLERLESS_CONSERVATION.csv,.csv,1207,5,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026_ELK_ANTLERLESS_CONSERVATION.pdf,.pdf,3303,1,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
pipeline/RAW/hunt_unit_database/2026/backups/database_backfill_20260508_071556/2026_deer_buck_conservation.csv,.csv,675,4,4,4,DB1056|DB1075|DB1076|DB1118
pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_conservation.csv,.csv,586,4,4,4,DB1056|DB1075|DB1076|DB1118
pipeline/RAW/hunt_unit_database/2026/formatted_pdf/2026_deer_buck_conservation.pdf,.pdf,2873,1,4,4,DB1056|DB1075|DB1076|DB1118
pipeline/RAW/hunt_unit_database/2026/formatted_xlsx/2026_deer_buck_conservation.xlsx,.xlsx,5837,4,4,4,DB1056|DB1075|DB1076|DB1118
pipeline/RAW/hunt_unit_database/2026/xlsx/2026_deer_buck_conservation.xlsx,.xlsx,6592,4,4,4,DB1056|DB1075|DB1076|DB1118
processed_data/audits/conservation_synthetic_display_code_policy.csv,.csv,3090,10,4,4,CD1000|CE1000|CM1000|CP1000
processed_data/backups/hunt_tables_2026_age_infill_20260528_124407/processed_data/hard_data_exports/hunt_tables/2026/2026_DEER_BUCK_CONSERVATION.xlsx,.xlsx,6947,6,4,4,DB1056|DB1075|DB1076|DB1118
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026_DEER_BUCK_CONSERVATION.xlsx,.xlsx,6997,6,4,4,DB1056|DB1075|DB1076|DB1118
processed_data/hard_data_exports/hunt_tables/2026/GENERATED_CSV/2026_DEER_BUCK_CONSERVATION.csv,.csv,957,4,4,4,DB1056|DB1075|DB1076|DB1118
processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026_DEER_BUCK_CONSERVATION.pdf,.pdf,3257,1,4,4,DB1056|DB1075|DB1076|DB1118
pipeline/RAW/hunt_unit_database/2026/pdf/current_year_permit_numbers/2026_deer_buck_conservation.pdf,.pdf,25264,1,3,3,DB1056|DB1075|DB1076
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ROCKY MOUNTAIN BIGHORN SHEEP MALE ONLY CONSERVATION ANY LEGAL WEAPON.xlsx,.xlsx,7093,3,3,3,RS1001|RS1003|RS1006
audits/2025_canonical_finalization/conservation_candidates_canonical_yearly_audit.csv,.csv,3366,11,2,11,BR7307|DS6605
audits/truth_organization_staging/2020_PERMITS=2021_MODEL/source_archive/pdf/harvest_report/2020A1B2__conservation_permit_report_2023.pdf,.pdf,5009299,23,2,15,FY2023|FY2024
data/conservation-permit-hunt-table-2025-27.csv,.csv,72124,271,2,2,DS6604|DS6621
data/conservation-permit-hunt-table-2025-27.html,.html,77618,,2,2,DS6604|DS6621
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020A1B2__conservation_permit_report_2023.pdf,.pdf,5009299,23,2,15,FY2023|FY2024
pipeline/RAW/hunt_unit_database/2020A1B2__conservation_permit_report_2023.pdf,.pdf,5009299,23,2,15,FY2023|FY2024
pipeline/RAW/hunt_unit_database/2025/csv/conservation-permit-hunt-table-2025-27.csv,.csv,83112,271,2,2,DS6604|DS6621
pipeline/RAW/hunt_unit_database/2025/other/conservation-permit-hunt-table-2025-27.html,.html,77618,,2,2,DS6604|DS6621
pipeline/RAW/hunt_unit_database/2026/backups/database_backfill_20260508_071556/2026_elk_bull_conservation_permit.csv,.csv,463,2,2,2,EB3128|EB3209
pipeline/RAW/hunt_unit_database/2026/csv/2026_elk_bull_conservation_permit.csv,.csv,410,2,2,2,EB3128|EB3209
pipeline/RAW/hunt_unit_database/2026/formatted_pdf/2026_elk_bull_conservation_permit.pdf,.pdf,2653,1,2,2,EB3128|EB3209
pipeline/RAW/hunt_unit_database/2026/formatted_xlsx/2026_elk_bull_conservation_permit.xlsx,.xlsx,5699,2,2,2,EB3128|EB3209
pipeline/RAW/hunt_unit_database/2026/xlsx/2026_elk_bull_conservation_permit.xlsx,.xlsx,5620,2,2,2,EB3128|EB3209
processed_data/backups/hunt_tables_2026_age_infill_20260528_124407/processed_data/hard_data_exports/hunt_tables/2026/2026_ELK_BULL_CONSERVATION_PERMIT.xlsx,.xlsx,6794,4,2,2,EB3128|EB3209
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK BULL CONSERVATION MULTISEASON.xlsx,.xlsx,6769,2,2,2,EB3128|EB3209
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026_ELK_BULL_CONSERVATION_PERMIT.xlsx,.xlsx,6851,4,2,2,EB3128|EB3209
processed_data/hard_data_exports/hunt_tables/2026/GENERATED_CSV/2026_ELK_BULL_CONSERVATION_PERMIT.csv,.csv,689,2,2,2,EB3128|EB3209
processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026_ELK_BULL_CONSERVATION_PERMIT.pdf,.pdf,2995,1,2,2,EB3128|EB3209
audits/2025_canonical_finalization/br7307_collapse_to_conservation_organization_allocation_2025.csv,.csv,37166,48,1,49,BR7307
audits/2025_canonical_finalization/br7307_conservation_auction_correction_2025.csv,.csv,40461,235,1,235,BR7307
audits/2025_canonical_finalization/multiseason_conservation_correction_2025.csv,.csv,4836,47,1,47,BR7307
data_truth/comparison_outputs/validation/database_authoritative_permit_overlay_plan_2026_summary.json,.json,1746,,1,1,DB1276
data_truth/permit_overlay_truth/normalized/black_bear_conservation_BR7307_lock_2026.csv,.csv,1101,1,1,2,BR7307
data_truth/permit_overlay_truth/validation/black_bear_conservation_BR7307_lock_2026_audit.csv,.csv,450,3,1,3,BR7307
pipeline/R2_OFFLOAD/validation/database_authoritative_permit_overlay_plan_2026_summary.json,.json,1746,,1,1,DB1276
processed_data/black_bear_conservation_BR7307_lock_2026.md,.md,857,,1,3,BR7307
processed_data/black_bear_conservation_BR7307_lock_2026_summary.json,.json,2274,,1,2,BR7307
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER BUCK CONSERVATION ANY LEGAL WEAPON.xlsx,.xlsx,5678,1,1,1,DB1056
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER BUCK CONSERVATION ARCHERY.xlsx,.xlsx,6606,1,1,1,DB1075
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER BUCK CONSERVATION MULTISEASON.xlsx,.xlsx,6630,1,1,1,DB1118
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER BUCK CONSERVATION MUZZLELOADER.xlsx,.xlsx,6608,1,1,1,DB1076
audits/2025_canonical_finalization/conservation_source_file_inventory.csv,.csv,17716,72,0,0,
audits/hunt_research_engine/field_permit_overlay_hypothesis_audit.json,.json,1386,,0,0,
audits/hunt_research_engine/field_permit_overlay_hypothesis_audit.md,.md,1548,,0,0,
audits/hunt_research_engine/field_permit_overlay_source_index.csv,.csv,209172,757,0,0,
data/conservation-permit-hunt-table-2025-27-audit.json,.json,910,,0,0,
data/conservation-permit-hunt-table-2025-27-summary.json,.json,382,,0,0,
data/conservation-permit-workbook-2025-27-raw.csv,.csv,26840,336,0,0,
data/conservation-permit-workbook-2025-27-raw.json,.json,76717,336,0,0,
data/conservation-permit-workbook-2025-27-summary.json,.json,1564,,0,0,
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/README_conservation_overlay_species_corrected.md,.md,614,,0,0,
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_overlay_species_correction_report.json,.json,2965,,0,0,
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_permit_raw_336_rows_expanded_2025_2027_species_corrected.csv,.csv,234808,1008,0,0,
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_source_compare_2026_species_corrected.csv,.csv,49429,256,0,0,
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_species_reconciliation_2026_species_corrected.csv,.csv,499,11,0,0,
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_summary_by_species_2026_species_corrected.csv,.csv,338,11,0,0,
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/README_conservation_annual_per_row_correction.md,.md,1130,,0,0,
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_backcheck_conservation_annual_per_row_summary.json,.json,1262,,0,0,
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/official_2025_2027_conservation_permit_year_expanded.csv,.csv,245023,1008,0,0,
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/official_2025_2027_conservation_permits_each_row_per_year.csv,.csv,78856,336,0,0,
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/official_2026_conservation_permits_one_year_rows.csv,.csv,81907,336,0,0,
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/permit_class_summary_2026_conservation_annual_per_row.csv,.csv,880,7,0,0,
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/species_conservation_summary_2025_2027_annual_per_row.csv,.csv,2865,11,0,0,
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/README_conservation_overlay_species_corrected.md,.md,614,,0,0,
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_overlay_species_correction_report.json,.json,2965,,0,0,
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_permit_raw_336_rows_expanded_2025_2027_species_corrected.csv,.csv,234808,1008,0,0,
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_source_compare_2026_species_corrected.csv,.csv,49429,256,0,0,
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_species_reconciliation_2026_species_corrected.csv,.csv,499,11,0,0,
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_summary_by_species_2026_species_corrected.csv,.csv,338,11,0,0,
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/README_conservation_annual_per_row_correction.md,.md,1130,,0,0,
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_backcheck_conservation_annual_per_row_summary.json,.json,1262,,0,0,
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/official_2025_2027_conservation_permit_year_expanded.csv,.csv,245023,1008,0,0,
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/official_2025_2027_conservation_permits_each_row_per_year.csv,.csv,78856,336,0,0,
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/official_2026_conservation_permits_one_year_rows.csv,.csv,81907,336,0,0,
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/permit_class_summary_2026_conservation_annual_per_row.csv,.csv,880,7,0,0,
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/species_conservation_summary_2025_2027_annual_per_row.csv,.csv,2865,11,0,0,
data_truth/permit_overlay_truth/normalized/conservation_permit_cycle_rows_2022_2027.csv,.csv,103038,589,0,0,
data_truth/permit_overlay_truth/normalized/conservation_permit_trends_2022_2027_summary.json,.json,7376,,0,0,
data_truth/permit_overlay_truth/normalized/conservation_permit_trends_by_group_2022_2027.csv,.csv,630,11,0,0,
data_truth/permit_overlay_truth/normalized/conservation_permit_trends_by_species_2022_2027.csv,.csv,801,11,0,0,
data_truth/permit_overlay_truth/raw_sources/2022_2024_conservation_permits/README.md,.md,479,,0,0,
data_truth/permit_overlay_truth/raw_sources/2022_2024_conservation_permits/source_files/2022-24_conservation_permits.pdf,.pdf,292968,11,0,0,
data_truth/permit_overlay_truth/raw_sources/2022_2024_conservation_permits/source_files/2022_2024_conservation_permits_extracted.xlsx,.xlsx,27280,,0,0,
data_truth/permit_overlay_truth/raw_sources/2022_2024_conservation_permits/source_manifest.csv,.csv,1290,3,0,0,
data_truth/permit_overlay_truth/raw_sources/2022_2024_conservation_permits/source_manifest.json,.json,2391,,0,0,
data_truth/permit_overlay_truth/validation/elk_antlerless_private_lands_EA_2026_promotion_summary.json,.json,1204,,0,0,
data_truth/permit_overlay_truth/validation/elk_antlerless_private_lands_EA_2026_summary.json,.json,1344,,0,0,
data_truth/permit_overlay_truth/validation/elk_private_lands_EL_LO_2026_cleared_permit_fields.csv,.csv,58,0,0,0,
data_truth/permit_overlay_truth/validation/elk_private_lands_EL_LO_2026_cleared_permit_fields_summary.json,.json,2045,,0,0,
data_truth/permit_overlay_truth/validation/elk_private_lands_EL_LO_2026_summary.json,.json,1263,,0,0,
pipeline/RAW/hunt_unit_database/2023/2022_2024_conservation_permits_extracted.xlsx,.xlsx,27280,,0,0,
pipeline/RAW/hunt_unit_database/2023/csv/2022_2024_conservation_permits_extracted.xlsx,.xlsx,27280,,0,0,
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/9E134C35__2022-24_conservation_permits.pdf,.pdf,292968,11,0,0,
pipeline/RAW/hunt_unit_database/2025/csv/conservation-permit-workbook-2025-27-raw.csv,.csv,26840,336,0,0,
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27-audit.json,.json,932,,0,0,
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27-summary.json,.json,395,,0,0,
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-workbook-2025-27-raw.json,.json,80079,336,0,0,
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-workbook-2025-27-summary.json,.json,1661,,0,0,
pipeline/RAW/hunt_unit_database/2025/pdf/HUNT EXPO/2025 Hunt Expo Draw Permit Successful Applicants – Western Hunting & Conservation Expo.pdf,.pdf,576060,28,0,0,
pipeline/RAW/hunt_unit_database/2025/pdf/HUNT EXPO/2025 Hunt Expo Draw Permit Successful Applicants – Western Hunting & Conservation Expo.xlsx,.xlsx,27076,568,0,0,
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2025-27 Conservation Permits.pdf,.pdf,237573,6,0,0,
pipeline/RAW/hunt_unit_database/2026/csv/current_year_permit_numbers/2026_deer_buck_conservation_extraction_report.json,.json,306,,0,0,
pipeline/RAW/hunt_unit_database/2026/csv/current_year_permit_numbers/2026_deer_buck_conservation_permit_rows_extracted.csv,.csv,188,0,0,0,
pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.pdf,.pdf,237573,6,0,0,
pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.xlsx,.xlsx,24927,341,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_crosswalk_promotion_report.json,.json,486,,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_hunters_choice_2026.csv,.csv,5993,25,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_permit_backfill_2026_report.json,.json,426,,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_database_match_report.json,.json,554,,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_extracted_detail.csv,.csv,71603,336,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_extraction_report.json,.json,992,,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_grouped.csv,.csv,32969,194,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_raw_workbook_compare_2026.json,.json,993,,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_raw_workbook_detail_compare_2026.csv,.csv,38,0,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_raw_workbook_grouped_2026.csv,.csv,30509,194,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_table_source_compare_2026.csv,.csv,36801,256,0,0,
pipeline/RAW/hunt_unit_database/2026/reports/conservation_table_source_compare_2026.json,.json,634,,0,0,
pipeline/RAW/hunt_unit_database/_quarantine/duplicates/near_size_name/2022-24_conservation_permits.pdf,.pdf,292890,11,0,0,
processed_data/conservation_permit_trends_2022_2027.md,.md,754,,0,0,
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,.xlsx,27249,336,0,0,
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/~$2025-27 Conservation Permits.xlsx,.xlsx,165,,0,0,
processed_data/hard_data_exports/source_pdfs/regulations/2025/2025-27-conservation-permits.pdf,.pdf,237573,6,0,0,
