path,extension,bytes,records_or_pages,unique_hunt_code_count,hunt_code_mentions,sample_hunt_codes
pipeline/RAW/hunt_unit_database/2025/json/conservation-permit-hunt-table-2025-27.json,.json,234204,271,372,1168,BI6510|BR1000|BR1001|BR1002|BR1004|BR1005|BR1006|BR1007|BR1009|BR1010|BR1012|BR1013|BR1014|BR1016|BR1017|BR1018|BR7000|BR7001|BR7003|BR7004|BR7005|BR7008|BR7010|BR7011|BR7012|BR7013|BR7014|BR7015|BR7016|BR7018
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/conservation_permit_area_condition_summary_annual_per_row.csv,.csv,18357,194,315,574,BI1000|BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6523|BI6528|BI6529|BI6530|BI6531|BI6532|BI6534|BI6535|BI6536|BI6537|BI6539|BR1000|BR7300|BR7301|BR7303|BR7304|BR7305|BR7307|BR7309|BR7310|BR7311|BR7312|BR7313
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/conservation_permit_hunt_code_join_candidates_annual_per_row.csv,.csv,125260,336,315,921,BI1000|BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6523|BI6528|BI6529|BI6530|BI6531|BI6532|BI6534|BI6535|BI6536|BI6537|BI6539|BR1000|BR7300|BR7301|BR7303|BR7304|BR7305|BR7307|BR7309|BR7310|BR7311|BR7312|BR7313
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/conservation_permit_area_condition_summary_annual_per_row.csv,.csv,18357,194,315,574,BI1000|BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6523|BI6528|BI6529|BI6530|BI6531|BI6532|BI6534|BI6535|BI6536|BI6537|BI6539|BR1000|BR7300|BR7301|BR7303|BR7304|BR7305|BR7307|BR7309|BR7310|BR7311|BR7312|BR7313
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/conservation_permit_hunt_code_join_candidates_annual_per_row.csv,.csv,125260,336,315,921,BI1000|BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6523|BI6528|BI6529|BI6530|BI6531|BI6532|BI6534|BI6535|BI6536|BI6537|BI6539|BR1000|BR7300|BR7301|BR7303|BR7304|BR7305|BR7307|BR7309|BR7310|BR7311|BR7312|BR7313
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/conservation_permit_manual_review_queue_annual_per_row.csv,.csv,88779,165,272,579,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6523|BI6528|BI6529|BI6530|BI6531|BI6532|BI6534|BI6535|BI6536|BI6537|BI6539|BR7324|BR7325|DB1000|DB1001|DB1003|DB1004|DB1005|DB1006|DB1007|DB1008|DB1010|DB1011|DB1012
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/conservation_permit_manual_review_queue_annual_per_row.csv,.csv,88779,165,272,579,BI6503|BI6504|BI6505|BI6506|BI6509|BI6516|BI6523|BI6528|BI6529|BI6530|BI6531|BI6532|BI6534|BI6535|BI6536|BI6537|BI6539|BR7324|BR7325|DB1000|DB1001|DB1003|DB1004|DB1005|DB1006|DB1007|DB1008|DB1010|DB1011|DB1012
data_truth/permit_overlay_truth/validation/elk_private_lands_EL_LO_2026_rac_candidate_matches.csv,.csv,44317,126,252,252,EB3000|EB3002|EB3003|EB3005|EB3006|EB3008|EB3009|EB3010|EB3011|EB3013|EB3015|EB3018|EB3019|EB3020|EB3022|EB3024|EB3025|EB3028|EB3031|EB3032|EB3033|EB3036|EB3037|EB3038|EB3039|EB3042|EB3043|EB3044|EB3045|EB3046
pipeline/RAW/hunt_unit_database/_quarantine/pdf/no_strong_hunt_signal/527EA474__2023_conservation_permit_bids.pdf,.pdf,208111,3,141,259,BI1000|BI6503|BI6504|BI6505|BI6506|BI6516|BI6529|BI6530|BR1000|BR7300|BR7301|BR7303|BR7304|BR7305|BR7307|BR7309|BR7310|BR7311|BR7312|BR7313|BR7314|BR7315|BR7316|BR7317|BR7318|BR7321|BR7324|CG1000|DB0007|DB0009
data_truth/permit_overlay_truth/normalized/elk_private_lands_EL_LO_2026_source_audit.csv,.csv,46629,131,131,131,EL3000|EL3002|EL3003|EL3005|EL3006|EL3008|EL3009|EL3010|EL3011|EL3013|EL3015|EL3018|EL3019|EL3020|EL3022|EL3024|EL3025|EL3028|EL3031|EL3032|EL3033|EL3036|EL3037|EL3038|EL3039|EL3042|EL3043|EL3044|EL3045|EL3046
data_truth/permit_overlay_truth/validation/elk_private_lands_EL_LO_2026_vs_DATABASE.csv,.csv,22675,131,131,131,EL3000|EL3002|EL3003|EL3005|EL3006|EL3008|EL3009|EL3010|EL3011|EL3013|EL3015|EL3018|EL3019|EL3020|EL3022|EL3024|EL3025|EL3028|EL3031|EL3032|EL3033|EL3036|EL3037|EL3038|EL3039|EL3042|EL3043|EL3044|EL3045|EL3046
data_truth/permit_overlay_truth/validation/black_bear_2026_vs_2025_code_comparison.csv,.csv,15580,109,109,109,BR1000|BR1001|BR1007|BR1008|BR1009|BR1010|BR1011|BR1012|BR1013|BR1015|BR1016|BR1017|BR1018|BR7000|BR7001|BR7003|BR7004|BR7005|BR7007|BR7008|BR7009|BR7010|BR7011|BR7012|BR7013|BR7014|BR7015|BR7016|BR7017|BR7018
data_truth/permit_overlay_truth/normalized/black_bear_permits_2026_canonical.csv,.csv,33384,106,106,107,BR1000|BR1001|BR1007|BR1008|BR1009|BR1010|BR1011|BR1012|BR1013|BR1015|BR1016|BR1017|BR1018|BR7000|BR7001|BR7003|BR7004|BR7005|BR7007|BR7009|BR7010|BR7011|BR7012|BR7013|BR7014|BR7015|BR7016|BR7017|BR7018|BR7020
data_truth/permit_overlay_truth/validation/black_bear_permits_2026_vs_DATABASE.csv,.csv,10383,106,106,106,BR1000|BR1001|BR1007|BR1008|BR1009|BR1010|BR1011|BR1012|BR1013|BR1015|BR1016|BR1017|BR1018|BR7000|BR7001|BR7003|BR7004|BR7005|BR7007|BR7009|BR7010|BR7011|BR7012|BR7013|BR7014|BR7015|BR7016|BR7017|BR7018|BR7020
pipeline/RAW/hunt_unit_database/2026/reports/conservation_area_crosswalk_2026.csv,.csv,3629,5,94,104,EA1010|EA1011|EA1012|EA1013|EA1015|EA1017|EA1018|EA1020|EA1022|EA1023|EA1024|EA1025|EA1037|EA1038|EA1039|EA1078|EA1079|EA1080|EA1106|EA1110|EA1111|EA1112|EA1113|EA1114|EA1180|EA1189|EA1193|EA1206|EA1217|EA1220
pipeline/RAW/hunt_unit_database/2026/reports/conservation_area_crosswalk_2026.json,.json,7067,,94,104,EA1010|EA1011|EA1012|EA1013|EA1015|EA1017|EA1018|EA1020|EA1022|EA1023|EA1024|EA1025|EA1037|EA1038|EA1039|EA1078|EA1079|EA1080|EA1106|EA1110|EA1111|EA1112|EA1113|EA1114|EA1180|EA1189|EA1193|EA1206|EA1217|EA1220
processed_data/conservation_area_crosswalk_2026.csv,.csv,3629,5,94,104,EA1010|EA1011|EA1012|EA1013|EA1015|EA1017|EA1018|EA1020|EA1022|EA1023|EA1024|EA1025|EA1037|EA1038|EA1039|EA1078|EA1079|EA1080|EA1106|EA1110|EA1111|EA1112|EA1113|EA1114|EA1180|EA1189|EA1193|EA1206|EA1217|EA1220
processed_data/conservation_area_crosswalk_2026.json,.json,6658,,94,104,EA1010|EA1011|EA1012|EA1013|EA1015|EA1017|EA1018|EA1020|EA1022|EA1023|EA1024|EA1025|EA1037|EA1038|EA1039|EA1078|EA1079|EA1080|EA1106|EA1110|EA1111|EA1112|EA1113|EA1114|EA1180|EA1189|EA1193|EA1206|EA1217|EA1220
data_truth/permit_overlay_truth/normalized/buck_deer_permits_2026_canonical.csv,.csv,30779,76,76,152,DB1011|DB1012|DB1013|DB1014|DB1015|DB1016|DB1017|DB1018|DB1019|DB1020|DB1022|DB1023|DB1024|DB1025|DB1026|DB1028|DB1029|DB1030|DB1031|DB1032|DB1033|DB1034|DB1037|DB1038|DB1039|DB1040|DB1041|DB1042|DB1043|DB1044
data_truth/permit_overlay_truth/validation/buck_deer_permits_2026_vs_DATABASE.csv,.csv,8086,76,76,76,DB1011|DB1012|DB1013|DB1014|DB1015|DB1016|DB1017|DB1018|DB1019|DB1020|DB1022|DB1023|DB1024|DB1025|DB1026|DB1028|DB1029|DB1030|DB1031|DB1032|DB1033|DB1034|DB1037|DB1038|DB1039|DB1040|DB1041|DB1042|DB1043|DB1044
data_truth/permit_overlay_truth/validation/buck_deer_limited_entry_2026_vs_RAC.csv,.csv,4239,67,67,67,DB1011|DB1012|DB1013|DB1014|DB1015|DB1016|DB1017|DB1018|DB1019|DB1020|DB1022|DB1023|DB1024|DB1025|DB1026|DB1028|DB1029|DB1030|DB1031|DB1032|DB1033|DB1034|DB1037|DB1038|DB1039|DB1040|DB1041|DB1042|DB1043|DB1044
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_boundary_components_2026_species_corrected.csv,.csv,1683,5,48,48,EA1010|EA1011|EA1012|EA1013|EA1015|EA1017|EA1018|EA1020|EA1022|EA1023|EA1024|EA1025|EA1037|EA1038|EA1039|EA1078|EA1079|EA1080|EA1106|EA1110|EA1111|EA1112|EA1113|EA1114|EA1180|EA1189|EA1193|EA1206|EA1217|EA1237
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_boundary_components_2026_species_corrected.csv,.csv,1683,5,48,48,EA1010|EA1011|EA1012|EA1013|EA1015|EA1017|EA1018|EA1020|EA1022|EA1023|EA1024|EA1025|EA1037|EA1038|EA1039|EA1078|EA1079|EA1080|EA1106|EA1110|EA1111|EA1112|EA1113|EA1114|EA1180|EA1189|EA1193|EA1206|EA1217|EA1237
data/conservation-permit-areas.json,.json,21419,55,44,44,BI6510|BR7319|CG0018|CG7508|CG7509|CG7510|CG7511|CG7512|CG7513|CG7514|DB0007|DB1056|DB1075|DB1076|DB1118|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|DS6613|DS6614|DS6615|DS6616|DS6617|DS6618|EA1180|EA1221|EA1258
pipeline/RAW/hunt_unit_database/2026/reports/special_permit_overlay_audit_20260508_084644.csv,.csv,6275,44,44,45,BI1000|BR1000|BR7307|BR7324|CG9999|DB0007|DB0009|DB1056|DB1075|DB1076|DB1118|DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1220|EA1221|EA1258|EA1270|EA1271|EA2041|EA2045|EB1000|EB3128|EB3209|GO1000
pipeline/RAW/hunt_unit_database/2026/reports/special_permit_overlay_audit_20260508_084644.json,.json,26654,,44,45,BI1000|BR1000|BR7307|BR7324|CG9999|DB0007|DB0009|DB1056|DB1075|DB1076|DB1118|DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1220|EA1221|EA1258|EA1270|EA1271|EA2041|EA2045|EB1000|EB3128|EB3209|GO1000
processed_data/audits/conservation_pdf_ingest_2026_20260530_074022.json,.json,20974,,40,40,BI6503|BI6516|BR7301|BR7303|BR7311|BR7323|DB1001|DB1003|DB1007|DB1008|DB1014|DB1019|DB1022|DB1045|DB1046|DB1056|DB1058|DB1075|DB1076|DB1118|DS1002|DS1004|DS1006|EB3169|EB3171|EB3172|EB3180|EB3181|EB3190|EB3191
audits/2025_canonical_finalization/conservation_overlay_codes_vs_draw_canonical.csv,.csv,23230,78,37,77,BR7307|BR7324|DB0009|DB1056|DB1075|DB1076|DS1001|DS1002|DS1003|DS1004|DS1005|DS1006|DS1007|DS6605|DS6613|DS6616|DS6617|EA1180|EA1270|EA1271|EA2041|EA2042|EA2045|EB3128|EB3209|RS1000|RS1001|RS1002|RS1003|RS1004
pipeline/RAW/hunt_unit_database/2026/reports/conservation_permits_2025_2027_database_match.csv,.csv,40014,194,30,76,BI1000|BR7307|BR7324|DB1056|DB1075|DB1076|DB1118|DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1220|EA1221|EA1270|EA2041|EA2045|EB1000|EB3128|EB3209|GO1000|MB1000|PB1000|RS1001|RS1003|RS1006|TK1000
data_truth/permit_overlay_truth/normalized/elk_antlerless_private_lands_EA_2026_canonical.csv,.csv,8972,27,27,27,EA2002|EA2003|EA2004|EA2005|EA2006|EA2008|EA2009|EA2010|EA2011|EA2012|EA2013|EA2014|EA2015|EA2016|EA2017|EA2018|EA2019|EA2020|EA2021|EA2026|EA2027|EA2028|EA2029|EA2030|EA2039|EA2040|EA2046
data_truth/permit_overlay_truth/validation/elk_antlerless_private_lands_EA_2026_promotion_audit.csv,.csv,16373,54,27,54,EA2002|EA2003|EA2004|EA2005|EA2006|EA2008|EA2009|EA2010|EA2011|EA2012|EA2013|EA2014|EA2015|EA2016|EA2017|EA2018|EA2019|EA2020|EA2021|EA2026|EA2027|EA2028|EA2029|EA2030|EA2039|EA2040|EA2046
data_truth/permit_overlay_truth/validation/elk_antlerless_private_lands_EA_2026_vs_DATABASE.csv,.csv,1938,27,27,27,EA2002|EA2003|EA2004|EA2005|EA2006|EA2008|EA2009|EA2010|EA2011|EA2012|EA2013|EA2014|EA2015|EA2016|EA2017|EA2018|EA2019|EA2020|EA2021|EA2026|EA2027|EA2028|EA2029|EA2030|EA2039|EA2040|EA2046
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_permit_overlay_2026_resolved_species_corrected.csv,.csv,158135,271,23,152,BI1000|DB1075|DB1076|DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1220|EA1221|EA2041|EA2045|EB1000|GO1000|MB1000|PB1000|RS1001|RS1003|RS1006|TK1000
data_model/harvest_quality/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_permit_overlay_grouped_2025_2027_species_corrected.csv,.csv,472853,813,23,456,BI1000|DB1075|DB1076|DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1220|EA1221|EA2041|EA2045|EB1000|GO1000|MB1000|PB1000|RS1001|RS1003|RS1006|TK1000
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_permit_overlay_2026_resolved_species_corrected.csv,.csv,158135,271,23,152,BI1000|DB1075|DB1076|DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1220|EA1221|EA2041|EA2045|EB1000|GO1000|MB1000|PB1000|RS1001|RS1003|RS1006|TK1000
data_truth/harvest_results_truth/raw_packages/2026_for_2026_conservation_overlay_truth_2026_species_corrected/conservation_permit_overlay_grouped_2025_2027_species_corrected.csv,.csv,472853,813,23,456,BI1000|DB1075|DB1076|DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1220|EA1221|EA2041|EA2045|EB1000|GO1000|MB1000|PB1000|RS1001|RS1003|RS1006|TK1000
audits/2025_canonical_finalization/screenshot_conservation_codes_crosscheck.csv,.csv,8927,21,21,63,BR7324|DB1056|DB1075|DB1076|DB1118|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605|EA1180|EA1270|EA1271|EA2041|EA2045|EB3128|EB3209|RS1001|RS1003|RS1006
data_truth/permit_overlay_truth/normalized/rocky_bighorn_permits_2026_canonical.csv,.csv,10509,21,21,42,RE1000|RS0001|RS1000|RS1001|RS1003|RS1006|RS6700|RS6701|RS6703|RS6704|RS6708|RS6709|RS6712|RS6713|RS6720|RS6721|RS6722|RS6724|RS6725|RS6726|RS6727
data_truth/permit_overlay_truth/validation/rocky_bighorn_permits_2026_vs_DATABASE.csv,.csv,3054,21,21,21,RE1000|RS0001|RS1000|RS1001|RS1003|RS1006|RS6700|RS6701|RS6703|RS6704|RS6708|RS6709|RS6712|RS6713|RS6720|RS6721|RS6722|RS6724|RS6725|RS6726|RS6727
data_truth/permit_overlay_truth/validation/rocky_bighorn_permits_2026_vs_RAC.csv,.csv,1674,21,21,21,RE1000|RS0001|RS1000|RS1001|RS1003|RS1006|RS6700|RS6701|RS6703|RS6704|RS6708|RS6709|RS6712|RS6713|RS6720|RS6721|RS6722|RS6724|RS6725|RS6726|RS6727
data_truth/permit_overlay_truth/normalized/desert_bighorn_permits_2026_canonical.csv,.csv,7683,18,18,36,DS6600|DS6601|DS6603|DS6604|DS6606|DS6607|DS6608|DS6609|DS6610|DS6611|DS6620|DS6621|DS6622|DS6623|DS6624|DS6625|DS6626|DS6627
data_truth/permit_overlay_truth/validation/desert_bighorn_permits_2026_vs_DATABASE.csv,.csv,2203,18,18,18,DS6600|DS6601|DS6603|DS6604|DS6606|DS6607|DS6608|DS6609|DS6610|DS6611|DS6620|DS6621|DS6622|DS6623|DS6624|DS6625|DS6626|DS6627
data_truth/permit_overlay_truth/validation/desert_bighorn_permits_2026_vs_RAC.csv,.csv,1304,18,18,18,DS6600|DS6601|DS6603|DS6604|DS6606|DS6607|DS6608|DS6609|DS6610|DS6611|DS6620|DS6621|DS6622|DS6623|DS6624|DS6625|DS6626|DS6627
data_truth/permit_overlay_truth/validation/black_bear_permits_2026_summary.json,.json,1784,,15,15,BR1000|BR1001|BR1007|BR1018|BR7008|BR7021|BR7022|BR7108|BR7126|BR7127|BR7208|BR7238|BR7239|BR7324|BR7326
data_truth/permit_overlay_truth/validation/desert_bighorn_public_vs_conservation_parallel_2026.csv,.csv,2095,6,14,14,DS1002|DS1003|DS1004|DS1006|DS1007|DS6601|DS6603|DS6605|DS6608|DS6610|DS6621|DS6624|DS6626|DS6627
processed_data/audits/unresolved_2026_vs_database_conservation_audit_summary.json,.json,1798,,11,11,BI1000|CD1000|CE1000|CM1000|CP1000|DS1000|EB1000|GO1000|MB1000|PB1000|RS0001
data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/statewide_conservation_boundary_map_to_sportsman_codes_annual_per_row.csv,.csv,2771,10,10,20,BI1000|BR1000|DB0007|DS1000|EB1000|GO1000|MB1000|PB1000|RS0001|TK0001
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/statewide_conservation_boundary_map_to_sportsman_codes_annual_per_ro.csv,.csv,2760,10,10,20,BI1000|BR1000|DB0007|DS1000|EB1000|GO1000|MB1000|PB1000|RS0001|TK0001
data_truth/harvest_results_truth/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/statewide_conservation_boundary_map_to_sportsman_codes_annual_per_row.csv,.csv,2771,10,10,20,BI1000|BR1000|DB0007|DS1000|EB1000|GO1000|MB1000|PB1000|RS0001|TK0001
data_truth/permit_overlay_truth/validation/rocky_bighorn_public_vs_conservation_parallel_2026.csv,.csv,1454,4,10,10,RS1000|RS1001|RS1003|RS1006|RS6700|RS6701|RS6703|RS6704|RS6712|RS6722
data_truth/permit_overlay_truth/normalized/final_reference_hunt_code_lock_2026.csv,.csv,3442,9,9,9,BI6527|BI6538|CG9999|EX1000|RS0001|RS1000|RS1001|RS1003|RS1006
data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,.csv,4241,9,9,9,LD1001|LD1004|LD1006|LD1019|LD1023|LD1108|LO0008|LO0009|LO0010
data_truth/permit_overlay_truth/validation/buck_deer_private_land_2026_source_completeness.csv,.csv,926,9,9,9,LD1001|LD1004|LD1006|LD1019|LD1023|LD1108|LO0008|LO0009|LO0010
processed_data/hard_data_exports/unit_specific_conservation_expo_bundles.csv,.csv,3438,8,8,8,EA1180|EA1220|EA1258|EA1270|EA1271|EA2041|EA2045|EB3209
processed_data/hard_data_exports/unit_specific_conservation_expo_bundles.xlsx,.xlsx,6769,8,8,8,EA1180|EA1220|EA1258|EA1270|EA1271|EA2041|EA2045|EB3209
data_truth/permit_overlay_truth/normalized/conservation_permit_hunt_code_lock_2026.csv,.csv,3605,7,7,7,EA1180|EA1270|EA1271|EA2041|EA2045|EB3128|EB3209
data_truth/permit_overlay_truth/normalized/desert_bighorn_conservation_permit_code_lock_2026.csv,.csv,3409,7,7,7,DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605
processed_data/conservation_permit_hunt_code_lock_2026.md,.md,834,,7,7,EA1180|EA1270|EA1271|EA2041|EA2045|EB3128|EB3209
processed_data/conservation_permit_hunt_code_lock_2026_runtime_updates.csv,.csv,430323,504,7,504,EA1180|EA1270|EA1271|EA2041|EA2045|EB3128|EB3209
processed_data/conservation_permit_hunt_code_lock_2026_summary.json,.json,1692,,7,15,EA1180|EA1270|EA1271|EA2041|EA2045|EB3128|EB3209
processed_data/desert_bighorn_conservation_permit_code_lock_2026.md,.md,921,,7,7,DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605
processed_data/desert_bighorn_conservation_permit_code_lock_2026_runtime_updates.csv,.csv,542252,506,7,506,DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605
processed_data/desert_bighorn_conservation_permit_code_lock_2026_summary.json,.json,1946,,7,13,DS1000|DS1002|DS1003|DS1004|DS1006|DS1007|DS6605
data_truth/permit_overlay_truth/validation/desert_bighorn_permits_2026_summary.json,.json,1673,,6,6,DS1002|DS1003|DS1004|DS1006|DS1007|DS6605
data_truth/permit_overlay_truth/validation/rocky_bighorn_permits_2026_summary.json,.json,2032,,6,6,RE1000|RS1000|RS1001|RS1003|RS1006|RS6700
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DESERT BIGHORN SHEEP RAM CONSERVATION ANY LEGAL WEAPON.xlsx,.xlsx,7053,6,6,6,DS1002|DS1003|DS1004|DS1006|DS1007|DS6605
data_truth/permit_overlay_truth/validation/buck_deer_permits_2026_summary.json,.json,2175,,5,5,DB1090|DB1091|DB1105|DB1116|LO0010
pipeline/RAW/hunt_unit_database/2026/backups/database_backfill_20260508_071556/2026_elk_antlerless_conservation.csv,.csv,846,5,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
pipeline/RAW/hunt_unit_database/2026/csv/2026_elk_antlerless_conservation.csv,.csv,744,5,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
pipeline/RAW/hunt_unit_database/2026/formatted_pdf/2026_elk_antlerless_conservation.pdf,.pdf,2920,1,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
pipeline/RAW/hunt_unit_database/2026/formatted_xlsx/2026_elk_antlerless_conservation.xlsx,.xlsx,5842,5,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
pipeline/RAW/hunt_unit_database/2026/xlsx/2026_elk_antlerless_conservation.xlsx,.xlsx,5732,5,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
processed_data/backups/hunt_tables_2026_age_infill_20260528_124407/processed_data/hard_data_exports/hunt_tables/2026/2026_ELK_ANTLERLESS_CONSERVATION.xlsx,.xlsx,6970,7,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 ELK ANTLERLESS CONSERVATION ANY LEGAL WEAPON.xlsx,.xlsx,6979,5,5,5,EA1180|EA1270|EA1271|EA2041|EA2045
