excel_row,no,status,score,notes,before_species,after_species,area,condition,organization,before_hunt_code,after_hunt_code,before_hunt_name,after_hunt_name,before_sex,after_sex,before_weapon,after_weapon,before_boundary_id,after_boundary_id,before_map_geojson,after_map_geojson
220,219,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.435,Mountain Goat,Mountain Goat,"Wasatch Mtns, Timpanogos",Any Legal Weapon,SCI,GO1000,GO1000,Statewide,Statewide,Hunters Choice,Hunters Choice,Any Legal Weapon,Any Legal Weapon,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
221,220,PATCHED_CURRENT_CODE,1.194,species;area=0.462;conservation_weight;current_code_exact;geo;second=0.805,Mountain Goat,Mountain Goat,Statewide,,SFW,GO1000,GO1000,Statewide,Statewide,Hunters Choice,Hunters Choice,Any Legal Weapon,Any Legal Weapon,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
222,221,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Pronghorn,Pronghorn,Beaver,Hunter's Choice,UAA,PB5025,PB5025,Beaver,Beaver,Buck,Buck,Any Legal Weapon,Any Legal Weapon,628,628,processed_data/boundaries/PB5025.geojson,processed_data/boundaries/PB5025.geojson
223,222,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Pronghorn,Pronghorn,Beaver,Hunter's Choice,SFW,PB5025,PB5025,Beaver,Beaver,Buck,Buck,Any Legal Weapon,Any Legal Weapon,628,628,processed_data/boundaries/PB5025.geojson,processed_data/boundaries/PB5025.geojson
224,223,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.227,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,DSC,PB5026,PB5026,"Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek",Buck,Buck,Any Legal Weapon,Any Legal Weapon,667,667,processed_data/boundaries/PB5026.geojson,processed_data/boundaries/PB5026.geojson
225,224,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.227,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,SFW,PB5026,PB5026,"Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek",Buck,Buck,Any Legal Weapon,Any Legal Weapon,667,667,processed_data/boundaries/PB5026.geojson,processed_data/boundaries/PB5026.geojson
226,225,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.227,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,MDF,PB5026,PB5026,"Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek",Buck,Buck,Any Legal Weapon,Any Legal Weapon,667,667,processed_data/boundaries/PB5026.geojson,processed_data/boundaries/PB5026.geojson
227,226,REVIEW_TIE,1.306,species;area=0.634;any_legal_weapon;conservation_weight;geo;second=1.300,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,NWTF,GO1000,GO1000,,,,,,,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
228,227,REVIEW_TIE,1.306,species;area=0.634;any_legal_weapon;conservation_weight;geo;second=1.300,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,MDF,GO1000,GO1000,,,,,,,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
229,228,PATCHED,1.578,species;area=0.567;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"Box Elder, Promontory",Any Legal Weapon,MDF,PB5029,PB5029,"Box Elder, Puddle Valley","Box Elder, Puddle Valley",Buck,Buck,Any Legal Weapon,Any Legal Weapon,25,25,processed_data/boundaries/PB5029.geojson,processed_data/boundaries/PB5029.geojson
230,229,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.277,Pronghorn,Pronghorn,"Box Elder, Puddle Valley",Any Legal Weapon,SFW,PB5029,PB5029,"Box Elder, Puddle Valley","Box Elder, Puddle Valley",Buck,Buck,Any Legal Weapon,Any Legal Weapon,25,25,processed_data/boundaries/PB5029.geojson,processed_data/boundaries/PB5029.geojson
231,230,REVIEW_TIE,1.320,species;area=0.667;any_legal_weapon;conservation_weight;geo;second=1.300,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,SFW,GO1000,GO1000,,,,,,,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
232,231,REVIEW_TIE,1.320,species;area=0.667;any_legal_weapon;conservation_weight;geo;second=1.300,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,SFW,GO1000,GO1000,,,,,,,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
233,232,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.300,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,UHA,GO1000,GO1000,,,,,,,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
234,233,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.300,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,SFW,GO1000,GO1000,,,,,,,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
235,234,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,NWTF,PB5033,PB5033,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Buck,Buck,Any Legal Weapon,Any Legal Weapon,81,81,processed_data/boundaries/PB5033.geojson,processed_data/boundaries/PB5033.geojson
236,235,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,SFW,PB5033,PB5033,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Buck,Buck,Any Legal Weapon,Any Legal Weapon,81,81,processed_data/boundaries/PB5033.geojson,processed_data/boundaries/PB5033.geojson
237,236,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,MDF,PB5033,PB5033,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Buck,Buck,Any Legal Weapon,Any Legal Weapon,81,81,processed_data/boundaries/PB5033.geojson,processed_data/boundaries/PB5033.geojson
238,237,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.194,Pronghorn,Pronghorn,"La Sal, Potash/South Cisco",Any Legal Weapon,UHA,PB5035,PB5035,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",Buck,Buck,Any Legal Weapon,Any Legal Weapon,688,688,processed_data/boundaries/PB5035.geojson,processed_data/boundaries/PB5035.geojson
239,238,PATCHED,1.300,species;area=1.000;any_legal_weapon;geo;second=1.177,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,MDF,GO1000,PB5331,,Mt Dutton/Paunsaugunt,,Buck,,Any Legal Weapon,5131,453,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/PB5331.geojson
240,239,PATCHED,1.300,species;area=1.000;any_legal_weapon;geo;second=1.177,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,SFW,GO1000,PB5331,,Mt Dutton/Paunsaugunt,,Buck,,Any Legal Weapon,5131,453,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/PB5331.geojson
241,240,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,NWTF,PB5037,PB5037,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Buck,Buck,Any Legal Weapon,Any Legal Weapon,129,129,processed_data/boundaries/PB5037.geojson,processed_data/boundaries/PB5037.geojson
242,241,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,WCF,PB5037,PB5037,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Buck,Buck,Any Legal Weapon,Any Legal Weapon,129,129,processed_data/boundaries/PB5037.geojson,processed_data/boundaries/PB5037.geojson
243,242,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,MDF,PB5037,PB5037,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Buck,Buck,Any Legal Weapon,Any Legal Weapon,129,129,processed_data/boundaries/PB5037.geojson,processed_data/boundaries/PB5037.geojson
244,243,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,NWTF,PB5037,PB5037,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Buck,Buck,Any Legal Weapon,Any Legal Weapon,129,129,processed_data/boundaries/PB5037.geojson,processed_data/boundaries/PB5037.geojson
245,244,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,WCF,PB5037,PB5037,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Buck,Buck,Any Legal Weapon,Any Legal Weapon,129,129,processed_data/boundaries/PB5037.geojson,processed_data/boundaries/PB5037.geojson
246,245,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,SFW,PB5037,PB5037,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Buck,Buck,Any Legal Weapon,Any Legal Weapon,129,129,processed_data/boundaries/PB5037.geojson,processed_data/boundaries/PB5037.geojson
247,246,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,NWTF,PB5037,PB5037,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Buck,Buck,Any Legal Weapon,Any Legal Weapon,129,129,processed_data/boundaries/PB5037.geojson,processed_data/boundaries/PB5037.geojson
248,247,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.280,Pronghorn,Pronghorn,"Nine Mile, Range Creek",Any Legal Weapon,NWTF,PB5038,PB5038,"Nine Mile, Range Creek","Nine Mile, Range Creek",Buck,Buck,Any Legal Weapon,Any Legal Weapon,277,277,processed_data/boundaries/PB5038.geojson,processed_data/boundaries/PB5038.geojson
249,248,PATCHED_CURRENT_CODE,1.600,species;area=1.000;any_legal_weapon;current_code_exact;geo;second=1.278,Pronghorn,Pronghorn,"North Slope, Summit",Any Legal Weapon,MDF,PB5039,PB5039,,"North Slope, Summit",,Buck,,Any Legal Weapon,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
250,249,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.175,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,MDF,PB5040,PB5040,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",Buck,Buck,Any Legal Weapon,Any Legal Weapon,289,289,processed_data/boundaries/PB5040.geojson,processed_data/boundaries/PB5040.geojson
251,250,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.175,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,SFW,PB5040,PB5040,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",Buck,Buck,Any Legal Weapon,Any Legal Weapon,289,289,processed_data/boundaries/PB5040.geojson,processed_data/boundaries/PB5040.geojson
252,251,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.175,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,SFW,PB5040,PB5040,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",Buck,Buck,Any Legal Weapon,Any Legal Weapon,289,289,processed_data/boundaries/PB5040.geojson,processed_data/boundaries/PB5040.geojson
253,252,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,SFW,PB5041,PB5041,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",Buck,Buck,Any Legal Weapon,Any Legal Weapon,718,718,processed_data/boundaries/PB5041.geojson,processed_data/boundaries/PB5041.geojson
254,253,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,MDF,PB5041,PB5041,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",Buck,Buck,Any Legal Weapon,Any Legal Weapon,718,718,processed_data/boundaries/PB5041.geojson,processed_data/boundaries/PB5041.geojson
255,254,REVIEW_TIE,1.330,species;area=0.357;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,MDF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
256,255,REVIEW_TIE,1.330,species;area=0.357;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
257,256,REVIEW_TIE,1.330,species;area=0.357;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
258,257,REVIEW_TIE,1.330,species;area=0.357;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
259,258,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.267,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,MDF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
260,259,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.267,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
261,260,REVIEW_TIE,1.304,species;area=0.294;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
262,261,REVIEW_TIE,1.304,species;area=0.294;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
263,262,REVIEW_TIE,1.304,species;area=0.294;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
264,263,REVIEW_TIE,1.304,species;area=0.294;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
265,264,REVIEW_TIE,1.304,species;area=0.294;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
266,265,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,DSC,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
267,266,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,UAA,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
268,267,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
269,268,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,MDF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
270,269,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
271,270,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
272,271,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,MDF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
273,272,REVIEW_TIE,1.328,species;area=0.353;any_legal_weapon;current_code_exact;geo;second=1.300,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,RMEF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
274,273,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.250,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,WCF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
275,274,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.250,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,WCF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
276,275,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.250,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,SCI,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
277,276,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.250,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,MDF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
278,277,REVIEW_TIE,1.300,species;area=1.000;any_legal_weapon;geo;second=1.250,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
279,278,REVIEW_TIE,1.333,species;area=0.698;any_legal_weapon;conservation_weight;geo;second=1.307,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
280,279,REVIEW_TIE,1.333,species;area=0.698;any_legal_weapon;conservation_weight;geo;second=1.307,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,MDF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
281,280,REVIEW_TIE,1.333,species;area=0.698;any_legal_weapon;conservation_weight;geo;second=1.307,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
282,281,REVIEW_TIE,1.333,species;area=0.698;any_legal_weapon;conservation_weight;geo;second=1.307,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,NWTF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
283,282,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.397,Pronghorn,Pronghorn,"West Desert, Rush Valley",Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
284,283,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.397,Pronghorn,Pronghorn,"West Desert, Rush Valley",Any Legal Weapon,MDF,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
285,284,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.397,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,SFW,PB5039,PB5039,,,,,,,138,138,processed_data/boundaries/PB5039.geojson,processed_data/boundaries/PB5039.geojson
286,285,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.458,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,MDF,PB1000,PB1000,Statewide,Statewide,Buck,Buck,Any Legal Weapon,Any Legal Weapon,5134,5134,processed_data/boundaries/PB1000.geojson,processed_data/boundaries/PB1000.geojson
287,286,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.458,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,RMEF,PB1000,PB1000,Statewide,Statewide,Buck,Buck,Any Legal Weapon,Any Legal Weapon,5134,5134,processed_data/boundaries/PB1000.geojson,processed_data/boundaries/PB1000.geojson
288,287,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.458,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,SFW,PB1000,PB1000,Statewide,Statewide,Buck,Buck,Any Legal Weapon,Any Legal Weapon,5134,5134,processed_data/boundaries/PB1000.geojson,processed_data/boundaries/PB1000.geojson
289,288,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.458,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,SFW,PB1000,PB1000,Statewide,Statewide,Buck,Buck,Any Legal Weapon,Any Legal Weapon,5134,5134,processed_data/boundaries/PB1000.geojson,processed_data/boundaries/PB1000.geojson
290,289,PATCHED_CURRENT_CODE,1.216,species;area=0.514;conservation_weight;current_code_exact;geo;second=0.827,Pronghorn,Pronghorn,Statewide,,MDF,PB1000,PB1000,Statewide,Statewide,Buck,Buck,Any Legal Weapon,Any Legal Weapon,5134,5134,processed_data/boundaries/PB1000.geojson,processed_data/boundaries/PB1000.geojson
291,290,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",Any Legal Weapon,UWSF,RS1001,RS1001,"Book Cliffs, South","Book Cliffs, South",Ram,Ram,Any Legal Weapon,Any Legal Weapon,15,15,processed_data/boundaries/RS1001.geojson,processed_data/boundaries/RS1001.geojson
292,291,REVIEW_TIE,1.452,species;area=0.981;any_legal_weapon;conservation_weight;geo;second=1.445,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (early)",Any Legal Weapon,UWSF,RS0001,RS0001,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Ram,Ram,Any Legal Weapon,Any Legal Weapon,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
293,292,REVIEW_TIE,1.452,species;area=0.981;any_legal_weapon;conservation_weight;geo;second=1.445,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (late)",Any Legal Weapon,UWSF,RS0001,RS0001,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Ram,Ram,Any Legal Weapon,Any Legal Weapon,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
294,293,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.420,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek (late)",Any Legal Weapon,UWSF,RS0001,RS0001,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Ram,Ram,Any Legal Weapon,Any Legal Weapon,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
295,294,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.429,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",Any Legal Weapon,SFW,RS0001,RS0001,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Ram,Ram,Any Legal Weapon,Any Legal Weapon,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
296,295,PATCHED_CURRENT_CODE,1.140,species;area=0.333;conservation_weight;current_code_exact;geo;second=0.793,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Statewide,,SFW,RS0001,RS0001,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Ram,Ram,Any Legal Weapon,Any Legal Weapon,5135,5135,processed_data/boundaries/RS0001.geojson,processed_data/boundaries/RS0001.geojson
