hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
EB3006,51,Manti,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,35,4,39,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,44,6,50,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,148,17,165,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,148,17,165,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,202,241,Bonus Point Draw Results,27.2,,6.3,,,5.5-6.0,12000,12200,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3006,EB3006,Manti,Manti,Manti,51,51,51,51,51,165,165,165,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3006
EB3008,88,"Fillmore, Pahvant",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,3,1,4,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,19,2,21,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,19,2,21,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,203,242,Bonus Point Draw Results,47.1,,8.1,,,6.5-7.0,1450-1750 (entire Fillmore unit),1450 (entire Fillmore unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3008,EB3008,"Fillmore, Pahvant","Fillmore, Pahvant","Fillmore, Pahvant",88,88,88,88,88,21,21,21,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3008
EB3009,617,La Sal Mtns,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,12,2,14,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,36,4,40,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,204,243,Bonus Point Draw Results,28.6,,6.2,,,5.5-6.0,1800,1900,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3009,EB3009,La Sal Mtns,La Sal Mtns,La Sal Mtns,617,617,617,617,617,40,40,40,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3009
EB3010,629,Monroe,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,4,1,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,205,244,Bonus Point Draw Results,57.9,,8.3,,,6.0-6.5,1000-1400,1100,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3010,EB3010,Monroe,Monroe,Monroe,629,629,629,629,629,11,11,11,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3010
EB3011,630,Mt Dutton,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,19,2,21,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,19,2,21,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,206,245,Bonus Point Draw Results,47.1,,7.8,,,6.0-6.5,1500-2000,1550,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3011,EB3011,Mt Dutton,Mt Dutton,Mt Dutton,630,630,630,630,630,21,21,21,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3011
EB3013,140,"North Slope, Three Corners",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,207,246,Bonus Point Draw Results,50,,5.3,,,5.5-6.0,700,800,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3013,EB3013,"North Slope, Three Corners","North Slope, Three Corners","North Slope, Three Corners",140,140,140,140,140,7,7,7,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3013
EB3015,634,Panguitch Lake,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,4,1,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,17,2,19,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,17,2,19,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,208,247,Bonus Point Draw Results,50,,7.8,,,6.0-6.5,1000-1500,1200,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3015,EB3015,Panguitch Lake,Panguitch Lake,Panguitch Lake,634,634,634,634,634,19,19,19,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3015
EB3018,175,Fishlake/Thousand Lakes,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,15,2,17,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,17,3,20,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,84,9,93,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,84,9,93,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,209,248,Bonus Point Draw Results,32.1,,7.1,,,5.5-6.0,5000-5900,5000,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3018,EB3018,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,175,175,175,175,175,93,93,93,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3018
EB3019,183,San Juan Bull Elk,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,29,3,32,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,29,3,32,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,210,249,Bonus Point Draw Results,48,,7.9,,,6.5-7.0,1300,1300,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3019,EB3019,San Juan Bull Elk,San Juan Bull Elk,San Juan Bull Elk,183,183,183,183,183,32,32,32,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3019
EB3020,206,Diamond Mtn,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,25,3,28,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,25,3,28,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,211,250,Bonus Point Draw Results,35,,7.3,,,5.5-6.0,3000 (includes Vernal/Bonanza),2700 (includes Vernal/Bonanza),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3020,EB3020,Diamond Mtn,Diamond Mtn,Diamond Mtn,206,206,206,206,206,28,28,28,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3020
EB3022,222,Wasatch Mtns,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Archery,Bull,Aug 15 2026 - Sept 15 2026,Public,65,4,69,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,38,6,44,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,130,15,145,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,130,15,145,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,212,251,Bonus Point Draw Results,18.6,,5.3,,,5.5-6.0,"1800 (Avintaquin), 3200 (Currant Creek), 3400 (West)","3100 (Avintaquin), 4600 (Currant Creek), 3700 (West)",,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3022,EB3022,Wasatch Mtns,Wasatch Mtns,Wasatch Mtns,222,222,222,222,222,145,145,145,Aug 15 2026 - Sept 15 2026,Bull,Bull,Limited Entry,Mature Bull,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3022
EB3024,685,"Beaver, East",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Early Any Legal Weapon,Bull,Sept 16 2026 - Sept 20 2026,Public,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,3,1,4,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,213,252,Bonus Point Draw Results,100,,9.1,,,6.5-7.0,1150-1350 (entire Beaver unit),1000 (entire Beaver unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3024,EB3024,"Beaver, East","Beaver, East","Beaver, East",685,685,685,685,685,10,10,10,Sept 16 2026 - Sept 20 2026,Bull,Bull,Limited Entry,Mature Bull,Early Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3024
EB3025,685,"Beaver, East",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Late Any Legal Weapon,Bull,Nov 07 2026 - Nov 15 2026,Public,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,15,2,17,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,15,2,17,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,214,253,Bonus Point Draw Results,93.3,,9.1,,,6.5-7.0,1150-1350 (entire Beaver unit),1000 (entire Beaver unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3025,EB3025,"Beaver, East","Beaver, East","Beaver, East",685,685,685,685,685,17,17,17,Nov 07 2026 - Nov 15 2026,Bull,Bull,Limited Entry,Mature Bull,Late Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3025
EB3028,12,"Book Cliffs, Little Creek Roadless",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Early Any Legal Weapon,Bull,Sept 16 2026 - Sept 20 2026,Public,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,215,254,Bonus Point Draw Results,100,,7.7,,,6.5-7.0,7500 (entire Book Cliffs unit),5300 (entire Book Cliffs unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3028,EB3028,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",12,12,12,12,12,3,3,3,Sept 16 2026 - Sept 20 2026,Bull,Bull,Limited Entry,Mature Bull,Early Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3028
EB3031,682,"Box Elder, Pilot Mtn",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Early Any Legal Weapon,Bull,Sept 12 2026 - Oct 02 2026,Public,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,3,1,4,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,216,255,Bonus Point Draw Results,60,,6.9,,,5.5-6.0,1075 (entire Box Elder unit),1250 (entire Box Elder unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3031,EB3031,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",682,682,682,682,682,7,7,7,Sept 12 2026 - Oct 02 2026,Bull,Bull,Limited Entry,Mature Bull,Early Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3031
EB3032,33,"Cache, Meadowville",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Early Any Legal Weapon,Bull,Sept 16 2026 - Sept 20 2026,Public,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,217,256,Bonus Point Draw Results,57.1,,5.5,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3032,EB3032,"Cache, Meadowville","Cache, Meadowville","Cache, Meadowville",33,33,33,33,33,4,4,4,Sept 16 2026 - Sept 20 2026,Bull,Bull,Limited Entry,Mature Bull,Early Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3032
EB3033,33,"Cache, Meadowville",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Late Any Legal Weapon,Bull,Nov 07 2026 - Nov 15 2026,Public,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,218,257,Bonus Point Draw Results,50,,5.5,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3033,EB3033,"Cache, Meadowville","Cache, Meadowville","Cache, Meadowville",33,33,33,33,33,7,7,7,Nov 07 2026 - Nov 15 2026,Bull,Bull,Limited Entry,Mature Bull,Late Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3033
EB3036,41,"Cache, South",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Early Any Legal Weapon,Bull,Sept 16 2026 - Sept 20 2026,Public,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,1,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,219,258,Bonus Point Draw Results,0,,6.7,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3036,EB3036,"Cache, South","Cache, South","Cache, South",41,41,41,41,41,4,4,4,Sept 16 2026 - Sept 20 2026,Bull,Bull,Limited Entry,Mature Bull,Early Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3036
EB3037,41,"Cache, South",Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Late Any Legal Weapon,Bull,Nov 07 2026 - Nov 15 2026,Public,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,1,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,220,259,Bonus Point Draw Results,57.1,,6.7,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3037,EB3037,"Cache, South","Cache, South","Cache, South",41,41,41,41,41,7,7,7,Nov 07 2026 - Nov 15 2026,Bull,Bull,Limited Entry,Mature Bull,Late Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3037
EB3038,51,Manti,Elk,Mature Bull,Limited Entry,BONUS_LE_BIG_GAME,Early Any Legal Weapon,Bull,Sept 16 2026 - Sept 20 2026,Public,15,1,16,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,20,2,22,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,61,7,68,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,61,7,68,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,BONUS_LE_BIG_GAME,221,260,Bonus Point Draw Results,72.4,,6.3,,,5.5-6.0,12000,12200,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,EB3038,EB3038,Manti,Manti,Manti,51,51,51,51,51,68,68,68,Sept 16 2026 - Sept 20 2026,Bull,Bull,Limited Entry,Mature Bull,Early Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=EB3038
