hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,average_harvest_age_3yr_reported,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
BI6526,638,"Book Cliffs, Wild Horse Bench (hunter's Choice) - Closed",Bison,,Once-in-a-Lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Bull,,Public,,,,,,,,,,,,,,,,,,,,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6526,BI6526,"Book Cliffs, Wild Horse Bench (hunter's Choice) - Closed","Book Cliffs, Wild Horse Bench (hunter's Choice) - Closed","Book Cliffs, Wild Horse Bench (hunter's Choice) - Closed",638,638,638,638,638,,,,,Bull,Bull,Once-in-a-Lifetime,,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6526
BI6527,615,Nine Mile,Bison,Preference,General Season,REFERENCE_ONLY,Any Legal Weapon,Hunters Choice,"Aug 1, 2025 - Jan 31, 2026",Public,,,,,,,,,,,,Utah DWR Hunt Planner,,,,,Utah DWR Hunt Planner,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_PUBLISHED_PERMIT_COUNT_NON_PRIVATE_OUTLIER,REFERENCE_ONLY,,,,0,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6527,BI6527,Nine Mile,Nine Mile,Nine Mile,615,615,615,615,615,,,,"Aug 1, 2025 - Jan 31, 2026",Hunters Choice,Hunters Choice,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6527
BI6528,889,"Book Cliffs, Little Creek/South",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Archery,Hunters Choice,Aug 15 2026 - Sept 11 2026,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,MAX_WEIGHTED_SPLIT,542,8,Bonus Point Draw Results,100,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6528,BI6528,"Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South",889,889,889,889,889,6,6,6,Aug 15 2026 - Sept 11 2026,Hunters Choice,Hunters Choice,Once-in-a-lifetime,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6528
BI6529,889,"Book Cliffs, Little Creek/South",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Female Only,Oct 17 2026 - Oct 27 2026,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,8,0,8,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,8,0,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,2026_RAC_CURRENT_YEAR_ALLOTMENT,8,0,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bison_permits.csv,RAC_CURRENT_YEAR_SPLIT,MAX_WEIGHTED_SPLIT,543,9,Bonus Point Draw Results,80,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,2025_RES_NR_TOTAL_CONFIRMED_AGAINST_RAW_PDF_20250625,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6529,BI6529,"Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South",889,889,889,889,889,8,8,8,Oct 17 2026 - Oct 27 2026,Female Only,Female Only,Once-in-a-lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6529
BI6530,889,"Book Cliffs, Little Creek/South",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Hunters Choice,Historical 2025 draw only; season dates not validated in current DATABASE,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,1,1,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,,,,,,,,,,,LIVE_DWR_2026_NOT_ACTIVE_HISTORICAL_ONLY,MAX_WEIGHTED_SPLIT,494,,2024 Draw Results PDF Model Target 2025,100,,,,,,,325 adults (post season),478 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,HISTORICAL_2025_DRAW_ONLY_NOT_ACTIVE_2026,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6530,BI6530,"Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South",889,889,889,889,889,,,,Historical 2025 draw only; season dates not validated in current DATABASE,Hunters Choice,Hunters Choice,Once-in-a-lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6530
BI6531,889,"Book Cliffs, Little Creek/South",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Hunters Choice,Sept 21 2026 - Oct 02 2026,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,7,0,7,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,10,0,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,10,0,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,MAX_WEIGHTED_SPLIT,544,10,Bonus Point Draw Results,85.7,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6531,BI6531,"Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South",889,889,889,889,889,10,10,10,Sept 21 2026 - Oct 02 2026,Hunters Choice,Hunters Choice,Once-in-a-lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6531
BI6532,667,"Book Cliffs, Bitter Creek (pronghorn)",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Archery,Hunters Choice,Aug 15 2026 - Sept 11 2026,Public,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,MAX_WEIGHTED_SPLIT,545,11,Bonus Point Draw Results,100,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6532,BI6532,"Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)",667,667,667,667,667,6,6,6,Aug 15 2026 - Sept 11 2026,Hunters Choice,Hunters Choice,Once-in-a-lifetime,Max/Weighted Split,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6532
BI6533,889,"Book Cliffs, Little Creek/south",Bison,Max/Weighted Split,Once-in-a-Lifetime,MAX_WEIGHTED_SPLIT,Muzzleloader,Female Only,,Public,,,,,,,,,,,,,,,,,,,,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,,,HISTORICAL_2023_CANONICAL_DATABASE_ROW_ADDED_20250625; PERMITS_2022_CONFIRMED_FROM_CANONICAL_20250625,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6533,BI6533,"Book Cliffs, Little Creek/south","Book Cliffs, Little Creek/south","Book Cliffs, Little Creek/south",889,889,889,889,889,,,,,Female Only,Female Only,Once-in-a-Lifetime,Max/Weighted Split,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6533
BI6534,667,"Book Cliffs, Bitter Creek (pronghorn)",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Hunters Choice,Sept 12 2026 - Sept 20 2026,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,10,0,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,10,0,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,MAX_WEIGHTED_SPLIT,546,12,Bonus Point Draw Results,100,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6534,BI6534,"Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)",667,667,667,667,667,10,10,10,Sept 12 2026 - Sept 20 2026,Hunters Choice,Hunters Choice,Once-in-a-lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6534
BI6535,667,"Book Cliffs, Bitter Creek (pronghorn)",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Hunters Choice,Oct 03 2026 - Oct 15 2026,Public,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,8,0,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,8,0,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,MAX_WEIGHTED_SPLIT,547,13,Bonus Point Draw Results,100,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6535,BI6535,"Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)",667,667,667,667,667,8,8,8,Oct 03 2026 - Oct 15 2026,Hunters Choice,Hunters Choice,Once-in-a-lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6535
BI6536,667,"Book Cliffs, Bitter Creek (pronghorn)",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Female Only,Nov 14 2026 - Nov 29 2026,Public,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,2,0,2,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,15,0,15,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,2026_PERMITS_WORKBOOK_BY_HUNT_CODE,15,0,15,MIRRORED_FROM_PERMITS_2026_AUTHORITY,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026,MAX_WEIGHTED_SPLIT,548,14,Bonus Point Draw Results,66.7,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,2025_RES_NR_TOTAL_CONFIRMED_AGAINST_RAW_PDF_20250625,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6536,BI6536,"Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)","Book Cliffs, Bitter Creek (pronghorn)",667,667,667,667,667,15,15,15,Nov 14 2026 - Nov 29 2026,Female Only,Female Only,Once-in-a-lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6536
BI6537,889,"Book Cliffs, Little Creek/South",Bison,Max/Weighted Split,Once-in-a-lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Hunters Choice,Nov 07 2026 - Jan 31 2027,Public,10,1,11,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,5,5,10,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,8,7,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,8,7,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Bison&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,MAX_WEIGHTED_SPLIT,549,15,Bonus Point Draw Results,90.9,,,,,,,325 adults (post season),368 adults,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6537,BI6537,"Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South","Book Cliffs, Little Creek/South",889,889,889,889,889,15,15,15,Nov 07 2026 - Jan 31 2027,Hunters Choice,Hunters Choice,Once-in-a-lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6537
BI6538,615,Nine Mile,Bison,Preference,General Season,REFERENCE_ONLY,Any Legal Weapon,Hunters Choice,"Aug 1, 2025 - Jan 31, 2026 | Harvest survey due by Feb 15, 2026 Visit: http://wildlife.utah.gov/harvest to submit your survey",Public,,,,,,,,,,,,Utah DWR Hunt Planner,,,,,Utah DWR Hunt Planner,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_PUBLISHED_PERMIT_COUNT_NON_PRIVATE_OUTLIER,REFERENCE_ONLY,,,,0,,,,,,,,,,,NO_PUBLISHED_PERMIT_AUTHORITY: DWR/Hunt Planner does not publish 2026 permit numbers for this row; do not render a total permit number and do not include in public prediction odds.,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6538,BI6538,Nine Mile,Nine Mile,Nine Mile,615,615,615,615,615,,,,"Aug 1, 2025 - Jan 31, 2026 | Harvest survey due by Feb 15, 2026 Visit: http://wildlife.utah.gov/harvest to submit your survey",Hunters Choice,Hunters Choice,General Season,Preference,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6538
BI6539,94,Henry Mtns,Bison,Max/Weighted Split,Once-in-a-Lifetime,MAX_WEIGHTED_SPLIT,Any Legal Weapon,Female Only,"Jan 6 - 17, 2027",Public,,,,,,,,,11,0,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,,11,0,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bison_permits.csv,RAC_CURRENT_YEAR_SPLIT,MAX_WEIGHTED_SPLIT,,,,,,,,,,,,,3,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BI6539,BI6539,Henry Mtns,Henry Mtns,Henry Mtns,94,94,94,94,94,11,11,11,"Jan 6 - 17, 2027",Female Only,Female Only,Once-in-a-Lifetime,Max/Weighted Split,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BI6539
BR1000,5001,Statewide,Black Bear,Random,Statewide,SPORTSMAN_RANDOM_ONLY,Any Legal Weapon,Either Sex,Multiseason,Public,1,0,1,REBUILD_2023_DRAW_RESULTS_FOR_2024_MODELING_V2,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2025_FOR_2026_MODEL,1,0,1,CANONICAL_YEARLY_DRAW_RESULTS_2026_FOR_2027_MODEL,,1,0,1,DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT,SPORTSMAN_RANDOM_ONLY,,,,,,,,,,,,,2,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,../notes/DATABASE/BR1000-notes.md,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BR1000,BR1000,Statewide,Statewide,Statewide,5001,5001,5001,5001,5001,1,1,1,Multiseason,Either Sex,Either Sex,Statewide,Random,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR1000
BR1001,5002,Harvest Objective Units,Black Bear,Capped Permits,O.T.C.,BLACK_BEAR,Any Legal Weapon,Either Sex,Multiseason,Public,,,,,,,,,,,,,,,,,,,,BLACK_BEAR,,,,,,,,,,,,,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,../notes/DATABASE/BR1001-notes.md,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BR1001,BR1001,Harvest Objective Units,Harvest Objective Units,Harvest Objective Units,5002,5002,5002,5002,5002,,,,Multiseason,Either Sex,Either Sex,O.T.C.,Capped Permits,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR1001
BR1007,5003,Pursuit,Black Bear,Capped Permits,O.T.C.,BLACK_BEAR,Pursuit Only,Either Sex,Multiseason,Public,,,,,,,,,,,,,,,,,,,,BLACK_BEAR,,,,,,,,,,,,,1,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,../notes/DATABASE/BR1007-notes.md,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BR1007,BR1007,Pursuit,Pursuit,Pursuit,5003,5003,5003,5003,5003,,,,Multiseason,Either Sex,Either Sex,O.T.C.,Capped Permits,Pursuit Only,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR1007
BR1008,7,Book Cliffs,Black Bear,Capped Permits,O.T.C.,BLACK_BEAR,Pursuit Only,Either Sex,"July 5 - 16, 2026",Public,26,2,28,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,26,2,28,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,26,2,28,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,26,2,28,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BLACK_BEAR,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BR1008,BR1008,Book Cliffs,Book Cliffs,Book Cliffs,7,7,7,7,7,28,28,28,"July 5 - 16, 2026",Either Sex,Either Sex,O.T.C.,Capped Permits,Pursuit Only,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR1008
BR1009,684,La Sal,Black Bear,Capped Permits,O.T.C.,BLACK_BEAR,Pursuit Only,Either Sex,"July 5 - 16, 2026",Public,14,1,15,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,14,1,15,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,14,1,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,14,1,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BLACK_BEAR,,,,,,,,,,,,,4,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BR1009,BR1009,La Sal,La Sal,La Sal,684,684,684,684,684,15,15,15,"July 5 - 16, 2026",Either Sex,Either Sex,O.T.C.,Capped Permits,Pursuit Only,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR1009
BR1010,710,San Juan,Black Bear,Capped Permits,O.T.C.,BLACK_BEAR,Pursuit Only,Either Sex,"July 5 - 16, 2026",Public,14,1,15,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,14,1,15,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,14,1,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,14,1,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,BLACK_BEAR,,,,,,,,,,,,,4,data/conservation-permit-hunt-table-2025-27.json; reviewed official DWR 2025-27 conservation-permit crosswalk; non-additive per-hunt-code coverage; checked 2026-08-28,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-09-21T00:10:07Z,BR1010,BR1010,San Juan,San Juan,San Juan,710,710,710,710,710,15,15,15,"July 5 - 16, 2026",Either Sex,Either Sex,O.T.C.,Capped Permits,Pursuit Only,https://dwrapps.utah.gov/huntboundary/hbstart?HN=BR1010
