hunt_code,residency,user_points,gap,status,trend,guaranteed_at_2026,guaranteed_at_2025,projected_draw_odds,hunt_point_summary_title,hunt_point_summary_guaranteed,hunt_point_summary_points,hunt_point_summary_status,hunt_point_summary_odds,hunt_point_summary_trend
DB1217,Nonresident,11,-11,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 11 pts,Status: 11 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,10,-10,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 10 pts,Status: 10 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,9,-9,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 9 pts,Status: 9 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,8,-8,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 8 pts,Status: 8 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,7,-7,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 7 pts,Status: 7 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,6,-6,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 6 pts,Status: 6 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,5,-5,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 5 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,4,-4,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 4 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,3,-3,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 3 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,2,-2,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 2 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,1,-1,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 1 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1217,Nonresident,0,0,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 0 pts,Status: At guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Resident,32,-16,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 32 pts,Status: 16 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,31,-15,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 31 pts,Status: 15 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,30,-14,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 30 pts,Status: 14 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,29,-13,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 29 pts,Status: 13 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,28,-12,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 28 pts,Status: 12 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,27,-11,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 27 pts,Status: 11 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,26,-10,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 26 pts,Status: 10 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,25,-9,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 25 pts,Status: 9 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,24,-8,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 24 pts,Status: 8 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,23,-7,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 23 pts,Status: 7 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,22,-6,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 22 pts,Status: 6 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,21,-5,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 21 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,20,-4,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 20 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,19,-3,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 19 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,18,-2,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 18 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,17,-1,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 17 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,16,0,DRAWING IN MAX POOL,GREEN,16,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 16 pts,Status: At guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1219,Resident,15,1,ON THE EDGE,GREEN,16,15,37.670,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 15 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 37.670% from remaining pool,Trend: GREEN
DB1219,Resident,14,2,BEHIND CURVE,GREEN,16,15,6.245,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 14 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 6.245% from remaining pool,Trend: GREEN
DB1219,Resident,13,3,BEHIND CURVE,GREEN,16,15,6.200,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 13 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 6.200% from remaining pool,Trend: GREEN
DB1219,Resident,12,4,BEHIND CURVE,GREEN,16,15,5.620,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 12 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 5.620% from remaining pool,Trend: GREEN
DB1219,Resident,11,5,BEHIND CURVE,GREEN,16,15,5.370,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 11 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 5.370% from remaining pool,Trend: GREEN
DB1219,Resident,10,6,BEHIND CURVE,GREEN,16,15,4.940,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 10 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 4.940% from remaining pool,Trend: GREEN
DB1219,Resident,9,7,BEHIND CURVE,GREEN,16,15,4.500,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 9 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 4.500% from remaining pool,Trend: GREEN
DB1219,Resident,8,8,BEHIND CURVE,GREEN,16,15,4.050,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 8 pts,Status: 8 pts short of guaranteed,Estimated Draw Odds: 4.050% from remaining pool,Trend: GREEN
DB1219,Resident,7,9,BEHIND CURVE,GREEN,16,15,3.325,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 7 pts,Status: 9 pts short of guaranteed,Estimated Draw Odds: 3.325% from remaining pool,Trend: GREEN
DB1219,Resident,6,10,BEHIND CURVE,GREEN,16,15,3.240,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 6 pts,Status: 10 pts short of guaranteed,Estimated Draw Odds: 3.240% from remaining pool,Trend: GREEN
DB1219,Resident,5,11,BEHIND CURVE,GREEN,16,15,2.690,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 5 pts,Status: 11 pts short of guaranteed,Estimated Draw Odds: 2.690% from remaining pool,Trend: GREEN
DB1219,Resident,4,12,BEHIND CURVE,GREEN,16,15,2.210,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 4 pts,Status: 12 pts short of guaranteed,Estimated Draw Odds: 2.210% from remaining pool,Trend: GREEN
DB1219,Resident,3,13,BEHIND CURVE,GREEN,16,15,1.745,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 3 pts,Status: 13 pts short of guaranteed,Estimated Draw Odds: 1.745% from remaining pool,Trend: GREEN
DB1219,Resident,2,14,BEHIND CURVE,GREEN,16,15,1.395,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 2 pts,Status: 14 pts short of guaranteed,Estimated Draw Odds: 1.395% from remaining pool,Trend: GREEN
DB1219,Resident,1,15,BEHIND CURVE,GREEN,16,15,0.890,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 1 pts,Status: 15 pts short of guaranteed,Estimated Draw Odds: 0.890% from remaining pool,Trend: GREEN
DB1219,Resident,0,16,BEHIND CURVE,GREEN,16,15,0.455,HUNT POINT SUMMARY,Guaranteed At: 16 pts,Your Points: 0 pts,Status: 16 pts short of guaranteed,Estimated Draw Odds: 0.455% from remaining pool,Trend: GREEN
DB1219,Nonresident,32,-32,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 32 pts,Status: 32 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,31,-31,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 31 pts,Status: 31 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,30,-30,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 30 pts,Status: 30 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,29,-29,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 29 pts,Status: 29 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,28,-28,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 28 pts,Status: 28 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,27,-27,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 27 pts,Status: 27 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,26,-26,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 26 pts,Status: 26 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,25,-25,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 25 pts,Status: 25 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,24,-24,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 24 pts,Status: 24 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,23,-23,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 23 pts,Status: 23 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,22,-22,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 22 pts,Status: 22 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,21,-21,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 21 pts,Status: 21 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,20,-20,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 20 pts,Status: 20 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,19,-19,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 19 pts,Status: 19 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,18,-18,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 18 pts,Status: 18 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,17,-17,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 17 pts,Status: 17 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,16,-16,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 16 pts,Status: 16 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,15,-15,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 15 pts,Status: 15 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,14,-14,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 14 pts,Status: 14 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,13,-13,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 13 pts,Status: 13 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,12,-12,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 12 pts,Status: 12 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,11,-11,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 11 pts,Status: 11 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,10,-10,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 10 pts,Status: 10 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,9,-9,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 9 pts,Status: 9 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,8,-8,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 8 pts,Status: 8 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,7,-7,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 7 pts,Status: 7 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,6,-6,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 6 pts,Status: 6 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,5,-5,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 5 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,4,-4,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 4 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,3,-3,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 3 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,2,-2,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 2 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,1,-1,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 1 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1219,Nonresident,0,0,DRAWING IN MAX POOL,YELLOW,0,0,0.000,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 0 pts,Status: At guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: YELLOW
DB1222,Resident,32,-13,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 32 pts,Status: 13 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,31,-12,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 31 pts,Status: 12 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,30,-11,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 30 pts,Status: 11 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,29,-10,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 29 pts,Status: 10 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,28,-9,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 28 pts,Status: 9 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,27,-8,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 27 pts,Status: 8 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,26,-7,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 26 pts,Status: 7 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,25,-6,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 25 pts,Status: 6 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,24,-5,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 24 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,23,-4,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 23 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,22,-3,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 22 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,21,-2,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 21 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,20,-1,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 20 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,19,0,DRAWING IN MAX POOL,GREEN,19,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 19 pts,Status: At guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
DB1222,Resident,18,1,ON THE EDGE,GREEN,19,18,27.175,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 18 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 27.175% from remaining pool,Trend: GREEN
DB1222,Resident,17,2,BEHIND CURVE,GREEN,19,18,2.735,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 17 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 2.735% from remaining pool,Trend: GREEN
DB1222,Resident,16,3,BEHIND CURVE,GREEN,19,18,2.525,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 16 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 2.525% from remaining pool,Trend: GREEN
DB1222,Resident,15,4,BEHIND CURVE,GREEN,19,18,2.515,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 15 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 2.515% from remaining pool,Trend: GREEN
DB1222,Resident,14,5,BEHIND CURVE,GREEN,19,18,2.400,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 14 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 2.400% from remaining pool,Trend: GREEN
DB1222,Resident,13,6,BEHIND CURVE,GREEN,19,18,2.240,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 13 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 2.240% from remaining pool,Trend: GREEN
DB1222,Resident,12,7,BEHIND CURVE,GREEN,19,18,1.940,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 12 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 1.940% from remaining pool,Trend: GREEN
DB1222,Resident,11,8,BEHIND CURVE,GREEN,19,18,1.935,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 11 pts,Status: 8 pts short of guaranteed,Estimated Draw Odds: 1.935% from remaining pool,Trend: GREEN
DB1222,Resident,10,9,BEHIND CURVE,GREEN,19,18,1.665,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 10 pts,Status: 9 pts short of guaranteed,Estimated Draw Odds: 1.665% from remaining pool,Trend: GREEN
DB1222,Resident,9,10,BEHIND CURVE,GREEN,19,18,1.640,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 9 pts,Status: 10 pts short of guaranteed,Estimated Draw Odds: 1.640% from remaining pool,Trend: GREEN
DB1222,Resident,8,11,BEHIND CURVE,GREEN,19,18,1.445,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 8 pts,Status: 11 pts short of guaranteed,Estimated Draw Odds: 1.445% from remaining pool,Trend: GREEN
DB1222,Resident,7,12,BEHIND CURVE,GREEN,19,18,1.325,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 7 pts,Status: 12 pts short of guaranteed,Estimated Draw Odds: 1.325% from remaining pool,Trend: GREEN
DB1222,Resident,6,13,BEHIND CURVE,GREEN,19,18,1.015,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 6 pts,Status: 13 pts short of guaranteed,Estimated Draw Odds: 1.015% from remaining pool,Trend: GREEN
DB1222,Resident,5,14,BEHIND CURVE,GREEN,19,18,0.950,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 5 pts,Status: 14 pts short of guaranteed,Estimated Draw Odds: 0.950% from remaining pool,Trend: GREEN
DB1222,Resident,4,15,BEHIND CURVE,GREEN,19,18,0.730,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 4 pts,Status: 15 pts short of guaranteed,Estimated Draw Odds: 0.730% from remaining pool,Trend: GREEN
DB1222,Resident,3,16,BEHIND CURVE,GREEN,19,18,0.615,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 3 pts,Status: 16 pts short of guaranteed,Estimated Draw Odds: 0.615% from remaining pool,Trend: GREEN
DB1222,Resident,2,17,BEHIND CURVE,GREEN,19,18,0.420,HUNT POINT SUMMARY,Guaranteed At: 19 pts,Your Points: 2 pts,Status: 17 pts short of guaranteed,Estimated Draw Odds: 0.420% from remaining pool,Trend: GREEN
