hunt_code,residency,user_points,gap,status,trend,guaranteed_at_2026,guaranteed_at_2025,projected_draw_odds,hunt_point_summary_title,hunt_point_summary_guaranteed,hunt_point_summary_points,hunt_point_summary_status,hunt_point_summary_odds,hunt_point_summary_trend
EB3020,Resident,12,-5,DRAWING IN MAX POOL,GREEN,7,8,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 12 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Resident,11,-4,DRAWING IN MAX POOL,GREEN,7,8,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 11 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Resident,10,-3,DRAWING IN MAX POOL,GREEN,7,8,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 10 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Resident,9,-2,DRAWING IN MAX POOL,GREEN,7,8,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 9 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Resident,8,-1,DRAWING IN MAX POOL,GREEN,7,8,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 8 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Resident,7,0,DRAWING IN MAX POOL,GREEN,7,8,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 7 pts,Status: At guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Resident,6,1,ON THE EDGE,GREEN,7,8,82.223,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 6 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 82.223% from remaining pool,Trend: GREEN
EB3020,Resident,5,2,BEHIND CURVE,GREEN,7,8,34.305,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 5 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 34.305% from remaining pool,Trend: GREEN
EB3020,Resident,4,3,BEHIND CURVE,GREEN,7,8,29.105,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 4 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 29.105% from remaining pool,Trend: GREEN
EB3020,Resident,3,4,BEHIND CURVE,GREEN,7,8,23.905,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 3 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 23.905% from remaining pool,Trend: GREEN
EB3020,Resident,2,5,BEHIND CURVE,GREEN,7,8,18.480,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 2 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 18.480% from remaining pool,Trend: GREEN
EB3020,Resident,1,6,BEHIND CURVE,GREEN,7,8,12.705,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 1 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 12.705% from remaining pool,Trend: GREEN
EB3020,Resident,0,7,BEHIND CURVE,GREEN,7,8,6.670,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 0 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 6.670% from remaining pool,Trend: GREEN
EB3020,Nonresident,32,-18,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 32 pts,Status: 18 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,31,-17,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 31 pts,Status: 17 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,30,-16,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 30 pts,Status: 16 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,29,-15,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 29 pts,Status: 15 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,28,-14,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 28 pts,Status: 14 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,27,-13,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 27 pts,Status: 13 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,26,-12,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 26 pts,Status: 12 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,25,-11,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 25 pts,Status: 11 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,24,-10,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 24 pts,Status: 10 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,23,-9,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 23 pts,Status: 9 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,22,-8,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 22 pts,Status: 8 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,21,-7,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 21 pts,Status: 7 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,20,-6,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 20 pts,Status: 6 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,19,-5,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 19 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,18,-4,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 18 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,17,-3,DRAWING IN MAX POOL,GREEN,14,18,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 17 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3020,Nonresident,16,-2,DRAWING IN MAX POOL,GREEN,14,18,55.517,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 16 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 55.517% from remaining pool,Trend: GREEN
EB3020,Nonresident,15,-1,DRAWING IN MAX POOL,GREEN,14,18,10.365,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 15 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 10.365% from remaining pool,Trend: GREEN
EB3020,Nonresident,14,0,DRAWING IN MAX POOL,GREEN,14,18,9.725,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 14 pts,Status: At guaranteed,Estimated Draw Odds: 9.725% from remaining pool,Trend: GREEN
EB3020,Nonresident,13,1,ON THE EDGE,GREEN,14,18,9.040,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 13 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 9.040% from remaining pool,Trend: GREEN
EB3020,Nonresident,12,2,BEHIND CURVE,GREEN,14,18,8.335,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 12 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 8.335% from remaining pool,Trend: GREEN
EB3020,Nonresident,11,3,BEHIND CURVE,GREEN,14,18,7.535,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 11 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 7.535% from remaining pool,Trend: GREEN
EB3020,Nonresident,10,4,BEHIND CURVE,GREEN,14,18,7.165,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 10 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 7.165% from remaining pool,Trend: GREEN
EB3020,Nonresident,9,5,BEHIND CURVE,GREEN,14,18,6.530,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 9 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 6.530% from remaining pool,Trend: GREEN
EB3020,Nonresident,8,6,BEHIND CURVE,GREEN,14,18,5.665,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 8 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 5.665% from remaining pool,Trend: GREEN
EB3020,Nonresident,7,7,BEHIND CURVE,GREEN,14,18,5.460,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 7 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 5.460% from remaining pool,Trend: GREEN
EB3020,Nonresident,6,8,BEHIND CURVE,GREEN,14,18,4.560,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 6 pts,Status: 8 pts short of guaranteed,Estimated Draw Odds: 4.560% from remaining pool,Trend: GREEN
EB3020,Nonresident,5,9,BEHIND CURVE,GREEN,14,18,4.020,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 5 pts,Status: 9 pts short of guaranteed,Estimated Draw Odds: 4.020% from remaining pool,Trend: GREEN
EB3020,Nonresident,4,10,BEHIND CURVE,GREEN,14,18,3.485,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 4 pts,Status: 10 pts short of guaranteed,Estimated Draw Odds: 3.485% from remaining pool,Trend: GREEN
EB3020,Nonresident,3,11,BEHIND CURVE,GREEN,14,18,2.750,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 3 pts,Status: 11 pts short of guaranteed,Estimated Draw Odds: 2.750% from remaining pool,Trend: GREEN
EB3020,Nonresident,2,12,BEHIND CURVE,GREEN,14,18,2.030,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 2 pts,Status: 12 pts short of guaranteed,Estimated Draw Odds: 2.030% from remaining pool,Trend: GREEN
EB3020,Nonresident,1,13,BEHIND CURVE,GREEN,14,18,1.345,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 1 pts,Status: 13 pts short of guaranteed,Estimated Draw Odds: 1.345% from remaining pool,Trend: GREEN
EB3020,Nonresident,0,14,BEHIND CURVE,GREEN,14,18,0.660,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 0 pts,Status: 14 pts short of guaranteed,Estimated Draw Odds: 0.660% from remaining pool,Trend: GREEN
EB3022,Resident,32,-25,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 32 pts,Status: 25 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,31,-24,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 31 pts,Status: 24 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,30,-23,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 30 pts,Status: 23 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,29,-22,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 29 pts,Status: 22 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,28,-21,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 28 pts,Status: 21 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,27,-20,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 27 pts,Status: 20 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,26,-19,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 26 pts,Status: 19 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,25,-18,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 25 pts,Status: 18 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,24,-17,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 24 pts,Status: 17 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,23,-16,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 23 pts,Status: 16 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,22,-15,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 22 pts,Status: 15 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,21,-14,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 21 pts,Status: 14 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,20,-13,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 20 pts,Status: 13 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,19,-12,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 19 pts,Status: 12 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,18,-11,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 18 pts,Status: 11 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,17,-10,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 17 pts,Status: 10 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,16,-9,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 16 pts,Status: 9 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,15,-8,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 15 pts,Status: 8 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,14,-7,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 14 pts,Status: 7 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,13,-6,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 13 pts,Status: 6 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,12,-5,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 12 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,11,-4,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 11 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,10,-3,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 10 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,9,-2,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 9 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,8,-1,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 8 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,7,0,DRAWING IN MAX POOL,YELLOW,7,7,100.000,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 7 pts,Status: At guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: YELLOW
EB3022,Resident,6,1,ON THE EDGE,YELLOW,7,7,38.061,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 6 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 38.061% from remaining pool,Trend: YELLOW
EB3022,Resident,5,2,BEHIND CURVE,YELLOW,7,7,13.635,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 5 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 13.635% from remaining pool,Trend: YELLOW
EB3022,Resident,4,3,BEHIND CURVE,YELLOW,7,7,11.320,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 4 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 11.320% from remaining pool,Trend: YELLOW
EB3022,Resident,3,4,BEHIND CURVE,YELLOW,7,7,9.595,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 3 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 9.595% from remaining pool,Trend: YELLOW
EB3022,Resident,2,5,BEHIND CURVE,YELLOW,7,7,6.955,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 2 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 6.955% from remaining pool,Trend: YELLOW
EB3022,Resident,1,6,BEHIND CURVE,YELLOW,7,7,4.615,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 1 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 4.615% from remaining pool,Trend: YELLOW
EB3022,Resident,0,7,BEHIND CURVE,YELLOW,7,7,2.175,HUNT POINT SUMMARY,Guaranteed At: 7 pts,Your Points: 0 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 2.175% from remaining pool,Trend: YELLOW
EB3022,Nonresident,32,-18,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 32 pts,Status: 18 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,31,-17,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 31 pts,Status: 17 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,30,-16,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 30 pts,Status: 16 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,29,-15,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 29 pts,Status: 15 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,28,-14,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 28 pts,Status: 14 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,27,-13,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 27 pts,Status: 13 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,26,-12,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 26 pts,Status: 12 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,25,-11,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 25 pts,Status: 11 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,24,-10,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 24 pts,Status: 10 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,23,-9,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 23 pts,Status: 9 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,22,-8,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 22 pts,Status: 8 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,21,-7,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 21 pts,Status: 7 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,20,-6,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 20 pts,Status: 6 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,19,-5,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 19 pts,Status: 5 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,18,-4,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 18 pts,Status: 4 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,17,-3,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 17 pts,Status: 3 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,16,-2,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 16 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,15,-1,DRAWING IN MAX POOL,GREEN,14,15,100.000,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 15 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 100.000% from remaining pool,Trend: GREEN
EB3022,Nonresident,14,0,DRAWING IN MAX POOL,GREEN,14,15,84.752,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 14 pts,Status: At guaranteed,Estimated Draw Odds: 84.752% from remaining pool,Trend: GREEN
EB3022,Nonresident,13,1,ON THE EDGE,GREEN,14,15,7.690,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 13 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 7.690% from remaining pool,Trend: GREEN
EB3022,Nonresident,12,2,BEHIND CURVE,GREEN,14,15,6.895,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 12 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 6.895% from remaining pool,Trend: GREEN
EB3022,Nonresident,11,3,BEHIND CURVE,GREEN,14,15,6.580,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 11 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 6.580% from remaining pool,Trend: GREEN
EB3022,Nonresident,10,4,BEHIND CURVE,GREEN,14,15,6.035,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 10 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 6.035% from remaining pool,Trend: GREEN
EB3022,Nonresident,9,5,BEHIND CURVE,GREEN,14,15,5.675,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 9 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 5.675% from remaining pool,Trend: GREEN
EB3022,Nonresident,8,6,BEHIND CURVE,GREEN,14,15,4.815,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 8 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 4.815% from remaining pool,Trend: GREEN
EB3022,Nonresident,7,7,BEHIND CURVE,GREEN,14,15,4.450,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 7 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 4.450% from remaining pool,Trend: GREEN
EB3022,Nonresident,6,8,BEHIND CURVE,GREEN,14,15,4.065,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 6 pts,Status: 8 pts short of guaranteed,Estimated Draw Odds: 4.065% from remaining pool,Trend: GREEN
EB3022,Nonresident,5,9,BEHIND CURVE,GREEN,14,15,3.405,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 5 pts,Status: 9 pts short of guaranteed,Estimated Draw Odds: 3.405% from remaining pool,Trend: GREEN
EB3022,Nonresident,4,10,BEHIND CURVE,GREEN,14,15,2.835,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 4 pts,Status: 10 pts short of guaranteed,Estimated Draw Odds: 2.835% from remaining pool,Trend: GREEN
EB3022,Nonresident,3,11,BEHIND CURVE,GREEN,14,15,2.145,HUNT POINT SUMMARY,Guaranteed At: 14 pts,Your Points: 3 pts,Status: 11 pts short of guaranteed,Estimated Draw Odds: 2.145% from remaining pool,Trend: GREEN
