file,hunt_code,changed,before,after
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,EA1180,TRUE,"{""hunt_name"": ""La Sal"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""season"": ""Multiseason"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}","{""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""season"": ""Oct 4 - Oct 16, 2025 & Nov 17 - Dec 31, 2025"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}"
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,EA1270,TRUE,"{""hunt_name"": ""Fishlake"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""season"": ""Multiseason"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}","{""hunt_name"": ""Fishlake (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""season"": ""Oct 4 - Oct 16, 2025 & Nov 22 - Dec 31, 2025"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}"
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,EA1271,TRUE,"{""hunt_name"": ""Manti"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""season"": ""Multiseason"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}","{""hunt_name"": ""Manti (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""season"": ""Oct 4 - Oct 16, 2025 & Nov 19, 2025 - Jan 31, 2026"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}"
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,EA2041,TRUE,"{""hunt_name"": ""Cache"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""season"": ""Oct 4 - Oct 26, 2025"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}","{""hunt_name"": ""Cache (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""season"": ""Oct 4 - Oct 26, 2025"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}"
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,EA2045,TRUE,"{""hunt_name"": ""Wasatch Mtns"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""season"": ""Multiseason"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}","{""hunt_name"": ""Wasatch Mtns (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""season"": ""Oct 4 - Oct 16, 2025 & Nov 15, 2025 - Jan 31, 2026"", ""sex_type"": ""Antlerless"", ""species"": ""Elk"", ""weapon"": ""Any Legal Weapon""}"
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,EB3128,TRUE,"{""hunt_name"": ""Box Elder, Grouse Creek"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT"", ""permit_allotment_2026_total"": ""1"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": ""1"", ""season"": ""Multiseason"", ""sex_type"": ""Bull"", ""species"": ""Elk"", ""weapon"": ""Multiseason""}","{""hunt_name"": ""Box Elder, Grouse Creek"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""TOTAL_ONLY"", ""permit_allotment_2026_total"": ""1"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": ""1"", ""season"": ""Any Legal Weapon: Sept 16-20, 2026 & Oct 3 - 15, 2026 | Muzz: Sept 21-Oct 2, 2026"", ""sex_type"": ""Bull"", ""species"": ""Elk"", ""weapon"": ""Multiseason""}"
pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,EB3209,TRUE,"{""hunt_name"": ""Box Elder, Pilot Mtn"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""DERIVED_FROM_PUBLISHED_2026_PERMITS_COMPAT"", ""permit_allotment_2026_total"": ""1"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": ""1"", ""season"": ""Multiseason"", ""sex_type"": ""Bull"", ""species"": ""Elk"", ""weapon"": ""Multiseason""}","{""hunt_name"": ""Box Elder, Pilot Mtn"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""TOTAL_ONLY"", ""permit_allotment_2026_total"": ""1"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": ""1"", ""season"": ""Archery: Aug 15-Sept 6, 2026 | Any Legal Weapon: Sept 12-Oct 2, 2026"", ""sex_type"": ""Bull"", ""species"": ""Elk"", ""weapon"": ""Multiseason""}"
processed_data/point_ladder_view.csv,EA1180,TRUE,"{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""public_permits_2026"": ""0"", ""quota_2026_total"": ""0"", ""species"": ""Elk""}","{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""public_permits_2026"": """", ""quota_2026_total"": """", ""species"": ""Elk""}"
processed_data/point_ladder_view.csv,EA1180,TRUE,"{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""public_permits_2026"": ""0"", ""quota_2026_total"": ""0"", ""species"": ""Elk""}","{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""public_permits_2026"": """", ""quota_2026_total"": """", ""species"": ""Elk""}"
processed_data/point_ladder_view.csv,EA1180,TRUE,"{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""public_permits_2026"": ""0"", ""quota_2026_total"": ""0"", ""species"": ""Elk""}","{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""public_permits_2026"": """", ""quota_2026_total"": """", ""species"": ""Elk""}"
processed_data/point_ladder_view.csv,EA1180,TRUE,"{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""LEGACY_MIRROR_OF_PUBLISHED_PERMITS_2026"", ""permit_allotment_2026_total"": ""0"", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": ""0"", ""permits_2026_res"": ""0"", ""permits_2026_total"": ""0"", ""public_permits_2026"": ""0"", ""quota_2026_total"": ""0"", ""species"": ""Elk""}","{""data_status"": ""SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED"", ""hunt_name"": ""La Sal (Conservation)"", ""hunt_type"": ""Conservation"", ""permit_allotment_2026_status"": ""NO_QUOTA_PUBLISHED"", ""permit_allotment_2026_total"": """", ""permit_status"": ""NO_QUOTA_PUBLISHED"", ""permits_2026_nr"": """", ""permits_2026_res"": """", ""permits_2026_total"": """", ""public_permits_2026"": """", ""quota_2026_total"": """", ""species"": ""Elk""}"
