identity_key,actual_draw_year,model_target_year,hunt_code,species,sex_type,weapon,boundary_id,hunt_name,hunt_type,draw_design,season,source_row_count,source_files,identity_status
2026|DB1003|deer|buck|any legal weapon,2026,2027,DB1003,Deer,Buck,Any Legal Weapon,94,Henry Mtns,Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 25 2026,36,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1004|deer|buck|any legal weapon,2026,2027,DB1004,Deer,Buck,Any Legal Weapon,163,Paunsaugunt,Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 31 2026,36,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1005|deer|buck|muzzleloader,2026,2027,DB1005,Deer,Buck,Muzzleloader,94,Henry Mtns,Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1006|deer|buck|muzzleloader,2026,2027,DB1006,Deer,Buck,Muzzleloader,163,Paunsaugunt,Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1007|deer|buck|multiseason,2026,2027,DB1007,Deer,Buck,Multiseason,94,Henry Mtns,Limited Entry,Max/Weighted Split,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",57,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1008|deer|buck|multiseason,2026,2027,DB1008,Deer,Buck,Multiseason,163,Paunsaugunt,Limited Entry,Max/Weighted Split,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 31, 2026",31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1009|deer|buck|any legal weapon,2026,2027,DB1009,Deer,Buck,Any Legal Weapon,94,Henry Mtns,Limited Entry,Max/Weighted Split,Oct 26 2026 - Oct 30 2026,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1010|deer|buck|any legal weapon,2026,2027,DB1010,Deer,Buck,Any Legal Weapon,163,Paunsaugunt,Limited Entry,Max/Weighted Split,Nov 02 2026 - Nov 20 2026,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1011|deer|buck|archery,2026,2027,DB1011,Deer,Buck,Archery,7,Book Cliffs,Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,29,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1012|deer|buck|archery,2026,2027,DB1012,Deer,Buck,Archery,85,"Fillmore, Oak Creek",Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,33,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1013|deer|buck|archery,2026,2027,DB1013,Deer,Buck,Archery,108,Dolores Triangle,Limited Entry,Max/Weighted Split,Oct 31 2026 - Nov 13 2026,33,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1014|deer|buck|archery,2026,2027,DB1014,Deer,Buck,Archery,185,"San Juan, Elk Ridge",Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1015|deer|buck|archery,2026,2027,DB1015,Deer,Buck,Archery,206,Diamond Mtn,Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1016|deer|buck|archery,2026,2027,DB1016,Deer,Buck,Archery,248,"West Desert, Vernon",Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,23,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1017|deer|buck|any legal weapon,2026,2027,DB1017,Deer,Buck,Any Legal Weapon,714,"Book Cliffs, North",Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 25 2026,33,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1018|deer|buck|any legal weapon,2026,2027,DB1018,Deer,Buck,Any Legal Weapon,15,"Book Cliffs, South",Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 25 2026,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1019|deer|buck|any legal weapon,2026,2027,DB1019,Deer,Buck,Any Legal Weapon,85,"Fillmore, Oak Creek",Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 25 2026,32,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1020|deer|buck|any legal weapon,2026,2027,DB1020,Deer,Buck,Any Legal Weapon,108,Dolores Triangle,Limited Entry,Max/Weighted Split,Nov 14 2026 - Nov 22 2026,33,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1022|deer|buck|any legal weapon,2026,2027,DB1022,Deer,Buck,Any Legal Weapon,185,"San Juan, Elk Ridge",Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 25 2026,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1023|deer|buck|any legal weapon,2026,2027,DB1023,Deer,Buck,Any Legal Weapon,206,Diamond Mtn,Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 25 2026,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1024|deer|buck|any legal weapon,2026,2027,DB1024,Deer,Buck,Any Legal Weapon,248,"West Desert, Vernon",Limited Entry,Max/Weighted Split,Oct 17 2026 - Oct 25 2026,26,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1025|deer|buck|muzzleloader,2026,2027,DB1025,Deer,Buck,Muzzleloader,7,Book Cliffs,Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,27,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1026|deer|buck|muzzleloader,2026,2027,DB1026,Deer,Buck,Muzzleloader,32,"Cache, Crawford Mtn",Limited Entry,Max/Weighted Split,Nov 07 2026 - Nov 22 2026,27,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1028|deer|buck|muzzleloader,2026,2027,DB1028,Deer,Buck,Muzzleloader,804,Fillmore,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1029|deer|buck|muzzleloader,2026,2027,DB1029,Deer,Buck,Muzzleloader,85,"Fillmore, Oak Creek",Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1030|deer|buck|muzzleloader,2026,2027,DB1030,Deer,Buck,Muzzleloader,611,Kamas,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1031|deer|buck|muzzleloader,2026,2027,DB1031,Deer,Buck,Muzzleloader,108,Dolores Triangle,Limited Entry,Max/Weighted Split,Nov 23 2026 - Dec 01 2026,50,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1032|deer|buck|muzzleloader,2026,2027,DB1032,Deer,Buck,Muzzleloader,629,Monroe,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,33,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1033|deer|buck|muzzleloader,2026,2027,DB1033,Deer,Buck,Muzzleloader,615,Nine Mile,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,23,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1034|deer|buck|muzzleloader,2026,2027,DB1034,Deer,Buck,Muzzleloader,636,Pine Valley,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1036|deer|buck|muzzleloader,2026,2027,DB1036,Deer,Buck,Muzzleloader,632,Thousand Lakes,Limited Entry,,Historical 2025 draw only; season dates not validated in current DATABASE,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1037|deer|buck|muzzleloader,2026,2027,DB1037,Deer,Buck,Muzzleloader,185,"San Juan, Elk Ridge",Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,27,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1038|deer|buck|muzzleloader,2026,2027,DB1038,Deer,Buck,Muzzleloader,206,Diamond Mtn,Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,25,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1039|deer|buck|muzzleloader,2026,2027,DB1039,Deer,Buck,Muzzleloader,613,Yellowstone,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,23,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1040|deer|buck|muzzleloader,2026,2027,DB1040,Deer,Buck,Muzzleloader,625,Southwest Desert,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1041|deer|buck|muzzleloader,2026,2027,DB1041,Deer,Buck,Muzzleloader,621,"Wasatch Mtns, East",Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1042|deer|buck|muzzleloader,2026,2027,DB1042,Deer,Buck,Muzzleloader,248,"West Desert, Vernon",Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,25,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1043|deer|buck|muzzleloader,2026,2027,DB1043,Deer,Buck,Muzzleloader,635,Zion,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,34,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1044|deer|buck|multiseason,2026,2027,DB1044,Deer,Buck,Multiseason,7,Book Cliffs,Limited Entry,Max/Weighted Split,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-25, 2026",28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1045|deer|buck|multiseason,2026,2027,DB1045,Deer,Buck,Multiseason,85,"Fillmore, Oak Creek",Limited Entry,Max/Weighted Split,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",55,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1046|deer|buck|multiseason,2026,2027,DB1046,Deer,Buck,Multiseason,185,"San Juan, Elk Ridge",Limited Entry,Max/Weighted Split,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",53,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1047|deer|buck|multiseason,2026,2027,DB1047,Deer,Buck,Multiseason,206,Diamond Mtn,Limited Entry,Max/Weighted Split,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",42,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1048|deer|buck|multiseason,2026,2027,DB1048,Deer,Buck,Multiseason,248,"West Desert, Vernon",Limited Entry,Max/Weighted Split,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",27,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1053|deer|buck|muzzleloader,2026,2027,DB1053,Deer,Buck,Muzzleloader,630,Mt Dutton,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,17,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1054|deer|buck|muzzleloader,2026,2027,DB1054,Deer,Buck,Muzzleloader,609,Ogden,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,32,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1055|deer|buck|muzzleloader,2026,2027,DB1055,Deer,Buck,Muzzleloader,633,Fishlake,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1056|deer|buck|any legal weapon,2026,2027,DB1056,Deer,Buck,Any Legal Weapon,7,Book Cliffs,Conservation,,"Oct 17, 2026 - Oct 25, 2026",1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1058|deer|buck|any legal weapon,2026,2027,DB1058,Deer,Buck,Any Legal Weapon,163,Paunsaugunt,Limited Entry,Max/Weighted Split,Nov 02 2026 - Nov 20 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1059|deer|buck|muzzleloader,2026,2027,DB1059,Deer,Buck,Muzzleloader,628,Beaver,Limited Entry,,Historical 2025 draw only; season dates not validated in current DATABASE,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1065|deer|buck|muzzleloader,2026,2027,DB1065,Deer,Buck,Muzzleloader,612,North Slope,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,28,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1073|deer|buck|archery,2026,2027,DB1073,Deer,Buck,Archery,163,Paunsaugunt,Limited Entry,Max/Weighted Split,Aug 15 2026 - Sept 11 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1074|deer|buck|muzzleloader,2026,2027,DB1074,Deer,Buck,Muzzleloader,163,Paunsaugunt,Limited Entry,Max/Weighted Split,Sept 23 2026 - Oct 01 2026,23,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,field_conflict
2026|DB1075|deer|buck|archery,2026,2027,DB1075,Deer,Buck,Archery,7,Book Cliffs,Conservation,,Aug 16 2025 - Sept 12 2025,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1076|deer|buck|muzzleloader,2026,2027,DB1076,Deer,Buck,Muzzleloader,7,Book Cliffs,Conservation,,Sept 24 2025 - Oct 02 2025,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1077|deer|buck|muzzleloader,2026,2027,DB1077,Deer,Buck,Muzzleloader,607,Box Elder,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,29,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1078|deer|buck|muzzleloader,2026,2027,DB1078,Deer,Buck,Muzzleloader,29,Cache,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,25,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1079|deer|buck|muzzleloader,2026,2027,DB1079,Deer,Buck,Muzzleloader,619,Manti/San Rafael,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1080|deer|buck|muzzleloader,2026,2027,DB1080,Deer,Buck,Muzzleloader,616,Nebo,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1081|deer|buck|muzzleloader,2026,2027,DB1081,Deer,Buck,Muzzleloader,617,La Sal Mtns,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1082|deer|buck|muzzleloader,2026,2027,DB1082,Deer,Buck,Muzzleloader,622,Oquirrh-Stansbury,Limited Entry,,Historical 2025 draw only; season dates not validated in current DATABASE,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1083|deer|buck|muzzleloader,2026,2027,DB1083,Deer,Buck,Muzzleloader,634,Panguitch Lake,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1084|deer|buck|muzzleloader,2026,2027,DB1084,Deer,Buck,Muzzleloader,455,Boulder/Kaiparowits,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,25,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1085|deer|buck|muzzleloader,2026,2027,DB1085,Deer,Buck,Muzzleloader,618,"San Juan, Abajo Mtns",Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,29,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1086|deer|buck|muzzleloader,2026,2027,DB1086,Deer,Buck,Muzzleloader,614,Vernal/Bonanza,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,21,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1087|deer|buck|muzzleloader,2026,2027,DB1087,Deer,Buck,Muzzleloader,620,"Wasatch Mtns, West",Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,22,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1088|deer|buck|muzzleloader,2026,2027,DB1088,Deer,Buck,Muzzleloader,624,"West Desert, Tintic",Limited Entry,,Historical 2025 draw only; season dates not validated in current DATABASE,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1089|deer|buck|muzzleloader,2026,2027,DB1089,Deer,Buck,Muzzleloader,623,"West Desert, West",Limited Entry,,Historical 2025 draw only; season dates not validated in current DATABASE,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
"2026|DB1090|deer|buck|book cliffs, floy canyon",2026,2027,DB1090,Deer,Buck,"Book Cliffs, Floy Canyon",301,"Book Cliffs, Floy Canyon",Limited Entry,Max/Weighted Split,Nov 07 2026 - Nov 30 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1091|deer|buck|kaiparowits hamss,2026,2027,DB1091,Deer,Buck,Kaiparowits HAMSS,314,Kaiparowits (HAMS),Limited Entry,Max/Weighted Split,Nov 07 2026 - Nov 30 2026,24,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1094|deer|buck|muzzleloader,2026,2027,DB1094,Deer,Buck,Muzzleloader,864,Myton,Limited Entry,,Historical 2025 draw only; season dates not validated in current DATABASE,1,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1100|deer|buck|muzzleloader,2026,2027,DB1100,Deer,Buck,Muzzleloader,69,Chalk Creek,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,39,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1101|deer|buck|muzzleloader,2026,2027,DB1101,Deer,Buck,Muzzleloader,276,East Canyon,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,31,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1103|deer|buck|muzzleloader,2026,2027,DB1103,Deer,Buck,Muzzleloader,117,Morgan-South Rich,Limited Entry,Max/Weighted Split,Oct 28 2026 - Nov 05 2026,17,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
2026|DB1105|deer|buck|east canyon,2026,2027,DB1105,Deer,Buck,East Canyon,276,East Canyon,Limited Entry,Max/Weighted Split,Nov 07 2026 - Nov 30 2026,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2026_for_2027_canonical_yearly_draw_results.csv; pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,unique_identity
