identity_key,actual_draw_year,model_target_year,hunt_code,species,sex_type,weapon,boundary_id,hunt_name,hunt_type,draw_design,season,source_row_count,source_files,identity_status
2021|DB1332|deer|buck|any legal weapon,2021,2022,DB1332,Deer,Buck,Any Legal Weapon,874,West Ridge,CWMU,Max/Weighted Split,Contact Operator for 2026 season dates,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1333|deer|buck|any legal weapon,2021,2022,DB1333,Deer,Buck,Any Legal Weapon,878,5s Land And Livestock,CWMU,Max/Weighted Split,Contact Operator for 2026 season dates,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1334|deer|buck|any legal weapon,2021,2022,DB1334,Deer,Buck,Any Legal Weapon,526,"Alton, Cactus Buck",CWMU,Max/Weighted Split,Contact Operator for 2026 season dates,30,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1500|deer|either sex|archery,2021,2022,DB1500,Deer,Either Sex,Archery,628,Beaver,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1501|deer|either sex|archery,2021,2022,DB1501,Deer,Either Sex,Archery,607,Box Elder,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1502|deer|either sex|archery,2021,2022,DB1502,Deer,Either Sex,Archery,29,Cache,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1503|deer|either sex|archery,2021,2022,DB1503,Deer,Either Sex,Archery,619,"Central Mtns, Manti/san Rafael",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1504|deer|either sex|archery,2021,2022,DB1504,Deer,Either Sex,Archery,616,"Central Mtns, Nebo",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1506|deer|either sex|archery,2021,2022,DB1506,Deer,Either Sex,Archery,804,Fillmore,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1508|deer|either sex|archery,2021,2022,DB1508,Deer,Either Sex,Archery,611,Kamas,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1509|deer|either sex|archery,2021,2022,DB1509,Deer,Either Sex,Archery,617,"La Sal, La Sal Mtns",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1510|deer|either sex|archery,2021,2022,DB1510,Deer,Either Sex,Archery,629,Monroe,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1511|deer|either sex|archery,2021,2022,DB1511,Deer,Either Sex,Archery,630,Mt Dutton,General Season,Preference,Aug 15 2026 - Sept 11 2026,46,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1512|deer|either sex|archery,2021,2022,DB1512,Deer,Either Sex,Archery,615,Nine Mile,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1513|deer|either sex|archery,2021,2022,DB1513,Deer,Either Sex,Archery,612,North Slope,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1514|deer|either sex|archery,2021,2022,DB1514,Deer,Either Sex,Archery,609,Ogden,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1515|deer|either sex|archery,2021,2022,DB1515,Deer,Either Sex,Archery,622,Oquirrh - stansbury,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1516|deer|either sex|archery,2021,2022,DB1516,Deer,Either Sex,Archery,634,Panguitch Lake,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1517|deer|either sex|archery,2021,2022,DB1517,Deer,Either Sex,Archery,636,Pine Valley,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1518|deer|either sex|archery,2021,2022,DB1518,Deer,Either Sex,Archery,455,"Plateau, Boulder/kaiparowits",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1519|deer|either sex|archery,2021,2022,DB1519,Deer,Either Sex,Archery,633,"Plateau, Fishlake",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1520|deer|either sex|archery,2021,2022,DB1520,Deer,Either Sex,Archery,632,"Plateau, Thousand Lakes",General Season,Preference,,45,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1521|deer|either sex|archery,2021,2022,DB1521,Deer,Either Sex,Archery,618,"San Juan, Abajo Mtns",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1522|deer|either sex|archery,2021,2022,DB1522,Deer,Either Sex,Archery,614,"South Slope, Bonanza/vernal",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1523|deer|either sex|archery,2021,2022,DB1523,Deer,Either Sex,Archery,613,"South Slope, Yellowstone",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1524|deer|either sex|archery,2021,2022,DB1524,Deer,Either Sex,Archery,625,Southwest Desert,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1525|deer|either sex|archery,2021,2022,DB1525,Deer,Either Sex,Archery,621,"Wasatch Mtns, East",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1526|deer|either sex|archery,2021,2022,DB1526,Deer,Either Sex,Archery,620,"Wasatch Mtns, West",General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1527|deer|either sex|archery,2021,2022,DB1527,Deer,Either Sex,Archery,624,"West Desert, Tintic",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1528|deer|either sex|archery,2021,2022,DB1528,Deer,Either Sex,Archery,623,"West Desert, West",General Season,Preference,,23,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1529|deer|either sex|archery,2021,2022,DB1529,Deer,Either Sex,Archery,635,Zion,General Season,Preference,Aug 15 2026 - Sept 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1530|deer|either sex|any legal weapon,2021,2022,DB1530,Deer,Either Sex,Any Legal Weapon,628,Beaver,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1531|deer|either sex|any legal weapon,2021,2022,DB1531,Deer,Either Sex,Any Legal Weapon,607,Box Elder,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1532|deer|either sex|any legal weapon,2021,2022,DB1532,Deer,Either Sex,Any Legal Weapon,29,Cache,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1533|deer|either sex|any legal weapon,2021,2022,DB1533,Deer,Either Sex,Any Legal Weapon,619,"Central Mtns, Manti/san Rafael",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1534|deer|either sex|any legal weapon,2021,2022,DB1534,Deer,Either Sex,Any Legal Weapon,616,"Central Mtns, Nebo",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1536|deer|either sex|any legal weapon,2021,2022,DB1536,Deer,Either Sex,Any Legal Weapon,804,Fillmore,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1538|deer|either sex|any legal weapon,2021,2022,DB1538,Deer,Either Sex,Any Legal Weapon,611,Kamas,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1539|deer|either sex|any legal weapon,2021,2022,DB1539,Deer,Either Sex,Any Legal Weapon,617,"La Sal, La Sal Mtns",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1540|deer|either sex|any legal weapon,2021,2022,DB1540,Deer,Either Sex,Any Legal Weapon,629,Monroe,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1541|deer|either sex|any legal weapon,2021,2022,DB1541,Deer,Either Sex,Any Legal Weapon,630,Mt Dutton,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1542|deer|either sex|any legal weapon,2021,2022,DB1542,Deer,Either Sex,Any Legal Weapon,615,Nine Mile,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1543|deer|either sex|any legal weapon,2021,2022,DB1543,Deer,Either Sex,Any Legal Weapon,612,North Slope,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1544|deer|either sex|any legal weapon,2021,2022,DB1544,Deer,Either Sex,Any Legal Weapon,609,Ogden,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1545|deer|either sex|any legal weapon,2021,2022,DB1545,Deer,Either Sex,Any Legal Weapon,622,Oquirrh - stansbury,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1546|deer|either sex|any legal weapon,2021,2022,DB1546,Deer,Either Sex,Any Legal Weapon,634,Panguitch Lake,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1547|deer|either sex|any legal weapon,2021,2022,DB1547,Deer,Either Sex,Any Legal Weapon,636,Pine Valley,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1548|deer|either sex|any legal weapon,2021,2022,DB1548,Deer,Either Sex,Any Legal Weapon,455,"Plateau, Boulder/kaiparowits",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1549|deer|either sex|any legal weapon,2021,2022,DB1549,Deer,Either Sex,Any Legal Weapon,633,"Plateau, Fishlake",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1550|deer|either sex|any legal weapon,2021,2022,DB1550,Deer,Either Sex,Any Legal Weapon,632,"Plateau, Thousand Lakes",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1551|deer|either sex|any legal weapon,2021,2022,DB1551,Deer,Either Sex,Any Legal Weapon,618,"San Juan, Abajo Mtns",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1552|deer|either sex|any legal weapon,2021,2022,DB1552,Deer,Either Sex,Any Legal Weapon,614,"South Slope, Bonanza/vernal",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1553|deer|either sex|any legal weapon,2021,2022,DB1553,Deer,Either Sex,Any Legal Weapon,613,"South Slope, Yellowstone",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1554|deer|either sex|any legal weapon,2021,2022,DB1554,Deer,Either Sex,Any Legal Weapon,625,Southwest Desert,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1555|deer|either sex|any legal weapon,2021,2022,DB1555,Deer,Either Sex,Any Legal Weapon,621,"Wasatch Mtns, East",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1556|deer|either sex|any legal weapon,2021,2022,DB1556,Deer,Either Sex,Any Legal Weapon,620,"Wasatch Mtns, West",General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1557|deer|either sex|any legal weapon,2021,2022,DB1557,Deer,Either Sex,Any Legal Weapon,624,"West Desert, Tintic",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1558|deer|either sex|any legal weapon,2021,2022,DB1558,Deer,Either Sex,Any Legal Weapon,623,"West Desert, West",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1559|deer|either sex|any legal weapon,2021,2022,DB1559,Deer,Either Sex,Any Legal Weapon,635,Zion,General Season,Preference,Oct 17 2026 - Oct 25 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1560|deer|either sex|muzzleloader,2021,2022,DB1560,Deer,Either Sex,Muzzleloader,628,Beaver,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1561|deer|either sex|muzzleloader,2021,2022,DB1561,Deer,Either Sex,Muzzleloader,607,Box Elder,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1562|deer|either sex|muzzleloader,2021,2022,DB1562,Deer,Either Sex,Muzzleloader,29,Cache,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1563|deer|either sex|muzzleloader,2021,2022,DB1563,Deer,Either Sex,Muzzleloader,619,"Central Mtns, Manti/san Rafael",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1564|deer|either sex|muzzleloader,2021,2022,DB1564,Deer,Either Sex,Muzzleloader,616,"Central Mtns, Nebo",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1566|deer|either sex|muzzleloader,2021,2022,DB1566,Deer,Either Sex,Muzzleloader,804,Fillmore,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1568|deer|either sex|muzzleloader,2021,2022,DB1568,Deer,Either Sex,Muzzleloader,611,Kamas,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1569|deer|either sex|muzzleloader,2021,2022,DB1569,Deer,Either Sex,Muzzleloader,617,"La Sal, La Sal Mtns",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1570|deer|either sex|muzzleloader,2021,2022,DB1570,Deer,Either Sex,Muzzleloader,629,Monroe,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1571|deer|either sex|muzzleloader,2021,2022,DB1571,Deer,Either Sex,Muzzleloader,630,Mt Dutton,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1572|deer|either sex|muzzleloader,2021,2022,DB1572,Deer,Either Sex,Muzzleloader,615,Nine Mile,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1573|deer|either sex|muzzleloader,2021,2022,DB1573,Deer,Either Sex,Muzzleloader,612,North Slope,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1574|deer|either sex|muzzleloader,2021,2022,DB1574,Deer,Either Sex,Muzzleloader,609,Ogden,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1575|deer|either sex|muzzleloader,2021,2022,DB1575,Deer,Either Sex,Muzzleloader,622,Oquirrh - stansbury,General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1576|deer|either sex|muzzleloader,2021,2022,DB1576,Deer,Either Sex,Muzzleloader,634,Panguitch Lake,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1577|deer|either sex|muzzleloader,2021,2022,DB1577,Deer,Either Sex,Muzzleloader,636,Pine Valley,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1578|deer|either sex|muzzleloader,2021,2022,DB1578,Deer,Either Sex,Muzzleloader,455,"Plateau, Boulder/kaiparowits",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1579|deer|either sex|muzzleloader,2021,2022,DB1579,Deer,Either Sex,Muzzleloader,633,"Plateau, Fishlake",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1580|deer|either sex|muzzleloader,2021,2022,DB1580,Deer,Either Sex,Muzzleloader,632,"Plateau, Thousand Lakes",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1581|deer|either sex|muzzleloader,2021,2022,DB1581,Deer,Either Sex,Muzzleloader,618,"San Juan, Abajo Mtns",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1582|deer|either sex|muzzleloader,2021,2022,DB1582,Deer,Either Sex,Muzzleloader,614,"South Slope, Bonanza/vernal",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1583|deer|either sex|muzzleloader,2021,2022,DB1583,Deer,Either Sex,Muzzleloader,613,"South Slope, Yellowstone",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1584|deer|either sex|muzzleloader,2021,2022,DB1584,Deer,Either Sex,Muzzleloader,625,Southwest Desert,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1585|deer|either sex|muzzleloader,2021,2022,DB1585,Deer,Either Sex,Muzzleloader,621,"Wasatch Mtns, East",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1586|deer|either sex|muzzleloader,2021,2022,DB1586,Deer,Either Sex,Muzzleloader,620,"Wasatch Mtns, West",General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1587|deer|either sex|muzzleloader,2021,2022,DB1587,Deer,Either Sex,Muzzleloader,624,"West Desert, Tintic",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1588|deer|either sex|muzzleloader,2021,2022,DB1588,Deer,Either Sex,Muzzleloader,623,"West Desert, West",General Season,Preference,,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1589|deer|either sex|muzzleloader,2021,2022,DB1589,Deer,Either Sex,Muzzleloader,635,Zion,General Season,Preference,Sept 23 2026 - Oct 01 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1591|deer|either sex|any legal weapon,2021,2022,DB1591,Deer,Either Sex,Any Legal Weapon,804,Fillmore,General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1592|deer|either sex|any legal weapon,2021,2022,DB1592,Deer,Either Sex,Any Legal Weapon,611,Kamas,General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1593|deer|either sex|any legal weapon,2021,2022,DB1593,Deer,Either Sex,Any Legal Weapon,615,Nine Mile,General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1594|deer|either sex|any legal weapon,2021,2022,DB1594,Deer,Either Sex,Any Legal Weapon,634,Panguitch Lake,General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1595|deer|either sex|any legal weapon,2021,2022,DB1595,Deer,Either Sex,Any Legal Weapon,636,Pine Valley,General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1596|deer|either sex|any legal weapon,2021,2022,DB1596,Deer,Either Sex,Any Legal Weapon,633,"Plateau, Fishlake",General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1597|deer|either sex|any legal weapon,2021,2022,DB1597,Deer,Either Sex,Any Legal Weapon,635,Zion,General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
2021|DB1598|deer|either sex|any legal weapon,2021,2022,DB1598,Deer,Either Sex,Any Legal Weapon,612,North Slope,General Season,Preference,Oct 07 2026 - Oct 11 2026,68,data_truth\draw_results_truth\normalized\canonical_yearly\draw_results_2021_for_2022_canonical_yearly_draw_results.csv,unique_identity
