hunt_code,residency,points,algorithm_status,p_draw_mean,display_odds_text,reason_codes
MB6219,Resident,2,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,3,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,4,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,5,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,6,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,7,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,8,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,9,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,10,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,11,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,12,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,13,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,14,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,15,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,16,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,17,MODELED_BONUS,0.076923,~1 in 13.0 or 7.7%,Modeled by engine.utah_draw_predictive.special_bonus.|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,18,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,19,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,20,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,21,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,22,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,23,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,24,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,25,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,26,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,27,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,28,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,29,MODELED_BONUS,0.166667,~1 in 6.0 or 16.7%,Modeled by engine.utah_draw_predictive.special_bonus.|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6219,Resident,30,MODELED_BONUS,,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|INSUFFICIENT_DRAW_HISTORY
MB6222,Nonresident,,IN_SCOPE_MODEL_PENDING,,Not available,"Public CWMU big-game permits use the Utah bonus model and only promote rows with proven public-draw source data, valid quota, and modeled bonus probabilities.|IN_SCOPE_MODEL_PENDING_NO_PUBLIC_DRAW_ODDS|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_RATIO_DEFAULTED|QUOTA_UNCHANGED|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|INSUFFICIENT_DRAW_HISTORY"
MB6222,Resident,0,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,1,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,2,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,3,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,4,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,5,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,6,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,7,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,8,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,9,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,10,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,11,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,12,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,13,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,14,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,15,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,16,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,17,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,18,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,19,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,20,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,21,MODELED_BONUS,0.000000,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_ZERO_SUCCESS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,22,MODELED_BONUS,0.218750,~1 in 4.6 or 21.9%,Modeled by engine.utah_draw_predictive.special_bonus.|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|UNCERTAINTY_BAND_A
MB6222,Resident,23,MODELED_BONUS,,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|INSUFFICIENT_DRAW_HISTORY
MB6222,Resident,24,MODELED_BONUS,,Not available,Modeled by engine.utah_draw_predictive.special_bonus.|PRIOR_YEAR_NO_APPLICANTS|OFFICIAL_2026_QUOTA_USED|QUOTA_DECREASE|ROLLOVER_COMPONENT_MISSING|NO_HARVEST_FEATURE_ADJUSTMENT|INSUFFICIENT_DRAW_HISTORY
