bucket,hunt_code,hunt_name,species,permit_type,draw_system_type,algorithm_status,present_in_ml_draw_predictions_v1,present_in_draw_reality_engine_predictive_v2,present_in_hunt_master_enriched,present_in_hunt_unit_reference_linked,reason_not_modeled,recommended_action
in_database_not_modeled,DA1004,"Mt Dutton, Circleville South",Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1007,"Panguitch Lake, Panguitch Valley",Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1011,George Creek,Deer,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1012,Junction Valley,Deer,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1013,Mt Carmel,Deer,CWMU,BONUS_CWMU_BIG_GAME|PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1017,"Pine Valley, Enterprise",Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1026,Chalk Creek,Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1028,"East Canyon, Davis-north Salt Lake",Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1029,"Nine Mile, Green River Valley",Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1039,East Canyon,Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1040,East Canyon,Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1043,"Antlerless Deer - Southwest Desert, Cedar Valley",Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1044,Myton,Deer,General Season,PREFERENCE_ANTLERLESS_DEER|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1050,The Rose of Snowville,Deer,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DA1051,Beaver City,Deer,General Season,,,NO,NO,NO,NO,DATABASE_ONLY_NOT_IN_ACTIVE_FEED,Present in canonical database only; absent from active runtime reference surfaces.
in_database_not_modeled,DB0001,Navajo Nation SER permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0002,Navajo Nation SER permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0003,Navajo Nation SER permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0004,Navajo Nation SR permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0005,Navajo Nation SR permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0006,Navajo Nation SR permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0008,Deer Extended,Deer,O.T.C.,OTC_OR_REMAINING_TARGET|RANDOM_ONLY_TARGET|YOUTH_GENERAL_DEER_RESERVE,EXCLUDED_NOT_PREDICTIVE_DRAW|IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB0009,Antelope Island,Deer,Conservation,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0010,Navajo Nation SR permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0011,Navajo Nation SR permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0012,Navajo Nation SR permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB0013,Navajo Nation SR permit area,Deer,Tribal,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB1027,Chalk Creek/east Canyon/morgan-south Rich,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1036,Thousand Lakes,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1056,Book Cliffs,Deer,Conservation,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB1059,Beaver,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1075,Book Cliffs,Deer,Conservation,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB1076,Book Cliffs,Deer,Conservation,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB1082,Oquirrh-Stansbury,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1088,"West Desert, Tintic",Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1089,"West Desert, West",Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1092,Morgan-south Rich,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1094,Myton,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1118,Dolores Triangle,Deer,Conservation,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,DB1200,Alton,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1201,Alton,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1202,Antelope Creek,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1203,Avintaquin Canyon,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1204,Bally Watts,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1205,Bar J Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1206,Bear Mountain,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1207,Bear Springs,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1208,Blackhawk,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1209,Blind Spring,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1210,Blue Creek,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1211,Blue Spring Hills,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1212,Bluebell,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1213,Boobe Hole,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1215,Buckhorn Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1216,Castle Valley Outdoors,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1217,Causey Spring,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1219,Chimney Rock,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1222,Coldwater Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1223,Conover-jensen,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1224,Cotton Thomas,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1227,Deer Haven,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1228,Deseret,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1229,Dilly Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1230,Double R Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1231,Dove Creek,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1232,Durst Mountain,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1233,East Fork Chalk Creek,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1234,East Zion,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1236,Engineer Springs,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1237,Ensign Ranches,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1238,Folly Ridge,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1239,Fort Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1240,George Creek,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1241,Golden Spike,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1242,Grass Valley/Clark Canyon,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1243,Grazing Pasture,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1244,Green Canyon,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1245,Guildersleeve,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1246,Hardscrabble,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1248,Heaston East,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1249,Hiawatha,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1250,Indian Creek,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1251,Indian Head,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1252,Ingham Peak,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1253,Circle E Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1255,Johnson Mtn Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1256,Junction Valley,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1257,Lazy H Ranch,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1258,Little Red Creek,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1259,Tunnel Hollow,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1260,Middle Ridge,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1261,Minnie Maud Ridge,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1263,Moon Ranch,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1264,Mountain Meadow,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1265,Mountain Top,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1266,Mt Carmel,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1267,Neil Creek,Deer,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1269,North Promontory,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,DB1270,Nucor West,Deer,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
