hunt_code,year,residency,points,eligible_applicants,total_drawn,bonus_permits,regular_permits,total_permits,status,success_ratio,hunt_name,source_file,page_number,p_draw_percent
DB1001,2025,Resident,2,46,0,0,0,0,,,Premium Le Archery Buck Deer - Paunsaugunt - Archery,2025 LE Deer Draw Results.pdf,3,0.0
DB1001,2025,Resident,1,37,0,0,0,0,,,Premium Le Archery Buck Deer - Paunsaugunt - Archery,2025 Big Game Draw Results.pdf,3,0.0
DB1001,2025,Resident,1,37,0,0,0,0,,,Premium Le Archery Buck Deer - Paunsaugunt - Archery,2025 LE Deer Draw Results.pdf,3,0.0
DB1001,2025,Resident,0,52,0,0,0,0,,,Premium Le Archery Buck Deer - Paunsaugunt - Archery,2025 Big Game Draw Results.pdf,3,0.0
DB1001,2025,Resident,0,52,0,0,0,0,,,Premium Le Archery Buck Deer - Paunsaugunt - Archery,2025 LE Deer Draw Results.pdf,3,0.0
DB1002,2025,Resident,29,2,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,29,2,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,28,4,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,28,4,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,27,6,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,27,6,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,26,7,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,26,7,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,25,13,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,25,13,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,24,23,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,24,23,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,23,22,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,23,22,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,22,39,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,22,39,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,21,32,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,21,32,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,20,43,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,20,43,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,19,52,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,19,52,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,18,39,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,18,39,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,17,62,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,17,62,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,16,65,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,16,65,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,15,70,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,15,70,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,14,70,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,14,70,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,13,80,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,13,80,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,12,83,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,12,83,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,11,79,1,0,1,1,,1 in 79.0,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,1.2658227848101267
DB1002,2025,Resident,11,79,1,0,1,1,,1 in 79.0,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,1.2658227848101267
DB1002,2025,Resident,10,79,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,10,79,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,9,72,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,9,72,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,8,76,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,8,76,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,7,77,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,7,77,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,6,73,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,6,73,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,5,88,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,5,88,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,4,102,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,4,102,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,3,90,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,3,90,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,2,91,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,2,91,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,1,121,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,1,121,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1002,2025,Resident,0,141,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 Big Game Draw Results.pdf,4,0.0
DB1002,2025,Resident,0,141,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Antelope Island - Any Legal Weapon,2025 LE Deer Draw Results.pdf,4,0.0
DB1003,2025,Nonresident,28,10,2,2,0,2,,1 in 5.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,20.0
DB1003,2025,Nonresident,28,10,2,2,0,2,,1 in 5.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,20.0
DB1003,2025,Nonresident,27,9,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,27,9,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,26,18,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,26,18,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,25,20,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,25,20,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,24,31,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,24,31,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,23,25,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,23,25,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,22,40,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,22,40,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,21,32,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,21,32,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,20,50,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,20,50,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,19,37,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,19,37,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,18,50,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,18,50,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,17,65,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,17,65,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,16,357,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,16,357,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,15,152,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,15,152,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,14,145,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,14,145,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,13,110,1,0,1,1,,1 in 110.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.9090909090909091
DB1003,2025,Nonresident,13,110,1,0,1,1,,1 in 110.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.9090909090909091
DB1003,2025,Nonresident,12,121,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,12,121,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,11,137,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,11,137,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,10,135,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,10,135,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,9,145,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,9,145,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,8,154,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,8,154,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,7,146,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,7,146,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,6,136,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,6,136,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,5,124,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,5,124,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,4,136,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,4,136,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,3,147,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,3,147,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,2,158,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,2,158,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,1,346,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,1,346,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,0,375,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Nonresident,0,375,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,26,3,3,3,0,3,,1 in 1.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,100.0
DB1003,2025,Resident,26,3,3,3,0,3,,1 in 1.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,100.0
DB1003,2025,Resident,25,36,8,8,0,8,,1 in 4.5,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,22.22222222222222
DB1003,2025,Resident,25,36,8,8,0,8,,1 in 4.5,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,22.22222222222222
DB1003,2025,Resident,24,40,2,0,2,2,,1 in 20.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,5.0
DB1003,2025,Resident,24,40,2,0,2,2,,1 in 20.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,5.0
DB1003,2025,Resident,23,62,2,0,2,2,,1 in 31.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,3.225806451612903
DB1003,2025,Resident,23,62,2,0,2,2,,1 in 31.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,3.225806451612903
DB1003,2025,Resident,22,60,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,22,60,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,21,68,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,21,68,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,20,87,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,20,87,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,19,91,1,0,1,1,,1 in 91.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,1.098901098901099
DB1003,2025,Resident,19,91,1,0,1,1,,1 in 91.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,1.098901098901099
DB1003,2025,Resident,18,105,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,18,105,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,17,100,1,0,1,1,,1 in 100.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,1.0
DB1003,2025,Resident,17,100,1,0,1,1,,1 in 100.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,1.0
DB1003,2025,Resident,16,106,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,16,106,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,15,113,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,15,113,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,14,118,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,14,118,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,13,115,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.0
DB1003,2025,Resident,13,115,0,0,0,0,,,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.0
DB1003,2025,Resident,12,99,1,0,1,1,,1 in 99.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,1.0101010101010102
DB1003,2025,Resident,12,99,1,0,1,1,,1 in 99.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,1.0101010101010102
DB1003,2025,Resident,11,105,1,0,1,1,,1 in 105.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,0.9523809523809524
DB1003,2025,Resident,11,105,1,0,1,1,,1 in 105.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 LE Deer Draw Results.pdf,5,0.9523809523809524
DB1003,2025,Resident,10,94,1,0,1,1,,1 in 94.0,Premium Le Alw (rifle) Buck Deer - Henry Mtns -Any Legal Weapon,2025 Big Game Draw Results.pdf,5,1.0638297872340425
