source_year,hunt_code,residency,points,species,hunt_name,weapon,public_permits_2025,max_point_permits_2025,random_permits_2025,guaranteed_at_2025,applicants_2025,odds_2025_actual,odds_2025_actual_pct,source_layer,source_origin
2025,DB1246,Nonresident,10,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,9,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,8,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,7,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,6,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,5,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,4,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,3,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,2,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,1,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1246,Nonresident,0,Deer,Hardscrabble,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,32,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,31,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,30,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,29,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,28,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,27,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,26,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,25,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,24,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,23,Deer,Heaston East,Any Legal Weapon,2,1,1,23,1,1 in 1.0,100.000,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,22,Deer,Heaston East,Any Legal Weapon,2,1,1,23,4,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,21,Deer,Heaston East,Any Legal Weapon,2,1,1,23,6,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,20,Deer,Heaston East,Any Legal Weapon,2,1,1,23,3,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,19,Deer,Heaston East,Any Legal Weapon,2,1,1,23,5,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,18,Deer,Heaston East,Any Legal Weapon,2,1,1,23,3,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,17,Deer,Heaston East,Any Legal Weapon,2,1,1,23,2,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,16,Deer,Heaston East,Any Legal Weapon,2,1,1,23,6,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,15,Deer,Heaston East,Any Legal Weapon,2,1,1,23,7,1 in 7.0,14.286,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,14,Deer,Heaston East,Any Legal Weapon,2,1,1,23,5,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,13,Deer,Heaston East,Any Legal Weapon,2,1,1,23,5,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,12,Deer,Heaston East,Any Legal Weapon,2,1,1,23,3,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,11,Deer,Heaston East,Any Legal Weapon,2,1,1,23,8,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,10,Deer,Heaston East,Any Legal Weapon,2,1,1,23,1,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,9,Deer,Heaston East,Any Legal Weapon,2,1,1,23,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,8,Deer,Heaston East,Any Legal Weapon,2,1,1,23,4,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,7,Deer,Heaston East,Any Legal Weapon,2,1,1,23,4,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,6,Deer,Heaston East,Any Legal Weapon,2,1,1,23,6,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,5,Deer,Heaston East,Any Legal Weapon,2,1,1,23,4,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,4,Deer,Heaston East,Any Legal Weapon,2,1,1,23,6,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,3,Deer,Heaston East,Any Legal Weapon,2,1,1,23,8,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,2,Deer,Heaston East,Any Legal Weapon,2,1,1,23,2,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,1,Deer,Heaston East,Any Legal Weapon,2,1,1,23,3,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Resident,0,Deer,Heaston East,Any Legal Weapon,2,1,1,23,6,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,32,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,31,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,30,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,29,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,28,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,27,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,26,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,25,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,24,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,23,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,22,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,21,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,20,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,19,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,18,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,17,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,16,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,15,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,14,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,13,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,12,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,11,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,10,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,9,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,8,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,7,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,6,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,5,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,4,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,3,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,2,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,1,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1248,Nonresident,0,Deer,Heaston East,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,32,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,31,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,30,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,29,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,28,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,27,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,26,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,25,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,24,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,23,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,22,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,21,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,20,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,19,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,18,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,17,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,16,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,15,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,14,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,13,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,12,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,11,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,10,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,9,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,8,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,7,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,6,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,5,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,1,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,4,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,3,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,2,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,2,1 in 2.0,50.000,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,1,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Resident,0,Deer,Hiawatha,Any Legal Weapon,1,0,1,0,3,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,32,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,31,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,30,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,29,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,28,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,27,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,26,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,25,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,24,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,23,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,22,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,21,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,20,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,19,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,18,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,17,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,16,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,15,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,14,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,13,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,12,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,11,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,10,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,9,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,8,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,7,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,6,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,5,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,4,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,3,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,2,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,1,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1249,Nonresident,0,Deer,Hiawatha,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,32,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,31,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,30,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,29,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,28,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,27,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,26,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,25,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,24,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,23,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,22,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,21,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,20,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,19,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,18,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,17,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,16,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,15,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,14,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,13,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,12,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,11,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,10,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,9,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,8,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,7,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,6,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,5,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,1,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,4,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,3,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,2,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,2,1 in 2.0,50.000,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,1,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Resident,0,Deer,Indian Creek,Any Legal Weapon,1,0,1,0,2,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,32,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,31,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,30,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,29,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,28,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,27,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,26,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,25,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,24,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,23,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,22,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,21,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,20,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,19,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,18,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,17,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
2025,DB1250,Nonresident,16,Deer,Indian Creek,Any Legal Weapon,0,0,0,0,0,N/A,,draw_breakdown_2025,2025 raw PDFs
