hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_res,recommended_nr,recommended_total,database_alignment,reconciliation_status,winner_source,confidence,source_support_count,source_presence,conflicting_sources,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,prior_unresolved_classification,prior_unresolved_sources,remaining_split_bucket,remaining_matching_sources
EA1149,Minnie Maud Ridge CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,16,0,16,16,0,16,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
EA1176,Weber Florence Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,REVIEWED_OVERRIDE,REVIEWED_OVERRIDE_CONFIRMED,1,REVIEWED_OVERRIDE|HANUMBER|DATABASE,HANUMBER,PROMOTE_REVIEWED_OVERRIDE,Reviewed override selected from explicit user-confirmed correction.,OK,DATABASE_ONLY,DATABASE_ONLY,,REVIEWED_OVERRIDE_USER_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
EA1193,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Jan 15 2027,31,4,35,31,4,35,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EA1208,Nebo,Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Jan 31 2027,292,33,325,292,33,325,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EA1222,"Beaver, East",Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2026 - Dec 11 2026,36,4,40,36,4,40,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EA1223,"Beaver, East",Elk,Antlerless,Any Legal Weapon,General Season,Dec 12 2026 - Dec 26 2026,36,4,40,36,4,40,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EA1251,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,Any Legal Weapon,General Season,Aug 01 2026 - Aug 13 2026,11,1,12,11,1,12,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
EA1252,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,Any Legal Weapon,General Season,Oct 07 2024 - Oct 30 2024,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,CORE_REVIEW,,
EA1266,"Box Elder, Hansel Mtn",Elk,Antlerless,Any Legal Weapon,General Season,Aug 01 2026 - Jan 31 2027,27,3,30,27,3,30,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EA1267,Cache,Elk,Antlerless,Any Legal Weapon,General Season,Oct 03 2026 - Oct 25 2026,180,20,200,180,20,200,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
EA1269,Ogden (Excludes Hyrum),Elk,Antlerless,Any Legal Weapon,General Season,Dec 01 2026 - Dec 31 2026,270,30,300,270,30,300,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EA1284,Panguitch Lake,Elk,Antlerless,Muzzleloader,General Season,Oct 28 2026 - Nov 05 2026,49,6,55,49,6,55,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EA1285,Panguitch Lake,Elk,Antlerless,Any Legal Weapon,General Season,Dec 12 2026 - Dec 20 2026,22,3,25,22,3,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
EA1288,"Manti, Ferron Lower Escarpment",Elk,Antlerless,Any Legal Weapon,General-Season,Sept 16 2026 - Nov 13 2026,36,4,40,36,4,40,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1289,"Manti, Ferron Lower Escarpment",Elk,Antlerless,Any Legal Weapon,General-Season,Nov 14 2026 - Dec 21 2026,36,4,40,36,4,40,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1290,"Manti, Ferron Lower Escarpment",Elk,Antlerless,Any Legal Weapon,General-Season,Dec 22 2026 - Jan 31 2027,36,4,40,36,4,40,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1291,"Mt Dutton, North",Elk,Antlerless,Any Legal Weapon,General-Season,Nov 21 2026 - Dec 06 2026,72,8,80,72,8,80,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1292,"Mt Dutton, North",Elk,Antlerless,Any Legal Weapon,General-season,Dec 19 2026 - Jan 10 2027,72,8,80,72,8,80,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1293,"North Slope, Three Corners",Elk,Antlerless,Any Legal Weapon,General-Season,Oct 03 2026 - Oct 16 2026,22,3,25,22,3,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1294,"Paunsaugunt, East Creek",Elk,Antlerless,Any Legal Weapon,General-Season,Aug 01 2026 - Aug 12 2026,22,3,25,22,3,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1295,"Wasatch Mtns, Avintaquin",Elk,Antlerless,Muzzleloader,General-Season,Oct 28 2026 - Nov 05 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1296,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Muzzleloader,General-Season,Oct 28 2026 - Nov 05 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1297,"Wasatch Mtns, Red Creek West",Elk,Antlerless,Any Legal Weapon,General-Season,Dec 12 2026 - Dec 20 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1298,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,Antlerless,Any Legal Weapon,General-Season,Dec 12 2026 - Dec 20 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1299,"Wasatch Mtns, West-Central",Elk,Antlerless,Any Legal Weapon,General-Season,Nov 21 2026 - Nov 29 2026,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1300,"Wasatch Mtns, West-Central",Elk,Antlerless,Any Legal Weapon,General-Season,Jan 23 2027 - Jan 31 2027,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA1301,The Dirty Dozen,Elk,Antlerless,Any Legal Weapon,General-Season,Contact Operator for 2026 season dates,10,0,10,10,0,10,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,DATABASE_MISSING,CORE_REVIEW,,
EA2033,Kamas,Elk,Antlerless,Archery,General Season,Aug 15 2026 - Sept 16 2026,180,20,200,180,20,200,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,Any Legal Weapon,General Season,Nov 07 2026 - Jan 31 2027,63,7,70,63,7,70,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HUNTTABLE
EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,1,,,1,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,UTAHDRAWS,MEDIUM_SINGLE_SOURCE,1,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,utahdraws selected as the only non-database source with permit values.,OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,RECONCILED_2026_USER_CONFIRMED_EB1000_TOTAL_ONLY,CONSERVATION_SYNTHETIC_DISPLAY_CODE_REQUIRED,CORE_REVIEW,,
EB3000,"Beaver, East",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,22,3,25,22,3,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3003,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,9,1,10,9,1,10,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3005,"Cache, South",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,10,1,11,10,1,11,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3006,Manti,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,148,17,165,148,17,165,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3008,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,19,2,21,19,2,21,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3009,La Sal Mtns,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,36,4,40,36,4,40,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3011,Mt Dutton,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,19,2,21,19,2,21,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3015,Panguitch Lake,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,17,2,19,17,2,19,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3018,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,84,9,93,84,9,93,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
EB3019,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,29,3,32,29,3,32,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,REVIEW_SOURCE_CONFLICT,2,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,UTAHDRAWS,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,DATABASE_MATCHES_RECOMMENDED,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,true_source_conflicts,HANUMBER|HUNTTABLE
