source_label,source_role,source_path,hunt_code,hunt_name,species,hunt_type,weapon,in_source,in_database,in_active_reconciliation,in_retired_ledger,status
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BI6532,"Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Archery,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BI6534,"Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BI6535,"Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BI6536,"Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BI6537,"Book Cliffs, Little Creek/South",Bison,Once-in-a-lifetime,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BI6538,"Nine Mile, Private Lands Only",Bison,General Season,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BI6539,Henry Mtns,Bison,Once-in-a-lifetime,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1000,Black Bear - Statewide Permit,Black Bear,Statewide,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1001,Black Bear Harvest Objective Units,Black Bear,Harvest Objective,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1007,Black Bear Pursuit - Resident,Black Bear,Pursuit,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1008,Book Cliffs,Black Bear,Restricted Pursuit - Summer,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1009,La Sal,Black Bear,Restricted Pursuit - Summer,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1010,San Juan,Black Bear,Restricted Pursuit - Summer,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1011,Book Cliffs,Black Bear,Restricted Pursuit - Late Summer,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1012,La Sal,Black Bear,Restricted Pursuit - Late Summer,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1013,San Juan,Black Bear,Restricted Pursuit - Late Summer,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1015,Book Cliffs,Black Bear,Restricted Pursuit - Spring,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1016,San Juan,Black Bear,Restricted Pursuit - Spring,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1017,La Sal,Black Bear,Restricted Pursuit - Spring,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Pursuit,Pursuit Only,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7000,Beaver,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7001,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7003,Manti North,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7004,Manti South/San Rafael North,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7005,Nebo,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7007,Fillmore Pahvant,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7008,La Sal,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7009,Mt Dutton,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7010,Panguitch Lake/Zion,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7011,Paunsaugunt,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7012,Boulder/Kaiparowits,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7013,Fishlake/Thousand Lakes,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7014,San Juan,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7015,Diamond Mtn/Vernal/Bonanza,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7016,Wasatch Mtns West-Central,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7017,Cache/Ogden,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7018,Kamas/North Slope Summit,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7019,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7020,Monroe,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7021,Dolores Triangle,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7022,La Sal Mtns,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7100,Beaver,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7102,Book Cliffs Little Creek Roadless,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7104,Manti North,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7105,Manti South/San Rafael North,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7106,Nebo,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7108,La Sal,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7109,Mt Dutton,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7110,Nine Mile,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7112,Panguitch Lake/Zion,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7113,Paunsaugunt,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7114,Boulder/Kaiparowits,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7115,Fishlake/Thousand Lakes,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7116,San Juan,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7117,Diamond Mtn/Vernal/Bonanza,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7118,Yellowstone,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7119,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7120,Wasatch Mtns West-Central,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7121,Cache/Ogden,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7122,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7123,Kamas/North Slope Summit,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7124,Fillmore Pahvant,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7125,Monroe,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7126,Dolores Triangle,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7127,La Sal Mtns,Black Bear,Limited Entry - Summer,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7200,Beaver,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7201,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7203,Manti North,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7204,Manti South/San Rafael North,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7205,Nebo,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7207,Fillmore Pahvant,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7208,La Sal,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7210,Mt Dutton,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7211,Nine Mile,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7212,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7213,Panguitch Lake/Zion,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7214,Paunsaugunt,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7215,Boulder/Kaiparowits,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7216,Fishlake/Thousand Lakes,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7217,San Juan,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7218,Diamond Mtn/Vernal/Bonanza,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7219,Yellowstone,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7220,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7221,Wasatch Mtns West-Central,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7224,Book Cliffs Little Creek Roadless,Black Bear,Limited Entry - Spring,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7225,Book Cliffs Little Creek Roadless,Black Bear,Spot and Stalk,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7228,Cache/Ogden,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7229,Kamas/North Slope Summit,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7237,Monroe,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7238,Dolores Triangle,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7239,La Sal Mtns,Black Bear,Limited Entry - Fall,Any Legal Weapon,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7300,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7301,Book Cliffs Little Creek Roadless,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7303,Manti North,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7304,Manti South/San Rafael North,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7305,Nebo,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7307,La Sal,Black Bear,Multiseason - Conservation,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7308,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7309,Panguitch Lake/Zion,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7310,Boulder/Kaiparowits,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7311,Fishlake/Thousand Lakes,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
DATABASE.csv,truth_current_database,pipeline\RAW\hunt_unit_database\2026\csv\DATABASE.csv,BR7312,San Juan,Black Bear,Limited Entry - Multiseason,Multiseason,True,True,True,False,MATCHES_ACTIVE_DATABASE
