hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_shape,source_file,source_sha256,source_row_start,source_continuation_rows_collapsed,validation_status
DB1237,Ensign Ranches CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,238,239,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1238,Folley Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,240,241,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1239,Fort Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,242,243,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1240,George Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,244,245,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1241,Golden Spike CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,246,247,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1242,Grass Valley/Clark Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,14,0,14,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,248,249,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1243,Grazing Pasture CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,250,251,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1244,Green Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,252,253,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1245,Guildersleeve CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,254,255,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1246,Hardscrabble CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,256,257,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1248,Heaston East CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,258,259,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1249,Hiawatha CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,260,261,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1250,Indian Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,262,263,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1251,Indian Head CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,264,265,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1252,Ingham Peak CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,266,267,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1253,Circle E Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,268,269,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1255,Johnson Mountain Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,270,271,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1256,Junction Valley CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,272,273,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1258,Little Red Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,274,275,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1259,Tunnel Hollow CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,276,277,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1260,Middle Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,278,279,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1261,Minnie Maud Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,280,281,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1263,Moon Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,282,283,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1264,Mountain Meadow CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,284,285,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1265,Mountain Top CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,286,287,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1266,Mt Carmel CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,288,289,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1269,North Promontory CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,290,291,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1270,Nucor West CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,292,293,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1271,Oak Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,294,295,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1272,Old Woman Plateau CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,296,297,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1273,Park Valley Hereford CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,6,0,6,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,298,299,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1274,Patmos Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,300,301,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1275,Pine Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,302,303,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1277,Pocatello Valley CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,304,305,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1279,Preston Nutter Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,306,307,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1280,Promontory Point CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,308,309,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1281,Rattlesnake Pass CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,310,311,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1282,Redd Ranches CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,312,313,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1283,Roan Cliffs CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,314,315,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1285,Sand Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,316,317,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1286,Pisgah Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,318,319,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1287,Scofield Canyons CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,320,321,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1288,Scofield West CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,322,323,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1289,Sharp Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,324,325,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1290,Skull Crack CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,326,327,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1291,Skull Valley South CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,328,329,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1292,Soldier Summit CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,330,331,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1293,South Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,332,333,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1294,Spring Creek Acres CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,334,335,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1295,Spring Creek/Dodge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,6,0,6,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,336,337,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1298,Strawberry Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,338,339,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1299,Summit Point CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,340,341,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1300,Thatcher Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,342,343,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1301,Three C CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,344,345,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1303,North Peaks CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,346,347,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1304,Two Bear CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,348,349,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1305,Wallsburg CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,350,351,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1306,Washakie CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,352,353,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1308,West Hills CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,354,355,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1309,West Willow Creek Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,356,357,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1310,White's Valley CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,358,359,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1312,Woodruff Creek South CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,360,361,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1317,Jacob's Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,362,363,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1322,Pahvant Ensign CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,364,365,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
DB1323,Rock House CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26,366,367,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED
