hunt_code,field_name,strict_status,resolved_status,discrepancy_cause,action_taken,feeder_values,target_values,feeder_values_numeric_normalized,target_values_numeric_normalized,rationale
EB3120,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,11,11,11,11,Exact match.
EB3120,average_harvest_age,MISMATCH,ACCEPTABLE_INTENTIONAL_DIVERGENCE,source hierarchy mismatch,acceptable intentional divergence,6.9,6.6,6.9,6.6,Target follows annual harvest-age source; ladder diverges.
EB3121,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.1|0.2|0.3|1.3|21.8|99.9,0|1.3|10|20|21.8|30|99.9,0|0.1|0.2|0.3|1.3|21.8|99.9,0|1.3|10|20|21.8|30|99.9,Values differ only by precision/rounding format.
EB3121,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.000089|0.000179|0.000268|0.000357|0.000447|0.000536|0.000625|0.000715|0.000804|0.000893|0.000982|0.001071|0.001160|0.001249|0.001339|0.001428|0.001517|0.001695|0.001784|0.001873|0.001962|0.002051|0.002140|0.002228|0.002317|0.002406|0.002495|0.002584|0.013363|0.218272|0.998750,0|0.0001|0.0002|0.0003|0.0004|0.0005|0.0006|0.0007|0.0008|0.0009|0.001|0.0011|0.0012|0.0013|0.0014|0.0015|0.0017|0.0018|0.0019|0.002|0.0021|0.0022|0.0023|0.0024|0.0025|0.0026|0.0134|0.2183|0.9988,0|0.000179|0.000268|0.000357|0.000447|0.000536|0.000625|0.000715|0.000804|0.000893|0.000982|0.001071|0.00116|0.001249|0.001339|0.001428|0.001517|0.001695|0.001784|0.001873|0.001962|0.002051|0.00214|0.002228|0.002317|0.002406|0.002495|0.002584|0.013363|0.218272|0.99875|8.9e-05,0|0.0001|0.0002|0.0003|0.0004|0.0005|0.0006|0.0007|0.0008|0.0009|0.001|0.0011|0.0012|0.0013|0.0014|0.0015|0.0017|0.0018|0.0019|0.002|0.0021|0.0022|0.0023|0.0024|0.0025|0.0026|0.0134|0.2183|0.9988,Values differ only by precision/rounding format.
EB3121,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.168272|0.948750,0|0.1683|0.9487,0|0.168272|0.94875,0|0.1683|0.9487,Values differ only by precision/rounding format.
EB3121,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.050089|0.050179|0.050268|0.050357|0.050447|0.050536|0.050625|0.050715|0.050804|0.050893|0.050982|0.051071|0.051160|0.051249|0.051339|0.051428|0.051517|0.051695|0.051784|0.051873|0.051962|0.052051|0.052140|0.052228|0.052317|0.052406|0.052495|0.052584|0.063363|0.268272|1.000000,0.05|0.0501|0.0502|0.0503|0.0504|0.0505|0.0506|0.0507|0.0508|0.0509|0.051|0.0511|0.0512|0.0513|0.0514|0.0515|0.0517|0.0518|0.0519|0.052|0.0521|0.0522|0.0523|0.0524|0.0525|0.0526|0.0634|0.2683|1,0.05|0.050089|0.050179|0.050268|0.050357|0.050447|0.050536|0.050625|0.050715|0.050804|0.050893|0.050982|0.051071|0.05116|0.051249|0.051339|0.051428|0.051517|0.051695|0.051784|0.051873|0.051962|0.052051|0.05214|0.052228|0.052317|0.052406|0.052495|0.052584|0.063363|0.268272|1,0.05|0.0501|0.0502|0.0503|0.0504|0.0505|0.0506|0.0507|0.0508|0.0509|0.051|0.0511|0.0512|0.0513|0.0514|0.0515|0.0517|0.0518|0.0519|0.052|0.0521|0.0522|0.0523|0.0524|0.0525|0.0526|0.0634|0.2683|1,Values differ only by precision/rounding format.
EB3121,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,4,4,4,4,Exact match.
EB3121,average_harvest_age,MISMATCH,ACCEPTABLE_INTENTIONAL_DIVERGENCE,source hierarchy mismatch,acceptable intentional divergence,7.6,7.9,7.6,7.9,Target follows annual harvest-age source; ladder diverges.
EB3122,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.1|0.2|0.3|0.4|40.5|80.5|99.8,0|10|20|30|40|40.5|80.5|99.8,0|0.1|0.2|0.3|0.4|40.5|80.5|99.8,0|10|20|30|40|40.5|80.5|99.8,Values differ only by precision/rounding format.
EB3122,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.000296|0.000591|0.000887|0.001183|0.001478|0.001774|0.002070|0.002365|0.002661|0.002957|0.003252|0.003548|0.003844|0.004139|0.004435|0.405322|0.804731|0.997500,0|0.0003|0.0006|0.0009|0.0012|0.0015|0.0018|0.0021|0.0024|0.0027|0.003|0.0033|0.0035|0.0038|0.0041|0.0044|0.4053|0.8047|0.9975,0|0.000296|0.000591|0.000887|0.001183|0.001478|0.001774|0.00207|0.002365|0.002661|0.002957|0.003252|0.003548|0.003844|0.004139|0.004435|0.405322|0.804731|0.9975,0|0.0003|0.0006|0.0009|0.0012|0.0015|0.0018|0.0021|0.0024|0.0027|0.003|0.0033|0.0035|0.0038|0.0041|0.0044|0.4053|0.8047|0.9975,Values differ only by precision/rounding format.
EB3122,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.355322|0.754731|0.947500,0|0.3553|0.7547|0.9475,0|0.355322|0.754731|0.9475,0|0.3553|0.7547|0.9475,Values differ only by precision/rounding format.
EB3122,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.050296|0.050591|0.050887|0.051183|0.051478|0.051774|0.052070|0.052365|0.052661|0.052957|0.053252|0.053548|0.053844|0.054139|0.054435|0.455322|0.854731|1.000000,0.05|0.0503|0.0506|0.0509|0.0512|0.0515|0.0518|0.0521|0.0524|0.0527|0.053|0.0533|0.0535|0.0538|0.0541|0.0544|0.4553|0.8547|1,0.05|0.050296|0.050591|0.050887|0.051183|0.051478|0.051774|0.05207|0.052365|0.052661|0.052957|0.053252|0.053548|0.053844|0.054139|0.054435|0.455322|0.854731|1,0.05|0.0503|0.0506|0.0509|0.0512|0.0515|0.0518|0.0521|0.0524|0.0527|0.053|0.0533|0.0535|0.0538|0.0541|0.0544|0.4553|0.8547|1,Values differ only by precision/rounding format.
EB3122,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,3,3,3,3,Exact match.
EB3122,average_harvest_age,MISMATCH,ACCEPTABLE_INTENTIONAL_DIVERGENCE,source hierarchy mismatch,acceptable intentional divergence,7,7.1,7,7.1,Target follows annual harvest-age source; ladder diverges.
EB3124,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.1|0.2|0.3|0.4|0.5|0.6|10.3|100.0|13.2|3.5|32.2|5.4|5.5|6.2|6.3|7.5|87.5|95.8,0|10|10.3|100|13.2|20|3.5|30|32.2|40|5.4|5.5|50|6.2|6.3|60|7.5|87.5|95.8,0|0.1|0.2|0.3|0.4|0.5|0.6|10.3|100|13.2|3.5|32.2|5.4|5.5|6.2|6.3|7.5|87.5|95.8,0|10|10.3|100|13.2|20|3.5|30|32.2|40|5.4|5.5|50|6.2|6.3|60|7.5|87.5|95.8,Values differ only by precision/rounding format.
EB3124,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.000231|0.000298|0.000461|0.000596|0.000692|0.000894|0.000923|0.001153|0.001191|0.001384|0.001487|0.001615|0.001845|0.002076|0.002080|0.002307|0.002375|0.002537|0.002671|0.002768|0.002965|0.002999|0.003260|0.003460|0.003554|0.003691|0.003922|0.004152|0.004383|0.004614|0.004727|0.004844|0.005075|0.005311|0.005893|0.034736|0.054374|0.054960|0.062441|0.063318|0.075083|0.103230|0.131918|0.322264|0.875079|0.957895|1.000000,0|0.0002|0.0003|0.0005|0.0006|0.0007|0.0009|0.0012|0.0014|0.0015|0.0016|0.0018|0.0021|0.0023|0.0024|0.0025|0.0027|0.0028|0.003|0.0033|0.0035|0.0036|0.0037|0.0039|0.0042|0.0044|0.0046|0.0047|0.0048|0.0051|0.0053|0.0059|0.0347|0.0544|0.055|0.0624|0.0633|0.0751|0.1032|0.1319|0.3223|0.8751|0.9579|1,0|0.000231|0.000298|0.000461|0.000596|0.000692|0.000894|0.000923|0.001153|0.001191|0.001384|0.001487|0.001615|0.001845|0.002076|0.00208|0.002307|0.002375|0.002537|0.002671|0.002768|0.002965|0.002999|0.00326|0.00346|0.003554|0.003691|0.003922|0.004152|0.004383|0.004614|0.004727|0.004844|0.005075|0.005311|0.005893|0.034736|0.054374|0.05496|0.062441|0.063318|0.075083|0.10323|0.131918|0.322264|0.875079|0.957895|1,0|0.0002|0.0003|0.0005|0.0006|0.0007|0.0009|0.0012|0.0014|0.0015|0.0016|0.0018|0.0021|0.0023|0.0024|0.0025|0.0027|0.0028|0.003|0.0033|0.0035|0.0036|0.0037|0.0039|0.0042|0.0044|0.0046|0.0047|0.0048|0.0051|0.0053|0.0059|0.0347|0.0544|0.055|0.0624|0.0633|0.0751|0.1032|0.1319|0.3223|0.8751|0.9579|1,Values differ only by precision/rounding format.
EB3124,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.004374|0.004960|0.012441|0.013318|0.025083|0.053230|0.081918|0.272264|0.825079|0.907895|0.950000,0|0.0044|0.005|0.0124|0.0133|0.0251|0.0532|0.0819|0.2723|0.8251|0.9079|0.95,0|0.004374|0.00496|0.012441|0.013318|0.025083|0.05323|0.081918|0.272264|0.825079|0.907895|0.95,0|0.0044|0.005|0.0124|0.0133|0.0251|0.0532|0.0819|0.2723|0.8251|0.9079|0.95,Values differ only by precision/rounding format.
EB3124,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.050231|0.050298|0.050461|0.050596|0.050692|0.050894|0.050923|0.051153|0.051191|0.051384|0.051487|0.051615|0.051845|0.052076|0.052080|0.052307|0.052375|0.052537|0.052671|0.052768|0.052965|0.052999|0.053260|0.053460|0.053554|0.053691|0.053922|0.054152|0.054383|0.054614|0.054727|0.054844|0.055075|0.055311|0.055893|0.084736|0.104374|0.104960|0.112441|0.113318|0.125083|0.153230|0.181918|0.372264|0.925079|1.000000,0.05|0.0502|0.0503|0.0505|0.0506|0.0507|0.0509|0.0512|0.0514|0.0515|0.0516|0.0518|0.0521|0.0523|0.0524|0.0525|0.0527|0.0528|0.053|0.0533|0.0535|0.0536|0.0537|0.0539|0.0542|0.0544|0.0546|0.0547|0.0548|0.0551|0.0553|0.0559|0.0847|0.1044|0.105|0.1124|0.1133|0.1251|0.1532|0.1819|0.3723|0.9251|1,0.05|0.050231|0.050298|0.050461|0.050596|0.050692|0.050894|0.050923|0.051153|0.051191|0.051384|0.051487|0.051615|0.051845|0.052076|0.05208|0.052307|0.052375|0.052537|0.052671|0.052768|0.052965|0.052999|0.05326|0.05346|0.053554|0.053691|0.053922|0.054152|0.054383|0.054614|0.054727|0.054844|0.055075|0.055311|0.055893|0.084736|0.104374|0.10496|0.112441|0.113318|0.125083|0.15323|0.181918|0.372264|0.925079|1,0.05|0.0502|0.0503|0.0505|0.0506|0.0507|0.0509|0.0512|0.0514|0.0515|0.0516|0.0518|0.0521|0.0523|0.0524|0.0525|0.0527|0.0528|0.053|0.0533|0.0535|0.0536|0.0537|0.0539|0.0542|0.0544|0.0546|0.0547|0.0548|0.0551|0.0553|0.0559|0.0847|0.1044|0.105|0.1124|0.1133|0.1251|0.1532|0.1819|0.3723|0.9251|1,Values differ only by precision/rounding format.
EB3124,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,17,17,17,17,Exact match.
EB3124,average_harvest_age,MISMATCH,ACCEPTABLE_INTENTIONAL_DIVERGENCE,source hierarchy mismatch,acceptable intentional divergence,5,5.2,5,5.2,Target follows annual harvest-age source; ladder diverges.
EB3126,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.1|0.2|0.3|0.4|0.5|0.7|0.8|0.9|1.0|1.1|10.5|11.0|11.4|14.1|2.8|2.9|22.3|3.1|3.3|5.0|5.9|58.2|6.6|6.9|7.4|7.5|8.7|8.8|80.7|9.3|99.0|99.9,0|1.1|10|10.5|100|11|11.4|14.1|2.8|2.9|20|22.3|3.1|3.3|30|40|5|5.9|50|58.2|6.6|6.9|7.4|7.5|70|8.7|8.8|80|80.7|9.3|90|99|99.9,0|0.1|0.2|0.3|0.4|0.5|0.7|0.8|0.9|1|1.1|10.5|11|11.4|14.1|2.8|2.9|22.3|3.1|3.3|5|5.9|58.2|6.6|6.9|7.4|7.5|8.7|8.8|80.7|9.3|99|99.9,0|1.1|10|10.5|100|11|11.4|14.1|2.8|2.9|20|22.3|3.1|3.3|30|40|5|5.9|50|58.2|6.6|6.9|7.4|7.5|70|8.7|8.8|80|80.7|9.3|90|99|99.9,Values differ only by precision/rounding format.
EB3126,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.000524|0.001568|0.002088|0.003125|0.003641|0.004671|0.007223|0.007729|0.008235|0.009242|0.009745|0.010245|0.010648|0.027624|0.029486|0.030556|0.033070|0.050169|0.059219|0.066366|0.068820|0.073749|0.074504|0.086748|0.087207|0.087767|0.092718|0.105049|0.110055|0.113619|0.141348|0.222752|0.582430|0.807409|0.990007|0.998750,0|0.0005|0.0016|0.0021|0.0031|0.0036|0.0047|0.0072|0.0077|0.0082|0.0092|0.0097|0.0102|0.0106|0.0276|0.0295|0.0306|0.0331|0.0502|0.0592|0.0664|0.0688|0.0737|0.0745|0.0867|0.0872|0.0878|0.0927|0.105|0.1101|0.1136|0.1413|0.2228|0.5824|0.8074|0.99|0.9988,0|0.000524|0.001568|0.002088|0.003125|0.003641|0.004671|0.007223|0.007729|0.008235|0.009242|0.009745|0.010245|0.010648|0.027624|0.029486|0.030556|0.03307|0.050169|0.059219|0.066366|0.06882|0.073749|0.074504|0.086748|0.087207|0.087767|0.092718|0.105049|0.110055|0.113619|0.141348|0.222752|0.58243|0.807409|0.990007|0.99875,0|0.0005|0.0016|0.0021|0.0031|0.0036|0.0047|0.0072|0.0077|0.0082|0.0092|0.0097|0.0102|0.0106|0.0276|0.0295|0.0306|0.0331|0.0502|0.0592|0.0664|0.0688|0.0737|0.0745|0.0867|0.0872|0.0878|0.0927|0.105|0.1101|0.1136|0.1413|0.2228|0.5824|0.8074|0.99|0.9988,Values differ only by precision/rounding format.
EB3126,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.000169|0.009219|0.016366|0.018820|0.023749|0.024504|0.036748|0.037207|0.037767|0.042718|0.055049|0.060055|0.063619|0.091348|0.172752|0.532430|0.757409|0.940007|0.948750,0|0.0002|0.0092|0.0164|0.0188|0.0237|0.0245|0.0367|0.0372|0.0378|0.0427|0.055|0.0601|0.0636|0.0913|0.1728|0.5324|0.7574|0.94|0.9487,0|0.000169|0.009219|0.016366|0.01882|0.023749|0.024504|0.036748|0.037207|0.037767|0.042718|0.055049|0.060055|0.063619|0.091348|0.172752|0.53243|0.757409|0.940007|0.94875,0|0.0002|0.0092|0.0164|0.0188|0.0237|0.0245|0.0367|0.0372|0.0378|0.0427|0.055|0.0601|0.0636|0.0913|0.1728|0.5324|0.7574|0.94|0.9487,Values differ only by precision/rounding format.
EB3126,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.050524|0.051568|0.052088|0.053125|0.053641|0.054671|0.057223|0.057729|0.058235|0.059242|0.059745|0.060245|0.060648|0.077624|0.079486|0.080556|0.083070|0.100169|0.109219|0.116366|0.118820|0.123749|0.124504|0.136748|0.137207|0.137767|0.142718|0.155049|0.160055|0.163619|0.191348|0.272752|0.632430|0.857409|1.000000,0.05|0.0505|0.0516|0.0521|0.0531|0.0536|0.0547|0.0572|0.0577|0.0582|0.0592|0.0597|0.0602|0.0606|0.0776|0.0795|0.0806|0.0831|0.1002|0.1092|0.1164|0.1188|0.1237|0.1245|0.1367|0.1372|0.1378|0.1427|0.155|0.1601|0.1636|0.1913|0.2728|0.6324|0.8574|1,0.05|0.050524|0.051568|0.052088|0.053125|0.053641|0.054671|0.057223|0.057729|0.058235|0.059242|0.059745|0.060245|0.060648|0.077624|0.079486|0.080556|0.08307|0.100169|0.109219|0.116366|0.11882|0.123749|0.124504|0.136748|0.137207|0.137767|0.142718|0.155049|0.160055|0.163619|0.191348|0.272752|0.63243|0.857409|1,0.05|0.0505|0.0516|0.0521|0.0531|0.0536|0.0547|0.0572|0.0577|0.0582|0.0592|0.0597|0.0602|0.0606|0.0776|0.0795|0.0806|0.0831|0.1002|0.1092|0.1164|0.1188|0.1237|0.1245|0.1367|0.1372|0.1378|0.1427|0.155|0.1601|0.1636|0.1913|0.2728|0.6324|0.8574|1,Values differ only by precision/rounding format.
EB3126,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,195,195,195,195,Exact match.
EB3126,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,6,,6,No feeder value exists for this hunt_code.
EB3127,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.1|0.2|0.4|0.5|0.6|0.7|0.9|1.0|1.2|1.3|10.6|12.6|13.9|17.5|19.4|2.4|22.6|26.1|39.2|4.3|4.9|5.1|5.8|5.9|57.0|6.2|6.6|6.9|83.5|90.7|95.2|96.1|96.2,0|1.2|1.3|10|10.6|100|12.6|13.9|17.5|19.4|2.4|20|22.6|26.1|39.2|4.3|4.9|40|5.1|5.8|5.9|50|57|6.2|6.6|6.9|60|70|83.5|90|90.7|95.2|96.1|96.2,0|0.1|0.2|0.4|0.5|0.6|0.7|0.9|1|1.2|1.3|10.6|12.6|13.9|17.5|19.4|2.4|22.6|26.1|39.2|4.3|4.9|5.1|5.8|5.9|57|6.2|6.6|6.9|83.5|90.7|95.2|96.1|96.2,0|1.2|1.3|10|10.6|100|12.6|13.9|17.5|19.4|2.4|20|22.6|26.1|39.2|4.3|4.9|40|5.1|5.8|5.9|50|57|6.2|6.6|6.9|60|70|83.5|90|90.7|95.2|96.1|96.2,Values differ only by precision/rounding format.
EB3127,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.001161|0.001739|0.002315|0.004036|0.005176|0.006310|0.006875|0.008561|0.009678|0.010234|0.011850|0.013279|0.023935|0.042856|0.049270|0.050562|0.057886|0.059029|0.062115|0.066382|0.069384|0.105755|0.126336|0.139334|0.175115|0.193798|0.225687|0.261407|0.391741|0.569701|0.834715|0.907110|0.952348|0.960655|0.961908,0|0.0012|0.0017|0.0023|0.004|0.0052|0.0063|0.0069|0.0086|0.0097|0.0102|0.0118|0.0133|0.0239|0.0429|0.0493|0.0506|0.0579|0.059|0.0621|0.0664|0.0694|0.1058|0.1263|0.1393|0.1751|0.1938|0.2257|0.2614|0.3917|0.5697|0.8347|0.9071|0.9523|0.9607|0.9619,0|0.001161|0.001739|0.002315|0.004036|0.005176|0.00631|0.006875|0.008561|0.009678|0.010234|0.01185|0.013279|0.023935|0.042856|0.04927|0.050562|0.057886|0.059029|0.062115|0.066382|0.069384|0.105755|0.126336|0.139334|0.175115|0.193798|0.225687|0.261407|0.391741|0.569701|0.834715|0.90711|0.952348|0.960655|0.961908,0|0.0012|0.0017|0.0023|0.004|0.0052|0.0063|0.0069|0.0086|0.0097|0.0102|0.0118|0.0133|0.0239|0.0429|0.0493|0.0506|0.0579|0.059|0.0621|0.0664|0.0694|0.1058|0.1263|0.1393|0.1751|0.1938|0.2257|0.2614|0.3917|0.5697|0.8347|0.9071|0.9523|0.9607|0.9619,Values differ only by precision/rounding format.
EB3127,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.000562|0.007886|0.009029|0.012115|0.016382|0.019384|0.055755|0.076336|0.089334|0.125115|0.143798|0.175687|0.211407|0.341741|0.519701|0.784715|0.857110|0.902348|0.910655|0.911908,0|0.0006|0.0079|0.009|0.0121|0.0164|0.0194|0.0558|0.0763|0.0893|0.1251|0.1438|0.1757|0.2114|0.3417|0.5197|0.7847|0.8571|0.9023|0.9107|0.9119,0|0.000562|0.007886|0.009029|0.012115|0.016382|0.019384|0.055755|0.076336|0.089334|0.125115|0.143798|0.175687|0.211407|0.341741|0.519701|0.784715|0.85711|0.902348|0.910655|0.911908,0|0.0006|0.0079|0.009|0.0121|0.0164|0.0194|0.0558|0.0763|0.0893|0.1251|0.1438|0.1757|0.2114|0.3417|0.5197|0.7847|0.8571|0.9023|0.9107|0.9119,Values differ only by precision/rounding format.
EB3127,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.051161|0.051739|0.052315|0.054036|0.055176|0.056310|0.056875|0.058561|0.059678|0.060234|0.061850|0.063279|0.073935|0.092856|0.099270|0.100562|0.107886|0.109029|0.112115|0.116382|0.119384|0.155755|0.176336|0.189334|0.225115|0.243798|0.275687|0.311407|0.441741|0.619701|0.884715|0.957110|1.000000,0.05|0.0512|0.0517|0.0523|0.054|0.0552|0.0563|0.0569|0.0586|0.0597|0.0602|0.0619|0.0633|0.0739|0.0929|0.0993|0.1006|0.1079|0.109|0.1121|0.1164|0.1194|0.1558|0.1763|0.1893|0.2251|0.2438|0.2757|0.3114|0.4417|0.6197|0.8847|0.9571|1,0.05|0.051161|0.051739|0.052315|0.054036|0.055176|0.05631|0.056875|0.058561|0.059678|0.060234|0.06185|0.063279|0.073935|0.092856|0.09927|0.100562|0.107886|0.109029|0.112115|0.116382|0.119384|0.155755|0.176336|0.189334|0.225115|0.243798|0.275687|0.311407|0.441741|0.619701|0.884715|0.95711|1,0.05|0.0512|0.0517|0.0523|0.054|0.0552|0.0563|0.0569|0.0586|0.0597|0.0602|0.0619|0.0633|0.0739|0.0929|0.0993|0.1006|0.1079|0.109|0.1121|0.1164|0.1194|0.1558|0.1763|0.1893|0.2251|0.2438|0.2757|0.3114|0.4417|0.6197|0.8847|0.9571|1,Values differ only by precision/rounding format.
EB3127,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,172,172,172,172,Exact match.
EB3127,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,5.2,,5.2,No feeder value exists for this hunt_code.
EB3128,display_odds_pct,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
EB3128,p_draw_mean,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
EB3128,p_draw_p10,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
EB3128,p_draw_p90,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
EB3128,permits_2026_total,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,1,,1,No feeder value exists for this hunt_code.
EB3128,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,,,,No feeder value exists for this hunt_code.
EB3130,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.4|0.6|0.9|1.1|1.3|1.5|1.7|18.5|84.4|9.7,0|1.1|1.3|1.5|1.7|18.5|40|60|84.4|9.7|90,0|0.4|0.6|0.9|1.1|1.3|1.5|1.7|18.5|84.4|9.7,0|1.1|1.3|1.5|1.7|18.5|40|60|84.4|9.7|90,Values differ only by precision/rounding format.
EB3130,p_draw_mean,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.004301|0.006452|0.008602|0.010753|0.012903|0.015054|0.017204|0.096774|0.185484|0.844086,0|0.0043|0.0065|0.0086|0.0108|0.0129|0.0151|0.0172|0.0968|0.1855|0.8441,0|0.004301|0.006452|0.008602|0.010753|0.012903|0.015054|0.017204|0.096774|0.185484|0.844086,0|0.0043|0.0065|0.0086|0.0108|0.0129|0.0151|0.0172|0.0968|0.1855|0.8441,Values differ only by precision/rounding format.
EB3130,p_draw_p10,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.000000|0.046774|0.135484|0.794086,0|0.0468|0.1355|0.7941,0|0.046774|0.135484|0.794086,0|0.0468|0.1355|0.7941,Values differ only by precision/rounding format.
EB3130,p_draw_p90,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.050000|0.054301|0.056452|0.058602|0.060753|0.062903|0.065054|0.067204|0.146774|0.235484|0.894086,0.05|0.0543|0.0565|0.0586|0.0608|0.0629|0.0651|0.0672|0.1468|0.2355|0.8941,0.05|0.054301|0.056452|0.058602|0.060753|0.062903|0.065054|0.067204|0.146774|0.235484|0.894086,0.05|0.0543|0.0565|0.0586|0.0608|0.0629|0.0651|0.0672|0.1468|0.2355|0.8941,Values differ only by precision/rounding format.
EB3130,permits_2026_total,MATCH,MATCH,none,NO_ACTION_REQUIRED,2,2,2,2,Exact match.
EB3130,average_harvest_age,NOT_PRESENT_IN_FEEDER,NOT_PRESENT_IN_FEEDER,not_present_in_feeder,NO_ACTION_REQUIRED,,6.5,,6.5,No feeder value exists for this hunt_code.
EB3132,display_odds_pct,MISMATCH,MISMATCH,normalization/rounding mismatch,REPAIRED_NORMALIZATION,0.0|0.1|0.2|0.3|0.4|0.5|0.6|0.7|18.1|2.2|2.4|25.1|3.2|3.7|48.1|6.9|7.6|74.1|8.1|93.3|97.6,0|10|18.1|2.2|2.4|20|25.1|3.2|3.7|30|40|48.1|50|6.9|60|7.6|70|74.1|8.1|93.3|97.6,0|0.1|0.2|0.3|0.4|0.5|0.6|0.7|18.1|2.2|2.4|25.1|3.2|3.7|48.1|6.9|7.6|74.1|8.1|93.3|97.6,0|10|18.1|2.2|2.4|20|25.1|3.2|3.7|30|40|48.1|50|6.9|60|7.6|70|74.1|8.1|93.3|97.6,Values differ only by precision/rounding format.
