hunt_code,reconciled_bucket,resolution_status,include_in_core_comparable_2026,resolution_rationale,universe_status,likely_cause,prefix,present_in_bible_years,present_in_2025_bible,present_in_2026_bible,present_in_live_2026_hunttable,present_in_database,hanumber_fetch_status,live_presence_status,live_comparison_status,live_shape_status,hunt_name,species,sex_type,weapon,hunt_type,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,species_truth_direct_source_support,species_truth_direct_source_match_support,species_truth_conservation_source_support,species_truth_conservation_source_match_support,species_truth_source_families,species_truth_comparison_statuses,species_truth_total_values,permit_reconciliation_confidence,permit_reconciliation_winner,permit_reconciliation_recommended_total,permit_reconciliation_action,source_url
BR7001,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,49,5,54,49,5,54,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,54,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7003,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,17,2,19,17,2,19,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,19,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7004,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,18,2,20,18,2,20,no,no,no,no,,,,MEDIUM_TOTAL_CONFIRMED,HANUMBER,20,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7005,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,7,0,7,7,0,7,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,7,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7007,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,1,0,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7008,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,BR,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,La Sal,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,,,,49,5,54,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,54,PROMOTE_CANDIDATE_AFTER_REVIEW,
BR7009,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Mt Dutton,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,4,0,4,4,0,4,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,4,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7010,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,9,0,9,9,0,9,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,9,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7011,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,4,0,4,4,0,4,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,4,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7012,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,20,2,22,20,2,22,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,22,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7013,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,7,0,7,7,0,7,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,7,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7014,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,35,3,38,35,3,38,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,38,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7015,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,7,0,7,7,0,7,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,7,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7016,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,36,4,40,36,4,40,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,40,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7017,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2,0,2,2,0,2,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,2,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7018,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Kamas/North Slope, Summit",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7019,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,BR,2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,,,,,,,no,no,no,no,,,,NO_PERMIT_VALUE,NONE,,NO_CURRENT_PERMIT_VALUE_FOUND,
BR7020,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Monroe,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,1,0,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7021,CURRENT_PLANNER_EXTRA_WITH_MULTI_SOURCE_PERMIT_SUPPORT,REVIEW,maybe,"Not in 2025 BIBLE, but current permit evidence is multi-source/total-confirmed.",LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,BR,,no,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2,0,2,2,0,2,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,2,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7022,CURRENT_PLANNER_EXTRA_WITH_MULTI_SOURCE_PERMIT_SUPPORT,REVIEW,maybe,"Not in 2025 BIBLE, but current permit evidence is multi-source/total-confirmed.",LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,BR,,no,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,40,3,43,40,3,43,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,43,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7100,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Beaver,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,9,1,10,9,1,10,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,10,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7101,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,14,1,15,14,1,15,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,15,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7102,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7104,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,17,1,18,17,1,18,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,18,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7105,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,18,2,20,18,2,20,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,20,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7106,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,8,0,8,8,0,8,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,8,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7108,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,BR,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,La Sal,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,,,,25,2,27,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,27,PROMOTE_CANDIDATE_AFTER_REVIEW,
BR7109,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Mt Dutton,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,3,0,3,3,0,3,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7110,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,18,2,20,18,2,20,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,20,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7111,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,1,0,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7112,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7113,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,3,0,3,3,0,3,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7114,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,13,1,14,13,1,14,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,14,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7115,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,7,0,7,7,0,7,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,7,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7116,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,22,2,24,22,2,24,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,24,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7117,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7118,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7119,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7120,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,22,1,23,22,1,23,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,23,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
