hunt_code,prefix,first_present_year_in_transition,previous_year_absent,seen_before_previous_year,source_files_first_present_year,source_pages_first_present_year
MB6215,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,469
MB6216,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,470
MB6217,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,471
MB6219,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,472
MB6220,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,473
MB6222,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,474
MB6223,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,475
MB6224,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,476
MB6226,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,477
MB6240,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,478
MB6251,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,479
MB6256,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,480
MB6257,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,481
MB6258,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,482
MB6259,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,483
MB6261,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,484
MB6262,MB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,485
PB5000,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,363
PB5001,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,364
PB5002,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,365
PB5003,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,366
PB5004,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,367
PB5005,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,368
PB5006,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,369
PB5007,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,370
PB5008,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,371
PB5009,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,372
PB5011,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,373
PB5012,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,374
PB5013,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,375
PB5015,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,376
PB5016,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,377
PB5017,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,378
PB5018,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,379
PB5019,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,380
PB5020,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,381
PB5021,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,382
PB5022,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,383
PB5024,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,384
PB5025,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,385
PB5026,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,386
PB5027,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,387
PB5028,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,388
PB5029,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,389
PB5030,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,390
PB5031,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,391
PB5032,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,392
PB5033,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,393
PB5034,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,394
PB5035,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,395
PB5037,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,396
PB5038,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,397
PB5039,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,398
PB5040,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,399
PB5041,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,400
PB5042,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,401
PB5044,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,402
PB5045,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,403
PB5046,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,404
PB5047,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,405
PB5048,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,406
PB5049,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,407
PB5050,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,408
PB5051,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,409
PB5052,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,410
PB5053,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,411
PB5054,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,412
PB5055,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,413
PB5056,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,414
PB5058,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,415
PB5059,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,416
PB5060,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,417
PB5300,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,418
PB5302,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,419
PB5303,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,420
PB5304,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,421
PB5305,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,422
PB5306,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,423
PB5307,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,424
PB5308,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,425
PB5309,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,426
PB5310,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,427
PB5311,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,428
PB5312,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,429
PB5313,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,430
PB5314,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,431
PB5315,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,432
PB5325,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,433
PB5326,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,434
PB5327,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,435
PB5328,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,436
PB5329,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,437
PB5330,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,438
PB5331,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,439
PB5332,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,440
PB5333,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,441
PB5334,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,442
PB5335,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,443
PB5337,PB,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,444
PD1000,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,201|226
PD1001,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,202|227
PD1002,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,203|228
PD1003,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,204|229
PD1005,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf,230
PD1006,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,205|231
PD1007,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,206|232
PD1008,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,207|233
PD1009,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,208|234
PD1011,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,209|235
PD1012,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,210|236
PD1013,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf,237
PD1014,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,211|238
PD1015,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,212|239
PD1016,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,213|240
PD1017,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,214|241
PD1018,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,215|242
PD1019,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,216|243
PD1020,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,217|244
PD1022,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,218|245
PD1023,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf,246
PD1024,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,219|247
PD1025,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,220|248
PD1026,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,221|249
PD1027,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,222|250
PD1028,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,223|251
PD1029,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,224|252
PD1030,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,225|253
PD1031,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,226|254
PD1032,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,227|255
PD1033,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,228|256
PD1034,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,229|257
PD1035,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,230|258
PD1036,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,231|259
PD1037,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,232|260
PD1038,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,233|261
PD1039,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,234|262
PD1040,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_youth_antlerless_drawing_odds_report.pdf,235|263
PD1041,PD,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_antlerless_drawing_odds_report.pdf,264
RS6701,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,521
RS6703,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,522
RS6704,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,523
RS6712,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,524
RS6713,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,525
RS6714,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,526
RS6719,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,527
RS6720,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,528
RS6721,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,529
RS6722,RS,2019,2018,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\19_bg-odds.pdf,530
BI6521,BI,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BISON.pdf,14|504
BI6522,BI,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BISON.pdf,15|505
BI6523,BI,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BISON.pdf,16|506
BI6524,BI,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__O.I.L. BISON.pdf,17|507
BR1015,BR,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,9
BR1016,BR,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,10
BR1017,BR,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,11
DA1044,DA,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,28|30
DB1032,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,34|35
DB1055,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,54|55
DB1077,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,60|61
DB1078,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,61|62
DB1079,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,62|63
DB1080,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,63|64
DB1081,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,64|65
DB1082,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,65|66
DB1083,DB,2020,2019,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__L.E. DEER.pdf,66|67
