hunt_code,residency,points,ladder_2025_draw_res,ladder_2025_draw_nr,ladder_2025_draw_total,truth_2025_total_permits,ladder_pdf_page,ladder_report_page,ladder_draw_source,truth_source_file,truth_source_pdf_page,comparison_status,pdf_link_status
BI6500,Resident,19,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,2,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,20,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,21,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,22,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,23,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,24,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,25,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,26,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,27,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,28,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,29,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,3,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,30,2,0,2,1,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,31,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,32,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,4,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,5,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,6,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,7,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,8,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6500,Resident,9,2,0,2,0,535,1,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,39.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,0,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,1,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,10,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,11,4,2,6,1,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,12,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,13,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,14,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,15,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,16,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,17,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,18,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,19,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,2,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,20,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,21,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,22,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,23,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,24,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,25,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,26,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,27,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,28,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,29,4,2,6,1,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,3,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,30,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,31,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,32,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,4,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,5,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,6,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,7,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,8,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Nonresident,9,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,0,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,1,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,10,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,11,4,2,6,2,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,12,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,13,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,14,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,15,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,16,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,17,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,18,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,19,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,2,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,20,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,21,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,22,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,23,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,24,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,25,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,26,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,27,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,28,4,2,6,2,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,29,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,3,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,30,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,31,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,32,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,4,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,5,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,6,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,7,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,8,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6503,Resident,9,4,2,6,0,536,2,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,40.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,0,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,1,5,2,7,1,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,10,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,11,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,12,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,13,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,14,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,15,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,16,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,17,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,18,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,19,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,2,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,20,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,21,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,22,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,23,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,24,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,25,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
BI6504,Nonresident,26,5,2,7,0,537,3,2025_DRAW_RESULTS_TABLES,2025 O.I.L. Draw Results(1).pdf,41.0,MISMATCH_TOTAL,PDF_LINKED
