year,source_kind,file_path,page,error
2026,BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf,,file_read: [Errno 13] Permission denied: 'C:\\Users\\tyler\\Desktop\\BIBLE HUNT CODES\\2026\\.pdf'
