path,size_bytes,size_mb,tracked,ignored,lfs_tracked,lfs_pointer_payload,family,recommended_home,deploy_target,notes
processed_data/boundaries/5001.geojson,5476248,5.223,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
processed_data/boundaries/5107.geojson,8647415,8.247,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
processed_data/boundaries/5124.geojson,7123467,6.793,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
processed_data/boundaries/5128.geojson,7326211,6.987,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
processed_data/boundaries/5134.geojson,5568656,5.311,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
processed_data/composite_hunt_unit_mapping_2026.geojson,54914353,52.37,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/display-boundary-index-2026.json,869897,0.83,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/draw_reality_engine.csv,24489639,23.355,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/draw_reality_engine_backup_before_2024_import.csv,52620090,50.182,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
processed_data/draw_reality_engine_predictive_v2.csv,24507137,23.372,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/draw_reality_engine_v2.csv,44863034,42.785,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/draw_reality_view.csv,14072342,13.42,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_master_enriched.csv,51769837,49.372,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_research_2026.json,261257548,249.155,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_research_2026_ladder.json,261257548,249.155,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_research_2026_ladder_bonus_max_random.json,124523941,118.755,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_research_2026_ladder_preference.json,54031489,51.528,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_research_2026_split/hunt_research_2026.index.json,998272,0.952,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_research_2026_summary.json,10526532,10.039,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/hunt_unit_reference_linked.csv,2468703,2.354,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/ml_draw_predictions_v1.csv,47072089,44.891,yes,no,yes,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/point_ladder_view.csv,140384382,133.881,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/public_contracts/hunt_odds_history.csv,30497310,29.085,yes,no,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
processed_data/public_contracts/hunt_odds_history.json,113951774,108.673,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/statewide_composite_boundaries_2026.geojson,87146863,83.11,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL,Large or canonical runtime/public asset; serve from R2 and reference via runtime manifest.
processed_data/statewide_composite_boundaries_2026_FINAL_LOCKED.geojson,87146863,83.11,no,yes,no,no,processed_or_runtime_data,CLOUDFLARE_R2_PUBLIC,R2_PUBLIC_URL_IF_VISITOR_FACING,"Large processed artifact; use R2 only if active/public, otherwise local/reference."
CNAME,23,0.0,no,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
app.js,258790,0.247,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
apply-2026-supplements.js,3720,0.004,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
audit-normalized-staging.js,7620,0.007,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
audit_2026_completeness.js,4640,0.004,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
boundary-resolver.js,13756,0.013,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
build-coverage-matrix.js,6442,0.006,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
builder.html,558,0.001,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
catalog-raw-backups.js,6265,0.006,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
config.js,24231,0.023,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
config.local.js,1644,0.002,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
coverage.html,8938,0.009,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
coverage.js,6763,0.006,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
data.js,23279,0.022,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
embed-mode.js,2921,0.003,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
event-handlers.js,3489,0.003,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
export-data.js,5782,0.006,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
extract-harvest-metrics.js,5672,0.005,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
favicon.ico,151252,0.144,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
google-basemap.js,7131,0.007,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
hard-copy.html,4330,0.004,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
hard-copy/hard-copy.css,13,0.0,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
hard-copy/hard-copy.js,13,0.0,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
hard-data.html,18892,0.018,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
header-layout.js,39683,0.038,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
hunt-builder-google-earth.html,17383,0.017,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
hunt-research.html,568,0.001,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
hunt-research.js,103418,0.099,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
index.html,28107,0.027,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
map-engine.js,10293,0.01,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
ownership-dock.js,324,0.0,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
package-lock.json,94484,0.09,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
package.json,5635,0.005,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/app.js,258790,0.247,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/assets/css/hard-copy-public-library.css,16884,0.016,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/assets/js/hard-copy-public-library.js,26404,0.025,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/assets/js/research-outlook-dashboard.js,46954,0.045,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/boundary-resolver.js,13756,0.013,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/builder.html,558,0.001,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/config.js,23355,0.022,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/config.local.js,59,0.0,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/coverage.html,8938,0.009,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/coverage.js,6763,0.006,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/data.js,23279,0.022,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/embed-mode.js,2921,0.003,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/event-handlers.js,3489,0.003,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/favicon.ico,151252,0.144,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/google-basemap.js,7131,0.007,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/hard-copy.html,4330,0.004,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/hard-data.html,18892,0.018,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/header-layout.js,39683,0.038,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/hunt-research.html,568,0.001,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/hunt-research.js,96976,0.092,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/index.html,28107,0.027,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/map-engine.js,10293,0.01,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/ownership-dock.js,324,0.0,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/research.html,53964,0.051,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/sentry-browser-init.js,728,0.001,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/style.css,39056,0.037,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/ui.js,36566,0.035,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/uoga-analytics.js,1742,0.002,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/verify.html,31479,0.03,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pages-dist/vetting.html,560,0.001,no,yes,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
pipeline/scripts/build_display_boundary_index.js,17933,0.017,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
rebuild-engine-from-projection.js,14107,0.013,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
research.html,53964,0.051,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
scrub-pdf.js,5481,0.005,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
scrub-workbook.js,7374,0.007,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
sentry-browser-init.js,728,0.001,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
server.js,2800,0.003,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
sleeper-report.js,7259,0.007,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
staging-audit.html,3161,0.003,no,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
staging-audit.js,3241,0.003,no,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
style.css,39056,0.037,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
sync-upstream.js,10192,0.01,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
ui.js,36566,0.035,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
uoga-analytics.js,1742,0.002,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
vercel.json,503,0.0,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
verify.html,31266,0.03,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
vetting.html,560,0.001,yes,no,no,no,miscellaneous,GITHUB_AND_VERCEL_APP,VERCEL_STATIC,Active frontend app file belongs in GitHub and Vercel.
assets/backgrounds/20_Boone_And_Crockett_Club.png,54174,0.052,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/Boone_and_Crockett_Club_(emblem).png,21398,0.02,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/ELK-LICENSE-PLATE-PAGE.png,304026,0.29,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/LIBRARY-WALLPAPER.jpg,2290174,2.184,no,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/LIBRARY-WALLPAPER.png,945173,0.901,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/LIBRARY-WALLPAPERS.png,2858716,2.726,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/LICENSE-PLATE-YELLOW-LETTERa.png,168423,0.161,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/Pope-and-Young-Club-logo-on-white.png,35585,0.034,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/Screenshot-2026-05-29-202417.png,40923,0.039,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/White Topo 20.jpg,126701,0.121,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/White Topo 21.jpg,624188,0.595,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/booone-and-crocket.png,9640,0.009,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/tan topo.png,4144128,3.952,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/topo-black-white-line-001.jpg,132818,0.127,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/topo-black-white-line.jpg,154015,0.147,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/topo-black-with-hills.jpg,70426,0.067,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/backgrounds/topo15_edited_edited.jpg,2476001,2.361,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/css/hard-copy-public-library.css,16884,0.016,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
assets/js/hard-copy-public-library.js,26404,0.025,yes,no,no,no,frontend_or_public_static,GITHUB_AND_VERCEL_PUBLIC,VERCEL_STATIC,Frontend asset belongs in GitHub and Vercel.
