hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,xlsx_res,xlsx_nr,xlsx_total,xlsx_total_printed,xlsx_permit_shape,xlsx_row_start,xlsx_continuation_rows_collapsed,pasted_res,pasted_nr,pasted_total,pasted_permit_shape,xlsx_vs_pasted_status,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,external_agreement_status,recommended_action,source_file,source_sha256
DB1524,Southwest Desert,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,100,100,TOTAL_ONLY_PRINTED,421,,,,100,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,100,,,100,57,7,77,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1525,"Wasatch Mtns, East",Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1300,1300,TOTAL_ONLY_PRINTED,422,,,,1300,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1300,,,1300,802,89,953,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1526,"Wasatch Mtns, West",Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1580,1580,TOTAL_ONLY_PRINTED,423,,,,1580,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1580,,,1580,1129,126,1324,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1529,Zion,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,675,675,TOTAL_ONLY_PRINTED,424,,,,675,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,675,,,675,392,44,470,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1531,Box Elder,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,2080,2080,TOTAL_ONLY_PRINTED,425,,,,2080,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,2080,,,2080,1603,178,2269,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1533,Manti/San Rafael,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,5400,5400,TOTAL_ONLY_PRINTED,426,,,,5400,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,5400,,,5400,3241,360,5047,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1534,Nebo,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,3180,3180,TOTAL_ONLY_PRINTED,427,,,,3180,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,3180,,,3180,2045,227,3064,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1536,Fillmore,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,920,920,TOTAL_ONLY_PRINTED,428,,,,920,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,920,,,920,547,59,916,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1538,Kamas,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,400,400,TOTAL_ONLY_PRINTED,429,,,,400,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,400,,,400,254,28,394,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1539,La Sal Mtns,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1080,1080,TOTAL_ONLY_PRINTED,430,,,,1080,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1080,,,1080,660,72,1010,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1540,Monroe,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,660,660,TOTAL_ONLY_PRINTED,431,,,,660,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,660,,,660,393,42,637,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1541,Mt Dutton,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,240,240,TOTAL_ONLY_PRINTED,432,,,,240,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,240,,,240,135,14,242,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1542,Nine Mile,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,560,560,TOTAL_ONLY_PRINTED,433,,,,560,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,560,,,560,336,36,564,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1543,North Slope,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1240,1240,TOTAL_ONLY_PRINTED,434,,,,1240,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1240,,,1240,848,94,1280,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1544,Ogden,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1620,1620,TOTAL_ONLY_PRINTED,435,,,,1620,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1620,,,1620,1131,125,1646,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1546,Panguitch Lake,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1000,1000,TOTAL_ONLY_PRINTED,436,,,,1000,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1000,,,1000,588,64,905,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1547,Pine Valley,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1200,1200,TOTAL_ONLY_PRINTED,437,,,,1200,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1200,,,1200,680,75,1247,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1549,Fishlake,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,520,520,TOTAL_ONLY_PRINTED,438,,,,520,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,520,,,520,296,31,502,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1551,"San Juan, Abajo Mtns",Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1680,1680,TOTAL_ONLY_PRINTED,439,,,,1680,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1680,,,1680,1172,129,1661,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1552,Vernal/Bonanza,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,700,700,TOTAL_ONLY_PRINTED,440,,,,700,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,700,,,700,417,45,638,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1553,Yellowstone,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,840,840,TOTAL_ONLY_PRINTED,441,,,,840,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,840,,,840,497,54,756,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1554,Southwest Desert,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,300,300,TOTAL_ONLY_PRINTED,442,,,,300,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,300,,,300,170,17,285,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1555,"Wasatch Mtns, East",Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,3900,3900,TOTAL_ONLY_PRINTED,443,,,,3900,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,3900,,,3900,2404,267,3690,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1556,"Wasatch Mtns, West",Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,4740,4740,TOTAL_ONLY_PRINTED,444,,,,4740,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,4740,,,4740,3386,375,4677,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1559,Zion,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1350,1350,TOTAL_ONLY_PRINTED,445,,,,1350,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1350,,,1350,780,85,1407,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1561,Box Elder,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1040,1040,TOTAL_ONLY_PRINTED,446,,,,1040,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1040,,,1040,802,89,909,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1563,Manti/San Rafael,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1800,1800,TOTAL_ONLY_PRINTED,447,,,,1800,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1800,,,1800,1081,120,1437,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1564,Nebo,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1060,1060,TOTAL_ONLY_PRINTED,448,,,,1060,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1060,,,1060,683,76,803,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1566,Fillmore,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,460,460,TOTAL_ONLY_PRINTED,449,,,,460,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,460,,,460,274,31,365,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1568,Kamas,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,200,200,TOTAL_ONLY_PRINTED,450,,,,200,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,200,,,200,128,14,153,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1569,La Sal Mtns,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,360,360,TOTAL_ONLY_PRINTED,451,,,,360,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,360,,,360,220,25,297,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1570,Monroe,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,220,220,TOTAL_ONLY_PRINTED,452,,,,220,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,220,,,220,132,15,216,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1571,Mt Dutton,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,80,80,TOTAL_ONLY_PRINTED,453,,,,80,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,80,,,80,45,5,71,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1572,Nine Mile,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,280,TOTAL_ONLY_PRINTED,454,,,,280,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,280,,,280,170,19,200,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1573,North Slope,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,620,620,TOTAL_ONLY_PRINTED,455,,,,620,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,620,,,620,424,47,518,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1574,Ogden,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,540,540,TOTAL_ONLY_PRINTED,456,,,,540,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,540,,,540,377,42,449,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1576,Panguitch Lake,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,500,500,TOTAL_ONLY_PRINTED,457,,,,500,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,500,,,500,295,33,443,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1577,Pine Valley,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,600,600,TOTAL_ONLY_PRINTED,458,,,,600,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,600,,,600,341,38,495,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1579,Fishlake,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,260,260,TOTAL_ONLY_PRINTED,459,,,,260,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,260,,,260,148,17,231,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1581,"San Juan, Abajo Mtns",Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,560,560,TOTAL_ONLY_PRINTED,460,,,,560,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,560,,,560,392,44,484,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1582,Vernal/Bonanza,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,280,TOTAL_ONLY_PRINTED,461,,,,280,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,280,,,280,168,19,252,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1583,Yellowstone,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,280,TOTAL_ONLY_PRINTED,462,,,,280,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,280,,,280,166,19,244,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1584,Southwest Desert,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,100,100,TOTAL_ONLY_PRINTED,463,,,,100,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,100,,,100,57,7,91,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1585,"Wasatch Mtns, East",Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1300,1300,TOTAL_ONLY_PRINTED,464,,,,1300,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1300,,,1300,802,89,999,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1586,"Wasatch Mtns, West",Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1580,1580,TOTAL_ONLY_PRINTED,465,,,,1580,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,1580,,,1580,1129,126,1287,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1589,Zion,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,675,675,TOTAL_ONLY_PRINTED,466,,,,675,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,675,,,675,392,44,496,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1591,Fillmore,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,460,460,TOTAL_ONLY_PRINTED,467,,,,460,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,460,,,460,274,31,401,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1592,Kamas,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,200,200,TOTAL_ONLY_PRINTED,468,,,,200,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,200,,,200,128,14,182,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1593,Nine Mile,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,280,280,TOTAL_ONLY_PRINTED,469,,,,280,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,280,,,280,170,19,242,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1594,Panguitch Lake,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,500,500,TOTAL_ONLY_PRINTED,470,,,,500,TOTAL_ONLY_PRINTED,MATCH_EXACT,0,0,500,,,500,295,33,454,MATCHES_HUNTTABLE_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
