hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,xlsx_res,xlsx_nr,xlsx_total,xlsx_total_printed,xlsx_permit_shape,xlsx_row_start,xlsx_continuation_rows_collapsed,pasted_res,pasted_nr,pasted_total,pasted_permit_shape,xlsx_vs_pasted_status,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,external_agreement_status,recommended_action,source_file,source_sha256
DB1215,Buckhorn Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,208,209,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1216,Castle Valley Outdoors CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,210,211,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1217,Causey Spring CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,212,213,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1219,Chimney Rock CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,214,215,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1222,Coldwater Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,216,217,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1224,Cotton Thomas CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,218,219,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1227,Deer Haven CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,220,221,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1228,Deseret CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,13,0,13,,RES_NR_SPLIT_TOTAL_COMPUTED,222,223,13,0,13,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,13,0,13,,,13,13,0,13,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1229,Dilly Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,224,225,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1230,Double R Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,226,227,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1231,Dove Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,228,229,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1232,Durst Mountain CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,230,231,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1233,East Fork Chalk Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,,RES_NR_SPLIT_TOTAL_COMPUTED,232,233,4,0,4,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,4,0,4,,,4,4,0,4,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1234,East Zion CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,234,235,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1236,Engineer Springs CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,236,237,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1237,Ensign Ranches CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,,RES_NR_SPLIT_TOTAL_COMPUTED,238,239,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,3,0,3,,,3,3,0,3,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1238,Folley Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,,RES_NR_SPLIT_TOTAL_COMPUTED,240,241,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,3,0,3,,,3,3,0,3,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1239,Fort Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,242,243,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1240,George Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,244,245,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1241,Golden Spike CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,246,247,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1242,Grass Valley/Clark Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,14,0,14,,RES_NR_SPLIT_TOTAL_COMPUTED,248,249,14,0,14,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,14,0,14,,,14,14,0,14,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1243,Grazing Pasture CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,250,251,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1244,Green Canyon CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,252,253,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1245,Guildersleeve CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,254,255,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1246,Hardscrabble CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,256,257,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1248,Heaston East CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,258,259,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1249,Hiawatha CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,260,261,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1250,Indian Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,262,263,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1251,Indian Head CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,264,265,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1252,Ingham Peak CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,,RES_NR_SPLIT_TOTAL_COMPUTED,266,267,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,3,0,3,,,3,3,0,3,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1253,Circle E Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,268,269,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1255,Johnson Mountain Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,270,271,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1256,Junction Valley CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,,RES_NR_SPLIT_TOTAL_COMPUTED,272,273,5,0,5,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,5,0,5,,,5,5,0,5,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1258,Little Red Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,274,275,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1259,Tunnel Hollow CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,276,277,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1260,Middle Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,278,279,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1261,Minnie Maud Ridge CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,,RES_NR_SPLIT_TOTAL_COMPUTED,280,281,5,0,5,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,5,0,5,,,5,5,0,5,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1263,Moon Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,282,283,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1264,Mountain Meadow CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,284,285,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1265,Mountain Top CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,,RES_NR_SPLIT_TOTAL_COMPUTED,286,287,2,0,2,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,2,0,2,,,2,2,0,2,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1266,Mt Carmel CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,,RES_NR_SPLIT_TOTAL_COMPUTED,288,289,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,3,0,3,,,3,3,0,3,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1269,North Promontory CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,290,291,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1270,Nucor West CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,RES_NR_SPLIT_TOTAL_COMPUTED,292,293,1,0,1,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,1,0,1,,,1,1,0,1,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1271,Oak Ranch CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,,RES_NR_SPLIT_TOTAL_COMPUTED,294,295,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,3,0,3,,,3,3,0,3,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
DB1272,Old Woman Plateau CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,,RES_NR_SPLIT_TOTAL_COMPUTED,296,297,3,0,3,RES_NR_SPLIT_TOTAL_COMPUTED,MATCH_EXACT,3,0,3,,,3,3,0,3,MATCHES_HANUMBER_AND_UTAHDRAWS_EXACT,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
