hunt_code,residency,points,guaranteed_at_2026,point_pool_zone,display_2026_max_point_pool,expected_display,status
EA1265,Resident,18,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,19,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,20,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,21,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,22,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,23,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,24,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,25,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,26,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,27,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,28,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,29,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,30,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,31,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1265,Resident,32,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Nonresident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,3,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,4,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,5,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,6,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,7,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,8,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,9,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,10,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,11,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,12,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,13,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,14,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,15,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,16,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,17,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,18,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,19,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,20,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,21,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,22,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,23,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,24,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,25,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,26,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,27,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,28,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,29,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,30,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,31,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1266,Resident,32,3,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,1,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,2,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,3,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,4,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,5,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,6,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,7,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,8,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,9,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,10,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,11,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,12,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,13,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,14,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,15,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,16,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,17,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,18,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,19,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,20,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,21,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,22,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,23,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,24,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,25,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,26,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,27,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,28,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,29,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,30,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,31,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Nonresident,32,1,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,5,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,6,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,7,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,8,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,9,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,10,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,11,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,12,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,13,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,14,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,15,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,16,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,17,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,18,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,19,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,20,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,21,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,22,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,23,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,24,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,25,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,26,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,27,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,28,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,29,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,30,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,31,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1267,Resident,32,5,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Nonresident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1268,Resident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Nonresident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1269,Resident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,21,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,22,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,23,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,24,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,25,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,26,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,27,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,28,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,29,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,30,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,31,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Nonresident,32,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,0,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,1,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,2,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,3,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,4,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,5,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,6,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,7,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,8,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,9,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,10,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,11,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,12,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,13,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,14,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,15,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,16,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,17,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,18,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,19,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
EA1272,Resident,20,0,,~1 in 1 or 99%,~1 in 1 or 99%,PASS
