source_family,source_file,source_row_count,hunt_code,source_hunt_name,species,sex_type,weapon,hunt_type,hunt_class,source_res,source_nr,source_total,source_permit_shape,mapping_status,notes,comparison_status,current_reconciliation_confidence,current_reconciliation_winner,recommended_res,recommended_nr,recommended_total,database_res,database_nr,database_total,database_hunt_name,database_hunt_type,database_hunt_class,database_source
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1627,Cache,Deer,Buck,Restricted Rifle,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,,SOURCE_NO_PERMIT_VALUE,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,,2,Cache,General Season - Private Land Only,Private Land Only,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1628,Cache,Deer,Buck,Restricted Muzzleloader,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,,SOURCE_NO_PERMIT_VALUE,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,,2,Cache,General Season - Private Land Only,Private Land Only,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1629,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,,SOURCE_NO_PERMIT_VALUE,NO_PERMIT_VALUE,NONE,,,,,,,Boulder/Kaiparowits,General Season - Private Land Only,Private Land Only,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1630,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,,SOURCE_NO_PERMIT_VALUE,NO_PERMIT_VALUE,NONE,,,,,,,Boulder/Kaiparowits,General Season - Private Land Only,Private Land Only,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,,SOURCE_NO_PERMIT_VALUE,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,,1,Box Elder,General Season - Private Land Only,Private Land Only,
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1001,"Box Elder, West Bear River",Deer,Antlerless,"Archery, Muzzleloader, Shotgun",General Season,,,,30,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,30,,,30,"Box Elder, West Bear River",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1002,"Box Elder, West Bear River",Deer,Antlerless,"Archery, Muzzleloader, Shotgun",General Season,,,,30,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,30,,,30,"Box Elder, West Bear River",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1003,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,"Archery, Muzzleloader, Shotgun",General Season,,,,15,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,15,,,15,"Monroe/Plateau, Sevier Valley",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1009,"Pine Valley, Enterprise",Deer,Antlerless,Any Legal Weapon,General Season,,,,25,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_DATABASE,HIGH_CONFIRMED_2PLUS,HANUMBER,,,20,,,25,"Pine Valley, Enterprise",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,2,DA1011,George Creek CWMU,Deer,Antlerless,Any Legal Weapon,CWMU,,5,,5,RES_NR_SPLIT,DIRECT_HUNT_CODE,continuation_rows=1,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,5,5,0,5,George Creek CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,2,DA1012,Junction Valley CWMU,Deer,Antlerless,Any Legal Weapon,CWMU,,15,,15,RES_NR_SPLIT,DIRECT_HUNT_CODE,continuation_rows=1,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,15,15,0,15,Junction Valley CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,2,DA1013,Mt Carmel CWMU,Deer,Antlerless,Any Legal Weapon,CWMU,,5,,5,RES_NR_SPLIT,DIRECT_HUNT_CODE,continuation_rows=1,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,5,5,0,5,Mt Carmel CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1018,"Pine Valley, New Harmony",Deer,Antlerless,"Archery, Muzzleloader, Shotgun",General Season,,,,20,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_DATABASE,HIGH_CONFIRMED_2PLUS,HANUMBER,,,15,,,20,"Pine Valley, New Harmony",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1027,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,Any Legal Weapon,General Season,,,,30,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,30,,,30,"East Canyon, Davis-North Salt Lake",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1030,"Nine Mile, Price River Valley",Deer,Antlerless,Archery,General Season,,,,25,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,25,,,25,"Nine Mile, Price River Valley",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,Archery,General Season,,,,20,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,20,,,20,"Oquirrh-Stansbury, Settlement Cyn",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1033,"San Juan, Monticello",Deer,Antlerless,Archery,General Season,,,,5,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_DATABASE,HIGH_CONFIRMED_2PLUS,HANUMBER,,,10,,,5,"San Juan, Monticello",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1041,"Nine Mile, Green River Valley",Deer,Antlerless,Any Legal Weapon,General Season,,,,15,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,15,,,15,"Nine Mile, Green River Valley",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1042,"San Juan, Monticello",Deer,Antlerless,Archery,General Season,,,,5,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,5,,,5,"San Juan, Monticello",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1045,"Fillmore, Oak City",Deer,Antlerless,Archery,General Season,,,,20,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,20,,,20,"Fillmore, Oak City",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1046,"Nine Mile, Price River Valley",Deer,Antlerless,"Archery, Muzzleloader, Shotgun",General Season,,,,25,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,25,,,25,"Nine Mile, Price River Valley",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1047,Vernal-Ouray Valley,Deer,Antlerless,Any Legal Weapon,General Season,,,,25,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,25,,,25,Vernal-Ouray Valley,General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1048,Fillmore City,Deer,Antlerless,Archery,General Season,,,,15,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,15,,,15,Fillmore City,General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,1,DA1049,"Vernal, Ashley Valley",Deer,Antlerless,Archery,General Season,,,,35,TOTAL_ONLY,DIRECT_HUNT_CODE,continuation_rows=0,SOURCE_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,35,,,35,"Vernal, Ashley Valley",General Season,Antlerless,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
DEER_DOE_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer doe.csv,2,DA1050,The Rose of Snowville CWMU,Deer,Antlerless,Any Legal Weapon,CWMU,,8,,8,RES_NR_SPLIT,DIRECT_HUNT_CODE,continuation_rows=1,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,,,8,8,0,8,The Rose of Snowville CWMU,CWMU,CWMU,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,4,BR7300,"Book Cliffs, Bitter Creek/South",Bear,Either Sex,A.L.W.,CONSERVATION,MDF|SFW,,,4,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,9,1,10,9,1,10,Book Cliffs Bitter Creek/South,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7301,"Book Cliffs, Little Creek Roadless",Bear,Either Sex,A.L.W.,CONSERVATION,SFW,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,5,0,5,5,0,5,Book Cliffs Little Creek Roadless,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,3,BR7303,Manti-North,Bear,Either Sex,A.L.W.,CONSERVATION,MDF|SFW|UHA,,,3,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,13,1,14,13,1,14,Manti North,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,3,BR7304,"Manti-South/San Rafael, North",Bear,Either Sex,A.L.W.,CONSERVATION,MDF|SFW,,,3,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,18,2,20,18,2,20,Manti South/San Rafael North,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7305,Nebo,Bear,Either Sex,A.L.W.,CONSERVATION,UHA,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,5,0,5,5,0,5,Nebo,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,4,BR7307,La Sal,Bear,Either Sex,A.L.W.,CONSERVATION,MDF|SFW|UHA,,,4,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_MATCHES_DATABASE,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,,4,La Sal,Multiseason - Conservation,,Utah DWR 2025-2027 Conservation Permit Database
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7309,Panguitch Lake/Zion,Bear,Either Sex,A.L.W.,CONSERVATION,MDF,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,4,0,4,4,0,4,Panguitch Lake/Zion,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,4,BR7310,Boulder/Kaiparo wits,Bear,Either Sex,A.L.W.,CONSERVATION,SFW,,,4,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,10,1,11,10,1,11,Boulder/Kaiparowits,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7311,Fishlake/Thousa nd Lakes,Bear,Either Sex,A.L.W.,CONSERVATION,SFW,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,3,0,3,3,0,3,Fishlake/Thousand Lakes,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,4,BR7312,San Juan,Bear,Either Sex,A.L.W.,CONSERVATION,MDF|SFW|UHA,,,4,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,11,1,12,11,1,12,San Juan,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,2,BR7313,Diamond Mtn/Vernal/Bona nza,Bear,Either Sex,A.L.W.,CONSERVATION,MDF|SFW,,,2,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,5,0,5,5,0,5,Diamond Mtn/Vernal/Bonanza,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7314,Yellowstone,Bear,Either Sex,A.L.W.,CONSERVATION,WCF,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,3,0,3,3,0,3,Yellowstone,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,2,BR7315,"Wasatch Mtns, Avintaquin/Curra nt Creek",Bear,Either Sex,A.L.W.,CONSERVATION,SFW,,,2,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,3,0,3,3,0,3,Wasatch Mtns Avintaquin/Currant Creek,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,4,BR7316,"Wasatch Mtns, West-Central",Bear,Either Sex,A.L.W.,CONSERVATION,MDF|SFW|UAA,,,4,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,14,1,15,14,1,15,Wasatch Mtns West-Central,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,4,BR7317,Nine Mile,Bear,Either Sex,A.L.W.,CONSERVATION,SFW,,,4,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,9,1,10,9,1,10,Nine Mile,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7318,Beaver,Bear,Either Sex,A.L.W.,CONSERVATION,MDF,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Beaver,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7321,"Kamas/North Slope, Summit",Bear,Either Sex,A.L.W.,CONSERVATION,MDF,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,5,0,5,5,0,5,Kamas/North Slope Summit,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7323,Paunsaugunt,Bear,Either Sex,A.L.W.,CONSERVATION,SFW,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Paunsaugunt,Limited Entry - Multiseason,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Bear,Either Sex,A.L.W.,CONSERVATION,DSC,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_MATCHES_DATABASE,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,,1,Chalk Creek/East Canyon/Morgan-South Rich,Conservation,,
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,DB1001,Paunsaugunt,Deer,Buck,Archery,CONSERVATION,NWTF,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,REVIEW_SOURCE_CONFLICT,HANUMBER,26,3,29,26,3,29,Paunsaugunt Premium,Premium Limited Entry,Premium Limited Entry,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,DB1003,Henry Mtns,Deer,Buck,ALW,CONSERVATION,SFW,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,REVIEW_SOURCE_CONFLICT,HANUMBER,24,3,27,24,3,27,Henry Mtns Premium,Premium Limited Entry,Premium Limited Entry,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,DB1007,Henry Mtns,Deer,Buck,,CONSERVATION,MDF,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_TOTAL_MATCHES_RECOMMENDED,HIGH_CONFIRMED_2PLUS,HANUMBER,1,0,1,1,0,1,Henry Mtns Premium,Premium Limited Entry,Premium Limited Entry,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,2,DB1008,Paunsaugunt,Deer,Buck,,CONSERVATION,MDF|NWTF,,,2,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,3,1,4,3,1,4,Paunsaugunt Premium,Premium Limited Entry,Premium Limited Entry,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,DB1014,"San Juan, Elk Ridge",Deer,Buck,Archery,CONSERVATION,UAA,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,HIGH_CONFIRMED_2PLUS,HANUMBER,15,2,17,15,2,17,"San Juan, Elk Ridge",Limited Entry,Limited Entry,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,1,DB1015,Diamond Mtn,Deer,Buck,Archery,CONSERVATION,MDF,,,1,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,REVIEW_SOURCE_CONFLICT,HANUMBER,22,2,24,22,2,24,Diamond Mtn,Limited Entry,Limited Entry,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
CONSERVATION_PERMITS_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 CONSERVATION  PERMITS.xlsx,2,DB1016,"West Desert, Vernon",Deer,Buck,Archery,CONSERVATION,MDF|SFW,,,2,TOTAL_ONLY,DIRECT_HUNT_CODE,one workbook row counted as one conservation permit; Value column is not used as permit count,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,REVIEW_SOURCE_CONFLICT,HANUMBER,46,5,51,46,5,51,"West Desert, Vernon",Limited Entry,Limited Entry,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE
