source_scope,source_file,source_page,storage_year,draw_results_year,permit_draw_year,model_year,year_basis,report_title,raw_extracted_code,normalized_hunt_code,artifact_status,hunt_name,species,resident_successful,nonresident_successful,resident_unsuccessful,nonresident_unsuccessful,total_applications,resident_quota,nonresident_quota,total_quota,resident_success_ratio,nonresident_success_ratio,resident_bonus_permits,resident_regular_permits,nonresident_bonus_permits,nonresident_regular_permits,odds_denominator,parse_method,parse_status,notes
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\2019 sportsman_odds.pdf,1,2019,2019,2019,2020,BIBLE_FOLDER_YEAR,2019-2020 Sportsman Draw Odds Report,MB1000,MB1000,RAW_VALID,Sportsman Moose,Moose,1,0,5496,0,5497,1,,1,"1 in 5,497.0",N/A,,,,,5497,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\2019 sportsman_odds.pdf,1,2019,2019,2019,2020,BIBLE_FOLDER_YEAR,2019-2020 Sportsman Draw Odds Report,PB1000,PB1000,RAW_VALID,Sportsman Pronghorn,Pronghorn,1,0,3783,0,3784,1,,1,"1 in 3,784.0",N/A,,,,,3784,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\2019 sportsman_odds.pdf,1,2019,2019,2019,2020,BIBLE_FOLDER_YEAR,2019-2020 Sportsman Draw Odds Report,RS0001,RS0001,RAW_VALID,Sportsman Rocky Mtn Bighorn Sheep,Rocky Mountain Bighorn Sheep,1,0,4524,0,4525,1,,1,"1 in 4,525.0",N/A,,,,,4525,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\2019 sportsman_odds.pdf,1,2019,2019,2019,2020,BIBLE_FOLDER_YEAR,2019-2020 Sportsman Draw Odds Report,TK0001,TK0001,RAW_VALID,Sportsman Bearded Turkey,Turkey,1,0,1019,0,1020,1,,1,"1 in 1,020.0",N/A,,,,,1020,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,BI1000,BI1000,RAW_VALID,Sportsman Bison,Bison,1,0,5805,0,5806,1,,1,"1 in 5,806.0",N/A,,,,,5806,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,BI1000,BI1000,RAW_VALID,Sportsman Bison,Bison,1,0,5805,0,5806,1,,1,"1 in 5,806.0",N/A,,,,,5806,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,BR1000,BR1000,RAW_VALID,Sportsman Black Bear,Black Bear,1,0,1572,0,1573,1,,1,"1 in 1,573.0",N/A,,,,,1573,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,BR1000,BR1000,RAW_VALID,Sportsman Black Bear,Black Bear,1,0,1572,0,1573,1,,1,"1 in 1,573.0",N/A,,,,,1573,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,CG1000,CG1000,RAW_VALID,Sportsman Cougar,Cougar,1,0,1370,0,1371,1,,1,"1 in 1,371.0",N/A,,,,,1371,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,CG1000,CG1000,RAW_VALID,Sportsman Cougar,Cougar,1,0,1370,0,1371,1,,1,"1 in 1,371.0",N/A,,,,,1371,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,DB0007,DB0007,RAW_VALID,Sportsman Deer,Deer,1,0,11430,0,11431,1,,1,"1 in 11,431.0",N/A,,,,,11431,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,DB0007,DB0007,RAW_VALID,Sportsman Deer,Deer,1,0,11430,0,11431,1,,1,"1 in 11,431.0",N/A,,,,,11431,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,DS1000,DS1000,RAW_VALID,Sportsman Desert Bighorn Sheep,Desert Bighorn Sheep,1,0,4767,0,4768,1,,1,"1 in 4,768.0",N/A,,,,,4768,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,DS1000,DS1000,RAW_VALID,Sportsman Desert Bighorn Sheep,Desert Bighorn Sheep,1,0,4767,0,4768,1,,1,"1 in 4,768.0",N/A,,,,,4768,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,EB1000,EB1000,RAW_VALID,Sportsman Elk,Elk,1,0,11437,0,11438,1,,1,"1 in 11,438.0",N/A,,,,,11438,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,EB1000,EB1000,RAW_VALID,Sportsman Elk,Elk,1,0,11437,0,11438,1,,1,"1 in 11,438.0",N/A,,,,,11438,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,GO1000,GO1000,RAW_VALID,Sportsman Mountain Goat,Mountain Goat,1,0,3891,0,3892,1,,1,"1 in 3,892.0",N/A,,,,,3892,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,GO1000,GO1000,RAW_VALID,Sportsman Mountain Goat,Mountain Goat,1,0,3891,0,3892,1,,1,"1 in 3,892.0",N/A,,,,,3892,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,MB1000,MB1000,RAW_VALID,Sportsman Moose,Moose,1,0,6256,0,6257,1,,1,"1 in 6,257.0",N/A,,,,,6257,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,MB1000,MB1000,RAW_VALID,Sportsman Moose,Moose,1,0,6256,0,6257,1,,1,"1 in 6,257.0",N/A,,,,,6257,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,PB1000,PB1000,RAW_VALID,Sportsman Pronghorn,Pronghorn,1,0,4505,0,4506,1,,1,"1 in 4,506.0",N/A,,,,,4506,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,PB1000,PB1000,RAW_VALID,Sportsman Pronghorn,Pronghorn,1,0,4505,0,4506,1,,1,"1 in 4,506.0",N/A,,,,,4506,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,RS0001,RS0001,RAW_VALID,Sportsman Rocky Mtn Bighorn Sheep,Rocky Mountain Bighorn Sheep,1,0,4942,0,4943,1,,1,"1 in 4,943.0",N/A,,,,,4943,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,RS0001,RS0001,RAW_VALID,Sportsman Rocky Mtn Bighorn Sheep,Rocky Mountain Bighorn Sheep,1,0,4942,0,4943,1,,1,"1 in 4,943.0",N/A,,,,,4943,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2020,2020,2020,2021,BIBLE_FOLDER_YEAR,2020-2021 Sportsman Draw Odds Report,TK0001,TK0001,RAW_VALID,Sportsman Bearded Turkey,Turkey,1,0,1154,0,1155,1,,1,"1 in 1,155.0",N/A,,,,,1155,inline_table,OK,Extracted from single-line Sportsman table.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,1,2021,2020,2020,2021,REPORT_TITLE,2020-2021 Sportsman Draw Odds Report,TK0001,TK0001,RAW_VALID,Sportsman Bearded Turkey,Turkey,1,0,1154,0,1155,1,,1,"1 in 1,155.0",N/A,,,,,1155,inline_table,OK,Extracted from single-line Sportsman table.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2021,2021,2021,2022,BIBLE_FOLDER_YEAR,2021-2022 Sportsman Draw Odds Report,BI1000,BI1000,RAW_VALID,Sportsman Bison,Bison,1,0,5909,0,5910,1,,1,"1 in 5,910.0",N/A,,,,,5910,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/ffa5e57f__Sportsman draw odds report.pdf,1,2021,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,BI1000,BI1000,RAW_VALID,Sportsman Bison,Bison,1,0,5909,0,5910,1,,1,"1 in 5,910.0",N/A,,,,,5910,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf,1,2022,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,BI1000,BI1000,RAW_VALID,Sportsman Bison,Bison,1,0,5909,0,5910,1,,1,"1 in 5,910.0",N/A,,,,,5910,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2021,2021,2021,2022,BIBLE_FOLDER_YEAR,2021-2022 Sportsman Draw Odds Report,BR1000,BR1000,RAW_VALID,Sportsman Black Bear,Black Bear,1,0,1591,0,1592,1,,1,"1 in 1,592.0",N/A,,,,,1592,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/ffa5e57f__Sportsman draw odds report.pdf,1,2021,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,BR1000,BR1000,RAW_VALID,Sportsman Black Bear,Black Bear,1,0,1591,0,1592,1,,1,"1 in 1,592.0",N/A,,,,,1592,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf,1,2022,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,BR1000,BR1000,RAW_VALID,Sportsman Black Bear,Black Bear,1,0,1591,0,1592,1,,1,"1 in 1,592.0",N/A,,,,,1592,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2021,2021,2021,2022,BIBLE_FOLDER_YEAR,2021-2022 Sportsman Draw Odds Report,CG1000,CG1000,RAW_VALID,Sportsman Cougar,Cougar,1,0,994,0,995,1,,1,1 in 995.0,N/A,,,,,995,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/ffa5e57f__Sportsman draw odds report.pdf,1,2021,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,CG1000,CG1000,RAW_VALID,Sportsman Cougar,Cougar,1,0,994,0,995,1,,1,1 in 995.0,N/A,,,,,995,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf,1,2022,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,CG1000,CG1000,RAW_VALID,Sportsman Cougar,Cougar,1,0,994,0,995,1,,1,1 in 995.0,N/A,,,,,995,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2021,2021,2021,2022,BIBLE_FOLDER_YEAR,2021-2022 Sportsman Draw Odds Report,CG9999,CG9999,RAW_VALID,Sportsman Cougar 2023*,Cougar,1,0,985,0,986,1,,1,1 in 986.0,N/A,,,,,986,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/ffa5e57f__Sportsman draw odds report.pdf,1,2021,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,CG9999,CG9999,RAW_VALID,Sportsman Cougar 2023*,Cougar,1,0,985,0,986,1,,1,1 in 986.0,N/A,,,,,986,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf,1,2022,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,CG9999,CG9999,RAW_VALID,Sportsman Cougar 2023*,Cougar,1,0,985,0,986,1,,1,1 in 986.0,N/A,,,,,986,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2021,2021,2021,2022,BIBLE_FOLDER_YEAR,2021-2022 Sportsman Draw Odds Report,DB0007,DB0007,RAW_VALID,Sportsman Deer,Deer,1,0,11148,0,11149,1,,1,"1 in 11,149.0",N/A,,,,,11149,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/ffa5e57f__Sportsman draw odds report.pdf,1,2021,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,DB0007,DB0007,RAW_VALID,Sportsman Deer,Deer,1,0,11148,0,11149,1,,1,"1 in 11,149.0",N/A,,,,,11149,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf,1,2022,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,DB0007,DB0007,RAW_VALID,Sportsman Deer,Deer,1,0,11148,0,11149,1,,1,"1 in 11,149.0",N/A,,,,,11149,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
BIBLE_HUNT_CODES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1,2021,2021,2021,2022,BIBLE_FOLDER_YEAR,2021-2022 Sportsman Draw Odds Report,DS1000,DS1000,RAW_VALID,Sportsman Desert Bighorn Sheep,Desert Bighorn Sheep,1,0,4909,0,4910,1,,1,"1 in 4,910.0",N/A,,,,,4910,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/ffa5e57f__Sportsman draw odds report.pdf,1,2021,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,DS1000,DS1000,RAW_VALID,Sportsman Desert Bighorn Sheep,Desert Bighorn Sheep,1,0,4909,0,4910,1,,1,"1 in 4,910.0",N/A,,,,,4910,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
REPO_PIPELINE,pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21-22_sportsman_odds.pdf,1,2022,2021,2021,2022,REPORT_TITLE,2021-2022 Sportsman Draw Odds Report,DS1000,DS1000,RAW_VALID,Sportsman Desert Bighorn Sheep,Desert Bighorn Sheep,1,0,4909,0,4910,1,,1,"1 in 4,910.0",N/A,,,,,4910,stacked_column_table,OK,Extracted from stacked Sportsman table layout.
