hunt_code,hunt_name,species,draw_results_year,model_target_year,res_header,nr_header,total_header,res_display_header,nr_display_header,total_display_header,res_value,nr_value,total_value,source_value,status,recommended_2026_res,recommended_2026_nr,recommended_2026_total,recommended_2026_winner_source,recommended_2026_alignment
EA1167,South Canyon CWMU,Elk,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,12,0,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,12,0,12,HANUMBER,DATABASE_MATCHES_RECOMMENDED
EB3554,South Canyon CWMU,Elk,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
EB3554,South Canyon CWMU,Elk,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
EB3554,South Canyon CWMU,Elk,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1303,North Peaks CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1303,North Peaks CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1303,North Peaks CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
EB3565,North Peaks CWMU,Elk,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
EB3565,North Peaks CWMU,Elk,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
EB3565,North Peaks CWMU,Elk,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1252,Ingham Peak CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1252,Ingham Peak CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1252,Ingham Peak CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,3,0,3,HANUMBER,DATABASE_MATCHES_RECOMMENDED
EB3528,Ingham Peak CWMU,Elk,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
EB3528,Ingham Peak CWMU,Elk,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
EB3528,Ingham Peak CWMU,Elk,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1328,Clear Creek CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1328,Clear Creek CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1328,Clear Creek CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1250,Indian Creek CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1250,Indian Creek CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1250,Indian Creek CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1281,Rattlesnake Pass CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1281,Rattlesnake Pass CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1281,Rattlesnake Pass CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,2,0,2,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1241,Golden Spike CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1241,Golden Spike CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1241,Golden Spike CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1306,Washakie CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1306,Washakie CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1306,Washakie CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1209,Blind Springs CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1209,Blind Springs CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1209,Blind Springs CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1277,Pocatello Valley CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1277,Pocatello Valley CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1277,Pocatello Valley CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1280,Promontory Point CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1280,Promontory Point CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1280,Promontory Point CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1270,Nucor West CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1270,Nucor West CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1270,Nucor West CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1273,Park Valley Hereford CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1273,Park Valley Hereford CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1273,Park Valley Hereford CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,6,0,6,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1222,Coldwater Ranch CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1222,Coldwater Ranch CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1222,Coldwater Ranch CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,2,0,2,HANUMBER,DATABASE_MATCHES_RECOMMENDED
EA1125,Coldwater Ranch CWMU,Elk,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,10,0,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
EA1125,Coldwater Ranch CWMU,Elk,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,9,0,9,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
EA1125,Coldwater Ranch CWMU,Elk,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,25,0,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,25,0,25,HANUMBER,DATABASE_MATCHES_RECOMMENDED
EB3509,Coldwater Ranch CWMU,Elk,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
EB3509,Coldwater Ranch CWMU,Elk,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
EB3509,Coldwater Ranch CWMU,Elk,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,3,0,3,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DA1050,The Rose of Snowville CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
DA1050,The Rose of Snowville CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,5,0,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DA1050,The Rose of Snowville CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,8,0,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,,,8,HANUMBER,DATABASE_TOTAL_MATCHES_RECOMMENDED
DB1347,The Rose of Snowville CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
DB1347,The Rose of Snowville CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1347,The Rose of Snowville CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,2,0,2,HANUMBER,DATABASE_MATCHES_RECOMMENDED
PB5311,The Rose of Snowville CWMU,Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
PB5311,The Rose of Snowville CWMU,Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,2,0,2,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
PB5311,The Rose of Snowville CWMU,Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,3,0,3,HANUMBER,DATABASE_MATCHES_RECOMMENDED
PD1048,The Rose of Snowville CWMU,Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
PD1048,The Rose of Snowville CWMU,Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,,,,,BLANK_TOTAL,,,,,
PD1048,The Rose of Snowville CWMU,Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,2,0,2,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1211,Blue Spring Hills CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1211,Blue Spring Hills CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1211,Blue Spring Hills CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1308,West Hills CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1308,West Hills CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1308,West Hills CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,2,0,2,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1231,Dove Creek CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
