hunt_code,prefix,present_report_year_2020,source_count_report_year_2020,present_report_year_2021,source_count_report_year_2021,present_report_year_2022,source_count_report_year_2022,present_report_year_2023,source_count_report_year_2023,present_report_year_2024,source_count_report_year_2024,present_report_year_2025,source_count_report_year_2025,present_report_year_2026,source_count_report_year_2026
EB3118,EB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3119,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3120,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3121,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3122,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3123,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3124,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3125,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3126,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3127,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3130,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3131,EB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3132,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3133,EB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3134,EB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3135,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3136,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3137,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3138,EB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3139,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3140,EB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3141,EB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3142,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3143,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3144,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3145,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3146,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3147,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3148,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3149,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3150,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3151,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3152,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3153,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3154,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3155,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3156,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3157,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3158,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3159,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3160,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3161,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3162,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3163,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3164,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3165,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3166,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3167,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3168,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,YES,1
EB3169,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3170,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3171,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3172,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3173,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3174,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3175,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3176,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3177,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3178,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3179,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3180,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3181,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3182,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3183,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3184,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3185,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3186,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3187,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3188,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3189,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3190,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3191,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3192,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3193,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3194,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3195,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3196,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3197,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3198,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3199,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
EB3205,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
EB3208,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
EB3210,EB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
EB3500,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3501,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3502,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3503,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3504,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3505,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3506,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3508,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3509,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3510,EB,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EB3511,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3512,EB,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3514,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3515,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3516,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3517,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3519,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3520,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3521,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3522,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3523,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3524,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3525,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3526,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3527,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3528,EB,YES,2,YES,2,NO,0,YES,2,YES,2,YES,2,YES,1
EB3529,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3530,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3531,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3532,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3533,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3534,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3535,EB,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EB3536,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3538,EB,YES,2,YES,2,NO,0,YES,2,YES,2,YES,2,YES,1
EB3540,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3541,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3542,EB,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EB3543,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3544,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3545,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3546,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3547,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3548,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3549,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3550,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3551,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3552,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3553,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3554,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3555,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3557,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3558,EB,YES,2,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3559,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3561,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EB3562,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3563,EB,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EB3564,EB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3565,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3603,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3604,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3606,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3607,EB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3608,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3609,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EB3610,EB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3611,EB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3612,EB,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0
EB3613,EB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3614,EB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
EB3616,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0
EB3617,EB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EB3619,EB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,1
EB3620,EB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1
GO1000,GO,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,YES,1
GO6800,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6801,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6803,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6804,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6805,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6806,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6807,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6808,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6810,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6813,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6814,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6815,GO,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
GO6817,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6818,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6819,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6820,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6821,GO,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
GO6822,GO,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
MA1000,MA,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0
MA1001,MA,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0
MA1003,MA,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0
MA1004,MA,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
MA1005,MA,YES,1,YES,1,YES,1,YES,1,YES,1,YES,1,NO,0
MA1006,MA,NO,0,NO,0,YES,1,YES,1,YES,1,NO,0,NO,0
MA1007,MA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MA1008,MA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MA1009,MA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MA1010,MA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
MB1000,MB,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,YES,1
MB6000,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6001,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6002,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6003,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6004,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6005,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6006,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6007,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6008,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6009,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6010,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6011,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6012,MB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
MB6200,MB,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6201,MB,YES,3,YES,2,NO,0,NO,0,NO,0,NO,0,YES,1
MB6202,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6205,MB,YES,3,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
MB6206,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6207,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,NO,0
MB6208,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6209,MB,YES,3,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6210,MB,YES,3,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
MB6211,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6216,MB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
MB6217,MB,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6219,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6220,MB,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6222,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6223,MB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,NO,0
MB6224,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,NO,0
MB6225,MB,NO,0,YES,2,NO,0,YES,2,NO,0,YES,3,NO,0
MB6226,MB,YES,3,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
MB6240,MB,NO,0,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6251,MB,YES,3,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
MB6252,MB,NO,0,YES,2,NO,0,YES,2,NO,0,NO,0,NO,0
MB6254,MB,YES,3,YES,2,YES,2,NO,0,YES,2,YES,3,NO,0
MB6256,MB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,3,YES,1
MB6257,MB,NO,0,YES,2,NO,0,YES,2,NO,0,YES,3,NO,0
MB6258,MB,YES,3,NO,0,NO,0,NO,0,YES,2,YES,3,YES,1
MB6259,MB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,NO,0
MB6262,MB,NO,0,YES,2,YES,2,YES,2,NO,0,YES,3,YES,1
MB6263,MB,NO,0,YES,2,NO,0,NO,0,YES,2,NO,0,NO,0
MB6264,MB,NO,0,YES,2,NO,0,NO,0,YES,2,NO,0,NO,0
MB6265,MB,NO,0,NO,0,YES,2,NO,0,YES,2,NO,0,YES,1
MB6266,MB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,3,YES,1
PB1000,PB,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,YES,1
PB5000,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5001,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5002,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5003,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5004,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5005,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5006,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5007,PB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5008,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5009,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5011,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5012,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5013,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5015,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5016,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5017,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5018,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5019,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5020,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5021,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5022,PB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5024,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5025,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5026,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5027,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5028,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5029,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5030,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5031,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5032,PB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5033,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5034,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5035,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5037,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5038,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5039,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5040,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5041,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5042,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5044,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5045,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5046,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5047,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5048,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5049,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5050,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5051,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5052,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5053,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5054,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5055,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5056,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5058,PB,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5059,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5060,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5061,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5062,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5063,PB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5064,PB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5065,PB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5066,PB,NO,0,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5067,PB,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
PB5072,PB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,3,YES,1
PB5073,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5074,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5075,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5076,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5077,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5078,PB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,3,YES,1
PB5079,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
PB5080,PB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,3,YES,1
PB5300,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5302,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5303,PB,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PB5305,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5306,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5307,PB,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
PB5309,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5311,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5312,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5313,PB,YES,2,YES,2,YES,2,NO,0,YES,2,NO,0,NO,0
PB5314,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5315,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5325,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5326,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5327,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5328,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5329,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
PB5330,PB,YES,2,YES,2,YES,2,YES,2,YES,2,YES,3,YES,1
