"from_report_year","to_report_year","from_hunt_code","to_hunt_code","crosswalk_status","crosswalk_confidence","identity_score","from_species","from_unit","to_species","to_unit","from_weapon","to_weapon","notes"
"2023","2024","BI6533","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Bison","Book Cliffs, Little Creek/south","","","Muzzleloader","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","DB1216","DB1344","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.807","Buck Deer","Castle Valley Outdoors","Buck Deer","Salt Wells","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","DB1223","DB1348","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8269","Buck Deer","Conover-jensen","Buck Deer","Kimberly","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","DB1258","DB1344","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8148","Buck Deer","Little Red Creek","Buck Deer","Salt Wells","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","DB1278","DB1345","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.9204","Buck Deer","Powder Mountain","Buck Deer","Diamond Mountain","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","DB1297","DB1344","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8036","Buck Deer","Stillman Creek Ranch","Buck Deer","Salt Wells","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","DB1307","DB1349","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.8905","Buck Deer","Weber Florence Creek","Buck Deer","Weber Florence Creek/stillman Creek","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","DB1339","DB1348","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8381","Buck Deer","Double J Valley","Buck Deer","Kimberly","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","DB1340","DB1259","CANDIDATE_SUCCESSOR_BY_IDENTITY","HIGH_IDENTITY_MATCH","1.0","Buck Deer","Tunnel Hollow","Buck Deer","Tunnel Hollow","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","EA1009","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1052","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1091","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1098","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1099","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1100","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1144","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1155","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1194","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1205","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1227","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1253","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1255","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EA1257","EA1261","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8095","Antlerless Elk","Tunnel Hollow CWMU","Antlerless Elk","Blackhawk CWMU","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","EA2035","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Antlerless Elk","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","EB3510","EB3617","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8036","Bull Elk","Conover-jensen","Bull Elk","Diamond Mountain","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","EB3542","EB3617","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.9027","Bull Elk","Powder Mountain","Bull Elk","Diamond Mountain","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","EB3563","EB3619","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.8759","Bull Elk","Weber Florence Creek","Bull Elk","Weber Florence Creek/stillman Creek","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","EB3612","EB3617","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8","Bull Elk","5s","Bull Elk","Diamond Mountain","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","MA1000","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Doe Pronghorn","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","MB6210","MB6200","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.8704","Bull Moose","Folley Ridge","Bull Moose","Bear Springs","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","MB6225","MB6200","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.8762","Bull Moose","Wallsburg","Bull Moose","Bear Springs","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","MB6226","MB6266","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.8921","Bull Moose","Weber Florence Creek","Bull Moose","Weber Florence Creek/stillman Creek","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","MB6252","MB6258","CANDIDATE_SUCCESSOR_BY_IDENTITY","HIGH_IDENTITY_MATCH","1.0","Bull Moose","Jacob's Creek","Bull Moose","Jacob's Creek","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","MB6257","MB6264","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.8762","Bull Moose","Ingham Peak","Bull Moose","Sand Creek","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","MB6262","MB6263","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.844","Bull Moose","Junction Valley","Bull Moose","Moon Ranch","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","PB5303","PB5313","CANDIDATE_SUCCESSOR_BY_IDENTITY","MEDIUM_IDENTITY_MATCH","0.8527","Buck Pronghorn","Ensign Ranches","Buck Pronghorn","West Willow Creek Ranch","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","PB5307","PB5313","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.8217","Buck Pronghorn","Rlf Deep Creek","Buck Pronghorn","West Willow Creek Ranch","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","PB5338","PB5313","CANDIDATE_SUCCESSOR_BY_IDENTITY","LOW_REVIEW_MATCH","0.7883","Buck Pronghorn","Castle Valley Outdoors","Buck Pronghorn","West Willow Creek Ranch","Any Legal Weapon","Any Legal Weapon","Dropped code has a same-prefix successor candidate in the next report year."
"2023","2024","PD1005","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Pronghorn","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","PD1014","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Pronghorn","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","PD1037","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Pronghorn","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","PD1038","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Pronghorn","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","PD1041","","DROPPED_NO_SUCCESSOR_CANDIDATE","NO_SAFE_MATCH","","Pronghorn","","","","","","Code was observed in from-year and absent in to-year; no same-prefix identity successor candidate met threshold."
"2023","2024","","DA1050","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Deer","The Rose of Snowville CWMU","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","DB1347","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Buck Deer","The Rose Of Snowville","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","DS6625","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Desert Bighorn Sheep","Mineral Mtns","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1106","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Wasatch Mtns, Avintaquin","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1200","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Double R Ranch CWMU","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1259","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Diamond Mountain CWMU","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1260","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","West Ridge CWMU","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1264","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Wasatch Mtns, Rabbit Gulch","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1265","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Wasatch Mtns, Tabby Mtn","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1266","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Box Elder, Hansel Mtn","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1267","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Cache","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1268","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","North Slope, Summit","","Archery","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","EA1269","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Antlerless Elk","Ogden (excludes Hyrum)","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","MB6209","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Bull Moose","Ensign Ranches","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","MB6217","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Bull Moose","Sharp Mountain","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","MB6220","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Bull Moose","South Canyon","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","MB6240","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Bull Moose","Chimney Rock","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","MB6254","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Bull Moose","Sj Ranch","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","MB6265","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Bull Moose","Little Pole Canyon","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","PB5345","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Buck Pronghorn","Green River Flat","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","PD1006","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Pronghorn","Parker Mtn","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","PD1045","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Pronghorn","The Rose of Snowville CWMU","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
"2023","2024","","PD1046","ADDED_NO_PREDECESSOR_CANDIDATE","NO_SAFE_MATCH","","","","Pronghorn","Green River Flat CWMU","","Any Legal Weapon","Code first appears in to-year relative to adjacent from-year; no predecessor candidate selected."
