hunt_code,prefix,first_seen_report_year,last_seen_report_year,terminal_dropoff_after_report_year,terminal_absent_years_through_2026,observed_years,had_prior_reappearance_gap,interpretation,notes
BI6507,BI,2020,2020,2020,2021|2022|2023|2024|2025|2026,2020,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6515,BI,2020,2020,2020,2021|2022|2023|2024|2025|2026,2020,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6517,BI,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6519,BI,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6520,BI,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6521,BI,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6522,BI,2020,2020,2020,2021|2022|2023|2024|2025|2026,2020,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6523,BI,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6524,BI,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6526,BI,2021,2021,2021,2022|2023|2024|2025|2026,2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6530,BI,2022,2024,2024,2025|2026,2022|2023|2024,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BI6533,BI,2022,2023,2023,2024|2025|2026,2022|2023,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BR7008,BR,2020,2025,2025,2026,2020|2021|2022|2023|2024|2025,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BR7019,BR,2022,2024,2024,2025|2026,2022|2023|2024,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BR7108,BR,2020,2025,2025,2026,2020|2021|2022|2023|2024|2025,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BR7208,BR,2020,2025,2025,2026,2020|2021|2022|2023|2024|2025,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BR7209,BR,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BR7226,BR,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
BR7227,BR,2020,2021,2021,2022|2023|2024|2025|2026,2020|2021,NO,TERMINAL_ABSENT_NO_REAPPEARANCE_THROUGH_2026,Last observed year has no later reappearance in the scanned years; this is the true terminal drop-off candidate.
