hunt_code,prefix,present_report_year,first_missing_report_year,present_model_year,first_missing_model_year,reappears_later,permanent_through_2026,source_files_present_year,source_pages_present_year
MB6257,MB,2021,2022,2022,2023,YES,NO,2021/2021_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__O.I.L. BULL MOOSE.pdf,36|493
MB6263,MB,2021,2022,2022,2023,YES,NO,2021/2021_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__O.I.L. BULL MOOSE.pdf,38|495
MB6264,MB,2021,2022,2022,2023,YES,NO,2021/2021_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__O.I.L. BULL MOOSE.pdf,39|496
PB1000,PB,2021,2022,2022,2023,YES,NO,2021/2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1
PD1013,PD,2021,2022,2022,2023,NO,YES,2021/2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,185|197
PD1018,PD,2021,2022,2022,2023,NO,YES,2021/2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,188|201
PD1023,PD,2021,2022,2022,2023,NO,YES,2021/2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,190|203
PD1027,PD,2021,2022,2022,2023,NO,YES,2021/2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,194|207
PD1036,PD,2021,2022,2022,2023,NO,YES,2021/2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,201|214
PD1039,PD,2021,2022,2022,2023,NO,YES,2021/2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,204|217
PD1042,PD,2021,2022,2022,2023,NO,YES,2021/2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf|2021/2021_PERMITS=2022_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,206|219
RS0001,RS,2021,2022,2022,2023,YES,NO,2021/2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1
TK0001,TK,2021,2022,2022,2023,YES,NO,2021/2021_PERMITS=2022_MODEL__SPORTSMAN DRAW RESULTS.pdf,1
ACG1000,ACG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__SPORTSMAN DRAW RESULTS.pdf,1
CG1029,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,2
CG1034,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,3
CG7502,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,4
CG7506,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,5
CG7602,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,6
CG7603,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,7
CG7605,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,8
CG7610,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,9
CG7612,CG,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__COUGAR DRAW RESULTS.pdf,10
DA1026,DA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,10|11
DA1028,DA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,12|13
DA1039,DA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,16|17
DA1040,DA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,17|18
DA1043,DA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,20|21
DB1027,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. DEER.pdf,27|28
DB1092,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. DEER.pdf,71|72
DB1257,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. DEER.pdf,118|119
DB1267,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. DEER.pdf,126|127
DB1321,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. DEER.pdf,169|170
DB1323,DB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. DEER.pdf,171|172
DB1329,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. DEER.pdf,177|178
DB1505,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,7|8
DB1535,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,35|36|37
DB1565,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,64|65|66
DB1590,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,88|89|90
DB1774,DB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__D.H. DEER DRAW RESULTS.pdf,8
EA1004,EA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,26|28
EA1007,EA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,27|29
EA1008,EA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,28|30
EA1034,EA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,47|49
EA1186,EA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,135|142
EA1238,EA,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,163|173
EB1007,EB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__YOUTH DRAW-ONLY ELK BONUS POINT DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH_DRAW-ONLY_ELK_BONUS_POINT_DRAW_RESULTS.PDF,1
EB3001,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,3|193
EB3007,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,8|198
EB3016,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,15|205
EB3026,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,22|212
EB3027,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,23|213
EB3040,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,32|222
EB3041,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,33|223
EB3058,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,46|236
EB3059,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,47|237
EB3060,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,48|238
EB3078,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,59|249
EB3085,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,64|254
EB3094,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,71|261
EB3103,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,77|267
EB3109,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,82|272
EB3118,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,89|279
EB3131,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,97|287
EB3133,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,99|289
EB3134,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,100|290
EB3138,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,104|294
EB3140,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,106|296
EB3141,EB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. ELK.pdf,107|297
GO6815,GO,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. MTN GOAT.pdf,13|570
MB6200,MB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,14|483
MB6209,MB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,19|488
MB6216,MB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,22|491
MB6217,MB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,23|492
MB6220,MB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,25|494
MB6240,MB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,30|499
MB6254,MB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,32|501
MB6265,MB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__O.I.L. BULL MOOSE.pdf,35|504
PB5007,PB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,9|389
PB5022,PB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,22|402
PB5032,PB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,31|411
PB5058,PB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,54|434
PB5063,PB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,59|439
PB5064,PB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,60|440
PB5067,PB,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,63|443
PB5313,PB,2022,2023,2023,2024,YES,NO,2022/2022_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__L.E. PRONGHORN.pdf,74|454
PD1002,PD,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,179|191
PD1003,PD,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,180|192
PD1007,PD,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,182|194
PD1008,PD,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,183|195
PD1022,PD,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,188|200
PD1024,PD,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,189|201
PD1030,PD,2022,2023,2023,2024,NO,YES,2022/2022_PERMITS=2023_MODEL__ANTLERLESS DRAW RESULTS.pdf|2022/2022_PERMITS=2023_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,192|204
BI6533,BI,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__O.I.L. BISON.pdf,14|503
DB1216,DB,2023,2024,2024,2025,YES,NO,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,89
DB1223,DB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,93
DB1258,DB,2023,2024,2024,2025,YES,NO,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,122
DB1278,DB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,138
DB1297,DB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,155
DB1307,DB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,164
DB1339,DB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,186
DB1340,DB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. DEER.pdf,187
EA1009,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,23
EA1052,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,48
EA1091,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,71|72
EA1098,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,73|74
EA1099,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,74|75
EA1100,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,75|76
EA1144,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf,107
EA1155,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf,114
EA1194,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,132|139
EA1205,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,138|145
EA1227,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,149|156
EA1253,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,166|174
EA1255,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,168|176
EA1257,EA,2023,2024,2024,2025,YES,NO,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,170|178
EA2035,EA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,171|181
EB3510,EB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. ELK.pdf,153|343
EB3542,EB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. ELK.pdf,179|369
EB3563,EB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. ELK.pdf,198|388
EB3612,EB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__L.E. ELK.pdf,209|399
MA1000,MA,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2024_MODEL__ANTLERLESS DRAW RESULTS.pdf,186
MB6210,MB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__O.I.L. BULL MOOSE.pdf,18|560
MB6225,MB,2023,2024,2024,2025,YES,NO,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__O.I.L. BULL MOOSE.pdf,24|566
MB6226,MB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__O.I.L. BULL MOOSE.pdf,25|567
MB6252,MB,2023,2024,2024,2025,NO,YES,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__O.I.L. BULL MOOSE.pdf,27|569
MB6257,MB,2023,2024,2024,2025,YES,NO,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__O.I.L. BULL MOOSE.pdf,29|571
MB6262,MB,2023,2024,2024,2025,YES,NO,2023/2023_PERMITS=2023_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|2023/2023_PERMITS=2024_MODEL__O.I.L. BULL MOOSE.pdf,31|573
