hunt_code,prefix,first_seen_report_year,last_seen_report_year,observed_years,gap_years_likely_continued,gap_count,interpretation,notes
BI1000,BI,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
BR1000,BR,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB0007,DB,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1009,DB,2020,2026,2020|2025|2026,2021|2022|2023|2024,4,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1208,DB,2020,2026,2020|2023|2024|2025|2026,2021|2022,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1216,DB,2020,2026,2020|2021|2022|2023|2025|2026,2024,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1258,DB,2020,2026,2020|2021|2022|2023|2025|2026,2024,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1259,DB,2020,2026,2020|2021|2024|2025|2026,2022|2023,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1299,DB,2020,2026,2020|2022|2023|2024|2025|2026,2021,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1308,DB,2020,2026,2020|2022|2023|2024|2025|2026,2021,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DB1323,DB,2020,2026,2020|2021|2022|2025|2026,2023|2024,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
DS1000,DS,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EA1037,EA,2020,2025,2020|2022|2023|2024|2025,2021,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EA1257,EA,2022,2025,2022|2023|2025,2024,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EB1000,EB,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EB1007,EB,2020,2026,2020|2021|2022|2023|2025|2026,2024,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EB3168,EB,2023,2026,2023|2024|2026,2025,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EB3528,EB,2020,2026,2020|2021|2023|2024|2025|2026,2022,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EB3538,EB,2020,2026,2020|2021|2023|2024|2025|2026,2022,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
EB3558,EB,2020,2026,2020|2022|2023|2024|2025|2026,2021,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
GO1000,GO,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB1000,MB,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6200,MB,2021,2025,2021|2022|2024|2025,2023,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6201,MB,2020,2026,2020|2021|2026,2022|2023|2024|2025,4,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6209,MB,2020,2025,2020|2021|2022|2024|2025,2023,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6217,MB,2021,2025,2021|2022|2024|2025,2023,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6220,MB,2021,2025,2021|2022|2024|2025,2023,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6225,MB,2021,2025,2021|2023|2025,2022|2024,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6240,MB,2021,2025,2021|2022|2024|2025,2023,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6252,MB,2021,2023,2021|2023,2022,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6254,MB,2020,2025,2020|2021|2022|2024|2025,2023,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6257,MB,2021,2025,2021|2023|2025,2022|2024,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6258,MB,2020,2026,2020|2024|2025|2026,2021|2022|2023,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6262,MB,2021,2026,2021|2022|2023|2025|2026,2024,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6263,MB,2021,2024,2021|2024,2022|2023,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6264,MB,2021,2024,2021|2024,2022|2023,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
MB6265,MB,2022,2026,2022|2024|2026,2023|2025,2,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
PB1000,PB,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
PB5313,PB,2020,2024,2020|2021|2022|2024,2023,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
PB5338,PB,2021,2026,2021|2022|2023|2025|2026,2024,1,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
RS0001,RS,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
TK0001,TK,2020,2026,2020|2021|2022|2026,2023|2024|2025,3,HISTORICAL_REAPPEARANCE_GAP_LIKELY_CONTINUED,"Absent year(s) occur between observed years; treat as not observed in source, not terminated."
