row_key,hunt_code,residency,species,hunt_name,public_average_harvest_age,public_current_age_3yr_average,canonical_average_harvest_age,canonical_current_age_3yr_average,average_age_source_family,current_age_source_family,average_age_blank_cause,current_age_blank_cause,harvest_success_pct,average_days_hunted,average_age_source_file,average_age_review_status
BI1000|Nonresident,BI1000,Nonresident,Bison,Bison - Statewide Permit,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,1,,
BI1000|Resident,BI1000,Resident,Bison,Bison - Statewide Permit,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,1,,
BI6500|Nonresident,BI6500,Nonresident,Bison,Antelope Island,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,1,,
BI6500|Resident,BI6500,Resident,Bison,Antelope Island,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,1,,
BI6503|Nonresident,BI6503,Nonresident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,93.3,2.4,,
BI6503|Resident,BI6503,Resident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,93.3,2.4,,
BI6504|Nonresident,BI6504,Nonresident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,4.5,,
BI6504|Resident,BI6504,Resident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,4.5,,
BI6505|Nonresident,BI6505,Nonresident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,78.6,4,,
BI6505|Resident,BI6505,Resident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,78.6,4,,
BI6506|Nonresident,BI6506,Nonresident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,93.1,5.5,,
BI6506|Resident,BI6506,Resident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,93.1,5.5,,
BI6509|Nonresident,BI6509,Nonresident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,66.7,7,,
BI6509|Resident,BI6509,Resident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,66.7,7,,
BI6516|Nonresident,BI6516,Nonresident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,3.5,,
BI6516|Resident,BI6516,Resident,Bison,Henry Mtns,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,3.5,,
BI6527|Nonresident,BI6527,Nonresident,Bison,Nine Mile,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,,9,,
BI6527|Resident,BI6527,Resident,Bison,Nine Mile,,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,,9,,
BI6528|Nonresident,BI6528,Nonresident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,2,,
BI6528|Resident,BI6528,Resident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,2,,
BI6529|Nonresident,BI6529,Nonresident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,80,1.8,,
BI6529|Resident,BI6529,Resident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,80,1.8,,
BI6530|Nonresident,BI6530,Nonresident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,5,5,,
BI6530|Resident,BI6530,Resident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,5,5,,
BI6531|Nonresident,BI6531,Nonresident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,85.7,3.7,,
BI6531|Resident,BI6531,Resident,Bison,"Book Cliffs, Little Creek/South",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,85.7,3.7,,
BI6532|Nonresident,BI6532,Nonresident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,2,,
BI6532|Resident,BI6532,Resident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,2,,
BI6534|Nonresident,BI6534,Nonresident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,2.5,,
BI6534|Resident,BI6534,Resident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,2.5,,
BI6535|Nonresident,BI6535,Nonresident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,4.2,,
BI6535|Resident,BI6535,Resident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,100,4.2,,
BI6536|Nonresident,BI6536,Nonresident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,66.7,4.3,,
BI6536|Resident,BI6536,Resident,Bison,"Book Cliffs, Bitter Creek",,,,,SOURCE_MISSING,SOURCE_MISSING,SOURCE_MISSING,NOT_SUPPORTED_FOR_SPECIES,66.7,4.3,,
