hunt_code,hunt_name,species,sex_type,weapon,hunt_type,permits_2025_res,permits_2025_nr,permits_2025_total,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_2026_res,recommended_2026_nr,recommended_2026_total,allotment_vs_2025_status,recommended_vs_2025_status,permit_allotment_2026_source,permit_allotment_2026_status,recommended_winner_source,recommended_confidence,recommended_source_support_count,risk_classification,notes
EA2034,"Nine Mile, Anthro",Elk,Antlerless,Archery,General Season,8,4,12,180,20,200,180,20,200,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,Any Legal Weapon,General Season,20,2,22,54,6,60,63,7,70,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EA2037,Yellowstone,Elk,Antlerless,Archery,General Season,39,14,53,180,20,200,180,20,200,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EA2038,Wasatch Mtns,Elk,Antlerless,Archery,General Season,325,35,360,1080,120,1200,1080,120,1200,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EA2039,"Fillmore, Pahvant",Elk,Antlerless,Any Legal Weapon,Private Lands Only,,,,,,150,,,150,RIGHT_BLANK,RIGHT_BLANK,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_TOTAL_ONLY,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EA2040,Kamas,Elk,Antlerless,Any Legal Weapon,Private Lands Only,,,,,,150,,,150,RIGHT_BLANK,RIGHT_BLANK,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_TOTAL_ONLY,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EA2041,Cache (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,,,,,,6,,,,RIGHT_BLANK,BOTH_BLANK,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EA2045,Wasatch Mtns (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,,,,,,10,,,,RIGHT_BLANK,BOTH_BLANK,Utah DWR Hunt Planner,NO_QUOTA_PUBLISHED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EA2046,"Box Elder, Sawtooth",Elk,Antlerless,Any Legal Weapon,Private Lands Only,,,,,,25,,,25,RIGHT_BLANK,RIGHT_BLANK,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_TOTAL_ONLY,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,,,,,,15,,,1,RIGHT_BLANK,RIGHT_BLANK,,,UTAHDRAWS,MEDIUM_SINGLE_SOURCE,1,NO_2025_NUMERIC_MATCH,
EB1001,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,,,,,10,,,,RIGHT_BLANK,BOTH_BLANK,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EB1002,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,,,,,6,,,,RIGHT_BLANK,BOTH_BLANK,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,,,,,,16,,,,RIGHT_BLANK,BOTH_BLANK,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,,,,,,6,,,,RIGHT_BLANK,BOTH_BLANK,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,,,,,,16,,,,RIGHT_BLANK,BOTH_BLANK,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,,,,,750,,,750,RIGHT_BLANK,RIGHT_BLANK,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_TOTAL_ONLY,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,,,NONE,NO_PERMIT_VALUE,0,NO_2025_NUMERIC_MATCH,
EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,,,,,17,,,,RIGHT_BLANK,BOTH_BLANK,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,REVIEW_REQUIRED,0,NO_2025_NUMERIC_MATCH,
EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,,,NONE,NO_PERMIT_VALUE,0,NO_2025_NUMERIC_MATCH,
EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,,,,,500,,,500,RIGHT_BLANK,RIGHT_BLANK,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_TOTAL_ONLY,HANUMBER,HIGH_CONFIRMED_2PLUS,2,NO_2025_NUMERIC_MATCH,
EB3000,"Beaver, East",Elk,Bull,Archery,Limited Entry,5,1,6,22,3,25,22,3,25,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3002,"Book Cliffs, Little Creek Roadless",Elk,Bull,Archery,Limited Entry,1,0,1,4,0,4,4,0,4,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3003,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry,6,1,7,9,1,10,9,1,10,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3005,"Cache, South",Elk,Bull,Archery,Limited Entry,3,1,4,10,1,11,10,1,11,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3006,Manti,Elk,Bull,Archery,Limited Entry,44,6,50,148,17,165,148,17,165,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3008,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry,3,1,4,19,2,21,19,2,21,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3009,La Sal Mtns,Elk,Bull,Archery,Limited Entry,12,2,14,36,4,40,36,4,40,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3010,Monroe,Elk,Bull,Archery,Limited Entry,4,1,5,10,1,11,10,1,11,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3011,Mt Dutton,Elk,Bull,Archery,Limited Entry,5,1,6,19,2,21,19,2,21,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3013,"North Slope, Three Corners",Elk,Bull,Archery,Limited Entry,2,1,3,6,1,7,6,1,7,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3015,Panguitch Lake,Elk,Bull,Archery,Limited Entry,4,1,5,17,2,19,17,2,19,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3018,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry,17,3,20,84,9,93,84,9,93,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3019,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry,5,1,6,29,3,32,29,3,32,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3020,Diamond Mtn,Elk,Bull,Archery,Limited Entry,5,1,6,25,3,28,25,3,28,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3022,Wasatch Mtns,Elk,Bull,Archery,Limited Entry,38,6,44,130,15,145,130,15,145,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3024,"Beaver, East",Elk,Bull,Early Any Legal Weapon,Limited Entry,3,1,4,9,1,10,9,1,10,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3025,"Beaver, East",Elk,Bull,Late Any Legal Weapon,Limited Entry,5,1,6,15,2,17,15,2,17,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Early Any Legal Weapon,Limited Entry,1,0,1,3,0,3,3,0,3,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3031,"Box Elder, Pilot Mtn",Elk,Bull,Early Any Legal Weapon,Limited Entry,3,1,4,6,1,7,6,1,7,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3032,"Cache, Meadowville",Elk,Bull,Early Any Legal Weapon,Limited Entry,2,1,3,3,1,4,3,1,4,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3033,"Cache, Meadowville",Elk,Bull,Late Any Legal Weapon,Limited Entry,2,1,3,6,1,7,6,1,7,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3036,"Cache, South",Elk,Bull,Early Any Legal Weapon,Limited Entry,1,1,2,4,0,4,4,0,4,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3037,"Cache, South",Elk,Bull,Late Any Legal Weapon,Limited Entry,2,1,3,6,1,7,6,1,7,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3038,Manti,Elk,Bull,Early Any Legal Weapon,Limited Entry,20,2,22,61,7,68,61,7,68,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3039,Manti,Elk,Bull,Late Any Legal Weapon,Limited Entry,31,2,33,102,11,113,102,11,113,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3042,"Fillmore, Pahvant",Elk,Bull,Early Any Legal Weapon,Limited Entry,4,1,5,8,1,9,8,1,9,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3043,"Fillmore, Pahvant",Elk,Bull,Late Any Legal Weapon,Limited Entry,2,1,3,13,2,15,13,2,15,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3044,Dolores Triangle,Elk,Bull,Late Any Legal Weapon,Limited Entry,1,1,2,6,1,7,6,1,7,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3045,La Sal Mtns,Elk,Bull,Early Any Legal Weapon,Limited Entry,4,1,5,14,2,16,14,2,16,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3046,La Sal Mtns,Elk,Bull,Late Any Legal Weapon,Limited Entry,4,1,5,24,3,27,24,3,27,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3047,Monroe,Elk,Bull,Early Any Legal Weapon,Limited Entry,3,1,4,3,1,4,3,1,4,EXACT_MATCH,EXACT_MATCH,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,MATCHES_2025_WITH_CURRENT_SOURCE_SUPPORT,"DATABASE allotment matches same-code 2025 permits. Recommended value matches same-code 2025 permits. Numeric match exists, but current-source lineage also supports the 2026 value."
EB3048,Monroe,Elk,Bull,Late Any Legal Weapon,Limited Entry,5,1,6,13,2,15,13,2,15,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3049,Mt Dutton,Elk,Bull,Early Any Legal Weapon,Limited Entry,2,1,3,8,1,9,8,1,9,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3050,Mt Dutton,Elk,Bull,Late Any Legal Weapon,Limited Entry,2,1,3,13,2,15,13,2,15,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3053,"North Slope, Three Corners",Elk,Bull,Mid Any Legal Weapon,Limited Entry,2,1,3,9,1,10,9,1,10,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3056,Panguitch Lake,Elk,Bull,Early Any Legal Weapon,Limited Entry,3,0,3,7,1,8,7,1,8,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3057,Panguitch Lake,Elk,Bull,Late Any Legal Weapon,Limited Entry,2,1,3,12,1,13,12,1,13,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3063,Fishlake/Thousand Lakes,Elk,Bull,Early Any Legal Weapon,Limited Entry,8,1,9,34,4,38,34,4,38,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3064,Fishlake/Thousand Lakes,Elk,Bull,Mid Any Legal Weapon,Limited Entry,11,3,14,99,11,110,99,11,110,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3065,Fishlake/Thousand Lakes,Elk,Bull,Late Any Legal Weapon,Limited Entry,10,1,11,57,6,63,57,6,63,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3066,San Juan Bull Elk,Elk,Bull,Early Any Legal Weapon,Limited Entry,5,1,6,12,1,13,12,1,13,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3067,San Juan Bull Elk,Elk,Bull,Late Any Legal Weapon,Limited Entry,3,1,4,20,2,22,20,2,22,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3068,Diamond Mtn,Elk,Bull,Early Any Legal Weapon,Limited Entry,3,1,4,10,1,11,10,1,11,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3069,Diamond Mtn,Elk,Bull,Mid Any Legal Weapon,Limited Entry,6,2,8,30,3,33,30,3,33,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3072,Wasatch Mtns,Elk,Bull,Early Any Legal Weapon,Limited Entry,16,3,19,54,6,60,54,6,60,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3073,Wasatch Mtns,Elk,Bull,Late Any Legal Weapon,Limited Entry,23,3,26,89,10,99,89,10,99,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3077,"Beaver, East",Elk,Bull,Muzzleloader,Limited Entry,4,1,5,13,2,15,13,2,15,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3079,"Book Cliffs, Little Creek Roadless",Elk,Bull,Muzzleloader,Limited Entry,1,0,1,2,0,2,2,0,2,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3081,"Cache, Meadowville",Elk,Bull,Muzzleloader,Limited Entry,2,1,3,5,1,6,5,1,6,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3083,"Cache, South",Elk,Bull,Muzzleloader,Limited Entry,1,1,2,5,1,6,5,1,6,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3084,Manti,Elk,Bull,Muzzleloader,Limited Entry,22,3,25,89,10,99,89,10,99,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3086,"Fillmore, Pahvant",Elk,Bull,Muzzleloader,Limited Entry,3,1,4,12,1,13,12,1,13,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3087,La Sal Mtns,Elk,Bull,Muzzleloader,Limited Entry,4,1,5,22,2,24,22,2,24,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3088,Monroe,Elk,Bull,Muzzleloader,Limited Entry,4,1,5,10,1,11,10,1,11,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3089,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry,2,1,3,12,1,13,12,1,13,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3091,"North Slope, Three Corners",Elk,Bull,Muzzleloader,Limited Entry,2,0,2,4,0,4,4,0,4,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3093,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry,3,1,4,10,1,11,10,1,11,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3096,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry,10,2,12,50,6,56,50,6,56,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry,5,1,6,17,2,19,17,2,19,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3098,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry,4,1,5,15,2,17,15,2,17,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,HIGH_CONFIRMED_2PLUS,3,NO_2025_NUMERIC_MATCH,
EB3100,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry,23,3,26,78,9,87,78,9,87,DIFFERS,DIFFERS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,LIVE_DWR_RES_NR_SPLIT,HANUMBER,REVIEW_SOURCE_CONFLICT,2,NO_2025_NUMERIC_MATCH,
