hunt_code,audit_bucket,presence_status,comparison_status,live_hunt_name,database_hunt_name,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,live_shape_status,database_compare_source,source_url,notes
EB3010,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Monroe,Monroe,10,1,11,10,1,11,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3011,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Mt Dutton,Mt Dutton,19,2,21,19,2,21,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3013,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"North Slope, Three Corners","North Slope, Three Corners",6,1,7,6,1,7,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3015,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Panguitch Lake,Panguitch Lake,17,2,19,17,2,19,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3018,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,84,9,93,84,9,93,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3019,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,San Juan Bull Elk,San Juan Bull Elk,29,3,32,29,3,32,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3020,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Diamond Mtn,Diamond Mtn,25,3,28,25,3,28,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3022,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Wasatch Mtns,Wasatch Mtns,130,15,145,130,15,145,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3024,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Beaver, East","Beaver, East",9,1,10,9,1,10,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3025,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Beaver, East","Beaver, East",15,2,17,15,2,17,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3028,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",3,0,3,3,0,3,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3031,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",6,1,7,6,1,7,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3032,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, Meadowville","Cache, Meadowville",3,1,4,3,1,4,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3033,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, Meadowville","Cache, Meadowville",6,1,7,6,1,7,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3036,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, South","Cache, South",4,0,4,4,0,4,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3037,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, South","Cache, South",6,1,7,6,1,7,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3038,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Manti,Manti,61,7,68,61,7,68,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3039,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Manti,Manti,102,11,113,102,11,113,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3042,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Fillmore, Pahvant","Fillmore, Pahvant",8,1,9,8,1,9,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3043,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Fillmore, Pahvant","Fillmore, Pahvant",13,2,15,13,2,15,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3044,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Dolores Triangle,Dolores Triangle,6,1,7,6,1,7,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3045,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,La Sal Mtns,La Sal Mtns,14,2,16,14,2,16,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3046,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,La Sal Mtns,La Sal Mtns,24,3,27,24,3,27,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3047,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Monroe,Monroe,3,1,4,3,1,4,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3048,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Monroe,Monroe,13,2,15,13,2,15,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3049,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Mt Dutton,Mt Dutton,8,1,9,8,1,9,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3050,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Mt Dutton,Mt Dutton,13,2,15,13,2,15,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3053,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"North Slope, Three Corners","North Slope, Three Corners",9,1,10,9,1,10,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3056,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Panguitch Lake,Panguitch Lake,7,1,8,7,1,8,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3057,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Panguitch Lake,Panguitch Lake,12,1,13,12,1,13,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3063,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,34,4,38,34,4,38,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3064,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,99,11,110,99,11,110,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3065,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,57,6,63,57,6,63,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3066,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,San Juan Bull Elk,San Juan Bull Elk,12,1,13,12,1,13,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3067,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,San Juan Bull Elk,San Juan Bull Elk,20,2,22,20,2,22,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3068,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Diamond Mtn,Diamond Mtn,10,1,11,10,1,11,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3069,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Diamond Mtn,Diamond Mtn,30,3,33,30,3,33,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3072,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Wasatch Mtns,Wasatch Mtns,54,6,60,54,6,60,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3073,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Wasatch Mtns,Wasatch Mtns,89,10,99,89,10,99,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3077,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Beaver, East","Beaver, East",13,2,15,13,2,15,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3079,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",2,0,2,2,0,2,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3081,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, Meadowville","Cache, Meadowville",5,1,6,5,1,6,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3083,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, South","Cache, South",5,1,6,5,1,6,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3084,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Manti,Manti,89,10,99,89,10,99,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3086,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Fillmore, Pahvant","Fillmore, Pahvant",12,1,13,12,1,13,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3087,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,La Sal Mtns,La Sal Mtns,22,2,24,22,2,24,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3088,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Monroe,Monroe,10,1,11,10,1,11,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3089,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Mt Dutton,Mt Dutton,12,1,13,12,1,13,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3091,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"North Slope, Three Corners","North Slope, Three Corners",4,0,4,4,0,4,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3093,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Panguitch Lake,Panguitch Lake,10,1,11,10,1,11,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3096,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,50,6,56,50,6,56,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3097,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,San Juan Bull Elk,San Juan Bull Elk,17,2,19,17,2,19,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3098,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Diamond Mtn,Diamond Mtn,15,2,17,15,2,17,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3100,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Wasatch Mtns,Wasatch Mtns,78,9,87,78,9,87,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3102,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Beaver, East","Beaver, East",3,0,3,3,0,3,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3104,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",1,0,1,1,0,1,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3105,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, Meadowville","Cache, Meadowville",1,0,1,1,0,1,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3107,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, South","Cache, South",1,0,1,1,0,1,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3108,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Manti,Manti,18,2,20,18,2,20,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3110,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Fillmore, Pahvant","Fillmore, Pahvant",3,0,3,3,0,3,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3111,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,La Sal Mtns,La Sal Mtns,5,0,5,5,0,5,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3112,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Monroe,Monroe,2,0,2,2,0,2,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3113,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Mt Dutton,Mt Dutton,3,0,3,3,0,3,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3115,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"North Slope, Three Corners","North Slope, Three Corners",1,0,1,1,0,1,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3117,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Panguitch Lake,Panguitch Lake,2,0,2,2,0,2,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3120,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,10,1,11,10,1,11,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3121,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,San Juan Bull Elk,San Juan Bull Elk,4,0,4,4,0,4,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3122,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Diamond Mtn,Diamond Mtn,3,0,3,3,0,3,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3124,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Wasatch Mtns,Wasatch Mtns,15,2,17,15,2,17,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3126,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Manti,Manti,175,20,195,175,20,195,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3127,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Wasatch Mtns,Wasatch Mtns,155,17,172,155,17,172,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3128,DWR_NO_QUOTA_DATABASE_PRESERVED,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,"Box Elder, Grouse Creek","Box Elder, Grouse Creek",,,,,,1,LIVE_DWR_NO_QUOTA_PUBLISHED,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,DWR row found but no quota published; database value is preserved by guardrail.
EB3130,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",2,0,2,2,0,2,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3132,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, North","Cache, North",22,2,24,22,2,24,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3135,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Barney Top/Kaiparowits,Barney Top/Kaiparowits,9,1,10,9,1,10,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3136,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Southwest Desert, North","Southwest Desert, North",21,2,23,21,2,23,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3137,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"West Desert, Deep Creek","West Desert, Deep Creek",13,2,15,13,2,15,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3139,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Cache, North","Cache, North",22,2,24,22,2,24,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3142,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Barney Top/Kaiparowits,Barney Top/Kaiparowits,9,1,10,9,1,10,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3143,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Southwest Desert, North","Southwest Desert, North",21,2,23,21,2,23,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3144,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"West Desert, Deep Creek","West Desert, Deep Creek",13,2,15,13,2,15,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3145,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Boulder,Boulder,31,4,35,31,4,35,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3146,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Southwest Desert, South","Southwest Desert, South",39,4,43,39,4,43,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3147,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Box Elder, Grouse Creek","Box Elder, Grouse Creek",6,1,7,6,1,7,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3148,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Boulder,Boulder,13,1,14,13,1,14,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3149,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Southwest Desert, South","Southwest Desert, South",16,2,18,16,2,18,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3150,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Box Elder, Grouse Creek","Box Elder, Grouse Creek",12,1,13,12,1,13,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3151,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Boulder,Boulder,22,2,24,22,2,24,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3152,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Southwest Desert, South","Southwest Desert, South",26,3,29,26,3,29,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3153,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Box Elder, Grouse Creek","Box Elder, Grouse Creek",2,1,3,2,1,3,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3154,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Boulder,Boulder,19,2,21,19,2,21,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3155,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Southwest Desert, South","Southwest Desert, South",23,3,26,23,3,26,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3156,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,Boulder,Boulder,4,0,4,4,0,4,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3157,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Southwest Desert, South","Southwest Desert, South",5,0,5,5,0,5,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3158,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Beaver, East","Beaver, East",18,2,20,18,2,20,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
EB3159,MATCH_EXACT,LIVE_AND_DATABASE,MATCH,"Beaver, East","Beaver, East",27,3,30,27,3,30,LIVE_DWR_RES_NR_SPLIT,DATABASE.permit_allotment_2026,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,
