from_report_year,to_report_year,from_hunt_code,to_hunt_code,identity_score,match_quality,from_hunt_name,to_hunt_name,from_unit,to_unit,from_weapon,to_weapon,notes
2020,2021,BI6507,BI6526,0.8031,LOW_REVIEW_MATCH,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro (hunter's Choice) -An y Legal Weapon","Bison (hunter’s Choice) - Book Cliffs, Wild Horse Bench (hunter's Choice) - Closed - Any Legal Weapon",Bison,"Book Cliffs, Wild Horse Bench (hunter's Choice) - Closed","Book Cliffs, Wild Horse Bench/nine Mile, Anthro (hunter's Choice) -An y Legal Weapon",Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DA1019,DA1046,0.7799,LOW_REVIEW_MATCH,"Two Doe Antlerless Deer - Pine Valley, New Harmony - Archery, Mzldr, Shotgn Only","Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Pine Valley, New Harmony","Nine Mile, Price River Valley","Archery, Mzldr, Shotgn Only","Archery, Mzldr, Shotgn Only",Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1021,DB1330,0.7511,LOW_REVIEW_MATCH,"Limited Entry Rifle Buck Deer - North Slope, Summit - Any Legal Weapon",Cwmu Buck Deer - Iron Spring - Any Legal Weapon,"North Slope, Summit",Iron Spring,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1021,DB1331,0.7404,LOW_REVIEW_MATCH,"Limited Entry Rifle Buck Deer - North Slope, Summit - Any Legal Weapon",Cwmu Buck Deer - Raft River - Any Legal Weapon,"North Slope, Summit",Raft River,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1208,DB1328,0.8738,MEDIUM_IDENTITY_MATCH,Cwmu Buck Deer - Black Hawk - Any Legal Weapon,Cwmu Buck Deer - Clear Creek - Any Legal Weapon,Black Hawk,Clear Creek,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1208,DB1331,0.8431,MEDIUM_IDENTITY_MATCH,Cwmu Buck Deer - Black Hawk - Any Legal Weapon,Cwmu Buck Deer - Raft River - Any Legal Weapon,Black Hawk,Raft River,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1208,DB1329,0.8381,LOW_REVIEW_MATCH,Cwmu Buck Deer - Black Hawk - Any Legal Weapon,Cwmu Buck Deer - Indian Canyon - Any Legal Weapon,Black Hawk,Indian Canyon,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1208,DB1332,0.8235,LOW_REVIEW_MATCH,Cwmu Buck Deer - Black Hawk - Any Legal Weapon,Cwmu Buck Deer - West Ridge - Any Legal Weapon,Black Hawk,West Ridge,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1208,DB1330,0.8155,LOW_REVIEW_MATCH,Cwmu Buck Deer - Black Hawk - Any Legal Weapon,Cwmu Buck Deer - Iron Spring - Any Legal Weapon,Black Hawk,Iron Spring,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1221,DB1328,0.8649,MEDIUM_IDENTITY_MATCH,Cwmu Buck Deer - Clear Valley Ranch - Any Legal Weapon,Cwmu Buck Deer - Clear Creek - Any Legal Weapon,Clear Valley Ranch,Clear Creek,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1221,DB1330,0.8108,LOW_REVIEW_MATCH,Cwmu Buck Deer - Clear Valley Ranch - Any Legal Weapon,Cwmu Buck Deer - Iron Spring - Any Legal Weapon,Clear Valley Ranch,Iron Spring,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
2020,2021,DB1221,DB1331,0.8,LOW_REVIEW_MATCH,Cwmu Buck Deer - Clear Valley Ranch - Any Legal Weapon,Cwmu Buck Deer - Raft River - Any Legal Weapon,Clear Valley Ranch,Raft River,Any Legal Weapon,Any Legal Weapon,Candidate only; requires review before treating as a real code replacement.
