hunt_code,hunt_name,species,sex_type,hunt_type,universe_status,delete_recommendation,successor_hunt_code,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_status,notes
DB1621,Oquirrh/Tintic,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,450,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1622,Oquirrh/Tintic,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1350,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1623,Cedar/Stansbury,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,250,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1624,Cedar/Stansbury,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,250,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1625,Cedar/Stansbury,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,750,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1627,Cache,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,3480,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1628,Cache,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1160,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1629,Boulder/Kaiparowits,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,960,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1630,Boulder/Kaiparowits,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,720,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1631,Box Elder,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1040,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1770,Box Elder,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,688,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1771,Cache,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,588,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1772,Manti/San Rafael,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,573,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1773,Nebo,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,349,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1775,Fillmore,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,42,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1777,Kamas,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,55,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1778,La Sal Mtns,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,67,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1779,Monroe,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,45,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1780,Mt Dutton,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,26,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1781,Nine Mile,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,62,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1782,North Slope,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,340,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1783,Ogden,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,297,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1785,Panguitch Lake,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,112,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1786,Pine Valley,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,228,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1787,Boulder/Kaiparowits,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,70,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1788,Fishlake,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,49,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1790,"San Juan, Abajo Mtns",Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,261,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1791,Vernal/Bonanza,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,45,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1792,Yellowstone,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,63,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1793,Southwest Desert,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,46,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1794,"Wasatch Mtns, East",Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,271,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1795,"Wasatch Mtns, West",Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,701,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1798,Zion,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,256,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1799,Chalk Creek,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,292,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1800,East Canyon,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,186,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1801,Morgan-South Rich,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,211,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1802,"Beaver, East",Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,61,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1803,"Beaver, West",Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,44,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1804,Cedar/Stansbury,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,42,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1805,Oquirrh/Tintic,Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,65,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DB1806,"West Desert, Swasey",Deer,Buck,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,,,36,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
DS1000,Desert Bighorn Sheep - Statewide Permit,Desert Bighorn Sheep,Male Only,Statewide,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,FULL_SPLIT,Included in active 2026 permit reconciliation union.
DS1002,"Kaiparowits, East",Desert Bighorn Sheep,Male Only,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,FULL_SPLIT,Included in active 2026 permit reconciliation union.
DS1003,"Kaiparowits, Escalante East/West",Desert Bighorn Sheep,Male Only,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,FULL_SPLIT,Included in active 2026 permit reconciliation union.
DS1004,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Male Only,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,FULL_SPLIT,Included in active 2026 permit reconciliation union.
DS1006,"Kaiparowits, West",Desert Bighorn Sheep,Male Only,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,FULL_SPLIT,Included in active 2026 permit reconciliation union.
DS1007,"San Rafael, South",Desert Bighorn Sheep,Male Only,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,FULL_SPLIT,Included in active 2026 permit reconciliation union.
DS6600,Henry Mtns,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6601,"Kaiparowits, East",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,3.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6602,"Kaiparowits, Escalante",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
DS6603,"Kaiparowits, West",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,1.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6604,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,0.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6605,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Male Only,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,FULL_SPLIT,Included in active 2026 permit reconciliation union.
DS6606,"San Juan, Lockhart",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6607,"San Juan, South",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6608,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,1.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6609,"San Rafael, North",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,0.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6610,"San Rafael, South",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,2.0,12,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6611,Zion,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6620,"Pine Valley, Virgin River",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6621,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6622,"San Juan, North",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6623,"San Juan, San Juan River",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6624,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6625,Mineral Mtns,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6626,"Escalante, East",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,2.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
DS6627,"Escalante, West",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1007,"Box Elder, Grouse Creek",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,27,3,30,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1010,"Cache, Rich",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,31,4,35,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1011,"Cache, Richards Hollow",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,18,2,20,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1012,"Cache, Richmond Hyde Park",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1013,"Manti, Central",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,63.0,7.0,70,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1015,"Manti, Ferron Canyon",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,63.0,7.0,70,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1017,"Manti, Gordon Creek-Price Canyon",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1018,"Manti, Horn Mtn",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,54.0,6.0,60,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1020,"Manti, Mohrland-Stump Flat",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,108.0,12.0,120,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1021,Nebo,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,252,28,280,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1022,"Manti, North",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,270.0,30.0,300,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1023,"Manti, South",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1024,"Manti, South",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1025,"Manti, West",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,108.0,12.0,120,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1026,Chalk Creek,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,315.0,35.0,350,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1030,"Fillmore, Pahvant",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1031,"Fillmore, Pahvant",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1033,Kamas,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90,10,100,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1035,"Kamas, Oakley",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90,10,100,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1037,Dolores Triangle,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1038,La Sal Mtns,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,180.0,20.0,200,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1039,La Sal Mtns,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,135.0,15.0,150,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1040,"Monroe, Koosharem Valley",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
EA1044,"Morgan-South Rich, South Rich",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,31.0,4.0,35,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1049,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,67.0,8.0,75,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1053,"Nine Mile, West Anthro",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45,5,50,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1054,"Nine Mile, West Anthro",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90,10,100,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1056,"North Slope, Greendale",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1058,"North Slope, Henrys Fork-Burnt Fork",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1060,"North Slope, West Daggett",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1061,"North Slope, West Daggett",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1063,Ogden,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90,10,100,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1064,Ogden,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,67.0,8.0,75,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1069,Panguitch Lake,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,22,3,25,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA1073,Paunsaugunt,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1074,Pine Valley,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
EA1075,Boulder East,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1076,Boulder West,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1077,Boulder-Circle Cliffs,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,27.0,3.0,30,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1078,Fishlake/Thousand Lakes,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,243.0,27.0,270,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1079,Fishlake/Thousand Lakes East,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,58.0,7.0,65,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1080,Fishlake/Thousand Lakes West,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,54.0,6.0,60,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1081,San Juan,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,112.0,13.0,125,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1082,San Juan,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,112.0,13.0,125,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1084,"San Rafael, North",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1085,Vernal/Bonanza,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1087,Vernal/Bonanza,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1089,Diamond Mtn,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1090,Diamond Mtn,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,45.0,5.0,50,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1094,"Vernal, Mosby Mtn",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1101,Southwest Desert,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,90.0,10.0,100,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1106,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,180.0,20.0,200,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1107,"Wasatch Mtns, Currant Creek",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,180,20,200,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1110,"Wasatch Mtns, Salt Lake",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,40.0,5.0,45,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1111,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,31.0,4.0,35,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1112,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,49.0,6.0,55,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1113,"Wasatch Mtns, West Heber",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,27.0,3.0,30,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1114,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,3.0,25,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1116,Zion,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
EA1117,Zion,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,198.0,22.0,220,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA1118,Alton CWMU,Elk,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EA1119,Bar J Ranch CWMU,Elk,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,0.0,12,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EA1120,Bear Mountain CWMU,Elk,Antlerless,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,0.0,20,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
