hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_res,recommended_nr,recommended_total,database_alignment,reconciliation_status,winner_source,confidence,source_support_count,source_presence,conflicting_sources,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status
EA1176,Weber Florence Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,45,5,50,35,0,35,DATABASE_DIFFERS_FROM_RECOMMENDED,DATABASE_RECOMMENDATION_DISAGREEMENT_REVIEW,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,RECONCILED_2026_USER_CONFIRMED_EA1176
MA1005,Morgan-South Rich,Moose,Antlerless,Any Legal Weapon,Limited Entry,Sept 19 2026 - Oct 18 2026,6,1,7,2,1,3,DATABASE_DIFFERS_FROM_RECOMMENDED,DATABASE_RECOMMENDATION_DISAGREEMENT_REVIEW,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
MA1007,Morgan-South Rich,Moose,Antlerless,Archery,Limited Entry,Aug 01 2026 - Sept 18 2026,3,0,3,2,0,2,DATABASE_DIFFERS_FROM_RECOMMENDED,DATABASE_RECOMMENDATION_DISAGREEMENT_REVIEW,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Any Legal Weapon,Limited Entry,Sept 19 2026 - Oct 18 2026,4,1,5,2,0,2,DATABASE_DIFFERS_FROM_RECOMMENDED,DATABASE_RECOMMENDATION_DISAGREEMENT_REVIEW,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
PD1025,Cottonwood Ridge CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,6,0,6,DATABASE_DIFFERS_FROM_RECOMMENDED,DATABASE_RECOMMENDATION_DISAGREEMENT_REVIEW,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
