hunt_code,prefix,first_seen_report_year,last_seen_report_year,observed_years,gap_years_likely_continued,terminal_absent_years_through_2026,gap_count,terminal_absent_year_count,active_in_2026,lifecycle_interpretation
EA1126,EA,2020,2024,2020|2021|2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1127,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1129,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1130,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1131,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1132,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1134,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1135,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1136,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1137,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1138,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1139,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1140,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1141,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1142,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1143,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1144,EA,2023,2023,2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1145,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1146,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1147,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1149,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1151,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1153,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1155,EA,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1156,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1157,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1158,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1159,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1160,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1161,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1162,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1163,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1164,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1165,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1166,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1167,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1168,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1170,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1171,EA,2023,2025,2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1172,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1174,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1175,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1176,EA,2020,2024,2020|2021|2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1177,EA,2022,2025,2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1185,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1186,EA,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1187,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1189,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1190,EA,2020,2021,2020|2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1192,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1193,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1194,EA,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1196,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1197,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1198,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1200,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1201,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1203,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1204,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1205,EA,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1206,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1207,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1208,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1209,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1210,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1211,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1214,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1217,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1219,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1222,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1223,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1224,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1225,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1226,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1227,EA,2020,2023,2020|2021|2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1228,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1229,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1230,EA,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1231,EA,2020,2025,2020|2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1233,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1234,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1235,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1236,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1237,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1238,EA,2021,2022,2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1239,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1240,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1241,EA,2021,2021,2021,,2022|2023|2024|2025|2026,0,5,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1242,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1243,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1244,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1245,EA,2021,2025,2021|2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1250,EA,2022,2025,2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1251,EA,2022,2025,2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1252,EA,2022,2024,2022|2023|2024,,2025|2026,0,2,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1253,EA,2022,2023,2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1254,EA,2022,2025,2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1255,EA,2022,2023,2022|2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1256,EA,2022,2025,2022|2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1257,EA,2022,2025,2022|2023|2025,2024,2026,1,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED_WITH_PRIOR_REAPPEARANCE_GAPS
EA1259,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1260,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1261,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1263,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1264,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1265,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1266,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1267,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1268,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1269,EA,2024,2025,2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1272,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1273,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1274,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1276,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1277,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1278,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1279,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1280,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1281,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1282,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1283,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1284,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1285,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA1286,EA,2025,2025,2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA2033,EA,2023,2025,2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA2034,EA,2023,2025,2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA2035,EA,2023,2023,2023,,2024|2025|2026,0,3,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA2036,EA,2023,2025,2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA2037,EA,2023,2025,2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EA2038,EA,2023,2025,2023|2024|2025,,2026,0,1,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB1000,EB,2020,2026,2020|2021|2022|2026,2023|2024|2025,,3,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
EB1007,EB,2020,2026,2020|2021|2022|2025|2026,2023|2024,,2,0,YES,ACTIVE_2026_WITH_REAPPEARANCE_GAPS_LIKELY_CONTINUED
EB3000,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3001,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3002,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3003,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3004,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3005,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3006,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3007,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3008,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3009,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3010,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3011,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3012,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3013,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3014,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3015,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3016,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3017,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3018,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3019,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3020,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3021,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3022,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3023,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3024,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3025,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3026,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3027,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3028,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3029,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3030,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3031,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3032,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3033,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3034,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3035,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3036,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3037,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3038,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3039,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3040,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3041,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3042,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3043,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3044,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3045,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3046,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3047,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3048,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3049,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3050,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3051,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3052,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3053,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3054,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3055,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3056,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3057,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3058,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3059,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3060,EB,2020,2022,2020|2021|2022,,2023|2024|2025|2026,0,4,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3061,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3062,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3063,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3064,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3065,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3066,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3067,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3068,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3069,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3070,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3071,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3072,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3073,EB,2020,2026,2020|2021|2022|2023|2024|2025|2026,,,0,0,YES,ACTIVE_2026
EB3074,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
EB3075,EB,2020,2020,2020,,2021|2022|2023|2024|2025|2026,0,6,NO,TERMINAL_DROPOFF_AFTER_LAST_OBSERVED
