target_hunt_code,candidate_source_hunt_code,target_hunt_name,source_hunt_name,target_species,source_species,target_weapon,source_weapon,name_similarity_jaccard,species_ok,weapon_ok,confidence,source_res,source_nr,source_total,source_file,action,reason
EL3043,EB3043,Fillmore Pahvant,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,2,1,3,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3086,EB3086,Fillmore Pahvant,"Fillmore, Pahvant",ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,3,1,4,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3180,EB3180,Fillmore Pahvant,Late,ELK,ELK,ARCHERY,ARCHERY,0.0,True,True,LOW,3,1,4,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3181,EB3181,Fillmore Pahvant,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,4,1,5,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3044,EB3044,La Sal Dolores Triangle,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,1,1,2,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
LO1607,DB1607,Morgan-South Rich,Morgan-south Rich - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.5,True,False,LOW,248,15,263,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1608,DB1608,Morgan-South Rich,Morgan-south Rich - Archery,DEER,DEER,ARCHERY,ARCHERY,0.75,True,True,HIGH,142,3,145,24_deer_odds.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LO1609,DB1609,Morgan-South Rich,Morgan-south Rich - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (EARLY),ANY LEGAL WEAPON,0.5,True,False,LOW,134,2,136,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1610,DB1610,Morgan-South Rich,Morgan-south Rich - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.6,True,True,MEDIUM,78,1,79,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
EL3013,EB3013,North Slope Three Corners,"North Slope, Three Corners",ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,2,1,3,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3053,EB3053,North Slope Three Corners,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,2,1,3,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3091,EB3091,North Slope Three Corners,"North Slope, Three Corners",ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,2,0,2,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LD1001,DB1001,Paunsaugunt - Private Land Only,Paunsaugunt,DEER,DEER,ARCHERY,ARCHERY,1.0,True,True,HIGH,6,1,7,24_le_deer.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LD1004,DB1004,Paunsaugunt - Private Land Only,Paunsaugunt,DEER,DEER,ANY LEGAL WEAPON,ANY LEGAL WEAPON,1.0,True,True,HIGH,13,3,16,24_le_deer.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LD1006,DB1006,Paunsaugunt - Private Land Only,Paunsaugunt,DEER,DEER,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,9,2,11,24_le_deer.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3145,EB3145,Boulder,Boulder,ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,7,1,8,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3148,EB3148,Boulder,Early,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,5,1,6,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3151,EB3151,Boulder,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,3,1,4,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3154,EB3154,Boulder,Boulder,ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,7,1,8,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3190,EB3190,Boulder,Late,ELK,ELK,ARCHERY,ARCHERY,0.0,True,True,LOW,1,1,2,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3191,EB3191,Boulder,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,7,1,8,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3018,EB3018,Fishlake/Thousand Lakes,Fishlake/thousand Lakes,ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,17,3,20,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3063,EB3063,Fishlake/Thousand Lakes,Early,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,8,1,9,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3064,EB3064,Fishlake/Thousand Lakes,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,11,3,14,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3065,EB3065,Fishlake/Thousand Lakes,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,10,1,11,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3096,EB3096,Fishlake/Thousand Lakes,Fishlake/thousand Lakes,ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,10,2,12,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3192,EB3192,Fishlake/Thousand Lakes,Late,ELK,ELK,ARCHERY,ARCHERY,0.0,True,True,LOW,1,1,2,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3019,EB3019,San Juan Bull Elk,San Juan Bull Elk,ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,5,1,6,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3066,EB3066,San Juan Bull Elk,Early,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,5,1,6,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3067,EB3067,San Juan Bull Elk,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,3,1,4,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3097,EB3097,San Juan Bull Elk,San Juan Bull Elk,ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,5,1,6,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3193,EB3193,San Juan Bull Elk,Late,ELK,ELK,ARCHERY,ARCHERY,0.0,True,True,LOW,1,1,2,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3194,EB3194,San Juan Bull Elk,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,5,1,6,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
LP5046,PB5046,"San Rafael, North - Private Land Only","San Rafael, North",PRONGHORN,PRONGHORN,ANY LEGAL WEAPON,ANY LEGAL WEAPON,1.0,True,True,HIGH,10,2,12,24_le_pronghorn.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3020,EB3020,Diamond Mtn,Diamond Mtn,ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,5,1,6,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3068,EB3068,Diamond Mtn,Early,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,3,1,4,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3069,EB3069,Diamond Mtn,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,6,2,8,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3098,EB3098,Diamond Mtn,Diamond Mtn,ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,4,1,5,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3195,EB3195,Diamond Mtn,Late,ELK,ELK,ARCHERY,ARCHERY,0.0,True,True,LOW,1,1,2,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3196,EB3196,Diamond Mtn,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,4,1,5,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
LD1023,DB1023,Diamond Mtn - Private Land Only,Diamond Mtn,DEER,DEER,ANY LEGAL WEAPON,ANY LEGAL WEAPON,1.0,True,True,HIGH,16,2,18,24_le_deer.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3022,EB3022,Wasatch Mtns,Wasatch Mtns,ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,38,6,44,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3072,EB3072,Wasatch Mtns,Early,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,16,3,19,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3073,EB3073,Wasatch Mtns,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,23,3,26,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3100,EB3100,Wasatch Mtns,Wasatch Mtns,ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,23,3,26,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3127,EB3127,Wasatch Mtns,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,42,5,47,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3199,EB3199,Wasatch Mtns,Late,ELK,ELK,ARCHERY,ARCHERY,0.0,True,True,LOW,3,1,4,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3137,EB3137,West Desert Deep Creek,"West Desert, Deep Creek",ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,3,1,4,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3144,EB3144,West Desert Deep Creek,"West Desert, Deep Creek",ELK,ELK,"HAMSS (HANDGUN, ARCHERY, MUZZLELOADER, SHOTGUN OR STRAIGHT-WALLED RIFLE)",H.A.M.S.S.,1.0,True,False,LOW,5,1,6,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
LP5051,PB5051,"West Desert, Rush Valley - Private Land Only","West Desert, Rush Valley",PRONGHORN,PRONGHORN,ANY LEGAL WEAPON,ANY LEGAL WEAPON,1.0,True,True,HIGH,5,2,7,24_le_pronghorn.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LO1603,DB1603,East Canyon,East Canyon - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.4,True,False,LOW,267,9,276,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1604,DB1604,East Canyon,East Canyon - Archery,DEER,DEER,ARCHERY,ARCHERY,0.6667,True,True,MEDIUM,163,4,167,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1605,DB1605,East Canyon,East Canyon - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (EARLY),ANY LEGAL WEAPON,0.4,True,False,LOW,126,7,133,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1606,DB1606,East Canyon,East Canyon - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.5,True,True,MEDIUM,82,4,86,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1518,DB1518,Boulder/Kaiparowits,Boulder/kaiparowits - Archery,DEER,DEER,ARCHERY,ARCHERY,0.6667,True,True,MEDIUM,136,14,150,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1501,DB1501,Box Elder,Box Elder - Archery,DEER,DEER,ARCHERY,ARCHERY,0.6667,True,True,MEDIUM,338,34,372,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1531,DB1531,Box Elder,Box Elder - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.4,True,False,LOW,1348,167,1515,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1561,DB1561,Box Elder,Box Elder - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.5,True,True,MEDIUM,377,11,388,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1514,DB1514,Ogden,Ogden - Archery,DEER,DEER,ARCHERY,ARCHERY,0.5,True,True,MEDIUM,146,13,159,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1544,DB1544,Ogden,Ogden - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.25,True,False,LOW,419,31,450,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1574,DB1574,Ogden,Ogden - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.3333,True,True,LOW,180,3,183,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1508,DB1508,Kamas,Kamas - Archery,DEER,DEER,ARCHERY,ARCHERY,0.5,True,True,MEDIUM,103,4,107,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1538,DB1538,Kamas,Kamas - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.25,True,False,LOW,141,27,168,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1568,DB1568,Kamas,Kamas - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.3333,True,True,LOW,117,3,120,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1592,DB1592,Kamas,Kamas - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (EARLY),ANY LEGAL WEAPON,0.25,True,False,LOW,118,16,134,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1513,DB1513,North Slope,North Slope - Archery,DEER,DEER,ARCHERY,ARCHERY,0.6667,True,True,MEDIUM,209,30,239,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1543,DB1543,North Slope,North Slope - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.4,True,False,LOW,452,30,482,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1573,DB1573,North Slope,North Slope - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.5,True,True,MEDIUM,210,12,222,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1598,DB1598,North Slope,North Slope - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (EARLY),ANY LEGAL WEAPON,0.4,True,False,LOW,213,25,238,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1523,DB1523,Yellowstone,Yellowstone - Archery,DEER,DEER,ARCHERY,ARCHERY,0.5,True,True,MEDIUM,100,7,107,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1553,DB1553,Yellowstone,Yellowstone - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.25,True,False,LOW,211,32,243,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1583,DB1583,Yellowstone,Yellowstone - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.3333,True,True,LOW,70,9,79,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1522,DB1522,Vernal/Bonanza,Vernal/bonanza - Archery,DEER,DEER,ARCHERY,ARCHERY,0.6667,True,True,MEDIUM,136,12,148,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1552,DB1552,Vernal/Bonanza,Vernal/bonanza - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.4,True,False,LOW,165,24,189,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1582,DB1582,Vernal/Bonanza,Vernal/bonanza - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.5,True,True,MEDIUM,59,5,64,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1512,DB1512,Nine Mile,Nine Mile - Archery,DEER,DEER,ARCHERY,ARCHERY,0.6667,True,True,MEDIUM,132,12,144,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1542,DB1542,Nine Mile,Nine Mile - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.4,True,False,LOW,190,33,223,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1572,DB1572,Nine Mile,Nine Mile - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.5,True,True,MEDIUM,98,6,104,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1593,DB1593,Nine Mile,Nine Mile - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (EARLY),ANY LEGAL WEAPON,0.4,True,False,LOW,112,17,129,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1504,DB1504,Nebo,Nebo - Archery,DEER,DEER,ARCHERY,ARCHERY,0.5,True,True,MEDIUM,534,22,556,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1534,DB1534,Nebo,Nebo - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.25,True,False,LOW,1132,98,1230,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1564,DB1564,Nebo,Nebo - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.3333,True,True,LOW,384,8,392,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
EL3009,EB3009,La Sal La Sal Mtns,"La Sal, La Sal Mtns",ELK,ELK,ARCHERY,ARCHERY,1.0,True,True,HIGH,12,2,14,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3045,EB3045,La Sal La Sal Mtns,Early,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,4,1,5,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3046,EB3046,La Sal La Sal Mtns,Late,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,4,1,5,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3087,EB3087,La Sal La Sal Mtns,"La Sal, La Sal Mtns",ELK,ELK,MUZZLELOADER,MUZZLELOADER,1.0,True,True,HIGH,4,1,5,24_le_bull_elk.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
EL3182,EB3182,La Sal La Sal Mtns,Late,ELK,ELK,ARCHERY,ARCHERY,0.0,True,True,LOW,2,1,3,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
EL3183,EB3183,La Sal La Sal Mtns,Mid,ELK,ELK,ANY LEGAL WEAPON,ANY LEGAL WEAPON,0.0,True,True,LOW,11,3,14,24_le_bull_elk.pdf,SKIP,Confidence below HIGH threshold.
LO1509,DB1509,"La Sal, La Sal Mtns","La Sal, La Sal Mtns - Archery",DEER,DEER,ARCHERY,ARCHERY,0.75,True,True,HIGH,156,15,171,24_deer_odds.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LO1539,DB1539,"La Sal, La Sal Mtns","La Sal, La Sal Mtns - Any Legal Weapon",DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.5,True,False,LOW,325,40,365,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1569,DB1569,"La Sal, La Sal Mtns","La Sal, La Sal Mtns - Muzzleloader",DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.6,True,True,MEDIUM,132,8,140,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1521,DB1521,"San Juan, Abajo Mtns","San Juan, Abajo Mtns - Archery",DEER,DEER,ARCHERY,ARCHERY,0.8,True,True,HIGH,180,27,207,24_deer_odds.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LO1551,DB1551,"San Juan, Abajo Mtns","San Juan, Abajo Mtns - Any Legal Weapon",DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.5714,True,False,LOW,411,82,493,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1581,DB1581,"San Juan, Abajo Mtns","San Juan, Abajo Mtns - Muzzleloader",DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.6667,True,True,MEDIUM,156,25,181,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1503,DB1503,Manti/San Rafael,Manti/san Rafael - Archery,DEER,DEER,ARCHERY,ARCHERY,0.75,True,True,HIGH,918,69,987,24_deer_odds.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LO1533,DB1533,Manti/San Rafael,Manti/san Rafael - Any Legal Weapon,DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.5,True,False,LOW,1267,233,1500,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1563,DB1563,Manti/San Rafael,Manti/san Rafael - Muzzleloader,DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.6,True,True,MEDIUM,690,73,763,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1526,DB1526,"Wasatch Mtns, West","Wasatch Mtns, West - Archery",DEER,DEER,ARCHERY,ARCHERY,0.75,True,True,HIGH,507,51,558,24_deer_odds.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LO1556,DB1556,"Wasatch Mtns, West","Wasatch Mtns, West - Any Legal Weapon",DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.5,True,False,LOW,1445,67,1512,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1586,DB1586,"Wasatch Mtns, West","Wasatch Mtns, West - Muzzleloader",DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.6,True,True,MEDIUM,448,15,463,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1525,DB1525,"Wasatch Mtns, East","Wasatch Mtns, East - Archery",DEER,DEER,ARCHERY,ARCHERY,0.75,True,True,HIGH,488,67,555,24_deer_odds.pdf,POPULATE,Deterministic prefix crosswalk + species/weapon match + strong name similarity.
LO1555,DB1555,"Wasatch Mtns, East","Wasatch Mtns, East - Any Legal Weapon",DEER,DEER,ANY LEGAL WEAPON (LATE),ANY LEGAL WEAPON,0.5,True,False,LOW,1047,157,1204,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1585,DB1585,"Wasatch Mtns, East","Wasatch Mtns, East - Muzzleloader",DEER,DEER,MUZZLELOADER,MUZZLELOADER,0.6,True,True,MEDIUM,411,28,439,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
LO1524,DB1524,Southwest Desert,Southwest Desert - Archery,DEER,DEER,ARCHERY,ARCHERY,0.6667,True,True,MEDIUM,31,6,37,24_deer_odds.pdf,SKIP,Confidence below HIGH threshold.
