hunt_code,field_name,feeder_source_file,feeder_value,target_value,comparison_status,notes
BI6505,display_odds_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.0|0.1|0.3|0.4|0.5|2.0|2.5|22.6|...(+14 more),0|10|2|2.5|22.6|22.7|3.3|30|...(+14 more),IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BI6505,p_draw_mean,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.000035|0.000069|0.000104|0.000139|0.000173|0.000208|0.000277|...(+39 more),0|0.0001|0.0002|0.0003|0.0004|0.0005|0.0006|0.0007|...(+25 more),MISMATCH,Feeder and target values diverge with no overlap.
BI6505,p_draw_p10,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.014465|0.028218|0.041275|0.176112|0.177125|0.288800|0.350761|...(+6 more),0|0.0145|0.0282|0.0413|0.1761|0.1771|0.2888|0.3508|...(+6 more),MISMATCH,Feeder and target values diverge with no overlap.
BI6505,p_draw_p90,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.050000|0.050035|0.050069|0.050104|0.050139|0.050173|0.050208|0.050277|...(+38 more),0.05|0.0501|0.0502|0.0503|0.0504|0.0505|0.0506|0.0507|...(+24 more),MISMATCH,Feeder and target values diverge with no overlap.
BI6505,point_pool_zone,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,MATCH,Feeder values preserved in target set.
BI6505,guaranteed_at_2026,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,18|20,18|20,MATCH,Feeder values preserved in target set.
BI6505,permits_2026_res,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,8,8,MATCH,Feeder values preserved in target set.
BI6505,permits_2026_nr,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,3,3,MATCH,Feeder values preserved in target set.
BI6505,permits_2026_total,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,11,11,MATCH,Feeder values preserved in target set.
BI6505,harvest_success_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,78.6,78.6,MATCH,Feeder values preserved in target set.
BI6505,average_days_hunted,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,4,4,MATCH,Feeder values preserved in target set.
BI6505,average_harvest_age,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BI6505,current_age_3yr_average,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BI6505,management_objective_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
