hunt_code,field_name,feeder_source_file,feeder_value,target_value,comparison_status,notes
BR7301,point_pool_zone,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,max_point_pool|max_pool_guaranteed|random_pool,max_point_pool|max_pool_guaranteed|random_pool,MATCH,Feeder values preserved in target set.
BR7301,guaranteed_at_2026,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,permits_2026_res,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,5,5,MATCH,Feeder values preserved in target set.
BR7301,permits_2026_nr,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,0,0,MATCH,Feeder values preserved in target set.
BR7301,permits_2026_total,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,5,5,MATCH,Feeder values preserved in target set.
BR7301,harvest_success_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,0,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,average_days_hunted,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,average_harvest_age,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,12.3,4.5,MISMATCH,Feeder and target values diverge with no overlap.
BR7301,current_age_3yr_average,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,management_objective_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,management_objective_range,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,management_direction,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,availability_status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/draw_reality_engine.csv,,BEHIND|INSUFFICIENT DATA|MAX POOL,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7301,dwr_result_display,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,~1 in 1.0 or 100.0%|~1 in 7.0 or 14.3%,0|100|50|~1 in 1.0 or 100.0%|~1 in 7.0 or 14.3%,IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7303,hunt_name,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Manti North,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,species,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Black Bear,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,weapon,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Multiseason,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,hunt_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Limited Entry - Multiseason,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,residency,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,Nonresident|Resident,Nonresident|Resident,MATCH,Feeder values preserved in target set.
BR7303,draw_pool,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,standard,standard,MATCH,Feeder values preserved in target set.
BR7303,points,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0|1|10|11|12|13|14|15|...(+25 more),0|1|10|11|12|13|14|15|...(+25 more),MATCH,Feeder values preserved in target set.
BR7303,draw_outlook,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,INSUFFICIENT DATA,INSUFFICIENT DATA,MATCH,Feeder values preserved in target set.
BR7303,status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE|RANDOM ONLY,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE|RANDOM ONLY,MATCH,Feeder values preserved in target set.
BR7303,trend,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,YELLOW,YELLOW,MATCH,Feeder values preserved in target set.
BR7303,display_odds_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.0|100.0|14.3|15.7|17.3|17.4|19.8|2.8|...(+14 more),0|100|14.3|15.7|17.3|17.4|19.8|2.8|...(+14 more),IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7303,p_draw_mean,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.027766|0.031382|0.040387|0.041842|0.042413|0.054120|0.063310|...(+15 more),0|0.0278|0.0314|0.0404|0.0418|0.0424|0.0541|0.0633|...(+15 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7303,p_draw_p10,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.004120|0.013310|0.016847|0.022007|0.023690|0.026178|0.093381|...(+10 more),0|0.0041|0.0133|0.0168|0.022|0.0237|0.0262|0.0934|...(+10 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7303,p_draw_p90,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.050000|0.077766|0.081382|0.090387|0.091842|0.092413|0.104120|0.113310|...(+14 more),0.05|0.0778|0.0814|0.0904|0.0918|0.0924|0.1041|0.1133|...(+14 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7303,point_pool_zone,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,max_point_pool|max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,max_point_pool|max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,MATCH,Feeder values preserved in target set.
BR7303,guaranteed_at_2026,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,permits_2026_res,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,13,13,MATCH,Feeder values preserved in target set.
BR7303,permits_2026_nr,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,1,1,MATCH,Feeder values preserved in target set.
BR7303,permits_2026_total,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,14,14,MATCH,Feeder values preserved in target set.
BR7303,harvest_success_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,57,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,average_days_hunted,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,average_harvest_age,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,4.1,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,current_age_3yr_average,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,management_objective_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,management_objective_range,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,management_direction,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,availability_status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/draw_reality_engine.csv,,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE|RANDOM ONLY,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7303,dwr_result_display,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,~1 in 1.0 or 100.0%|~1 in 5.0 or 20.0%|~1 in 7.0 or 14.3%|~1 in 8.0 or 12.5%|~1 in 9.0 or 11.1%|~1 in 9.5 or 10.5%,0|100|12.5|14.29|~1 in 1.0 or 100.0%|~1 in 5.0 or 20.0%|~1 in 7.0 or 14.3%|~1 in 8.0 or 12.5%|...(+2 more),IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7304,hunt_name,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Manti South/San Rafael North,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,species,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Black Bear,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,weapon,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Multiseason,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,hunt_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Limited Entry - Multiseason,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,residency,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,Nonresident|Resident,Nonresident|Resident,MATCH,Feeder values preserved in target set.
BR7304,draw_pool,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,standard,standard,MATCH,Feeder values preserved in target set.
BR7304,points,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0|1|10|11|12|13|14|15|...(+25 more),0|1|10|11|12|13|14|15|...(+25 more),MATCH,Feeder values preserved in target set.
BR7304,draw_outlook,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,INSUFFICIENT DATA,INSUFFICIENT DATA,MATCH,Feeder values preserved in target set.
BR7304,status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE,MATCH,Feeder values preserved in target set.
BR7304,trend,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,YELLOW,YELLOW,MATCH,Feeder values preserved in target set.
BR7304,display_odds_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.0|10.3|100.0|12.8|18.7|18.9|21.1|25.9|...(+14 more),0|10.3|100|12.8|18.7|18.9|21.1|25.9|...(+14 more),IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7304,p_draw_mean,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.033054|0.062819|0.064461|0.075473|0.078469|0.081402|0.082844|...(+15 more),0|0.0331|0.0628|0.0645|0.0755|0.0785|0.0814|0.0828|...(+15 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7304,p_draw_p10,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.012819|0.014461|0.025473|0.028469|0.031402|0.032844|0.034750|...(+14 more),0|0.0128|0.0145|0.0255|0.0285|0.0314|0.0328|0.0348|...(+14 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7304,p_draw_p90,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.050000|0.083054|0.112819|0.114461|0.125473|0.128469|0.131402|0.132844|...(+15 more),0.05|0.0831|0.1128|0.1145|0.1255|0.1285|0.1314|0.1328|...(+15 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7304,point_pool_zone,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,MATCH,Feeder values preserved in target set.
BR7304,guaranteed_at_2026,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,permits_2026_res,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,18,18,MATCH,Feeder values preserved in target set.
BR7304,permits_2026_nr,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,2,2,MATCH,Feeder values preserved in target set.
BR7304,permits_2026_total,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,20,20,MATCH,Feeder values preserved in target set.
BR7304,harvest_success_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,47,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,average_days_hunted,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,average_harvest_age,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,3.7,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,current_age_3yr_average,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,management_objective_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,management_objective_range,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,management_direction,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,availability_status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/draw_reality_engine.csv,,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7304,dwr_result_display,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,~1 in 1.0 or 100.0%|~1 in 10.0 or 10.0%|~1 in 2.0 or 50.0%|~1 in 2.3 or 43.5%|~1 in 23.0 or 4.3%|~1 in 28.0 or 3.6%|~1 in 6.0 or 16.7%|~1 in 7.0 or 14.3%,0|100|6.67|85.71|~1 in 1.0 or 100.0%|~1 in 10.0 or 10.0%|~1 in 2.0 or 50.0%|~1 in 2.3 or 43.5%|...(+4 more),IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7305,hunt_name,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Nebo,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,species,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Black Bear,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,weapon,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Multiseason,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,hunt_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Limited Entry - Multiseason,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,residency,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,Nonresident|Resident,Nonresident|Resident,MATCH,Feeder values preserved in target set.
BR7305,draw_pool,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,standard,standard,MATCH,Feeder values preserved in target set.
BR7305,points,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0|1|10|11|12|13|14|15|...(+25 more),0|1|10|11|12|13|14|15|...(+25 more),MATCH,Feeder values preserved in target set.
BR7305,draw_outlook,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,INSUFFICIENT DATA,INSUFFICIENT DATA,MATCH,Feeder values preserved in target set.
BR7305,status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE,MATCH,Feeder values preserved in target set.
BR7305,trend,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,YELLOW,YELLOW,MATCH,Feeder values preserved in target set.
BR7305,display_odds_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.6|0.7|0.8|1.0|1.1|1.8|16.6|2.0|...(+8 more),1.1|1.8|100|16.6|2|2.1|2.4|3.1|...(+8 more),IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7305,p_draw_mean,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.005805|0.006691|0.007795|0.008015|0.008455|0.009993|0.010650|0.018443|...(+13 more),0.0058|0.0067|0.0078|0.008|0.0085|0.01|0.0106|0.0184|...(+13 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7305,p_draw_p10,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.041057|0.115558|0.256983|0.947500,0|0.0411|0.1156|0.257|0.9475,MISMATCH,Feeder and target values diverge with no overlap.
BR7305,p_draw_p90,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.055805|0.056691|0.057795|0.058015|0.058455|0.059993|0.060650|0.068443|...(+13 more),0.0558|0.0567|0.0578|0.058|0.0585|0.06|0.0607|0.0684|...(+13 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7305,point_pool_zone,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,max_pool_cutoff_mixed|max_pool_guaranteed|random_pool,MATCH,Feeder values preserved in target set.
BR7305,guaranteed_at_2026,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,permits_2026_res,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,5,5,MATCH,Feeder values preserved in target set.
BR7305,permits_2026_nr,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,0,0,MATCH,Feeder values preserved in target set.
BR7305,permits_2026_total,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,5,5,MATCH,Feeder values preserved in target set.
BR7305,harvest_success_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,100,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,average_days_hunted,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,average_harvest_age,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,3.7,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,current_age_3yr_average,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,management_objective_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,management_objective_range,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,management_direction,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/management_context/hunt_management_objective_context.json,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,availability_status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/draw_reality_engine.csv,,BEHIND|INSUFFICIENT DATA|MAX POOL|ON EDGE,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7305,dwr_result_display,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,~1 in 1.0 or 100.0%|~1 in 15.0 or 6.7%|~1 in 4.0 or 25.0%|~1 in 7.0 or 14.3%,0|100|28.57|~1 in 1.0 or 100.0%|~1 in 15.0 or 6.7%|~1 in 4.0 or 25.0%|~1 in 7.0 or 14.3%,IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7307,hunt_name,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,La Sal,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7307,species,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Black Bear,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7307,weapon,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Multiseason,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7307,hunt_type,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,,Multiseason - Conservation,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7307,residency,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,Nonresident|Resident,Nonresident|Resident,MATCH,Feeder values preserved in target set.
BR7307,draw_pool,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,standard,standard,MATCH,Feeder values preserved in target set.
BR7307,points,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0|1|10|11|12|13|14|15|...(+25 more),0|1|10|11|12|13|14|15|...(+25 more),MATCH,Feeder values preserved in target set.
BR7307,draw_outlook,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,INSUFFICIENT DATA,INSUFFICIENT DATA,MATCH,Feeder values preserved in target set.
BR7307,status,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,INSUFFICIENT DATA,INSUFFICIENT DATA,MATCH,Feeder values preserved in target set.
BR7307,trend,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,YELLOW,YELLOW,MATCH,Feeder values preserved in target set.
BR7307,display_odds_pct,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.0|10.0|100.0|12.5|14.3|3.4|33.3|4.8|...(+1 more),0|10|100|12.5|14.3|3.4|33.3|4.8|...(+1 more),IMPROVED_FROM_CANONICAL_SOURCE,Target diverges with overlapping values; canonical enhancement allowed.
BR7307,p_draw_mean,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.034483|0.047619|0.100000|0.125000|0.142857|0.333333|0.500000|...(+1 more),0|0.0345|0.0476|0.1|0.125|0.1429|0.3333|0.5|...(+1 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7307,p_draw_p10,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.000000|0.050000|0.075000|0.092857|0.283333|0.450000|0.950000,0|0.05|0.075|0.0929|0.2833|0.45|0.95,MISMATCH,Feeder and target values diverge with no overlap.
BR7307,p_draw_p90,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,0.050000|0.084483|0.097619|0.150000|0.175000|0.192857|0.383333|0.550000|...(+1 more),0.05|0.0845|0.0976|0.15|0.175|0.1929|0.3833|0.55|...(+1 more),MISMATCH,Feeder and target values diverge with no overlap.
BR7307,point_pool_zone,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,max_point_pool|random_pool,max_point_pool|random_pool,MATCH,Feeder values preserved in target set.
BR7307,guaranteed_at_2026,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/point_ladder_view.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
BR7307,permits_2026_res,C:/Users/tyler/Desktop/GitHub/HUNT-BUILDER/processed_data/hunt_unit_reference_linked.csv,,,NOT_PRESENT_IN_FEEDER,No feeder value for this hunt_code/field.
