hunt_code,prefix,present_2018,source_count_2018,present_2019,source_count_2019,present_2020,source_count_2020,present_2021,source_count_2021,present_2022,source_count_2022,present_2023,source_count_2023,present_2024,source_count_2024,present_2025,source_count_2025,present_2026,source_count_2026
EA1161,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1162,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1163,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1164,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1,NO,0
EA1165,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1166,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1167,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1168,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1170,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1171,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1,YES,2,NO,0
EA1172,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1174,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1175,EA,NO,0,YES,2,YES,2,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0
EA1176,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
EA1177,EA,NO,0,YES,2,NO,0,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0
EA1183,EA,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1184,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1185,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1186,EA,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EA1187,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1,YES,1,YES,1,NO,0
EA1189,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1190,EA,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1191,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1192,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1193,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1194,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1196,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1197,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1198,EA,NO,0,YES,2,YES,1,YES,1,YES,2,YES,2,YES,1,YES,1,NO,0
EA1200,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1201,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1202,EA,NO,0,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1203,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1204,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1205,EA,NO,0,YES,1,YES,1,YES,2,YES,1,YES,2,NO,0,NO,0,NO,0
EA1206,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1207,EA,NO,0,YES,2,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1208,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1209,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1210,EA,NO,0,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1211,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1212,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1213,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1214,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1215,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1216,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1217,EA,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1218,EA,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1219,EA,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1222,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1223,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1224,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1225,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1226,EA,NO,0,NO,0,YES,2,YES,2,YES,1,YES,2,YES,1,YES,1,NO,0
EA1227,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
EA1228,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1229,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1230,EA,NO,0,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EA1231,EA,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1233,EA,NO,0,NO,0,NO,0,YES,1,YES,2,YES,2,YES,2,YES,1,NO,0
EA1234,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1235,EA,NO,0,NO,0,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0
EA1236,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1237,EA,NO,0,NO,0,NO,0,YES,2,YES,1,YES,2,YES,2,YES,2,NO,0
EA1238,EA,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EA1239,EA,NO,0,NO,0,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0
EA1240,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1241,EA,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
EA1242,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1243,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1244,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
EA1245,EA,NO,0,NO,0,NO,0,YES,2,YES,2,YES,1,YES,2,YES,2,NO,0
EA1250,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1251,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1252,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0
EA1253,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0
EA1254,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1255,EA,NO,0,NO,0,NO,0,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0
EA1256,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,NO,0
EA1257,EA,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,YES,2,NO,0
EA1259,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,2,NO,0
EA1260,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1,NO,0
EA1261,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1263,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1264,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1265,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1266,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1267,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1268,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,2,NO,0
EA1269,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
EA1272,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1273,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1274,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1276,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1277,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1278,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1279,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1280,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1281,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1282,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
EA1283,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,NO,0
EA1284,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1285,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA1286,EA,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0
EA2033,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1,YES,1,NO,0
EA2034,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1,YES,1,YES,1,NO,0
EA2035,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,NO,0,NO,0,NO,0
EA2036,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0
EA2037,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0
EA2038,EA,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0
EB1000,EB,YES,1,YES,1,YES,1,YES,1,NO,0,NO,0,NO,0,NO,0,YES,1
EB1007,EB,NO,0,YES,1,YES,1,YES,1,YES,2,NO,0,NO,0,YES,1,YES,1
EB3000,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3001,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3002,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3003,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3004,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3005,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3006,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3007,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3008,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3009,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3010,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3011,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3012,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3013,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3014,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3015,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3016,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3017,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3018,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3019,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3020,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3021,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3022,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3023,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3024,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3025,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3026,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3027,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3028,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3029,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3030,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3031,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3032,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3033,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3034,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3035,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3036,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3037,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3038,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3039,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3040,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3041,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3042,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3043,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3044,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3045,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3046,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3047,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3048,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3049,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3050,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3051,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3052,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3053,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3054,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3055,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3056,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3057,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3058,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3059,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3060,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3061,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3062,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3063,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3064,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3065,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3066,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3067,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3068,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3069,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3070,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3071,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3072,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3073,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3074,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3075,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3076,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3077,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3078,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3079,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3080,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3081,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3082,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3083,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3084,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3085,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3086,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3087,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3088,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3089,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3090,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3091,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3092,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3093,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3094,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3095,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3096,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3097,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3098,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3099,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3100,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3101,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3102,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3103,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3104,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3105,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3106,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3107,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3108,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3109,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3110,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3111,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3112,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3113,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3114,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3115,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3116,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3117,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3118,EB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3119,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3120,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3121,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3122,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3123,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3124,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3125,EB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
EB3126,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3127,EB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3130,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3131,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3132,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3133,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3134,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3135,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3136,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3137,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3138,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3139,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3140,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3141,EB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
EB3142,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3143,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3144,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3145,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3146,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3147,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3148,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3149,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
EB3150,EB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
