hunt_code,prefix,present_2018,source_count_2018,present_2019,source_count_2019,present_2020,source_count_2020,present_2021,source_count_2021,present_2022,source_count_2022,present_2023,source_count_2023,present_2024,source_count_2024,present_2025,source_count_2025,present_2026,source_count_2026
DB1021,DB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
DB1022,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1023,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1024,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1025,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1026,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1027,DB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
DB1028,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1029,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1030,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1031,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1032,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1033,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1034,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1036,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1037,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1038,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1039,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1040,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1041,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1042,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1043,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1044,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1045,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1046,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1047,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1048,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1051,DB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
DB1052,DB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
DB1053,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1054,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1055,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1058,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1059,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1065,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1073,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1074,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1077,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1078,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1079,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1080,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1081,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1082,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1083,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1084,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1085,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1086,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1087,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1088,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1089,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1090,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1091,DB,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1092,DB,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
DB1094,DB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0
DB1100,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1101,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1103,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1105,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1106,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1107,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1108,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1109,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1
DB1110,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1111,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1112,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1113,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1114,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1115,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1116,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1119,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1120,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,1
DB1121,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1
DB1200,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1201,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1202,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1203,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1204,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1205,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1206,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1207,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1208,DB,NO,0,YES,1,YES,2,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1209,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1210,DB,NO,0,YES,1,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
DB1211,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1212,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1213,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1215,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1216,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,YES,2,YES,1
DB1217,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1219,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1221,DB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
DB1222,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1223,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
DB1224,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1225,DB,NO,0,YES,1,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0
DB1227,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1228,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1229,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1230,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1231,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1232,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1233,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1234,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1236,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1237,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1238,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1239,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1240,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1241,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1242,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1243,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1244,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1245,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1246,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1248,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1249,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1250,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1251,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1252,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1253,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1255,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1256,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1257,DB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
DB1258,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,YES,2,YES,1
DB1259,DB,NO,0,YES,1,YES,2,YES,2,NO,0,NO,0,YES,2,YES,2,YES,1
DB1260,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1261,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1263,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1264,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1265,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1266,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1267,DB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
DB1269,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1270,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1271,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1272,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1273,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1274,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1275,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1276,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0
DB1277,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1278,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
DB1279,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1280,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1281,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1282,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1283,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1285,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1286,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1287,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1288,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1289,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1290,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1291,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1292,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1293,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1294,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1295,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1297,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
DB1298,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1299,DB,NO,0,YES,1,YES,2,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
DB1300,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1301,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1302,DB,NO,0,YES,1,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0,NO,0
DB1303,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1304,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1305,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1306,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1307,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0
DB1308,DB,NO,0,YES,1,YES,2,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
DB1309,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1310,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1312,DB,NO,0,YES,1,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
DB1317,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1320,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
DB1321,DB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
DB1322,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1323,DB,NO,0,YES,1,YES,2,YES,2,YES,2,NO,0,NO,0,YES,2,YES,1
DB1324,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,NO,0
DB1325,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1326,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1327,DB,NO,0,YES,1,YES,2,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1328,DB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1329,DB,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0,NO,0
DB1330,DB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1331,DB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1332,DB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1333,DB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1334,DB,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,2,YES,1
DB1335,DB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
DB1336,DB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
DB1337,DB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,2,YES,1
DB1338,DB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0,NO,0
DB1339,DB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0
DB1340,DB,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0,NO,0,NO,0
DB1341,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1342,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,YES,1
DB1343,DB,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,2,NO,0
DB1344,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
DB1345,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
DB1347,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,1
DB1348,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,NO,0
DB1349,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,2,YES,2,YES,1
DB1351,DB,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,NO,0,YES,1
DB1500,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1501,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1502,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1503,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1504,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1505,DB,NO,0,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0,NO,0,NO,0
DB1506,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1508,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1509,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1510,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1511,DB,NO,0,YES,3,YES,3,YES,2,YES,3,YES,2,YES,3,YES,2,YES,1
DB1512,DB,NO,0,YES,3,YES,3,YES,3,YES,2,YES,3,YES,3,YES,3,YES,1
DB1513,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1514,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1515,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1516,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1517,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1518,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1519,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1520,DB,NO,0,YES,3,YES,3,YES,2,YES,3,YES,3,YES,3,NO,0,NO,0
DB1521,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1522,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1523,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1524,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1525,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1526,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1527,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1528,DB,NO,0,YES,2,YES,2,YES,1,YES,3,YES,2,YES,3,NO,0,NO,0
DB1529,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1530,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1531,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1532,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1533,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1534,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1535,DB,NO,0,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0,NO,0,NO,0
DB1536,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1538,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1539,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1540,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1541,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1542,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1543,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1544,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1545,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1546,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1547,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1548,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1549,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1550,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1551,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1552,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1553,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1554,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1555,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1556,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,YES,1
DB1557,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
DB1558,DB,NO,0,YES,3,YES,3,YES,3,YES,3,YES,3,YES,3,NO,0,NO,0
