source_family,source_file,source_row_count,hunt_code,source_hunt_name,species,sex_type,weapon,hunt_type,hunt_class,source_res,source_nr,source_total,source_permit_shape,mapping_status,notes
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1554,Southwest Desert,Deer,Buck,Any Legal Weapon (Late),General,,,,300,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1555,"Wasatch Mtns, East",Deer,Buck,Any Legal Weapon (Late),General,,,,3900,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1556,"Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),General,,,,4740,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1559,Zion,Deer,Buck,Any Legal Weapon (Late),General,,,,1350,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1561,Box Elder,Deer,Buck,Muzzleloader,General,,,,1040,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1563,Manti/San Rafael,Deer,Buck,Muzzleloader,General,,,,1800,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1564,Nebo,Deer,Buck,Muzzleloader,General,,,,1060,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1566,Fillmore,Deer,Buck,Muzzleloader,General,,,,460,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1568,Kamas,Deer,Buck,Muzzleloader,General,,,,200,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1569,La Sal Mtns,Deer,Buck,Muzzleloader,General,,,,360,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1570,Monroe,Deer,Buck,Muzzleloader,General,,,,220,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1571,Mt Dutton,Deer,Buck,Muzzleloader,General,,,,80,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1572,Nine Mile,Deer,Buck,Muzzleloader,General,,,,280,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1573,North Slope,Deer,Buck,Muzzleloader,General,,,,620,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1574,Ogden,Deer,Buck,Muzzleloader,General,,,,540,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1576,Panguitch Lake,Deer,Buck,Muzzleloader,General,,,,500,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1577,Pine Valley,Deer,Buck,Muzzleloader,General,,,,600,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1579,Fishlake,Deer,Buck,Muzzleloader,General,,,,260,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1581,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,General,,,,560,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1582,Vernal/Bonanza,Deer,Buck,Muzzleloader,General,,,,280,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1583,Yellowstone,Deer,Buck,Muzzleloader,General,,,,280,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1584,Southwest Desert,Deer,Buck,Muzzleloader,General,,,,100,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1585,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,General,,,,1300,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1586,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,General,,,,1580,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1589,Zion,Deer,Buck,Muzzleloader,General,,,,675,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),General,,,,460,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General,,,,200,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General,,,,280,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1594,Panguitch Lake,Deer,Buck,Any Legal Weapon (Early),General,,,,500,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1595,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General,,,,600,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1596,Fishlake,Deer,Buck,Any Legal Weapon (Early),General,,,,260,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1597,Zion,Deer,Buck,Any Legal Weapon (Early),General,,,,675,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1598,North Slope,Deer,Buck,Any Legal Weapon (Early),General,,,,620,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1599,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General,,,,880,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1600,Chalk Creek,Deer,Buck,Archery,General,,,,440,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1601,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General,,,,440,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1602,Chalk Creek,Deer,Buck,Muzzleloader,General,,,,440,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1603,East Canyon,Deer,Buck,Any Legal Weapon (Late),General,,,,760,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1604,East Canyon,Deer,Buck,Archery,General,,,,380,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1605,East Canyon,Deer,Buck,Any Legal Weapon (Early),General,,,,380,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1606,East Canyon,Deer,Buck,Muzzleloader,General,,,,380,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1607,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),General,,,,640,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1608,Morgan-South Rich,Deer,Buck,Archery,General,,,,320,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1609,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),General,,,,320,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1610,Morgan-South Rich,Deer,Buck,Muzzleloader,General,,,,320,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1611,"Beaver, East",Deer,Buck,Archery,General,,,,440,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1612,"Beaver, East",Deer,Buck,Muzzleloader,General,,,,440,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1613,"Beaver, East",Deer,Buck,Any Legal Weapon (Late),General,,,,1320,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1614,"Beaver, West",Deer,Buck,Archery,General,,,,130,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1615,"Beaver, West",Deer,Buck,Restricted Muzzleloader,General,,,,130,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1616,"Beaver, West",Deer,Buck,Restricted Rifle,General,,,,390,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1617,"West Desert, Swasey",Deer,Buck,Archery,General,,,,80,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1618,"West Desert, Swasey",Deer,Buck,Muzzleloader,General,,,,80,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1619,"West Desert, Swasey",Deer,Buck,Any Legal Weapon (Late),General,,,,240,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1620,Oquirrh/Tintic,Deer,Buck,Archery,General,,,,450,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1621,Oquirrh/Tintic,Deer,Buck,Muzzleloader,General,,,,450,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1622,Oquirrh/Tintic,Deer,Buck,Any Legal Weapon (Late),General,,,,1350,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1623,Cedar/Stansbury,Deer,Buck,Archery,General,,,,250,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1624,Cedar/Stansbury,Deer,Buck,Muzzleloader,General,,,,250,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1625,Cedar/Stansbury,Deer,Buck,Any Legal Weapon (Late),General,,,,750,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1627,Cache,Deer,Buck,Restricted Rifle,General,,,,3480,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1628,Cache,Deer,Buck,Restricted Muzzleloader,General,,,,1160,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1629,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,General,,,,960,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1630,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,General,,,,720,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),General,,,,1040,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1770,Box Elder,Deer,Buck,Dedicated Hunter,General,,,,688,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1771,Cache,Deer,Buck,Dedicated Hunter,General,,,,588,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1772,Manti/San Rafael,Deer,Buck,Dedicated Hunter,General,,,,573,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1773,Nebo,Deer,Buck,Dedicated Hunter,General,,,,349,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1775,Fillmore,Deer,Buck,Dedicated Hunter,General,,,,42,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1777,Kamas,Deer,Buck,Dedicated Hunter,General,,,,55,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1778,La Sal Mtns,Deer,Buck,Dedicated Hunter,General,,,,67,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1779,Monroe,Deer,Buck,Dedicated Hunter,General,,,,45,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1780,Mt Dutton,Deer,Buck,Dedicated Hunter,General,,,,26,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1781,Nine Mile,Deer,Buck,Dedicated Hunter,General,,,,62,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1782,North Slope,Deer,Buck,Dedicated Hunter,General,,,,340,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1783,Ogden,Deer,Buck,Dedicated Hunter,General,,,,297,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1785,Panguitch Lake,Deer,Buck,Dedicated Hunter,General,,,,112,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1786,Pine Valley,Deer,Buck,Dedicated Hunter,General,,,,228,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1787,Boulder/Kaiparowits,Deer,Buck,Dedicated Hunter,General,,,,70,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1788,Fishlake,Deer,Buck,Dedicated Hunter,General,,,,49,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1790,"San Juan, Abajo Mtns",Deer,Buck,Dedicated Hunter,General,,,,261,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1791,Vernal/Bonanza,Deer,Buck,Dedicated Hunter,General,,,,45,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1792,Yellowstone,Deer,Buck,Dedicated Hunter,General,,,,63,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1793,Southwest Desert,Deer,Buck,Dedicated Hunter,General,,,,46,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1794,"Wasatch Mtns, East",Deer,Buck,Dedicated Hunter,General,,,,271,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1795,"Wasatch Mtns, West",Deer,Buck,Dedicated Hunter,General,,,,701,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1798,Zion,Deer,Buck,Dedicated Hunter,General,,,,256,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1799,Chalk Creek,Deer,Buck,Dedicated Hunter,General,,,,292,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1800,East Canyon,Deer,Buck,Dedicated Hunter,General,,,,186,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1801,Morgan-South Rich,Deer,Buck,Dedicated Hunter,General,,,,211,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1802,"Beaver, East",Deer,Buck,Dedicated Hunter,General,,,,61,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1803,"Beaver, West",Deer,Buck,Dedicated Hunter,General,,,,44,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1804,Cedar/Stansbury,Deer,Buck,Dedicated Hunter,General,,,,42,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1805,Oquirrh/Tintic,Deer,Buck,Dedicated Hunter,General,,,,65,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,DB1806,"West Desert, Swasey",Deer,Buck,Dedicated Hunter,General,,,,36,TOTAL_ONLY,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LD1001,Paunsaugunt - Private Land Only,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LD1004,Paunsaugunt - Private Land Only,Deer,Buck,Any Legal Weapon,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LD1006,Paunsaugunt - Private Land Only,Deer,Buck,Muzzleloader,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Any Legal Weapon,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LD1023,Diamond Mtn - Private Land Only,Deer,Buck,Any Legal Weapon,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LD1108,Thousand Lakes - Private Land Only,Deer,Buck,Restricted Rifle,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO0008,Diamond Mtn Landowner Association,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO0009,Diamond Mtn Landowner Association,Deer,Buck,Any Legal Weapon,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO0010,Diamond Mtn Landowner Association,Deer,Buck,Muzzleloader,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1501,Box Elder,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1502,Cache,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1503,Manti/San Rafael,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1504,Nebo,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1506,Fillmore,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1508,Kamas,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1509,"La Sal, La Sal Mtns",Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1510,Monroe,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1511,Mt Dutton,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1512,Nine Mile,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1513,North Slope,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
DEER_BUCK_DB_DIRECT,C:/Users/tyler/Desktop/species truth data/2026 deer buck db.csv,1,LO1514,Ogden,Deer,Buck,Archery,L.E.,private only,,,,NO_PERMIT_VALUE,DIRECT_HUNT_CODE,
