"generated_utc","local_path","r2_key","size_mb","public_url","status","message"
"20260619T031943Z","processed_data/point_ladder_view.csv","processed_data/point_ladder_view.csv","136.911","https://json.uoga.workers.dev/processed_data/point_ladder_view.csv","UPLOADED_REMOTE","⛅️ wrangler 4.95.0 (update available 4.102.0)
──────────────────────────────────────────────
Resource location: remote 

Creating object ""processed_data/point_ladder_view.csv"" in bucket ""uoga-data"".
Upload complete."
"20260619T031943Z","data/hunt_odds_history.json","data/hunt_odds_history.json","108.691","https://json.uoga.workers.dev/data/hunt_odds_history.json","UPLOADED_REMOTE","⛅️ wrangler 4.95.0 (update available 4.102.0)
──────────────────────────────────────────────
Resource location: remote 

Creating object ""data/hunt_odds_history.json"" in bucket ""uoga-data"".
Upload complete."
"20260619T031943Z","processed_data/public_contracts/hunt_odds_history.json","processed_data/public_contracts/hunt_odds_history.json","108.673","https://json.uoga.workers.dev/processed_data/public_contracts/hunt_odds_history.json","UPLOADED_REMOTE","⛅️ wrangler 4.95.0 (update available 4.102.0)
──────────────────────────────────────────────
Resource location: remote 

Creating object ""processed_data/public_contracts/hunt_odds_history.json"" in bucket ""uoga-data"".
Upload complete."
