row_number,hunt_code,year,match_method,column,old_value,new_value
275,GO6808,2026,identity,permits_2026_res,,9
275,GO6808,2026,identity,permits_2026_nr,,2
275,GO6808,2026,identity,permits_2026_total,,11
276,GO6810,2019,identity,permits_2019_res,,5
276,GO6810,2019,identity,permits_2019_nr,,1
276,GO6810,2019,identity,permits_2019_total,,6
276,GO6810,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
276,GO6810,2020,identity,permits_2020_res,,3
276,GO6810,2020,identity,permits_2020_nr,,1
276,GO6810,2020,identity,permits_2020_total,,4
276,GO6810,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
276,GO6810,2021,identity,permits_2021_res,,3
276,GO6810,2021,identity,permits_2021_nr,,0
276,GO6810,2021,identity,permits_2021_total,,3
276,GO6810,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
276,GO6810,2022,identity,permits_2022_res,,6
276,GO6810,2022,identity,permits_2022_nr,,0
276,GO6810,2022,identity,permits_2022_total,,6
276,GO6810,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
276,GO6810,2023,identity,permits_2023_res,,1
276,GO6810,2023,identity,permits_2023_nr,,0
276,GO6810,2023,identity,permits_2023_total,,1
276,GO6810,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
276,GO6810,2026,identity,permits_2026_res,,1
276,GO6810,2026,identity,permits_2026_nr,,0
276,GO6810,2026,identity,permits_2026_total,,1
277,BR7011,2019,identity,permits_2019_res,,3
277,BR7011,2019,identity,permits_2019_nr,,0
277,BR7011,2019,identity,permits_2019_total,,3
277,BR7011,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
277,BR7011,2020,identity,permits_2020_res,,3
277,BR7011,2020,identity,permits_2020_nr,,0
277,BR7011,2020,identity,permits_2020_total,,3
277,BR7011,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
277,BR7011,2021,identity,permits_2021_res,,3
277,BR7011,2021,identity,permits_2021_nr,,0
277,BR7011,2021,identity,permits_2021_total,,3
277,BR7011,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
277,BR7011,2022,identity,permits_2022_res,,8
277,BR7011,2022,identity,permits_2022_nr,,0
277,BR7011,2022,identity,permits_2022_total,,8
277,BR7011,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
277,BR7011,2023,identity,permits_2023_res,,4
277,BR7011,2023,identity,permits_2023_nr,,0
277,BR7011,2023,identity,permits_2023_total,,4
277,BR7011,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
277,BR7011,2024,identity,permits_2024_res,2,4
277,BR7011,2024,identity,permits_2024_total,2,4
277,BR7011,2025,identity,permits_2025_res,2,4
277,BR7011,2025,identity,permits_2025_total,2,4
277,BR7011,2026,identity,permits_2026_res,,4
277,BR7011,2026,identity,permits_2026_nr,,0
277,BR7011,2026,identity,permits_2026_total,,4
278,BR7113,2019,identity,permits_2019_res,,3
278,BR7113,2019,identity,permits_2019_nr,,0
278,BR7113,2019,identity,permits_2019_total,,3
278,BR7113,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
278,BR7113,2020,identity,permits_2020_res,,3
278,BR7113,2020,identity,permits_2020_nr,,0
278,BR7113,2020,identity,permits_2020_total,,3
278,BR7113,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
278,BR7113,2021,identity,permits_2021_res,,3
278,BR7113,2021,identity,permits_2021_nr,,0
278,BR7113,2021,identity,permits_2021_total,,3
278,BR7113,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
278,BR7113,2022,identity,permits_2022_res,,6
278,BR7113,2022,identity,permits_2022_nr,,0
278,BR7113,2022,identity,permits_2022_total,,6
278,BR7113,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
278,BR7113,2023,identity,permits_2023_res,,3
278,BR7113,2023,identity,permits_2023_nr,,0
278,BR7113,2023,identity,permits_2023_total,,3
278,BR7113,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
278,BR7113,2024,identity,permits_2024_res,2,3
278,BR7113,2024,identity,permits_2024_total,2,3
278,BR7113,2025,identity,permits_2025_res,1,3
278,BR7113,2025,identity,permits_2025_total,1,3
278,BR7113,2026,identity,permits_2026_res,,3
278,BR7113,2026,identity,permits_2026_nr,,0
278,BR7113,2026,identity,permits_2026_total,,3
279,BR7214,2019,identity,permits_2019_res,,3
279,BR7214,2019,identity,permits_2019_nr,,0
279,BR7214,2019,identity,permits_2019_total,,3
279,BR7214,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
279,BR7214,2020,identity,permits_2020_res,,3
279,BR7214,2020,identity,permits_2020_nr,,0
279,BR7214,2020,identity,permits_2020_total,,3
279,BR7214,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
279,BR7214,2021,identity,permits_2021_res,,3
279,BR7214,2021,identity,permits_2021_nr,,0
279,BR7214,2021,identity,permits_2021_total,,3
279,BR7214,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
279,BR7214,2022,identity,permits_2022_res,,6
279,BR7214,2022,identity,permits_2022_nr,,0
279,BR7214,2022,identity,permits_2022_total,,6
279,BR7214,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
279,BR7214,2023,identity,permits_2023_res,,3
279,BR7214,2023,identity,permits_2023_nr,,0
279,BR7214,2023,identity,permits_2023_total,,3
279,BR7214,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
279,BR7214,2024,identity,permits_2024_res,1,3
279,BR7214,2024,identity,permits_2024_total,1,3
279,BR7214,2025,identity,permits_2025_res,2,4
279,BR7214,2025,identity,permits_2025_total,2,4
279,BR7214,2026,identity,permits_2026_res,,4
279,BR7214,2026,identity,permits_2026_nr,,0
279,BR7214,2026,identity,permits_2026_total,,4
280,BR7323,2022,identity,permits_2022_res,,2
280,BR7323,2022,identity,permits_2022_nr,,0
280,BR7323,2022,identity,permits_2022_total,,2
280,BR7323,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
280,BR7323,2023,unique_hunt_code,permits_2023_res,,1
280,BR7323,2023,unique_hunt_code,permits_2023_nr,,0
280,BR7323,2023,unique_hunt_code,permits_2023_total,,1
280,BR7323,2023,unique_hunt_code,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
280,BR7323,2026,identity,permits_2026_res,,1
280,BR7323,2026,identity,permits_2026_nr,,0
280,BR7323,2026,identity,permits_2026_total,,1
281,DB1001,2019,identity,permits_2019_res,,23
281,DB1001,2019,identity,permits_2019_nr,,2
281,DB1001,2019,identity,permits_2019_total,,25
281,DB1001,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
281,DB1001,2020,identity,permits_2020_res,,23
281,DB1001,2020,identity,permits_2020_nr,,2
281,DB1001,2020,identity,permits_2020_total,,25
281,DB1001,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
281,DB1001,2021,identity,permits_2021_res,,23
281,DB1001,2021,identity,permits_2021_nr,,2
281,DB1001,2021,identity,permits_2021_total,,25
281,DB1001,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
281,DB1001,2022,identity,permits_2022_res,,46
281,DB1001,2022,identity,permits_2022_nr,,4
281,DB1001,2022,identity,permits_2022_total,,50
281,DB1001,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
281,DB1001,2023,identity,permits_2023_res,,23
281,DB1001,2023,identity,permits_2023_nr,,3
281,DB1001,2023,identity,permits_2023_total,,26
281,DB1001,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
281,DB1001,2024,identity,permits_2024_res,10,23
281,DB1001,2024,identity,permits_2024_nr,1,3
281,DB1001,2024,identity,permits_2024_total,11,26
281,DB1001,2025,identity,permits_2025_res,6,25
281,DB1001,2025,identity,permits_2025_nr,1,3
281,DB1001,2025,identity,permits_2025_total,7,28
281,DB1001,2026,identity,permits_2026_res,,25
281,DB1001,2026,identity,permits_2026_nr,,3
281,DB1001,2026,identity,permits_2026_total,,28
282,DB1004,2019,identity,permits_2019_res,,67
282,DB1004,2019,identity,permits_2019_nr,,7
282,DB1004,2019,identity,permits_2019_total,,74
282,DB1004,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
282,DB1004,2020,identity,permits_2020_res,,67
282,DB1004,2020,identity,permits_2020_nr,,7
282,DB1004,2020,identity,permits_2020_total,,74
282,DB1004,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
282,DB1004,2021,identity,permits_2021_res,,67
282,DB1004,2021,identity,permits_2021_nr,,7
282,DB1004,2021,identity,permits_2021_total,,74
282,DB1004,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
282,DB1004,2022,identity,permits_2022_res,,134
282,DB1004,2022,identity,permits_2022_nr,,14
282,DB1004,2022,identity,permits_2022_total,,148
282,DB1004,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
282,DB1004,2023,identity,permits_2023_res,,67
282,DB1004,2023,identity,permits_2023_nr,,7
282,DB1004,2023,identity,permits_2023_total,,74
282,DB1004,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
282,DB1004,2024,identity,permits_2024_res,27,67
282,DB1004,2024,identity,permits_2024_nr,2,7
282,DB1004,2024,identity,permits_2024_total,29,74
282,DB1004,2025,identity,permits_2025_res,13,73
282,DB1004,2025,identity,permits_2025_nr,3,7
282,DB1004,2025,identity,permits_2025_total,16,80
282,DB1004,2026,identity,permits_2026_res,,73
282,DB1004,2026,identity,permits_2026_nr,,7
282,DB1004,2026,identity,permits_2026_total,,80
283,DB1006,2019,identity,permits_2019_res,,23
283,DB1006,2019,identity,permits_2019_nr,,3
283,DB1006,2019,identity,permits_2019_total,,26
283,DB1006,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
283,DB1006,2020,identity,permits_2020_res,,23
283,DB1006,2020,identity,permits_2020_nr,,3
283,DB1006,2020,identity,permits_2020_total,,26
283,DB1006,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
283,DB1006,2021,identity,permits_2021_res,,23
283,DB1006,2021,identity,permits_2021_nr,,3
283,DB1006,2021,identity,permits_2021_total,,26
283,DB1006,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
283,DB1006,2022,identity,permits_2022_res,,46
283,DB1006,2022,identity,permits_2022_nr,,6
283,DB1006,2022,identity,permits_2022_total,,52
283,DB1006,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
283,DB1006,2023,identity,permits_2023_res,,23
283,DB1006,2023,identity,permits_2023_nr,,3
283,DB1006,2023,identity,permits_2023_total,,26
283,DB1006,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
283,DB1006,2024,identity,permits_2024_res,7,26
283,DB1006,2024,identity,permits_2024_nr,2,3
283,DB1006,2024,identity,permits_2024_total,9,29
283,DB1006,2025,identity,permits_2025_res,9,25
283,DB1006,2025,identity,permits_2025_nr,2,3
283,DB1006,2025,identity,permits_2025_total,11,28
283,DB1006,2026,identity,permits_2026_res,,25
283,DB1006,2026,identity,permits_2026_nr,,3
283,DB1006,2026,identity,permits_2026_total,,28
284,DB1008,2019,identity,permits_2019_res,,4
284,DB1008,2019,identity,permits_2019_nr,,0
284,DB1008,2019,identity,permits_2019_total,,4
284,DB1008,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
284,DB1008,2020,identity,permits_2020_res,,4
284,DB1008,2020,identity,permits_2020_nr,,0
284,DB1008,2020,identity,permits_2020_total,,4
284,DB1008,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
284,DB1008,2021,unique_hunt_code,permits_2021_res,,4
284,DB1008,2021,unique_hunt_code,permits_2021_nr,,0
284,DB1008,2021,unique_hunt_code,permits_2021_total,,4
284,DB1008,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
284,DB1008,2022,unique_hunt_code,permits_2022_res,,8
284,DB1008,2022,unique_hunt_code,permits_2022_nr,,0
284,DB1008,2022,unique_hunt_code,permits_2022_total,,8
284,DB1008,2022,unique_hunt_code,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
284,DB1008,2023,unique_hunt_code,permits_2023_res,,4
284,DB1008,2023,unique_hunt_code,permits_2023_nr,,0
284,DB1008,2023,unique_hunt_code,permits_2023_total,,4
284,DB1008,2023,unique_hunt_code,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
284,DB1008,2024,unique_hunt_code,permits_2024_res,2,6
284,DB1008,2024,unique_hunt_code,permits_2024_total,2,6
284,DB1008,2025,unique_hunt_code,permits_2025_res,2,3
284,DB1008,2025,unique_hunt_code,permits_2025_nr,0,1
284,DB1008,2025,unique_hunt_code,permits_2025_total,2,4
284,DB1008,2026,identity,permits_2026_res,,3
284,DB1008,2026,identity,permits_2026_nr,,1
284,DB1008,2026,identity,permits_2026_total,,4
285,DB1010,2019,identity,permits_2019_res,,18
285,DB1010,2019,identity,permits_2019_nr,,2
285,DB1010,2019,identity,permits_2019_total,,20
285,DB1010,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
285,DB1010,2020,identity,permits_2020_res,,18
285,DB1010,2020,identity,permits_2020_nr,,2
285,DB1010,2020,identity,permits_2020_total,,20
285,DB1010,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
285,DB1010,2021,identity,permits_2021_res,,3
285,DB1010,2021,identity,permits_2021_nr,,1
285,DB1010,2021,identity,permits_2021_total,,4
285,DB1010,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
285,DB1010,2022,identity,permits_2022_res,,6
285,DB1010,2022,identity,permits_2022_nr,,2
285,DB1010,2022,identity,permits_2022_total,,8
285,DB1010,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
285,DB1010,2023,identity,permits_2023_res,,10
285,DB1010,2023,identity,permits_2023_nr,,1
285,DB1010,2023,identity,permits_2023_total,,11
285,DB1010,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
285,DB1010,2024,identity,permits_2024_res,3,17
285,DB1010,2024,identity,permits_2024_nr,1,2
285,DB1010,2024,identity,permits_2024_total,4,19
285,DB1010,2025,identity,permits_2025_res,4,23
285,DB1010,2025,identity,permits_2025_nr,1,3
285,DB1010,2025,identity,permits_2025_total,5,26
285,DB1010,2026,identity,permits_2026_res,,29
285,DB1010,2026,identity,permits_2026_nr,,3
285,DB1010,2026,identity,permits_2026_total,,32
286,DB1058,2019,identity,permits_2019_res,,30
286,DB1058,2019,identity,permits_2019_nr,,3
286,DB1058,2019,identity,permits_2019_total,,33
286,DB1058,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
286,DB1058,2020,identity,permits_2020_res,,30
286,DB1058,2020,identity,permits_2020_nr,,3
286,DB1058,2020,identity,permits_2020_total,,33
286,DB1058,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
286,DB1058,2021,identity,permits_2021_res,,27
286,DB1058,2021,identity,permits_2021_nr,,3
286,DB1058,2021,identity,permits_2021_total,,30
286,DB1058,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
286,DB1058,2022,identity,permits_2022_res,,54
286,DB1058,2022,identity,permits_2022_nr,,6
286,DB1058,2022,identity,permits_2022_total,,60
286,DB1058,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
286,DB1058,2023,identity,permits_2023_res,,27
286,DB1058,2023,identity,permits_2023_nr,,3
286,DB1058,2023,identity,permits_2023_total,,30
286,DB1058,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
286,DB1058,2024,identity,permits_2024_res,4,27
286,DB1058,2024,identity,permits_2024_nr,1,3
286,DB1058,2024,identity,permits_2024_total,5,30
286,DB1058,2025,identity,permits_2025_res,4,27
286,DB1058,2025,identity,permits_2025_nr,1,3
286,DB1058,2025,identity,permits_2025_total,5,30
286,DB1058,2026,identity,permits_2026_res,,18
286,DB1058,2026,identity,permits_2026_nr,,2
286,DB1058,2026,identity,permits_2026_total,,20
287,DB1073,2019,identity,permits_2019_res,,4
287,DB1073,2019,identity,permits_2019_nr,,1
287,DB1073,2019,identity,permits_2019_total,,5
287,DB1073,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
287,DB1073,2020,identity,permits_2020_res,,4
287,DB1073,2020,identity,permits_2020_nr,,1
287,DB1073,2020,identity,permits_2020_total,,5
287,DB1073,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
287,DB1073,2021,identity,permits_2021_res,,4
287,DB1073,2021,identity,permits_2021_nr,,1
287,DB1073,2021,identity,permits_2021_total,,5
287,DB1073,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
287,DB1073,2022,identity,permits_2022_res,,8
287,DB1073,2022,identity,permits_2022_nr,,2
287,DB1073,2022,identity,permits_2022_total,,10
287,DB1073,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
287,DB1073,2023,identity,permits_2023_res,,4
287,DB1073,2023,identity,permits_2023_nr,,0
287,DB1073,2023,identity,permits_2023_total,,4
287,DB1073,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
287,DB1073,2024,identity,permits_2024_res,2,4
287,DB1073,2024,identity,permits_2024_total,2,4
287,DB1073,2025,identity,permits_2025_res,2,8
287,DB1073,2025,identity,permits_2025_nr,0,1
287,DB1073,2025,identity,permits_2025_total,2,9
287,DB1073,2026,identity,permits_2026_res,,10
287,DB1073,2026,identity,permits_2026_nr,,1
287,DB1073,2026,identity,permits_2026_total,,11
288,DB1074,2019,identity,permits_2019_res,,4
288,DB1074,2019,identity,permits_2019_nr,,1
288,DB1074,2019,identity,permits_2019_total,,5
288,DB1074,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
288,DB1074,2020,identity,permits_2020_res,,4
288,DB1074,2020,identity,permits_2020_nr,,1
288,DB1074,2020,identity,permits_2020_total,,5
288,DB1074,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
288,DB1074,2021,identity,permits_2021_res,,4
288,DB1074,2021,identity,permits_2021_nr,,1
288,DB1074,2021,identity,permits_2021_total,,5
288,DB1074,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
288,DB1074,2022,identity,permits_2022_res,,8
288,DB1074,2022,identity,permits_2022_nr,,2
288,DB1074,2022,identity,permits_2022_total,,10
288,DB1074,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
288,DB1074,2023,identity,permits_2023_res,,4
288,DB1074,2023,identity,permits_2023_nr,,0
288,DB1074,2023,identity,permits_2023_total,,4
288,DB1074,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
288,DB1074,2024,identity,permits_2024_res,2,4
288,DB1074,2024,identity,permits_2024_total,2,4
288,DB1074,2025,identity,permits_2025_res,2,8
288,DB1074,2025,identity,permits_2025_nr,0,1
288,DB1074,2025,identity,permits_2025_total,2,9
288,DB1074,2026,identity,permits_2026_res,,10
288,DB1074,2026,identity,permits_2026_nr,,1
288,DB1074,2026,identity,permits_2026_total,,11
289,EA1073,2019,identity,permits_2019_res,,78
289,EA1073,2019,identity,permits_2019_nr,,9
289,EA1073,2019,identity,permits_2019_total,,87
289,EA1073,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
289,EA1073,2020,identity,permits_2020_res,,87
289,EA1073,2020,identity,permits_2020_nr,,10
289,EA1073,2020,identity,permits_2020_total,,97
289,EA1073,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
289,EA1073,2021,unique_hunt_code,permits_2021_res,,45
289,EA1073,2021,unique_hunt_code,permits_2021_nr,,4
289,EA1073,2021,unique_hunt_code,permits_2021_total,,49
289,EA1073,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
289,EA1073,2022,identity,permits_2022_res,,90
289,EA1073,2022,identity,permits_2022_nr,,8
289,EA1073,2022,identity,permits_2022_total,,98
289,EA1073,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
289,EA1073,2023,identity,permits_2023_res,,21
289,EA1073,2023,identity,permits_2023_nr,,2
289,EA1073,2023,identity,permits_2023_total,,23
289,EA1073,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
289,EA1073,2025,identity,permits_2025_res,9,18
289,EA1073,2025,identity,permits_2025_nr,1,2
289,EA1073,2025,identity,permits_2025_total,10,20
289,EA1073,2026,identity,permits_2026_res,,0
289,EA1073,2026,identity,permits_2026_nr,,0
289,EA1073,2026,identity,permits_2026_total,,0
290,EA2015,2026,identity,permits_2026_res,,0
290,EA2015,2026,identity,permits_2026_nr,,0
290,EA2015,2026,identity,permits_2026_total,,0
294,DA1009,2019,identity,permits_2019_res,,53
294,DA1009,2019,identity,permits_2019_nr,,11
294,DA1009,2019,identity,permits_2019_total,,64
294,DA1009,2019,identity,permits_2019_source,,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL
294,DA1009,2020,identity,permits_2020_res,,23
294,DA1009,2020,identity,permits_2020_nr,,5
294,DA1009,2020,identity,permits_2020_total,,28
294,DA1009,2020,identity,permits_2020_source,,CANONICAL_YEARLY_DRAW_RESULTS_2020_FOR_2021_MODEL
294,DA1009,2021,unique_hunt_code,permits_2021_res,,28
294,DA1009,2021,unique_hunt_code,permits_2021_nr,,7
294,DA1009,2021,unique_hunt_code,permits_2021_total,,35
294,DA1009,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
294,DA1009,2022,identity,permits_2022_res,,34
294,DA1009,2022,identity,permits_2022_nr,,6
294,DA1009,2022,identity,permits_2022_total,,40
294,DA1009,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
294,DA1009,2023,identity,permits_2023_res,,23
294,DA1009,2023,identity,permits_2023_nr,,7
294,DA1009,2023,identity,permits_2023_total,,30
294,DA1009,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
294,DA1009,2025,identity,permits_2025_res,10,25
294,DA1009,2025,identity,permits_2025_nr,1,0
294,DA1009,2025,identity,permits_2025_total,11,25
294,DA1009,2026,identity,permits_2026_res,,0
294,DA1009,2026,identity,permits_2026_nr,,0
294,DA1009,2026,identity,permits_2026_total,,0
295,EB3145,2021,identity,permits_2021_res,,18
295,EB3145,2021,identity,permits_2021_nr,,2
295,EB3145,2021,identity,permits_2021_total,,20
295,EB3145,2021,identity,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
295,EB3145,2022,identity,permits_2022_res,,36
295,EB3145,2022,identity,permits_2022_nr,,4
295,EB3145,2022,identity,permits_2022_total,,40
295,EB3145,2022,identity,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
295,EB3145,2023,identity,permits_2023_res,,24
295,EB3145,2023,identity,permits_2023_nr,,3
295,EB3145,2023,identity,permits_2023_total,,27
295,EB3145,2023,identity,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
295,EB3145,2024,identity,permits_2024_res,3,29
295,EB3145,2024,identity,permits_2024_nr,1,2
295,EB3145,2024,identity,permits_2024_total,4,31
295,EB3145,2025,identity,permits_2025_res,7,28
295,EB3145,2025,identity,permits_2025_nr,1,2
295,EB3145,2025,identity,permits_2025_total,8,30
295,EB3145,2026,identity,permits_2026_res,,31
295,EB3145,2026,identity,permits_2026_nr,,3
295,EB3145,2026,identity,permits_2026_total,,34
296,EB3148,2021,unique_hunt_code,permits_2021_res,,24
296,EB3148,2021,unique_hunt_code,permits_2021_nr,,3
296,EB3148,2021,unique_hunt_code,permits_2021_total,,27
296,EB3148,2021,unique_hunt_code,permits_2021_source,,CANONICAL_YEARLY_DRAW_RESULTS_2021_FOR_2022_MODEL
296,EB3148,2022,unique_hunt_code,permits_2022_res,,48
296,EB3148,2022,unique_hunt_code,permits_2022_nr,,6
296,EB3148,2022,unique_hunt_code,permits_2022_total,,54
296,EB3148,2022,unique_hunt_code,permits_2022_source,,CANONICAL_YEARLY_DRAW_RESULTS_2022_FOR_2023_MODEL
296,EB3148,2023,unique_hunt_code,permits_2023_res,,9
296,EB3148,2023,unique_hunt_code,permits_2023_nr,,1
296,EB3148,2023,unique_hunt_code,permits_2023_total,,10
296,EB3148,2023,unique_hunt_code,permits_2023_source,,CANONICAL_YEARLY_DRAW_RESULTS_2023_FOR_2024_MODEL
296,EB3148,2024,unique_hunt_code,permits_2024_res,2,17
296,EB3148,2024,unique_hunt_code,permits_2024_total,3,18
296,EB3148,2025,unique_hunt_code,permits_2025_res,5,11
296,EB3148,2025,unique_hunt_code,permits_2025_total,6,12
296,EB3148,2026,identity,permits_2026_res,,12
296,EB3148,2026,identity,permits_2026_nr,,1
296,EB3148,2026,identity,permits_2026_total,,13
