row,hunt_code,column,old,new,species,sex_type,weapon
2925,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2926,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2927,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2928,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2929,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2930,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2931,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2932,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2933,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2934,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2935,EA1139,hunt_name,Hardscrabble CWMU,Hardscrabble,Elk,Antlerless,Any Legal Weapon
2936,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2937,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2938,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2939,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2940,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2941,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2942,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2943,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2944,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2945,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2946,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2947,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2948,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2949,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2950,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2951,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2952,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2953,EA1140,hunt_name,Heaston East CWMU,Heaston East,Elk,Antlerless,Any Legal Weapon
2954,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2955,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2956,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2957,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2958,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2959,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2960,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2961,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2962,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2963,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2964,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2965,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2966,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2967,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2968,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2969,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2970,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2971,EA1141,hunt_name,Hiawatha CWMU,Hiawatha,Elk,Antlerless,Any Legal Weapon
2972,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2973,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2974,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2975,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2976,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2977,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2978,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2979,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2980,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2981,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2982,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2983,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2984,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2985,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2986,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2987,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2988,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2989,EA1142,hunt_name,Indian Head CWMU,Indian Head,Elk,Antlerless,Any Legal Weapon
2990,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2991,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2992,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2993,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2994,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2995,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2996,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2997,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2998,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
2999,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3000,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3001,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3002,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3003,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3004,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3005,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3006,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3007,EA1143,hunt_name,Circle E Ranch CWMU,Circle E Ranch,Elk,Antlerless,Any Legal Weapon
3026,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3027,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3028,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3029,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3030,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3031,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3032,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3033,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3034,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3035,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3036,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3037,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3038,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3039,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3040,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3041,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3042,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3043,EA1145,hunt_name,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch,Elk,Antlerless,Any Legal Weapon
3044,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3045,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3046,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3047,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3048,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3049,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3050,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3051,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3052,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3053,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3054,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3055,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3056,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3057,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3058,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3059,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3060,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3061,EA1146,hunt_name,Jump Creek CWMU,Jump Creek,Elk,Antlerless,Any Legal Weapon
3062,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3063,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3064,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3065,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3066,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3067,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3068,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3069,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3070,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3071,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3072,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3073,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3074,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3075,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3076,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3077,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3078,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3079,EA1147,hunt_name,Little Red Creek CWMU,Little Red Creek,Elk,Antlerless,Any Legal Weapon
3098,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3099,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3100,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3101,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3102,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3103,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3104,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3105,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3106,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3107,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3108,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3109,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3110,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3111,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3112,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3113,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3114,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3115,EA1149,hunt_name,Minnie Maud Ridge CWMU,Minnie Maud Ridge,Elk,Antlerless,Any Legal Weapon
3116,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3117,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3118,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3119,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3120,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3121,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3122,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3123,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3124,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3125,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3126,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3127,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3128,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3129,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3130,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3131,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3132,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3133,EA1151,hunt_name,Moon Ranch CWMU,Moon Ranch,Elk,Antlerless,Any Legal Weapon
3134,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3135,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3136,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3137,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3138,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3139,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3140,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3141,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3142,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3143,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3144,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3145,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3146,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3147,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3148,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3149,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3150,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3151,EA1153,hunt_name,Old Woman Plateau CWMU,Old Woman Plateau,Elk,Antlerless,Any Legal Weapon
3170,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3171,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3172,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3173,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3174,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3175,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3176,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3177,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3178,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3179,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3180,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3181,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3182,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3183,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3184,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3185,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3186,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3187,EA1156,hunt_name,Preston Nutter Ranch CWMU,Preston Nutter Ranch,Elk,Antlerless,Any Legal Weapon
3188,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3189,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3190,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3191,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3192,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3193,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3194,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3195,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3196,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3197,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3198,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3199,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3200,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3201,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3202,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3203,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3204,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3205,EA1157,hunt_name,Redd Ranches CWMU,Redd Ranches,Elk,Antlerless,Any Legal Weapon
3206,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3207,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3208,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3209,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3210,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3211,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3212,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3213,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3214,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3215,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3216,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3217,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3218,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3219,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3220,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3221,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3222,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3223,EA1158,hunt_name,Cactus Ranch LLC CWMU,Riverview Ranch LLC,Elk,Antlerless,Any Legal Weapon
3224,EA1159,hunt_name,Roan Cliffs CWMU,Roan Cliffs,Elk,Antlerless,Any Legal Weapon
3225,EA1159,hunt_name,Roan Cliffs CWMU,Roan Cliffs,Elk,Antlerless,Any Legal Weapon
3226,EA1159,hunt_name,Roan Cliffs CWMU,Roan Cliffs,Elk,Antlerless,Any Legal Weapon
3227,EA1159,hunt_name,Roan Cliffs CWMU,Roan Cliffs,Elk,Antlerless,Any Legal Weapon
