row,hunt_code,column,old,new,species,sex_type,weapon
331,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
332,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
333,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
334,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
335,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
336,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
337,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
338,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
339,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
340,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
341,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
342,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
343,DA1013,hunt_name,Mt Carmel CWMU,Mt Carmel,Deer,Antlerless,Any Legal Weapon
362,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
363,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
364,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
365,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
366,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
367,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
368,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
369,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
370,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
371,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
372,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
373,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
374,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
375,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
376,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
377,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
378,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
379,EA1020,hunt_name,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat",Elk,Antlerless,Any Legal Weapon
380,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
381,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
382,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
383,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
384,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
385,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
386,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
387,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
388,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
389,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
390,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
391,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
392,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
393,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
394,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
395,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
396,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
397,EA1162,hunt_name,Scofield East CWMU,Scofield East,Elk,Antlerless,Any Legal Weapon
398,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
399,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
400,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
401,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
402,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
403,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
404,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
405,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
406,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
407,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
408,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
409,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
410,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
411,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
412,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
413,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
414,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
415,EA1163,hunt_name,Scofield West CWMU,Scofield West,Elk,Antlerless,Any Legal Weapon
416,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
417,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
418,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
419,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
420,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
421,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
422,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
423,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
424,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
425,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
426,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
427,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
428,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
429,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
430,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
431,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
432,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
433,EA1164,hunt_name,SJ Ranch CWMU,SJ Ranch,Elk,Antlerless,Any Legal Weapon
434,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
435,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
436,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
437,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
438,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
439,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
440,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
441,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
442,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
443,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
444,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
445,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
446,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
447,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
448,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
449,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
450,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
451,EA1165,hunt_name,Skull Crack CWMU,Skull Crack,Elk,Antlerless,Any Legal Weapon
452,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
453,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
454,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
455,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
456,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
457,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
458,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
459,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
460,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
461,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
462,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
463,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
464,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
465,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
466,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
467,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
468,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
469,EA1166,hunt_name,Soldier Summit CWMU,Soldier Summit,Elk,Antlerless,Any Legal Weapon
470,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
471,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
472,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
473,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
474,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
475,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
476,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
477,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
478,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
479,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
480,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
481,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
482,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
483,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
484,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
485,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
486,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
487,EA1167,hunt_name,South Canyon CWMU,South Canyon,Elk,Antlerless,Any Legal Weapon
488,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
489,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
490,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
491,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
492,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
493,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
494,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
495,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
496,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
497,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
498,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
499,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
500,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
501,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
502,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
503,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
504,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
505,EA1168,hunt_name,Spring Creek/Dodge CWMU,Spring Creek/Dodge,Elk,Antlerless,Any Legal Weapon
506,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
507,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
508,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
509,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
510,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
511,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
512,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
513,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
514,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
515,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
516,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
517,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
518,EA1170,hunt_name,Strawberry Ridge CWMU,Strawberry Ridge,Elk,Antlerless,Any Legal Weapon
