row,hunt_code,hunt_name,species,sex_type,weapon,hunt_type
12944,DB1022,"San Juan, Elk Ridge",Deer,Buck,Any Legal Weapon,Limited Entry
12945,DB1022,"San Juan, Elk Ridge",Deer,Buck,Any Legal Weapon,Limited Entry
12946,DB1022,"San Juan, Elk Ridge",Deer,Buck,Any Legal Weapon,Limited Entry
12947,DB1022,"San Juan, Elk Ridge",Deer,Buck,Any Legal Weapon,Limited Entry
12948,DB1022,"San Juan, Elk Ridge",Deer,Buck,Any Legal Weapon,Limited Entry
13352,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13353,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13354,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13355,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13356,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13357,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13358,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13359,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13360,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13361,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13362,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13363,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13364,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13365,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13366,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13367,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13368,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13369,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13370,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13371,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13372,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13373,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13374,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13375,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13376,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13377,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13378,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13379,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13380,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13381,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13382,EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13383,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13384,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13385,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13386,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13387,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13388,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13389,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13390,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13391,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13392,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13393,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13394,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13395,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13396,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13397,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13398,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13399,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13400,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13401,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13402,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13403,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13404,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13405,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13406,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13407,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13408,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13409,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13410,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13411,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13412,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13413,EB3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry
13972,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13973,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13974,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13975,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13976,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13977,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13978,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13979,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13980,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13981,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13982,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13983,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13984,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13985,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13986,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13987,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13988,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13989,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13990,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13991,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13992,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13993,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13994,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13995,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13996,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13997,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13998,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
13999,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
14000,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
14001,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
14002,EB3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry
14468,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14469,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14470,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14471,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14472,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14473,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14474,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14475,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14476,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14477,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14478,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14479,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14480,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14481,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14482,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14483,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14484,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14485,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14486,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14487,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14488,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14489,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14490,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14491,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14492,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14493,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14494,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14495,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14496,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14497,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
14498,EB3121,San Juan Bull Elk,Elk,Bull,Multi-season,Limited Entry
16607,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16608,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16609,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16610,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16611,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16612,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16613,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16614,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16615,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16616,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16617,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16618,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16619,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16620,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16621,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16622,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16623,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16624,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16625,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16626,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16627,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16628,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16629,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16630,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16631,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16632,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16633,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16634,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16635,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16636,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16637,EB3193,San Juan Bull Elk,Elk,Bull,Late Archery,Limited Entry
16638,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16639,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16640,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16641,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16642,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16643,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16644,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16645,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16646,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16647,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16648,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16649,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16650,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16651,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16652,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16653,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16654,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16655,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16656,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16657,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16658,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16659,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16660,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16661,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16662,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16663,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16664,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16665,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16666,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16667,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16668,EB3194,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry
16917,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16918,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16919,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16920,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16921,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16922,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16923,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16924,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16925,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16926,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16927,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16928,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16929,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16930,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16931,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16932,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16933,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16934,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16935,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16936,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16937,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16938,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16939,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16940,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16941,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16942,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16943,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16944,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16945,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16946,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16947,EB3502,Bear Mountain CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16948,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16949,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16950,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16951,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16952,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16953,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16954,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16955,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16956,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16957,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16958,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16959,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16960,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16961,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16962,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16963,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16964,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16965,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16966,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16967,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16968,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16969,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16970,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16971,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16972,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16973,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16974,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16975,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16976,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16977,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
16978,EB3503,Bear Springs CWMU,Elk,Bull,Any Legal Weapon,Limited Entry
17382,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17383,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17384,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17385,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17386,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17387,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17388,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17389,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17390,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17391,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17392,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17393,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17394,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17395,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17396,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17397,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17398,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17399,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17400,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17401,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17402,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17403,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17404,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17405,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17406,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17407,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17408,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17409,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17410,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17411,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
17412,DB1037,"San Juan, Elk Ridge",Deer,Buck,Muzzleloader,Limited Entry
18622,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18623,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18624,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18625,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18626,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18627,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18628,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18629,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18630,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18631,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18632,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18633,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18634,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18635,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18636,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18637,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18638,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18639,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18640,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18641,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18642,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18643,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18644,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18645,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18646,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18647,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18648,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18649,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18650,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18651,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
18652,EB3561,Two Bear,Elk,Bull,Any Legal Weapon,CWMU
20451,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20452,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20453,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20454,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20455,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20456,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20457,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20458,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20459,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20460,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
