row,hunt_code,hunt_name,species,sex_type,weapon,hunt_type
20461,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20462,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20463,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20464,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20465,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20466,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20467,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20468,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20469,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20470,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20471,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20472,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20473,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20474,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20475,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20476,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20477,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20478,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20479,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20480,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
20481,DB1046,"San Juan, Elk Ridge",Deer,Buck,Multi-season,Limited Entry
24636,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24637,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24638,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24639,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24640,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24641,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24642,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24643,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24644,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24645,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24646,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24647,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24648,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24649,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24650,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24651,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24652,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24653,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24654,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24655,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24656,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24657,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24658,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24659,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24660,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24661,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24662,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24663,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24664,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24665,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
24666,MB6224,Two Bear,Moose,Bull,Any Legal Weapon,CWMU
25969,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25970,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25971,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25972,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25973,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25974,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25975,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25976,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25977,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25978,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25979,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25980,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25981,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25982,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25983,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25984,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25985,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25986,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25987,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25988,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25989,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25990,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25991,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25992,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25993,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25994,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25995,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25996,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25997,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25998,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
25999,DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26000,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26001,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26002,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26003,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26004,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26005,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26006,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26007,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26008,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26009,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26010,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26011,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26012,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26013,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26014,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26015,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26016,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26017,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26018,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26019,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26020,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26021,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26022,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26023,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26024,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26025,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26026,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26027,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26028,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26029,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26030,DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26186,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26187,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26188,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26189,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26190,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26191,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26192,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26193,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26194,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26195,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26196,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26197,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26198,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26199,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26200,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26201,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26202,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26203,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26204,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26205,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26206,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26207,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26208,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26209,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26210,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26211,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26212,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26213,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26214,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26215,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26216,DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26217,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26218,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26219,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26220,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26221,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26222,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26223,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26224,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26225,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26226,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26227,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26228,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26229,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26230,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26231,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26232,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26233,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26234,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26235,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26236,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26237,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26238,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26239,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26240,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26241,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26242,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26243,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26244,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26245,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26246,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
26247,DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,Limited Entry
32013,BI1000,Sportsman,Bison,Either Sex,Any Legal Weapon,Sportsman
32014,BR1000,Sportsman,Black Bear,Either Sex,Any Legal Weapon,Sportsman
32015,DB0007,Sportsman,Deer,Buck,Any Legal Weapon,Sportsman
32016,DS1000,Sportsman,Desert Bighorn Sheep,Ram,Any Legal Weapon,Sportsman
32017,EB1000,Sportsman,Elk,Bull,Any Legal Weapon,Sportsman
32018,GO1000,Sportsman,Mountain Goat,Either Sex,Any Legal Weapon,Sportsman
32019,MB1000,Sportsman,Moose,Bull,Any Legal Weapon,Sportsman
32020,PB1000,Sportsman,Pronghorn,Buck,Any Legal Weapon,Sportsman
32021,RS0001,Sportsman,Rocky Mountain Sheep,Ram,Any Legal Weapon,Sportsman
32022,TK0001,Sportsman,Turkey,Bearded,Any Legal Weapon,Sportsman
32303,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32304,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32305,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32306,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32307,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32308,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32309,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32310,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32311,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32312,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32313,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32314,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32315,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32316,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32317,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32318,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32319,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32320,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32321,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32322,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32323,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32324,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32325,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32326,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32327,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32328,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32329,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32330,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32331,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32332,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
32333,EB1007,Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,Limited Entry
33244,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33245,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33246,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33247,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33248,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33249,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33250,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33251,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33252,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33253,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33254,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33255,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33256,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33257,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33258,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33259,EA1174,Two Bear CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33404,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33405,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33406,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33407,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33408,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33409,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33410,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33411,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33412,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33413,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33414,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33415,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33416,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33417,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33418,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
33419,EA1198,Bear Springs CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
34444,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34445,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34446,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34447,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34448,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34449,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34450,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34451,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34452,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34453,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34454,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34455,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34456,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34457,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34458,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34459,DA1001,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34604,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34605,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34606,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34607,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34608,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34609,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34610,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34611,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34612,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34613,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34614,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34615,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34616,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34617,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34618,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
34619,DA1002,"Box Elder, West Bear River",Deer,Antlerless,Archery,General Season
35596,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35597,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35598,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35599,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35600,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35601,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35602,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35603,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35604,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35605,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35606,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35607,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35608,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35609,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35610,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
35611,EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU
