surface,source_csv,hunt_code,legacy_hunt_code_prefix,hunt_code_prefix_status,residency,point_level,hunt_name,species,hunt_category,applicants,permits,source_file,source_namespace,raw_hunt_code_status
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,12,Bison Bonus Point,Bison,Bonus Point,158,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,12,Bison Bonus Point,Bison,Bonus Point,154,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,6,Bison Bonus Point,Bison,Bonus Point,379,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,7,Bison Bonus Point,Bison,Bonus Point,415,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,28,Bison Bonus Point,Bison,Bonus Point,7,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,26,Bison Bonus Point,Bison,Bonus Point,16,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,4,Bison Bonus Point,Bison,Bonus Point,429,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,20,Bison Bonus Point,Bison,Bonus Point,64,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,29,Bison Bonus Point,Bison,Bonus Point,4,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,19,Bison Bonus Point,Bison,Bonus Point,36,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,3,Bison Bonus Point,Bison,Bonus Point,643,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,27,Bison Bonus Point,Bison,Bonus Point,11,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,25,Bison Bonus Point,Bison,Bonus Point,37,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,18,Bison Bonus Point,Bison,Bonus Point,41,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,8,Bison Bonus Point,Bison,Bonus Point,281,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,25,Bison Bonus Point,Bison,Bonus Point,13,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,21,Bison Bonus Point,Bison,Bonus Point,46,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,30,Bison Bonus Point,Bison,Bonus Point,5,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,27,Bison Bonus Point,Bison,Bonus Point,24,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,18,Bison Bonus Point,Bison,Bonus Point,89,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,22,Bison Bonus Point,Bison,Bonus Point,59,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,23,Bison Bonus Point,Bison,Bonus Point,28,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,7,Bison Bonus Point,Bison,Bonus Point,387,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,17,Bison Bonus Point,Bison,Bonus Point,91,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,24,Bison Bonus Point,Bison,Bonus Point,14,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,31,Bison Bonus Point,Bison,Bonus Point,2,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,13,Bison Bonus Point,Bison,Bonus Point,137,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,16,Bison Bonus Point,Bison,Bonus Point,195,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,10,Bison Bonus Point,Bison,Bonus Point,185,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,2,Bison Bonus Point,Bison,Bonus Point,713,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,29,Bison Bonus Point,Bison,Bonus Point,13,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,11,Bison Bonus Point,Bison,Bonus Point,191,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,1,Bison Bonus Point,Bison,Bonus Point,862,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,17,Bison Bonus Point,Bison,Bonus Point,286,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,15,Bison Bonus Point,Bison,Bonus Point,98,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,15,Bison Bonus Point,Bison,Bonus Point,164,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,14,Bison Bonus Point,Bison,Bonus Point,117,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,11,Bison Bonus Point,Bison,Bonus Point,193,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,30,Bison Bonus Point,Bison,Bonus Point,4,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,4,Bison Bonus Point,Bison,Bonus Point,608,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,26,Bison Bonus Point,Bison,Bonus Point,39,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,19,Bison Bonus Point,Bison,Bonus Point,67,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,20,Bison Bonus Point,Bison,Bonus Point,25,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,0,Bison Bonus Point,Bison,Bonus Point,923,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,24,Bison Bonus Point,Bison,Bonus Point,52,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,16,Bison Bonus Point,Bison,Bonus Point,103,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,23,Bison Bonus Point,Bison,Bonus Point,50,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,1,Bison Bonus Point,Bison,Bonus Point,476,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,13,Bison Bonus Point,Bison,Bonus Point,175,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,21,Bison Bonus Point,Bison,Bonus Point,17,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Resident,28,Bison Bonus Point,Bison,Bonus Point,26,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,3,Bison Bonus Point,Bison,Bonus Point,494,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,22,Bison Bonus Point,Bison,Bonus Point,19,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_12_bison.csv,BIS,,,Nonresident,0,Bison Bonus Point,Bison,Bonus Point,511,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,33,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,1,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,17,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,69,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,32,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,2,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,23,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,43,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,18,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,78,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,27,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,21,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,4,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,242,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,23,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,46,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,22,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,58,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,19,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,60,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,2,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,490,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,11,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,208,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,24,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,29,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,24,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,35,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,17,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,264,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,1,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,543,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,13,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,173,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,1,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,339,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,8,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,281,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,14,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,81,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,9,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,328,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,7,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,186,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,6,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,340,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,10,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,218,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,9,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,163,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,2,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,314,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,4,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,412,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,29,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,10,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,12,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,196,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,0,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,453,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,26,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,29,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,5,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,437,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,28,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,21,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,30,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,2,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,16,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,181,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,3,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,452,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,7,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,391,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,3,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,240,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,31,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,2,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,18,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,80,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,31,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,5,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,21,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,62,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,0,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,659,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,5,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,233,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,20,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,64,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,15,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,84,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,10,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,109,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Resident,13,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,87,0,,,FAMILY_AGGREGATE_LABEL
endpoint,pipeline\RAW\hunt_unit_database\2026\exports\utahdraws_draw_odds_20260603\csv\2026_big_game_13_desert_bighorn_sheep.csv,DBS,,,Nonresident,30,Desert Bighorn Sheep Bonus Point,Desert Bighorn Sheep,Bonus Point,3,0,,,FAMILY_AGGREGATE_LABEL
