hunt_code,hunt_name,species,sex_type,weapon,hunt_type,best_crosswalk_status,best_confidence,recommended_resolution_bucket,boundary_confirmed,regulation_present,permit_conflict,evidence_source_count,evidence_sources,status_counts,notes
EL3043,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:6,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3044,"La Sal, Dolores Triangle",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3045,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5|RENAMED_MATCH:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3046,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3047,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3048,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3049,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3050,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3053,"North Slope, Three Corners",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3056,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3057,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3063,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3064,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3065,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5|RENAMED_MATCH:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3068,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:6,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3069,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:6,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3072,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5|RENAMED_MATCH:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3073,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3077,"Beaver, East",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3079,"Book Cliffs, Little Creek Roadless",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3081,"Cache, Meadowville",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3083,"Cache, South",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3084,Manti,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3086,"Fillmore, Pahvant",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3087,"La Sal, La Sal Mtns",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3088,Monroe,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3089,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3091,"North Slope, Three Corners",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3093,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3096,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3098,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3100,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3126,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:3|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3127,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3130,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3132,"Cache, North",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3135,Barney Top/Kaiparowits,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3136,"Southwest Desert, North",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5|RENAMED_MATCH:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3137,"West Desert, Deep Creek",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3139,"Cache, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3142,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3143,"Southwest Desert, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3144,"West Desert, Deep Creek",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3145,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:4,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3146,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3147,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3148,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3149,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3150,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:2,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3151,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3152,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:5,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3153,"Box Elder, Grouse Creek",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3154,Boulder,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
EL3155,"Southwest Desert, South",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,BOUNDARY_CONFIRMED_IDENTITY_READY,true,false,false,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,CODE_MATCH_BOUNDARY_CONFIRMED:2|NEEDS_MANUAL_REMAP:3,Boundary workbook/current database confirms current-code boundary. At least one source still calls for manual remap/review.
